Pattern,TF,Time (BKK),Type,Limit_Price,Entry,SL,TP,be_trig,be_act,RSI,ATR,Lot,dist_sma50,dist_sma200,body,range,Bars_Waited,Reason,P&L,CloseTime (BKK),Balance,Date,Month
Naiya Doji,H1,2025-03-17 08:00,BUY,2985.38,2985.38,2981.8,3001.96,2992.54,False,43.79,5.04,0.01,0.26,,4.03,5.79,1,TP,16.58,2025-03-18 00:00,13.820000000001528,2025-03-18,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2969.4,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,7,SL,-2.26,2025-03-17 10:00,11.56000000000131,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2969.4,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,6,SL,-2.26,2025-03-17 10:00,9.300000000001091,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2969.4,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,5,SL,-2.26,2025-03-17 10:00,7.040000000000873,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2969.4,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,4,SL,-2.26,2025-03-17 10:00,4.780000000000655,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2969.4,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,2,SL,-2.26,2025-03-17 10:00,2.5200000000004366,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2990.94,2990.94,2993.2,2974.75,2986.42,False,66.39,5.53,0.01,0.53,,7.24,9.25,1,SL,-2.26,2025-03-17 10:00,0.2600000000002183,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2969.28,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,17,SL,-3.2,2025-03-17 12:00,-2.9400000000005093,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2969.28,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,16,SL,-3.2,2025-03-17 12:00,-6.140000000001237,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2969.28,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,15,SL,-3.2,2025-03-17 12:00,-9.340000000001965,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,14,SL,-3.2,2025-03-17 12:00,-12.540000000002692,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,13,SL,-3.2,2025-03-17 12:00,-15.74000000000342,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,12,SL,-3.2,2025-03-17 12:00,-18.940000000004147,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,11,SL,-3.2,2025-03-17 12:00,-22.140000000004875,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,10,SL,-3.2,2025-03-17 12:00,-25.340000000005602,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,9,SL,-3.2,2025-03-17 12:00,-28.54000000000633,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,8,SL,-3.2,2025-03-17 12:00,-31.740000000007058,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 10:00,SELL,2996.47,2996.47,2999.67,2965.4,2990.07,False,66.39,5.53,0.01,0.53,,7.24,9.25,3,SL,-3.2,2025-03-17 12:00,-34.940000000007785,2025-03-17,2025-03
Naiya Hidden,H1,2025-03-17 10:00,BUY,4275.95,4275.95,2982.64,4392.04,4322.38,False,66.39,5.53,0.01,0.53,,7.24,9.25,1,SL,-1293.31,2025-04-07 01:00,-1328.2500000000073,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-17 11:00,BUY,4275.95,4275.95,2987.13,4392.04,4322.38,False,68.64,5.59,0.01,0.59,,3.22,4.74,1,SL,-1288.82,2025-03-17 13:00,-2617.070000000007,2025-03-17,2025-03
Naiya Hidden,H1,2025-03-17 12:00,BUY,4275.95,4275.95,2994.28,4392.04,4322.38,False,64.37,5.42,0.01,0.5,,1.42,4.73,1,SL,-1281.67,2025-03-17 13:00,-3898.740000000007,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 13:00,BUY,2988.74,2988.74,2986.36,2999.14,2993.5,False,47.92,5.79,0.01,0.13,,10.34,12.93,3,SL,-2.38,2025-03-17 13:00,-3901.1200000000063,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 13:00,BUY,2988.74,2988.74,2986.36,2999.14,2993.5,False,47.92,5.79,0.01,0.13,,10.34,12.93,2,SL,-2.38,2025-03-17 13:00,-3903.5000000000055,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 13:00,BUY,2988.74,2988.74,2986.36,2999.14,2993.5,False,47.92,5.79,0.01,0.13,,10.34,12.93,1,SL,-2.38,2025-03-17 13:00,-3905.8800000000047,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 15:00,SELL,2998.8,2998.8,3001.16,2970.66,2994.08,False,56.89,6.35,0.01,0.45,,10.42,13.33,2,SL,-2.36,2025-03-17 21:00,-3908.2400000000052,2025-03-17,2025-03
Naiya Doji,H1,2025-03-17 15:00,SELL,2998.8,2998.8,3001.16,2970.66,2994.08,False,56.89,6.35,0.01,0.45,,10.42,13.33,1,SL,-2.36,2025-03-17 21:00,-3910.600000000006,2025-03-17,2025-03
Naiya Hidden,H1,2025-03-17 15:00,BUY,4275.95,4275.95,2985.7,4392.04,4322.38,False,56.89,6.35,0.01,0.45,,10.42,13.33,1,SL,-1290.25,2025-04-07 01:00,-5200.850000000006,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-17 16:00,BUY,4275.95,4275.95,2986.66,4392.04,4322.38,False,55.48,6.49,0.01,0.36,,1.46,6.4,1,SL,-1289.29,2025-04-07 01:00,-6490.140000000007,2025-04-07,2025-04
Naiya Doji,H1,2025-03-17 18:00,SELL,2998.8,2998.8,3001.16,2972.0,2994.08,False,59.14,6.58,0.01,0.32,,3.39,4.96,1,SL,-2.36,2025-03-17 21:00,-6492.500000000007,2025-03-17,2025-03
Naiya,H1,2025-03-17 19:00,BUY,2997.18,2997.18,2993.0,3006.2,3005.54,False,64.61,6.45,0.01,0.35,,1.44,3.4,1,TP,9.02,2025-03-18 02:00,-6483.480000000007,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-17 19:00,BUY,4275.95,4275.95,2994.0,4392.04,4322.38,False,64.61,6.45,0.01,0.35,,1.44,3.4,1,SL,-1281.95,2025-04-07 01:00,-7765.430000000008,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-17 20:00,BUY,4275.95,4275.95,2996.42,4392.04,4322.38,False,62.99,6.39,0.01,0.37,,0.99,3.18,1,SL,-1279.53,2025-04-07 01:00,-9044.960000000006,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-17 21:00,BUY,4275.95,4275.95,2997.18,4392.04,4322.38,False,60.98,6.13,0.01,0.39,,1.0,1.75,1,SL,-1278.77,2025-04-07 01:00,-10323.730000000007,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-17 23:00,BUY,4275.95,4275.95,2999.6,4392.04,4322.38,False,65.04,5.85,0.01,0.34,,1.13,1.9,1,SL,-1276.35,2025-03-18 01:00,-11600.080000000005,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-18 02:00,BUY,4275.95,4275.95,2999.06,4392.04,4322.38,False,58.12,5.63,0.01,0.49,,4.14,9.11,1,SL,-1276.89,2025-04-07 01:00,-12876.970000000005,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-18 03:00,BUY,4275.95,4275.95,2998.91,4392.04,4322.38,False,64.65,5.96,0.01,0.64,,5.05,9.31,1,SL,-1277.04,2025-04-07 01:00,-14154.010000000006,2025-04-07,2025-04
Naiya Hidden,H1,2025-03-18 04:00,BUY,4275.95,4275.95,3002.33,4392.04,4322.38,False,84.12,5.44,0.01,0.65,,0.74,5.69,1,SL,-1273.62,2025-03-21 15:00,-15427.630000000005,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-18 05:00,BUY,4275.95,4275.95,3009.0,4392.04,4322.38,False,84.84,5.49,0.01,0.72,,2.86,5.83,1,SL,-1266.95,2025-03-18 06:00,-16694.580000000005,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-18 06:00,BUY,4275.95,4275.95,3010.77,4392.04,4322.38,False,72.43,5.15,0.01,0.62,,2.48,8.64,1,SL,-1265.18,2025-03-18 06:00,-17959.760000000006,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-18 08:00,BUY,4275.95,4275.95,3010.1,4392.04,4322.38,False,86.72,5.18,0.01,0.74,,0.82,4.39,1,SL,-1265.85,2025-03-21 14:00,-19225.610000000004,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-18 09:00,BUY,4275.95,4275.95,3014.06,4392.04,4322.38,False,89.07,5.6,0.01,1.04,,9.87,10.85,1,SL,-1261.89,2025-03-21 14:00,-20487.500000000004,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-18 10:00,BUY,4275.95,4275.95,3015.86,4392.04,4322.38,False,75.3,6.09,0.01,0.81,,6.34,10.32,1,SL,-1260.09,2025-03-21 14:00,-21747.590000000004,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-18 12:00,BUY,4275.95,4275.95,3019.12,4392.04,4322.38,False,77.81,6.69,0.01,0.98,,2.82,7.12,1,SL,-1256.83,2025-03-21 14:00,-23004.420000000006,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-18 13:00,BUY,4275.95,4275.95,3021.95,4392.04,4322.38,False,82.54,7.2,0.01,1.2,,7.39,9.07,1,SL,-1254.0,2025-03-21 06:00,-24258.420000000006,2025-03-21,2025-03
Fibo,M30,2025-03-18 13:30,SELL,3033.72,3033.72,3039.11,2999.41,3020.0,False,81.12,5.48,0.01,0.9,,5.68,8.07,6,SL,-5.39,2025-03-19 06:00,-24263.810000000005,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-18 14:00,BUY,4275.95,4275.95,3026.24,4392.04,4322.38,False,81.73,7.84,0.01,1.15,,0.94,12.11,1,SL,-1249.71,2025-03-18 14:00,-25513.520000000004,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-18 17:00,BUY,4275.95,4275.95,3024.62,4392.04,4322.38,False,72.91,7.84,0.01,1.16,,4.35,6.48,1,SL,-1251.33,2025-03-19 10:00,-26764.850000000006,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-18 18:00,BUY,4275.95,4275.95,3029.98,4392.04,4322.38,False,68.26,7.9,0.01,1.02,,3.42,6.52,1,SL,-1245.97,2025-03-18 18:00,-28010.820000000007,2025-03-18,2025-03
Naiya Hidden,H1,2025-03-18 20:00,BUY,4275.95,4275.95,3031.98,4392.04,4322.38,False,70.93,7.35,0.01,1.04,,0.38,2.84,1,SL,-1243.97,2025-03-19 00:00,-29254.790000000008,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 00:00,BUY,4275.95,4275.95,3032.18,4392.04,4322.38,False,55.76,6.33,0.01,0.82,,2.76,3.6,1,SL,-1243.77,2025-03-19 00:00,-30498.560000000005,2025-03-19,2025-03
Naiya,H1,2025-03-19 01:00,SELL,3033.24,3033.24,3034.53,2988.58,3030.66,False,63.89,5.85,0.01,0.78,,0.31,3.58,1,SL,-1.29,2025-03-19 04:00,-30499.850000000006,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,6,SL,-1.42,2025-03-19 04:00,-30501.270000000004,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,5,SL,-1.42,2025-03-19 04:00,-30502.690000000002,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,4,SL,-1.42,2025-03-19 04:00,-30504.11,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,3,SL,-1.42,2025-03-19 04:00,-30505.53,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,2,SL,-1.42,2025-03-19 04:00,-30506.949999999997,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 04:00,SELL,3036.61,3036.61,3038.03,2986.42,3033.77,False,52.96,5.46,0.01,0.85,,2.96,6.74,1,SL,-1.42,2025-03-19 04:00,-30508.369999999995,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 04:00,BUY,4275.95,4275.95,3028.5,4392.04,4322.38,False,52.96,5.46,0.01,0.85,,2.96,6.74,1,SL,-1247.45,2025-03-19 09:00,-31755.819999999992,2025-03-19,2025-03
Fibo,M30,2025-03-19 04:30,SELL,3038.16,3038.16,3038.96,3024.74,3032.79,False,52.57,2.98,0.01,0.32,,1.78,4.93,8,SL,-0.8,2025-03-19 04:30,-31756.619999999995,2025-03-19,2025-03
Fibo,M30,2025-03-19 04:30,SELL,3038.16,3038.16,3042.3,3024.74,3032.79,False,52.57,2.98,0.01,0.32,,1.78,4.93,9,SL,-4.14,2025-03-19 06:30,-31760.759999999995,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 05:00,BUY,4275.95,4275.95,3031.72,4392.04,4322.38,False,54.63,4.82,0.01,0.83,,0.14,3.25,1,SL,-1244.23,2025-03-19 09:00,-33004.99,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 06:00,BUY,4275.95,4275.95,3033.8,4392.04,4322.38,False,72.39,4.85,0.01,1.06,,8.12,8.88,1,SL,-1242.15,2025-03-19 09:00,-34247.14,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 07:00,BUY,4275.95,4275.95,3035.94,4392.04,4322.38,False,64.8,5.06,0.01,0.95,,2.32,10.35,1,SL,-1240.01,2025-03-19 07:00,-35487.15,2025-03-19,2025-03
Naiya,H1,2025-03-19 09:00,BUY,3031.4,3031.4,3027.41,3044.59,3039.38,False,41.73,5.54,0.01,0.32,,10.84,12.35,6,SL,-3.99,2025-03-19 09:00,-35491.14,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 11:00,SELL,3036.61,3036.61,3038.03,3016.53,3033.77,False,49.27,6.36,0.01,0.58,,4.22,9.33,2,SL,-1.42,2025-03-19 12:00,-35492.56,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 11:00,SELL,3036.61,3036.61,3038.03,3016.53,3033.77,False,49.27,6.36,0.01,0.58,,4.22,9.33,1,SL,-1.42,2025-03-19 12:00,-35493.979999999996,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 11:00,BUY,4275.95,4275.95,3022.26,4392.04,4322.38,False,49.27,6.36,0.01,0.58,,4.22,9.33,1,SL,-1253.69,2025-03-21 06:00,-36747.67,2025-03-21,2025-03
Naiya Doji,H1,2025-03-19 12:00,SELL,3036.61,3036.61,3038.03,3016.53,3033.77,False,54.63,6.6,0.01,0.68,,4.28,6.16,1,SL,-1.42,2025-03-19 12:00,-36749.09,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 12:00,BUY,4275.95,4275.95,3027.86,4392.04,4322.38,False,54.63,6.6,0.01,0.68,,4.28,6.16,1,SL,-1248.09,2025-03-19 14:00,-37997.17999999999,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 13:00,BUY,4275.95,4275.95,3033.27,4392.04,4322.38,False,52.43,6.81,0.01,0.59,,1.77,4.71,1,SL,-1242.68,2025-03-19 14:00,-39239.85999999999,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 17:00,SELL,3036.61,3036.61,3038.03,3013.32,3033.77,False,49.75,7.8,0.01,0.36,,1.5,6.95,3,SL,-1.42,2025-03-19 17:00,-39241.27999999999,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 17:00,SELL,3036.61,3036.61,3038.03,3013.32,3033.77,False,49.75,7.8,0.01,0.36,,1.5,6.95,2,SL,-1.42,2025-03-19 17:00,-39242.69999999999,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 17:00,SELL,3036.61,3036.61,3038.03,3013.32,3033.77,False,49.75,7.8,0.01,0.36,,1.5,6.95,1,SL,-1.42,2025-03-19 17:00,-39244.11999999999,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 17:00,BUY,4275.95,4275.95,3026.3,4392.04,4322.38,False,49.75,7.8,0.01,0.36,,1.5,6.95,1,SL,-1249.65,2025-03-20 11:00,-40493.76999999999,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-19 18:00,BUY,4275.95,4275.95,3030.86,4392.04,4322.38,False,45.11,7.66,0.01,0.24,,2.71,4.76,1,SL,-1245.09,2025-03-19 18:00,-41738.859999999986,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 19:00,SELL,3036.61,3036.61,3038.03,3013.32,3033.77,False,56.71,8.75,0.01,0.75,,16.55,18.45,2,SL,-1.42,2025-03-19 19:00,-41740.279999999984,2025-03-19,2025-03
Naiya Doji,H1,2025-03-19 19:00,SELL,3034.84,3034.84,3038.31,3013.15,3027.9,False,56.71,8.75,0.01,0.75,,16.55,18.45,1,SL,-3.47,2025-03-19 19:00,-41743.749999999985,2025-03-19,2025-03
Naiya,H1,2025-03-19 19:00,SELL,3031.52,3031.52,3038.31,3013.15,3017.94,False,56.71,8.75,0.01,0.75,,16.55,18.45,1,SL,-6.79,2025-03-19 19:00,-41750.539999999986,2025-03-19,2025-03
Naiya Hidden,H1,2025-03-19 20:00,BUY,4275.95,4275.95,3029.64,4392.04,4322.38,False,52.39,8.9,0.01,0.76,,1.09,10.97,1,SL,-1246.31,2025-03-20 11:00,-42996.849999999984,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-19 21:00,BUY,4275.95,4275.95,3040.41,4392.04,4322.38,False,53.7,8.44,0.01,0.7,,0.64,3.95,1,SL,-1235.54,2025-03-20 09:00,-44232.389999999985,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-20 00:00,BUY,4275.95,4275.95,3046.65,4392.04,4322.38,False,72.84,7.45,0.01,0.72,,0.08,2.41,1,SL,-1229.3,2025-03-20 03:00,-45461.68999999999,2025-03-20,2025-03
Naiya,H1,2025-03-20 02:00,BUY,3050.11,3050.11,3048.73,3053.83,3052.87,False,64.49,7.03,0.01,0.64,,3.59,6.78,1,TP,3.72,2025-03-20 02:00,-45457.96999999999,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-20 02:00,BUY,4275.95,4275.95,3049.55,4392.04,4322.38,False,64.49,7.03,0.01,0.64,,3.59,6.78,1,SL,-1226.4,2025-03-20 02:00,-46684.36999999999,2025-03-20,2025-03
Naiya,H1,2025-03-20 03:00,BUY,3047.93,3047.93,3044.29,3053.82,3055.21,False,56.57,7.1,0.01,0.48,,3.99,7.19,4,TP,5.89,2025-03-20 05:00,-46678.47999999999,2025-03-20,2025-03
Naiya,H1,2025-03-20 03:00,SELL,3050.05,3050.05,3055.56,3002.49,3039.03,False,56.57,7.1,0.01,0.48,,3.99,7.19,1,SL,-5.51,2025-03-20 05:00,-46683.98999999999,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-20 05:00,BUY,4275.95,4275.95,3045.01,4392.04,4322.38,False,68.2,7.03,0.01,0.63,,2.4,9.31,1,SL,-1230.94,2025-03-20 06:00,-47914.92999999999,2025-03-20,2025-03
Naiya Hidden,H1,2025-03-20 06:00,BUY,4275.95,4275.95,3047.59,4392.04,4322.38,False,68.52,7.1,0.01,0.43,,5.52,8.38,1,SL,-1228.36,2025-03-20 06:00,-49143.28999999999,2025-03-20,2025-03
Naiya,H1,2025-03-20 07:00,SELL,3049.95,3049.95,3057.4,3006.5,3035.05,False,67.39,7.06,0.01,0.47,,2.13,5.78,1,TP,43.45,2025-03-21 14:00,-49099.84,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-20 08:00,BUY,4275.95,4275.95,3045.22,4392.04,4322.38,False,58.3,7.08,0.01,0.23,,6.71,7.18,1,SL,-1230.73,2025-03-20 08:00,-50330.57,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3052.04,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,13,SL,-5.17,2025-03-20 11:00,-50335.74,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3052.04,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,12,SL,-5.17,2025-03-20 11:00,-50340.909999999996,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3052.04,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,11,SL,-5.17,2025-03-20 11:00,-50346.079999999994,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3052.04,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,10,SL,-5.17,2025-03-20 11:00,-50351.24999999999,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3062.66,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,9,SL,-5.17,2025-03-20 11:00,-50356.41999999999,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3062.66,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,8,SL,-5.17,2025-03-20 11:00,-50361.58999999999,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3062.66,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,7,SL,-5.17,2025-03-20 11:00,-50366.75999999999,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3062.66,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,6,SL,-5.17,2025-03-20 11:00,-50371.929999999986,2025-03-20,2025-03
