Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2025-09-10,183,24,159,0,-7510.75,-1355426.2000000007
2025-09-11,227,36,191,0,-5453.78,-1360879.9800000007
2025-09-12,171,39,132,0,-4515.96,-1365395.9400000006
2025-09-15,299,32,267,0,-5931.46,-1371327.4000000006
2025-09-16,134,7,127,0,-5317.09,-1376644.4900000007
2025-09-17,326,39,287,0,-10561.2,-1387205.6900000006
2025-09-18,170,32,138,0,-6220.7300000000005,-1393426.4200000006
2025-09-19,252,54,198,0,-5741.6900000000005,-1399168.1100000006
2025-09-22,169,42,127,0,335.01000000000005,-1398833.1000000006
2025-09-23,129,39,90,0,-4576.65,-1403409.7500000005
2025-09-24,319,64,255,0,-6397.25,-1409807.0000000005
2025-09-25,141,18,123,0,-6908.39,-1416715.3900000004
2025-09-26,281,37,244,0,-5110.2,-1421825.5900000003
2025-09-29,137,28,109,0,-862.2,-1422687.7900000003
2025-09-30,173,18,155,0,-7216.5,-1429904.2900000003
2025-10-01,198,4,194,0,-4669.2,-1434573.4900000002
2025-10-02,347,19,328,0,-7333.69,-1441907.1800000002
2025-10-03,174,13,161,0,-3936.7,-1445843.8800000001
2025-10-06,142,33,109,0,-1383.59,-1447227.4700000002
2025-10-07,174,16,158,0,-4274.7,-1451502.1700000002
2025-10-08,122,23,99,0,-2853.06,-1454355.2300000002
2025-10-09,412,28,384,0,-7530.3,-1461885.5300000003
2025-10-10,203,34,169,0,-2376.56,-1464262.0900000003
2025-10-12,1,0,1,0,-22.99,-1464285.0800000003
2025-10-13,135,38,97,0,707.37,-1463577.7100000002
2025-10-14,148,9,139,0,-2227.27,-1465804.9800000002
2025-10-15,123,43,80,0,257.21000000000004,-1465547.7700000003
2025-10-16,223,68,155,0,2840.34,-1462707.4300000002
2025-10-17,240,47,193,0,1073.3200000000002,-1461634.11
2025-10-20,228,17,211,0,-1063.33,-1462697.4400000002
2025-10-21,367,52,315,0,-1855.5900000000001,-1464553.0300000003
2025-10-22,283,14,269,0,-6726.3,-1471279.3300000003
2025-10-23,129,12,117,0,-1826.49,-1473105.8200000003
2025-10-24,300,41,259,0,-2525.43,-1475631.2500000002
2025-10-26,26,18,8,0,579.09,-1475052.1600000001
2025-10-27,222,28,194,0,-3408.5,-1478460.6600000001
2025-10-28,152,11,141,0,-8996.98,-1487457.6400000001
2025-10-29,263,8,255,0,-4825.9,-1492283.54
2025-10-30,208,12,196,0,-2438.07,-1494721.61
2025-10-31,174,23,151,0,-4371.15,-1499092.76
2025-11-03,192,21,171,0,-4043.69,-1503136.45
2025-11-04,291,44,247,0,-4249.01,-1507385.46
2025-11-05,114,9,105,0,-2319.77,-1509705.23
2025-11-06,358,102,256,0,-1459.27,-1511164.5
2025-11-07,235,39,196,0,-2647.34,-1513811.84
2025-11-10,181,56,125,0,827.89,-1512983.9500000002
2025-11-11,203,47,156,0,-1580.18,-1514564.1300000001
2025-11-12,258,30,228,0,-1667.77,-1516231.9000000001
2025-11-13,175,18,157,0,-1462.94,-1517694.84
2025-11-14,325,49,276,0,-3904.73,-1521599.57
2025-11-17,219,38,181,0,-2954.13,-1524553.7
2025-11-18,205,13,192,0,-3048.99,-1527602.69
2025-11-19,266,29,237,0,-2653.9,-1530256.5899999999
2025-11-20,219,17,202,0,-3629.6,-1533886.19
2025-11-21,345,51,294,0,-1894.1000000000001,-1535780.29
2025-11-24,209,32,177,0,-636.11,-1536416.4000000001
2025-11-25,181,12,169,0,-2075.07,-1538491.4700000002
2025-11-26,142,11,131,0,-1877.8700000000001,-1540369.3400000003
2025-11-27,86,20,66,0,-810.28,-1541179.6200000003
2025-11-28,330,76,254,0,1438.27,-1539741.3500000003
2025-12-01,138,27,111,0,-1094.41,-1540835.7600000002
2025-12-02,242,30,212,0,-1837.57,-1542673.3300000003
2025-12-03,217,29,188,0,-230.63000000000002,-1542903.9600000002
2025-12-04,253,17,236,0,-1677.1399999999999,-1544581.1
2025-12-05,285,66,219,0,-587.1199999999999,-1545168.2200000002
2025-12-08,151,37,114,0,-505.68000000000006,-1545673.9000000001
2025-12-09,296,29,267,0,-805.5600000000001,-1546479.4600000002
2025-12-10,326,34,292,0,-1949.28,-1548428.7400000002
2025-12-11,255,14,241,0,-2286.28,-1550715.0200000003
2025-12-12,171,10,161,0,-728.3299999999999,-1551443.3500000003
2025-12-15,199,27,172,0,-50.70000000000001,-1551494.0500000003
2025-12-16,233,35,198,0,-335.38,-1551829.4300000002
2025-12-17,199,20,179,0,-433.75,-1552263.1800000002
2025-12-18,322,25,297,0,-245.37999999999997,-1552508.56
2025-12-19,196,7,189,0,-410.79,-1552919.35
2025-12-22,106,30,76,0,4423.96,-1548495.3900000001
2025-12-23,198,34,164,0,-145.80000000000004,-1548641.1900000002
2025-12-24,116,19,97,0,-143.88000000000002,-1548785.07
2025-12-26,164,44,120,0,2339.57,-1546445.5
2025-12-29,507,58,449,0,-40.859999999999964,-1546486.36
2025-12-30,137,37,100,0,536.37,-1545949.99
2025-12-31,217,38,179,0,222.96000000000006,-1545727.03
2026-01-02,244,66,178,0,1218.74,-1544508.29
2026-01-05,235,75,160,0,3118.93,-1541389.36
2026-01-06,167,6,161,0,-584.51,-1541973.87
2026-01-07,211,26,185,0,-573.36,-1542547.2300000002
2026-01-08,254,27,227,0,-28.250000000000046,-1542575.4800000002
2026-01-09,252,76,176,0,2009.19,-1540566.2900000003
2026-01-11,23,0,23,0,-709.6,-1541275.8900000004
2026-01-12,118,26,92,0,6726.380000000001,-1534549.5100000005
2026-01-13,299,24,275,0,-125.39999999999995,-1534674.9100000004
2026-01-14,157,19,138,0,-354.52,-1535029.4300000004
2026-01-15,219,9,210,0,-841.79,-1535871.2200000004
2026-01-16,382,83,299,0,2129.27,-1533741.9500000004
2026-01-18,2,1,1,0,684.49,-1533057.4600000004
2026-01-19,314,181,133,0,67973.35,-1465084.1100000003
2026-01-20,217,39,178,0,359.09,-1464725.0200000003
2026-01-21,169,35,134,0,374.46999999999997,-1464350.5500000003
2026-01-22,153,19,134,0,623.1500000000001,-1463727.4000000004
2026-01-23,179,4,175,0,-806.99,-1464534.3900000004
2026-01-26,185,20,165,0,-866.9300000000001,-1465401.3200000003
2026-01-27,196,30,166,0,629.1299999999999,-1464772.1900000004
2026-01-28,134,29,105,0,843.9699999999999,-1463928.2200000004
2026-01-29,232,22,210,0,-1193.8200000000002,-1465122.0400000005
2026-01-30,435,63,372,0,-1548.7299999999998,-1466670.7700000005
2026-02-02,116,6,110,0,-2622.71,-1469293.4800000004
2026-02-03,228,32,196,0,-1730.54,-1471024.0200000005
2026-02-04,222,26,196,0,-32.95000000000007,-1471056.9700000004
2026-02-05,188,21,167,0,-145.66,-1471202.6300000004
2026-02-06,187,34,153,0,489.55,-1470713.0800000003
2026-02-09,189,27,162,0,1873.4900000000002,-1468839.5900000003
2026-02-10,216,32,184,0,423.86999999999995,-1468415.7200000002
2026-02-11,272,48,224,0,191.27000000000004,-1468224.4500000002
2026-02-12,358,26,332,0,-1900.65,-1470125.1
2026-02-13,137,12,125,0,-894.28,-1471019.3800000001
2026-02-16,93,11,82,0,-292.4,-1471311.78
2026-02-17,288,21,267,0,-1625.33,-1472937.11
2026-02-18,272,46,226,0,2884.34,-1470052.77
2026-02-19,218,5,213,0,-891.22,-1470943.99
2026-02-20,380,76,304,0,2563.37,-1468380.6199999999
2026-02-22,6,0,6,0,-327.43,-1468708.0499999998
2026-02-23,151,15,136,0,966.4300000000001,-1467741.6199999999
2026-02-24,189,16,173,0,-729.17,-1468470.7899999998
2026-02-25,305,18,287,0,-1131.6200000000001,-1469602.41
2026-02-26,188,25,163,0,-227.16000000000003,-1469829.5699999998
2026-02-27,342,58,284,0,1228.32,-1468601.2499999998
2026-03-01,1,1,0,0,127.11,-1468474.1399999997
2026-03-02,124,20,104,0,1175.52,-1467298.6199999996
2026-03-03,376,53,323,0,38.46000000000001,-1467260.1599999997
2026-03-04,143,14,129,0,-700.51,-1467960.6699999997
2026-03-05,301,63,238,0,3385.12,-1464575.5499999996
2026-03-06,221,12,209,0,-723.65,-1465299.1999999995
2026-03-08,35,0,35,0,-306.40999999999997,-1465605.6099999994
2026-03-09,176,14,162,0,-1337.13,-1466942.7399999993
2026-03-10,250,32,218,0,-795.24,-1467737.9799999993
2026-03-11,190,32,158,0,-249.89999999999992,-1467987.8799999992
2026-03-12,278,24,254,0,-559.0,-1468546.8799999992
2026-03-13,212,3,209,0,-2156.31,-1470703.1899999992
2026-03-15,10,7,3,0,605.04,-1470098.1499999992
2026-03-16,122,9,113,0,-1112.01,-1471210.1599999992
2026-03-17,234,25,209,0,-416.59,-1471626.7499999993
2026-03-18,178,19,159,0,-258.71000000000004,-1471885.4599999993
2026-03-19,108,8,100,0,-413.95000000000005,-1472299.4099999992
2026-03-20,222,16,206,0,-2282.94,-1474582.3499999992
2026-03-22,7,0,7,0,-62.22,-1474644.5699999991
2026-03-23,109,20,89,0,-1092.8,-1475737.3699999992
2026-03-24,144,4,140,0,-2184.73,-1477922.0999999992
2026-03-25,215,19,196,0,194.39000000000007,-1477727.7099999993
2026-03-26,206,13,193,0,-1613.04,-1479340.7499999993
2026-03-27,230,30,200,0,779.45,-1478561.2999999993
2026-03-30,202,39,163,0,1693.6599999999999,-1476867.6399999994
2026-03-31,239,47,192,0,5746.18,-1471121.4599999995
2026-04-01,172,52,120,0,2622.3900000000003,-1468499.0699999996
2026-04-02,321,38,283,0,834.8900000000001,-1467664.1799999997
2026-04-06,139,15,124,0,-318.46000000000004,-1467982.6399999997
2026-04-07,369,75,294,0,1365.06,-1466617.5799999996
2026-04-08,172,29,143,0,1337.48,-1465280.0999999996
2026-04-09,134,8,126,0,-589.3,-1465869.3999999997
2026-04-10,223,33,190,0,-125.70999999999998,-1465995.1099999996
2026-04-13,267,25,242,0,-398.15,-1466393.2599999995
2026-04-14,239,15,223,0,-1187.23,-1467580.4899999995
2026-04-15,225,19,206,0,-1168.16,-1468748.6499999994
2026-04-16,178,2,176,0,-818.54,-1469567.1899999995
2026-04-17,313,42,271,0,487.88000000000005,-1469079.3099999996
2026-04-20,193,16,174,0,-363.3,-1469442.6099999996
2026-04-21,279,22,257,0,-980.98,-1470423.5899999996
2026-04-22,79,19,60,0,-0.830000000000009,-1470424.4199999997
2026-04-23,218,35,183,0,258.74,-1470165.6799999997
2026-04-24,128,13,115,0,56.24000000000001,-1470109.4399999997
2026-04-27,194,5,189,0,-730.1,-1470839.5399999998
2026-04-28,272,69,203,0,3130.45,-1467709.0899999999
2026-04-29,159,19,140,0,-452.48,-1468161.5699999998
2026-04-30,229,16,213,0,-948.47,-1469110.0399999998
2026-05-01,230,23,207,0,-481.05,-1469591.0899999999
2026-05-04,178,12,166,0,-948.8,-1470539.89
2026-05-05,148,10,138,0,-695.02,-1471234.91
2026-05-06,410,63,347,0,894.3199999999999,-1470340.5899999999
2026-05-07,282,77,205,0,1172.87,-1469167.7199999997
2026-05-08,169,22,147,0,-166.06,-1469333.7799999998
2026-05-11,272,34,238,0,-318.34999999999997,-1469652.13
2026-05-12,217,11,206,0,-1143.06,-1470795.19
2026-05-13,151,19,132,0,-212.79000000000002,-1471007.98
2026-05-14,282,29,253,0,-610.22,-1471618.2
2026-05-15,209,35,174,0,1677.34,-1469940.8599999999
2026-05-18,184,12,172,0,-1273.56,-1471214.42
2026-05-19,239,30,209,0,-1349.1299999999999,-1472563.5499999998
2026-05-20,187,48,139,0,1086.21,-1471477.3399999999
2026-05-21,253,56,197,0,820.76,-1470656.5799999998
2026-05-22,167,18,149,0,-329.68000000000006,-1470986.2599999998
2026-05-25,250,37,213,0,23.429999999999993,-1470962.8299999998
2026-05-26,220,12,208,0,-362.89,-1471325.7199999997
2026-05-27,210,17,193,0,-890.07,-1472215.7899999998
2026-05-28,238,16,222,0,-1114.05,-1473329.8399999999
2026-05-29,301,47,254,0,148.87,-1473180.9699999997
2026-06-01,182,13,169,0,-542.25,-1473723.2199999997
2026-06-02,201,12,189,0,-521.83,-1474245.0499999998
2026-06-03,136,14,122,0,-592.23,-1474837.2799999998
2026-06-04,257,37,220,0,-86.00000000000003,-1474923.2799999998
2026-06-05,314,44,270,0,-14.850000000000037,-1474938.13
2026-06-08,139,21,118,0,-728.6999999999999,-1475666.8299999998
2026-06-09,345,27,318,0,-1455.31,-1477122.14
2026-06-10,104,22,82,0,-1661.53,-1478783.67
2026-06-11,229,31,198,0,-2955.95,-1481739.6199999999
2026-06-12,178,14,164,0,-1869.07,-1483608.69
2026-06-15,293,32,261,0,418.29000000000013,-1483190.4
2026-06-16,148,35,113,0,292.95,-1482897.45
2026-06-17,508,63,445,0,750.86,-1482146.5899999999
2026-06-18,174,22,152,0,-1365.34,-1483511.93
2026-06-19,117,20,97,0,-1518.72,-1485030.65
2026-06-22,188,10,178,0,-1941.32,-1486971.97
2026-06-23,229,27,202,0,-1530.52,-1488502.49
2026-06-24,205,35,170,0,-1772.22,-1490274.71
2026-06-25,179,18,161,0,-2404.2999999999997,-1492679.01
2026-06-26,223,28,195,0,-2209.62,-1494888.6300000001
2026-06-29,209,16,193,0,-4653.25,-1499541.8800000001
2026-06-30,283,28,255,0,-5707.099999999999,-1505248.9800000002
2026-07-01,308,49,259,0,-31.580000000000172,-1505280.5600000003
2026-07-02,191,30,161,0,-910.7,-1506191.2600000002
2026-07-03,122,15,107,0,-534.8000000000001,-1506726.0600000003
2026-07-06,193,5,188,0,-2019.5,-1508745.5600000003
2026-07-07,309,21,288,0,-3880.11,-1512625.6700000004
2026-07-08,249,30,219,0,-3205.12,-1515830.7900000005
2026-07-09,156,7,149,0,-1747.98,-1517578.7700000005
2026-07-10,203,54,149,0,-1469.78,-1519048.5500000005
2026-07-13,292,37,248,0,-3614.71,-1522663.2600000005
2026-07-14,251,46,205,0,-1957.38,-1524620.6400000004
2026-07-15,192,38,154,0,-2082.54,-1526703.1800000004
2026-07-16,249,21,228,0,-6104.86,-1532808.0400000005
2026-07-17,225,11,214,0,-4353.53,-1537161.5700000005
2026-07-20,216,5,211,0,-4610.51,-1541772.0800000005
2026-07-21,276,43,233,0,-937.4600000000002,-1542709.5400000005
2026-07-22,208,11,197,0,-2563.66,-1545273.2000000004
2026-07-23,238,22,216,0,-3388.13,-1548661.3300000003
2026-07-24,224,52,172,0,-1920.41,-1550581.7400000002
2026-07-27,200,35,165,0,-2652.3,-1553234.0400000003
2026-07-28,256,25,226,0,-4195.0,-1557429.0400000003
2026-07-29,504,29,475,0,-4658.5199999999995,-1562087.5600000003
2026-07-30,99,1,97,0,-1768.56,-1563856.1200000003
2026-07-31,198,52,146,0,-2590.31,-1566446.4300000004
2026-08-03,226,12,214,0,-2947.08,-1569393.5100000005
2026-08-04,279,38,241,0,-1826.62,-1571220.1300000006
2026-08-05,177,3,174,0,-2083.59,-1573303.7200000007
2026-08-06,215,14,201,0,-1480.07,-1574783.7900000007
2026-08-07,171,7,164,0,-1360.03,-1576143.8200000008
2026-08-10,215,14,201,0,-772.35,-1576916.1700000009
2026-08-11,112,13,99,0,-297.76,-1577213.9300000009
2026-08-12,215,18,197,0,-640.71,-1577854.6400000008
2026-08-13,209,25,184,0,-465.98,-1578320.6200000008
2026-08-14,129,18,111,0,-350.36,-1578670.980000001
2026-08-17,295,26,269,0,-333.89,-1579004.8700000008
2026-08-18,286,39,247,0,107.32,-1578897.5500000007
2026-08-19,234,55,179,0,2140.38,-1576757.1700000009
2026-08-20,205,31,174,0,522.97,-1576234.200000001
2026-08-21,124,35,89,0,554.37,-1575679.8300000008
2026-08-24,140,11,129,0,-554.38,-1576234.2100000007
2026-08-25,249,40,209,0,9341.070000000002,-1566893.1400000006
2026-08-26,168,22,146,0,-154.53,-1567047.6700000006
2026-08-27,271,31,240,0,171.42999999999998,-1566876.2400000007
2026-08-28,410,50,360,0,-394.33000000000004,-1567270.5700000008
2026-08-31,127,24,103,0,143.63000000000002,-1567126.9400000009
2026-09-01,230,70,160,0,3718.5,-1563408.4400000009
2026-09-02,198,28,170,0,-481.28999999999996,-1563889.730000001
2026-09-03,176,4,171,0,-1181.04,-1565070.770000001
2026-09-04,286,55,231,0,1075.83,-1563994.9400000009
2026-09-07,124,15,109,0,-38.719999999999985,-1564033.6600000008
2026-09-08,307,37,268,0,145.27999999999997,-1563888.3800000008
2026-09-09,167,13,151,0,-362.19,-1564250.5700000008
2026-09-10,284,20,263,0,-134.50000000000006,-1564385.0700000008
2026-09-11,274,26,247,0,-571.38,-1564956.4500000007
2026-09-14,195,14,179,0,-942.9,-1565899.3500000006
2026-09-15,181,9,172,0,-646.86,-1566546.2100000007
2026-09-16,399,119,276,0,4929.95,-1561616.2600000007
2026-09-17,148,3,133,0,-790.66,-1562406.9200000006
