TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Outcome
M30,BUY,2026-08-13 07:00:00,2026-08-13 08:00:00,4428.42,4428.42,4477.55,-0.2,SL
M30,BUY,2026-08-13 19:30:00,2026-08-13 20:00:00,4401.85,4387.39,4445.23,-14.66,SL
M30,SELL,2026-08-14 07:00:00,2026-08-14 14:30:00,4339.49,4339.49,4297.18,-0.2,SL
