entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-15 10:00:00,2026-07-15 19:00:00,SELL,4031.25,4053.24,3965.28,SL,-221.9,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-07-16 08:00:00,2026-07-20 18:00:00,SELL,4039.05,4039.05,3958.44,SL,-2.0,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-07-21 05:00:00,2026-07-21 07:00:00,SELL,4000.48,4019.08,3944.67,SL,-188.04,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-07-28 07:00:00,2026-07-29 20:00:00,SELL,4057.99,4057.99,4003.06,TP,547.32,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-07-30 12:00:00,2026-07-30 17:00:00,SELL,4033.63,4076.22,3905.88,SL,-427.85,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-07-30 17:00:00,2026-07-31 09:00:00,BUY,4078.26,4078.26,4172.69,SL,-2.0,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-08-03 06:00:00,2026-08-03 08:00:00,BUY,4074.92,4051.96,4143.8,SL,-231.61,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-08-03 20:00:00,2026-08-04 02:00:00,SELL,4032.1,4055.7,3961.29,SL,-238.05,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-08-07 10:00:00,2026-08-07 19:00:00,BUY,4266.09,4266.09,4355.47,TP,891.83,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-08-11 02:00:00,2026-08-11 12:00:00,BUY,4388.29,4388.29,4460.73,SL,-2.0,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter
2026-08-11 19:00:00,2026-08-12 01:00:00,BUY,4392.5,4363.63,4479.1,SL,-290.66,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter
