Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
571539864,M15,BUY,2026-08-12 15:57:53,2026-08-12 15:57:53,4404.3,4401.93,4411.3,-144.57,[sl 4401.93]
