entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason,tf
2026-08-13 07:00:00,2026-08-13 08:00:00,BUY,4428.42,4428.42,4477.55,SL,-0.2,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter,M30
2026-08-13 19:30:00,2026-08-13 20:00:00,BUY,4401.85,4387.39,4445.23,SL,-14.66,S429 BUY UT Bot Alerts,UT Bot cross + EMA200 trend filter,M30
2026-08-14 07:00:00,2026-08-14 14:30:00,SELL,4339.49,4339.49,4297.18,SL,-0.2,S429 SELL UT Bot Alerts,UT Bot cross + EMA200 trend filter,M30
