entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-15 00:00:00,2026-07-15 05:30:00,SELL,4061.54,,,REV,98.1,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-07-15 05:30:00,2026-07-17 05:30:00,BUY,4051.53,,,REV,-752.8,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-07-17 05:30:00,2026-07-20 05:30:00,SELL,3976.45,,,REV,-182.8,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-07-20 05:30:00,2026-07-24 05:30:00,BUY,3994.53,,,REV,552.6,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-07-24 05:30:00,2026-07-27 05:30:00,SELL,4049.99,,,REV,-365.5,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-07-27 05:30:00,2026-07-28 05:30:00,BUY,4086.34,,,REV,-140.5,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-07-28 05:30:00,2026-07-30 05:30:00,SELL,4072.49,,,REV,-26.2,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-07-30 05:30:00,2026-08-03 05:30:00,BUY,4074.91,,,REV,-94.0,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-08-03 05:30:00,2026-08-05 05:30:00,SELL,4065.71,,,REV,-142.9,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-08-05 05:30:00,2026-08-07 05:30:00,BUY,4079.8,,,REV,1623.8,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-08-07 05:30:00,2026-08-10 05:30:00,SELL,4242.38,,,REV,-1016.0,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
2026-08-10 05:30:00,2026-08-12 05:30:00,BUY,4343.78,,,REV,326.2,S425 BUY D1 Candle Color,D1 color flip ATR=n/a
2026-08-12 05:30:00,2026-08-13 05:30:00,SELL,4376.6,,,REV,-229.8,S425 SELL D1 Candle Color,D1 color flip ATR=n/a
