bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4399.07,2026-05-28 16:15:00,4388.98,2026-05-28 14:30:00,,,,10.09,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4407.27,2026-05-28 19:45:00,4389.03,2026-05-28 18:00:00,,,,-18.24,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4491.11,2026-05-29 05:45:00,4496.84,2026-05-29 03:30:00,,,,-5.73,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4515.92,2026-05-29 13:00:00,4509.25,2026-05-29 11:45:00,,,,6.67,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4525.25,2026-05-29 20:00:00,4513.03,2026-05-29 19:30:00,,,,12.22,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4537.35,2026-05-29 21:15:00,4528.06,2026-05-29 21:15:00,,,,9.29,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4553.6,2026-05-30 00:30:00,4564.04,2026-05-29 23:45:00,,,,-10.44,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4542.64,2026-05-30 03:15:00,4554.13,2026-05-30 01:00:00,,,,11.49,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4547.24,2026-05-30 02:45:00,4558.14,2026-05-30 01:30:00,,,,-10.9,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4507.99,2026-06-01 14:00:00,4501.19,2026-06-01 13:45:00,,,,6.8,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4493.49,2026-06-02 07:15:00,4482.84,2026-06-02 02:45:00,,,,10.65,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4478.74,2026-06-02 07:00:00,4485.64,2026-06-02 06:15:00,,,,-6.9,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4519.52,2026-06-02 19:45:00,4526.74,2026-06-02 16:45:00,,,,7.22,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4470.51,2026-06-03 08:00:00,4483.45,2026-06-03 08:00:00,,,,-12.94,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4437.2,2026-06-03 20:45:00,4448.58,2026-06-03 20:45:00,,,,11.38,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4433.93,2026-06-04 03:30:00,4445.91,2026-06-04 00:00:00,,,,11.98,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4430.75,2026-06-04 03:45:00,4444.97,2026-06-04 02:00:00,,,,14.22,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4469.7,2026-06-04 10:15:00,4477.1,2026-06-04 10:00:00,,,,7.4,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4475.87,2026-06-04 11:15:00,4461.35,2026-06-04 10:30:00,,,,14.52,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4463.4,2026-06-05 06:30:00,4474.95,2026-06-04 22:30:00,,,,11.55,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4315.46,2026-06-08 08:30:00,4326.96,2026-06-08 08:30:00,,,,11.5,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
