Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2025-07-03,286,95,191,0,79.6,-17958.430000000004
2025-07-04,143,47,96,0,-380.53000000000003,-18338.960000000003
2025-07-07,390,133,257,0,-686.05,-19025.010000000002
2025-07-08,329,150,179,0,878.46,-18146.550000000003
2025-07-09,268,119,149,0,91.95,-18054.600000000002
2025-07-10,272,130,142,0,27.61999999999999,-18026.980000000003
2025-07-11,275,76,199,0,-602.83,-18629.810000000005
2025-07-13,1,0,1,0,-47.46,-18677.270000000004
2025-07-14,199,65,134,0,33.60000000000001,-18643.670000000006
2025-07-15,362,106,256,0,-715.25,-19358.920000000006
2025-07-16,366,167,199,0,1190.95,-18167.970000000005
2025-07-17,250,92,158,0,66.81,-18101.160000000003
2025-07-18,321,128,193,0,-267.65,-18368.810000000005
2025-07-21,275,103,172,0,543.98,-17824.830000000005
2025-07-22,174,60,114,0,-932.1600000000001,-18756.990000000005
2025-07-23,190,66,124,0,-235.51000000000002,-18992.500000000004
2025-07-24,203,58,145,0,-555.94,-19548.440000000002
2025-07-25,289,101,188,0,25.82999999999999,-19522.61
2025-07-28,270,102,168,0,-345.08,-19867.690000000002
2025-07-29,207,85,122,0,-81.83,-19949.520000000004
2025-07-30,370,145,225,0,183.16000000000003,-19766.360000000004
2025-07-31,157,64,93,0,-136.23999999999998,-19902.600000000006
2025-08-01,396,150,246,0,-302.04,-20204.640000000007
2025-08-04,238,83,155,0,-781.5,-20986.140000000007
2025-08-05,300,111,189,0,452.22,-20533.920000000006
2025-08-06,259,87,172,0,-445.42,-20979.340000000004
2025-08-07,371,154,217,0,-417.53999999999996,-21396.880000000005
2025-08-08,252,136,116,0,749.99,-20646.890000000003
2025-08-11,236,81,155,0,-603.9,-21250.790000000005
2025-08-12,240,118,122,0,316.37,-20934.420000000006
2025-08-13,289,142,147,0,-75.68,-21010.100000000006
2025-08-14,337,142,195,0,506.53,-20503.570000000007
2025-08-15,187,70,117,0,-149.49,-20653.06000000001
2025-08-18,387,138,249,0,-482.27,-21135.33000000001
2025-08-19,334,106,228,0,-326.18,-21461.51000000001
2025-08-20,185,56,129,0,-327.33,-21788.84000000001
2025-08-21,285,88,197,0,-488.18,-22277.02000000001
2025-08-22,419,132,287,0,-645.17,-22922.19000000001
2025-08-25,196,69,127,0,-167.85999999999999,-23090.05000000001
2025-08-26,328,110,218,0,-534.64,-23624.69000000001
2025-08-27,235,52,183,0,-596.73,-24221.42000000001
2025-08-28,248,74,174,0,-274.02,-24495.44000000001
2025-08-29,257,107,150,0,4762.45,-19732.99000000001
2025-09-01,89,25,64,0,-106.43,-19839.42000000001
2025-09-02,281,137,144,0,5618.4800000000005,-14220.94000000001
2025-09-03,162,70,92,0,-66.23999999999998,-14287.18000000001
2025-09-04,185,75,110,0,-120.99000000000001,-14408.17000000001
2025-09-05,345,157,188,0,874.78,-13533.390000000009
2025-09-08,118,45,73,0,-642.11,-14175.50000000001
2025-09-09,183,73,110,0,-407.26,-14582.76000000001
2025-09-10,259,109,150,0,-236.64,-14819.400000000009
2025-09-11,280,119,161,0,-1.260000000000007,-14820.660000000009
2025-09-12,259,88,171,0,-472.71,-15293.370000000008
2025-09-15,405,181,224,0,843.0,-14450.370000000008
2025-09-16,150,63,87,0,-344.32,-14794.690000000008
2025-09-17,371,106,265,0,-635.31,-15430.000000000007
2025-09-18,241,92,149,0,-28.54000000000001,-15458.540000000008
2025-09-19,331,99,232,0,-274.83,-15733.370000000008
2025-09-22,175,40,135,0,-469.6,-16202.970000000008
2025-09-23,123,52,71,0,-237.14000000000001,-16440.110000000008
2025-09-24,283,89,194,0,-418.55,-16858.660000000007
2025-09-25,264,85,179,0,-687.38,-17546.040000000008
2025-09-26,328,136,192,0,287.78999999999996,-17258.250000000007
2025-09-29,173,64,109,0,-242.03999999999996,-17500.290000000008
2025-09-30,162,40,122,0,-1095.32,-18595.610000000008
2025-10-01,204,89,115,0,598.15,-17997.460000000006
2025-10-02,345,161,184,0,870.11,-17127.350000000006
2025-10-03,225,70,155,0,-965.1800000000001,-18092.530000000006
2025-10-06,197,100,97,0,1169.94,-16922.590000000007
2025-10-07,174,67,107,0,-287.7,-17210.290000000008
2025-10-08,138,36,102,0,-976.85,-18187.140000000007
2025-10-09,296,126,170,0,270.84,-17916.300000000007
2025-10-10,276,79,197,0,-1661.27,-19577.570000000007
2025-10-13,172,62,110,0,1080.51,-18497.06000000001
2025-10-14,109,21,88,0,-1050.73,-19547.790000000008
2025-10-15,168,51,117,0,-555.48,-20103.270000000008
2025-10-16,162,34,128,0,-1607.29,-21710.56000000001
2025-10-17,126,43,83,0,-656.5400000000001,-22367.10000000001
2025-10-20,319,95,224,0,343.66999999999996,-22023.43000000001
2025-10-21,296,107,189,0,2476.77,-19546.66000000001
2025-10-22,155,59,96,0,-821.7099999999999,-20368.37000000001
2025-10-23,230,77,153,0,-1239.14,-21607.51000000001
2025-10-24,279,124,155,0,506.46000000000004,-21101.05000000001
2025-10-26,36,2,34,0,-708.82,-21809.87000000001
2025-10-27,259,98,161,0,2458.29,-19351.58000000001
2025-10-28,145,17,128,0,-2091.99,-21443.570000000007
2025-10-29,347,125,222,0,1505.42,-19938.15000000001
2025-10-30,302,125,177,0,679.86,-19258.290000000008
2025-10-31,220,79,141,0,-1109.71,-20368.000000000007
2025-11-03,225,118,107,0,437.75999999999993,-19930.24000000001
2025-11-04,411,189,222,0,1486.98,-18443.26000000001
2025-11-05,171,73,98,0,-286.3,-18729.56000000001
2025-11-06,371,150,221,0,825.5,-17904.06000000001
2025-11-07,335,153,182,0,420.90000000000003,-17483.160000000007
2025-11-10,193,42,151,0,-1899.19,-19382.350000000006
2025-11-11,110,31,79,0,-464.04,-19846.390000000007
2025-11-12,296,91,205,0,-1059.02,-20905.410000000007
2025-11-13,107,35,72,0,-437.43,-21342.840000000007
2025-11-14,250,88,162,0,108.67999999999996,-21234.160000000007
2025-11-17,292,127,165,0,418.53,-20815.63000000001
2025-11-18,186,96,90,0,675.0,-20140.63000000001
2025-11-19,337,119,218,0,-888.58,-21029.21000000001
2025-11-20,300,126,174,0,41.60000000000004,-20987.61000000001
2025-11-21,349,178,171,0,1499.5,-19488.11000000001
2025-11-24,307,123,184,0,122.67999999999998,-19365.43000000001
2025-11-25,171,57,114,0,-597.27,-19962.70000000001
2025-11-26,178,77,101,0,-70.31,-20033.010000000013
2025-11-27,117,31,86,0,-469.76,-20502.77000000001
2025-11-28,422,154,268,0,-99.67999999999996,-20602.45000000001
2025-11-30,1,0,1,0,-85.85,-20688.30000000001
2025-12-01,80,35,45,0,1272.36,-19415.94000000001
2025-12-02,352,149,203,0,537.3100000000001,-18878.63000000001
2025-12-03,283,146,137,0,969.6899999999999,-17908.94000000001
2025-12-04,288,144,144,0,132.07,-17776.87000000001
2025-12-05,378,137,241,0,-265.03000000000003,-18041.90000000001
2025-12-08,269,142,127,0,67.87,-17974.03000000001
2025-12-09,309,180,129,0,1222.29,-16751.74000000001
2025-12-10,425,183,242,0,893.81,-15857.93000000001
2025-12-11,254,129,125,0,1064.14,-14793.79000000001
2025-12-12,95,15,80,0,-1655.38,-16449.17000000001
2025-12-15,174,38,136,0,-1441.0,-17890.17000000001
2025-12-16,282,109,173,0,58.41000000000003,-17831.76000000001
2025-12-17,296,131,165,0,618.51,-17213.25000000001
2025-12-18,401,206,195,0,2054.14,-15159.110000000011
2025-12-19,232,127,105,0,186.17999999999998,-14972.930000000011
2025-12-22,214,81,133,0,4200.74,-10772.190000000011
2025-12-23,143,21,122,0,-984.6899999999999,-11756.880000000012
2025-12-24,209,87,122,0,-409.92,-12166.800000000012
2025-12-26,232,104,128,0,-3.8700000000000037,-12170.670000000013
2025-12-29,335,114,221,0,-518.6,-12689.270000000013
2025-12-30,198,71,127,0,-1514.84,-14204.110000000013
2025-12-31,247,87,160,0,-1384.07,-15588.180000000013
2026-01-02,342,116,226,0,-645.9300000000001,-16234.110000000013
2026-01-05,236,88,148,0,132.8900000000001,-16101.220000000014
2026-01-06,244,118,126,0,-555.19,-16656.410000000014
2026-01-07,252,113,139,0,533.74,-16122.670000000015
2026-01-08,359,172,187,0,749.44,-15373.230000000014
2026-01-09,288,94,194,0,-783.0,-16156.230000000014
2026-01-12,112,27,85,0,236.52999999999997,-15919.700000000013
2026-01-13,271,134,137,0,937.05,-14982.650000000014
2026-01-14,166,78,88,0,462.84,-14519.810000000014
2026-01-15,185,75,110,0,-30.86000000000002,-14550.670000000015
2026-01-16,404,197,207,0,1735.8,-12814.870000000015
2026-01-18,5,0,5,0,-556.35,-13371.220000000016
2026-01-19,150,60,90,0,-808.44,-14179.660000000016
2026-01-20,159,51,108,0,-1549.24,-15728.900000000016
2026-01-21,106,32,74,0,-594.4,-16323.300000000016
2026-01-22,217,67,150,0,-1131.54,-17454.840000000015
2026-01-23,105,44,61,0,221.03000000000003,-17233.810000000016
2026-01-26,99,39,60,0,-79.39999999999999,-17313.210000000017
2026-01-27,284,118,166,0,-942.51,-18255.720000000016
2026-01-28,95,24,71,0,-748.0999999999999,-19003.820000000014
2026-01-29,67,22,45,0,-717.5,-19721.320000000014
2026-01-30,286,89,197,0,-2622.8100000000004,-22344.130000000016
2026-02-02,69,18,51,0,-3927.89,-26272.020000000015
2026-02-03,182,69,113,0,-3663.42,-29935.440000000017
2026-02-04,188,83,105,0,839.86,-29095.580000000016
2026-02-05,283,115,168,0,-779.85,-29875.430000000015
2026-02-06,237,75,162,0,-4331.43,-34206.860000000015
2026-02-08,1,0,0,0,0.0,-34206.860000000015
2026-02-09,279,93,185,0,-2783.8599999999997,-36990.720000000016
2026-02-10,215,88,127,0,-189.42000000000002,-37180.140000000014
2026-02-11,350,155,195,0,4.899999999999972,-37175.24000000001
2026-02-12,381,187,194,0,2318.12,-34857.12000000001
2026-02-13,152,44,108,0,-2353.7599999999998,-37210.88000000001
2026-02-16,177,59,118,0,-1085.6299999999999,-38296.51000000001
2026-02-17,371,155,216,0,2429.86,-35866.65000000001
2026-02-18,284,94,190,0,-926.65,-36793.30000000001
2026-02-19,270,123,147,0,741.99,-36051.31000000001
2026-02-20,375,127,247,0,-1241.0,-37292.31000000001
2026-02-22,3,1,2,0,-187.18,-37479.49000000001
2026-02-23,145,37,108,0,593.18,-36886.31000000001
2026-02-24,195,78,117,0,3600.85,-33285.460000000014
2026-02-25,339,146,193,0,-50.08999999999999,-33335.55000000001
2026-02-26,271,138,133,0,1133.3,-32202.25000000001
2026-02-27,315,117,198,0,-70.91999999999999,-32273.17000000001
2026-03-01,2,0,2,0,-538.06,-32811.23000000001
2026-03-02,58,26,32,0,-5.589999999999962,-32816.82000000001
2026-03-03,295,107,188,0,3198.67,-29618.15000000001
2026-03-04,148,70,78,0,-515.66,-30133.81000000001
2026-03-05,303,135,168,0,2515.82,-27617.99000000001
2026-03-06,241,99,142,0,349.47,-27268.520000000008
2026-03-08,31,18,13,0,297.07,-26971.450000000008
2026-03-09,278,110,168,0,-317.66999999999996,-27289.120000000006
2026-03-10,300,109,191,0,-643.46,-27932.580000000005
2026-03-11,337,146,191,0,-165.64999999999998,-28098.230000000007
2026-03-12,289,132,157,0,1248.89,-26849.340000000007
2026-03-13,239,75,164,0,289.87999999999994,-26559.460000000006
2026-03-15,9,0,9,0,-473.26,-27032.720000000005
2026-03-16,128,63,65,0,1477.29,-25555.430000000004
2026-03-17,260,111,149,0,364.06,-25191.370000000003
2026-03-18,311,143,168,0,702.3100000000001,-24489.06
2026-03-19,81,15,66,0,-2419.78,-26908.84
2026-03-20,189,58,131,0,-2157.53,-29066.37
2026-03-23,93,13,80,0,-2822.45,-31888.82
2026-03-24,204,107,97,0,2527.41,-29361.41
2026-03-25,219,61,158,0,-3679.09,-33040.5
2026-03-26,284,120,164,0,3791.68,-29248.82
2026-03-27,281,119,162,0,1189.9,-28058.92
2026-03-30,287,96,191,0,-2781.59,-30840.51
2026-03-31,326,124,202,0,-2262.65,-33103.159999999996
2026-04-01,152,20,132,0,-4550.56,-37653.719999999994
2026-04-02,211,86,125,0,764.23,-36889.48999999999
2026-04-06,226,72,154,0,-2180.77,-39070.25999999999
2026-04-07,418,163,255,0,-1815.88,-40886.139999999985
2026-04-08,187,49,138,0,-261.99000000000007,-41148.12999999998
2026-04-09,216,89,127,0,-517.3,-41665.429999999986
2026-04-10,278,124,154,0,359.73,-41305.69999999998
2026-04-13,338,138,200,0,-337.79999999999995,-41643.499999999985
2026-04-14,362,129,233,0,-1079.68,-42723.179999999986
2026-04-15,172,66,103,0,-558.41,-43281.58999999999
2026-04-16,315,140,175,0,592.5799999999999,-42689.00999999999
2026-04-17,351,162,188,0,794.6,-41894.40999999999
2026-04-20,215,74,141,0,-308.55,-42202.95999999999
2026-04-21,402,146,256,0,-941.77,-43144.72999999999
2026-04-22,153,62,91,0,-437.12,-43581.84999999999
2026-04-23,340,139,201,0,1595.8600000000001,-41985.98999999999
2026-04-24,196,74,122,0,-246.46,-42232.44999999999
2026-04-27,278,118,160,0,1279.73,-40952.71999999999
2026-04-28,237,69,168,0,-375.3499999999999,-41328.069999999985
2026-04-29,160,49,111,0,-1163.68,-42491.749999999985
2026-04-30,217,66,151,0,-1112.14,-43603.889999999985
2026-05-01,315,99,216,0,-1166.39,-44770.279999999984
2026-05-04,294,113,181,0,2416.64,-42353.639999999985
2026-05-05,160,69,91,0,244.28,-42109.359999999986
2026-05-06,367,98,269,0,-1659.18,-43768.539999999986
2026-05-07,233,79,154,0,-1234.55,-45003.08999999999
2026-05-08,222,111,111,0,365.67,-44637.41999999999
2026-05-11,349,122,227,0,-997.19,-45634.60999999999
2026-05-12,337,126,211,0,-442.58,-46077.189999999995
2026-05-13,222,84,138,0,-793.26,-46870.45
2026-05-14,364,190,174,0,2052.92,-44817.53
2026-05-15,191,60,131,0,-669.18,-45486.71
2026-05-18,240,99,141,0,355.81,-45130.9
2026-05-19,334,147,187,0,786.33,-44344.57
2026-05-20,182,74,108,0,-439.86999999999995,-44784.44
2026-05-21,335,148,187,0,-334.26,-45118.700000000004
2026-05-22,243,123,120,0,356.34999999999997,-44762.350000000006
2026-05-25,258,104,154,0,-269.18,-45031.530000000006
2026-05-26,351,188,163,0,2263.94,-42767.590000000004
2026-05-27,255,78,177,0,-1312.28,-44079.87
2026-05-28,185,58,127,0,-268.54,-44348.41
2026-05-29,308,105,203,0,-1346.8200000000002,-45695.23
2026-06-01,264,70,194,0,-1339.74,-47034.97
2026-06-02,308,89,219,0,-1216.63,-48251.6
2026-06-03,284,136,148,0,800.7900000000001,-47450.81
2026-06-04,305,153,152,0,1099.6200000000001,-46351.189999999995
2026-06-05,368,154,214,0,-1643.99,-47995.17999999999
2026-06-08,98,22,76,0,-1270.86,-49266.03999999999
2026-06-09,315,139,176,0,-559.1,-49825.13999999999
2026-06-10,157,50,107,0,8925.16,-40899.979999999996
2026-06-11,239,66,173,0,-2069.61,-42969.59
2026-06-12,173,71,102,0,-416.57000000000005,-43386.159999999996
2026-06-15,319,105,214,0,-353.25,-43739.409999999996
2026-06-16,218,79,139,0,-717.98,-44457.39
2026-06-17,471,210,261,0,2338.64,-42118.75
2026-06-18,187,56,131,0,-761.3399999999999,-42880.09
2026-06-19,157,46,111,0,4249.68,-38630.409999999996
2026-06-22,244,95,149,0,101.41999999999999,-38528.99
2026-06-23,307,108,199,0,340.41,-38188.579999999994
2026-06-24,200,61,136,0,284.1099999999999,-37904.469999999994
2026-06-25,133,59,74,0,-301.97,-38206.439999999995
2026-06-26,228,84,144,0,-1004.74,-39211.17999999999
2026-06-29,308,145,162,0,478.84,-38732.34
2026-06-30,350,137,212,0,-511.71,-39244.049999999996
2026-07-01,341,107,234,0,-554.11,-39798.159999999996
2026-07-02,290,115,175,0,1488.05,-38310.10999999999
2026-07-03,113,27,86,0,-724.9300000000001,-39035.03999999999
2026-07-06,226,93,133,0,527.4200000000001,-38507.619999999995
2026-07-07,398,201,197,0,2477.12,-36030.49999999999
2026-07-08,218,95,122,0,1157.9099999999999,-34872.59
2026-07-09,253,108,145,0,418.9899999999999,-34453.6
2026-07-10,356,158,198,0,489.64,-33963.96
2026-07-12,1,0,0,0,0.0,-33963.96
2026-07-13,296,135,158,0,1138.01,-32825.95
2026-07-14,232,79,153,0,151.19,-32674.76
2026-07-15,295,108,187,0,-880.84,-33555.6
2026-07-16,349,183,165,0,3470.87,-30084.73
2026-07-17,167,60,107,0,-310.36,-30395.09
2026-07-20,273,86,187,0,-1287.2,-31682.29
2026-07-21,338,112,226,0,-43.49000000000004,-31725.780000000002
2026-07-22,177,40,137,0,-935.3,-32661.08
2026-07-23,236,97,139,0,27.269999999999992,-32633.81
2026-07-24,294,109,185,0,-961.39,-33595.200000000004
2026-07-27,281,91,190,0,-747.7,-34342.9
2026-07-28,322,135,187,0,828.5500000000001,-33514.35
2026-07-29,417,173,244,0,969.4,-32544.949999999997
2026-07-30,209,67,142,0,-1314.34,-33859.28999999999
2026-07-31,263,103,160,0,405.48,-33453.80999999999
2026-08-03,340,127,213,0,-752.34,-34206.14999999999
2026-08-04,302,139,163,0,714.76,-33491.389999999985
2026-08-05,228,58,170,0,-2769.11,-36260.499999999985
2026-08-06,167,48,119,0,-382.36,-36642.859999999986
2026-08-07,182,61,121,0,-419.69,-37062.54999999999
2026-08-10,234,97,136,0,1121.95,-35940.59999999999
2026-08-11,118,26,92,0,-1082.25,-37022.84999999999
2026-08-12,306,118,188,0,1319.1299999999999,-35703.719999999994
2026-08-13,322,120,202,0,-308.49999999999994,-36012.219999999994
2026-08-14,227,68,158,0,-617.28,-36629.49999999999
2026-08-17,364,166,198,0,917.9,-35711.59999999999
2026-08-18,348,130,218,0,315.54999999999995,-35396.04999999999
2026-08-19,284,89,195,0,-1065.78,-36461.82999999999
2026-08-20,136,54,82,0,-324.85999999999996,-36786.68999999999
2026-08-21,186,52,133,0,5053.09,-31733.599999999988
2026-08-24,134,54,77,0,-69.20999999999998,-31802.809999999987
2026-08-25,244,116,127,0,1109.82,-30692.989999999987
2026-08-26,270,117,153,0,459.37,-30233.619999999988
2026-08-27,280,127,153,0,515.54,-29718.079999999987
2026-08-28,397,132,265,0,-1514.5600000000002,-31232.63999999999
2026-08-31,131,42,88,0,-980.9,-32213.53999999999
2026-09-01,238,94,144,0,-733.51,-32947.04999999999
2026-09-02,184,50,134,0,1230.11,-31716.939999999988
2026-09-03,283,76,205,0,-1551.35,-33268.289999999986
2026-09-04,258,109,148,0,618.91,-32649.379999999986
2026-09-07,217,72,145,0,-948.4,-33597.779999999984
2026-09-08,411,188,220,0,2389.23,-31208.549999999985
2026-09-09,246,93,153,0,304.21,-30904.339999999986
2026-09-10,354,152,200,0,1392.6299999999999,-29511.709999999985
2026-09-11,223,78,142,0,-247.78000000000006,-29759.489999999983
2026-09-14,289,128,155,0,2019.59,-27739.899999999983
2026-09-15,177,56,121,0,-646.13,-28386.029999999984
2026-09-16,496,191,293,0,1414.09,-26971.939999999984
2026-09-17,209,62,115,0,642.71,-26329.229999999985
