Pattern,TF,Time (BKK),Type,Limit_Price,Entry,SL,TP,be_trig,be_act,RSI,ATR,Lot,dist_sma50,dist_sma200,body,range,Bars_Waited,Reason,P&L,CloseTime (BKK),Balance,Date,Month
Div,H1,2025-04-11 10:00,SELL,3219.92,3219.92,3251.55,3011.83,3136.68,False,76.17,16.17,0.01,2.96,4.13,3.52,18.99,1,SL,-31.63,2025-04-16 00:00,9967.2,2025-04-16,2025-04
FollowDiv,H1,2025-04-11 14:00,SELL,3230.02,3230.02,3265.23,3081.41,3170.57,False,68.89,18.62,0.01,3.04,4.64,19.91,22.96,2,SL,-35.21,2025-04-16 01:00,9931.99,2025-04-16,2025-04
FollowDiv,H1,2025-04-21 20:00,SELL,3430.28,3430.28,3457.46,3315.19,3384.24,False,73.0,14.19,0.01,2.0,6.86,2.99,13.02,3,SL,-27.18,2025-04-22 03:00,9904.81,2025-04-22,2025-04
FollowDiv,H1,2025-04-23 14:00,BUY,3291.59,3291.59,3240.45,3660.55,3439.17,False,36.92,25.92,0.01,-3.58,0.01,33.2,42.38,3,SL,-51.14,2025-05-01 02:00,9853.67,2025-05-01,2025-05
Div,H1,2025-04-23 16:00,BUY,3271.28,3271.28,3219.47,3489.92,3358.74,False,25.4,25.71,0.01,-3.37,0.04,7.05,25.22,1,SL,-51.81,2025-05-01 10:00,9801.86,2025-05-01,2025-05
Div,H1,2025-05-01 01:00,BUY,3260.14,3260.14,3208.72,3496.56,3354.71,False,34.03,16.95,0.01,-1.91,-2.72,26.43,34.97,117,SL,-51.42,2025-05-01 12:00,9750.44,2025-05-01,2025-05
FollowDiv,H1,2025-05-01 10:00,BUY,3221.24,3221.24,3190.52,3399.52,3292.55,False,14.48,15.01,0.01,-2.21,-3.42,16.54,20.39,4,TP,178.28,2025-05-06 16:00,9928.72,2025-05-06,2025-05
Div,H1,2025-05-05 09:00,SELL,3272.33,3272.33,3295.55,3177.92,3234.57,False,78.36,12.06,0.01,1.26,-0.58,17.85,19.81,1,SL,-23.22,2025-05-05 10:00,9905.5,2025-05-05,2025-05
Div,H1,2025-05-05 10:00,SELL,3272.33,3272.33,3296.45,3177.37,3234.35,False,81.86,12.81,0.01,2.02,0.23,26.13,26.73,1,SL,-24.12,2025-05-05 10:00,9881.38,2025-05-05,2025-05
Div,H1,2025-05-05 11:00,SELL,3282.95,3282.95,3308.58,3169.87,3237.72,False,86.02,12.96,0.01,2.1,0.39,4.47,10.04,1,SL,-25.63,2025-05-05 11:00,9855.75,2025-05-05,2025-05
Div,H1,2025-05-05 12:00,SELL,3308.96,3308.96,3334.88,3153.62,3246.82,False,84.81,12.92,0.01,2.04,0.4,0.34,7.66,1,SL,-25.92,2025-05-05 20:00,9829.83,2025-05-05,2025-05
Div,H1,2025-05-05 13:00,SELL,3318.58,3318.58,3344.42,3147.72,3250.24,False,84.69,13.01,0.01,2.2,0.62,6.86,9.87,1,SL,-25.84,2025-05-06 02:00,9803.99,2025-05-06,2025-05
Div,H1,2025-05-05 14:00,SELL,3318.97,3318.97,3344.99,3147.37,3250.33,False,80.61,12.71,0.01,2.02,0.52,4.1,9.27,1,SL,-26.02,2025-05-06 02:00,9777.97,2025-05-06,2025-05
Div,H1,2025-05-05 15:00,SELL,3322.55,3322.55,3347.96,3145.53,3251.74,False,79.54,13.53,0.01,1.88,0.45,2.86,18.94,1,SL,-25.41,2025-05-06 02:00,9752.56,2025-05-06,2025-05
Div,H1,2025-05-05 19:00,SELL,3322.55,3322.55,3349.61,3144.51,3251.33,False,88.3,11.68,0.01,1.96,0.83,6.07,9.65,4,SL,-27.06,2025-05-06 02:00,9725.5,2025-05-06,2025-05
Div,H1,2025-05-05 20:00,SELL,3328.84,3328.84,3353.64,3142.02,3254.11,False,88.6,12.17,0.01,2.07,1.01,5.54,14.75,4,SL,-24.8,2025-05-06 02:00,9700.7,2025-05-06,2025-05
Div,H1,2025-05-05 20:00,SELL,3328.84,3328.84,3352.94,3142.45,3254.29,False,88.6,12.17,0.01,2.07,1.01,5.54,14.75,3,SL,-24.1,2025-05-06 02:00,9676.6,2025-05-06,2025-05
FollowDiv,H1,2025-05-06 16:00,SELL,3397.57,3397.57,3432.41,3256.1,3340.98,False,59.74,14.73,0.01,2.63,2.94,8.84,14.51,1,SL,-34.84,2025-05-06 21:00,9641.76,2025-05-06,2025-05
Div,H1,2025-05-08 03:00,SELL,3398.05,3398.05,3428.65,3323.62,3368.28,False,55.49,14.49,0.01,0.6,2.82,6.69,12.8,1,TP,74.43,2025-05-08 07:00,9716.19,2025-05-08,2025-05
FollowDiv,H1,2025-05-14 13:00,BUY,3207.78,3207.78,3166.83,3459.02,3308.28,False,22.57,13.21,0.01,-1.61,-3.47,35.36,38.35,45,SL,-40.95,2025-05-15 03:00,9675.24,2025-05-15,2025-05
Div,H1,2025-05-15 03:00,BUY,3167.98,3167.98,3138.39,3308.98,3224.38,False,21.87,16.13,0.01,-2.21,-4.32,18.34,25.57,1,SL,-29.59,2025-05-15 05:00,9645.65,2025-05-15,2025-05
Div,H1,2025-05-15 04:00,BUY,3167.98,3167.98,3135.72,3310.62,3225.04,False,23.82,15.34,0.01,-2.27,-4.42,3.47,8.72,1,SL,-32.26,2025-05-15 05:00,9613.39,2025-05-15,2025-05
Div,H1,2025-05-15 05:00,BUY,3150.01,3150.01,3119.33,3320.76,3218.31,False,28.96,13.82,0.01,-2.58,-4.76,11.59,17.1,1,TP,170.75,2025-05-21 20:00,9784.14,2025-05-21,2025-05
Div,H1,2025-05-15 06:00,BUY,3148.29,3148.29,3120.64,3312.4,3213.94,False,22.27,13.55,0.01,-2.82,-5.03,9.74,19.45,1,TP,164.11,2025-05-21 02:00,9948.25,2025-05-21,2025-05
Div,H1,2025-05-15 07:00,BUY,3135.6,3135.6,3108.5,3319.91,3209.32,False,37.07,14.85,0.01,-2.12,-4.39,20.78,33.16,1,TP,184.31,2025-05-21 07:00,10132.56,2025-05-21,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3280.47,3076.28,3180.38,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,28,SL,-30.68,2025-05-20 15:00,10101.88,2025-05-20,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3280.2,3076.44,3180.45,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,27,SL,-30.41,2025-05-20 15:00,10071.47,2025-05-20,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3281.0,3075.95,3180.25,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,26,SL,-31.21,2025-05-20 15:00,10040.26,2025-05-20,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3281.76,3075.48,3180.07,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,25,SL,-31.97,2025-05-20 15:00,10008.29,2025-05-20,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3282.43,3075.07,3179.9,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,24,SL,-32.64,2025-05-20 15:00,9975.65,2025-05-20,2025-05
Div,H1,2025-05-20 13:00,SELL,3249.79,3249.79,3282.58,3074.98,3179.86,False,58.02,11.39,0.01,0.79,-0.36,1.68,15.99,23,SL,-32.79,2025-05-20 15:00,9942.86,2025-05-20,2025-05
Div,H1,2025-05-22 03:00,SELL,3326.18,3326.18,3349.64,3254.29,3297.42,False,69.6,11.63,0.01,1.88,2.94,2.96,8.19,1,SL,-23.46,2025-05-23 12:00,9919.4,2025-05-23,2025-05
Div,H1,2025-05-22 04:00,SELL,3342.99,3342.99,3366.24,3244.03,3303.41,False,65.15,11.67,0.01,1.65,2.76,5.76,10.54,1,SL,-23.25,2025-06-02 14:00,9896.15,2025-06-02,2025-06
Div,H1,2025-05-23 07:00,SELL,3331.19,3331.19,3356.4,3244.26,3296.42,False,71.95,11.44,0.01,0.62,2.66,7.39,8.91,1,SL,-25.21,2025-05-23 13:00,9870.94,2025-05-23,2025-05
Div,H1,2025-05-23 08:00,SELL,3329.91,3329.91,3352.8,3246.48,3296.54,False,72.23,10.76,0.01,0.54,2.6,1.89,7.65,1,SL,-22.89,2025-05-23 13:00,9848.05,2025-05-23,2025-05
Div,H1,2025-05-23 10:00,SELL,3332.01,3332.01,3353.53,3246.03,3297.62,False,72.7,10.09,0.01,0.5,2.56,2.39,9.1,2,SL,-21.52,2025-05-23 13:00,9826.53,2025-05-23,2025-05
Div,H1,2025-05-23 12:00,SELL,3334.38,3334.38,3354.9,3245.18,3298.7,False,84.37,11.46,0.01,1.05,3.12,19.43,25.28,3,SL,-20.52,2025-05-23 13:00,9806.01,2025-05-23,2025-05
Div,H1,2025-05-23 12:00,SELL,3334.38,3334.38,3354.56,3245.39,3298.79,False,84.37,11.46,0.01,1.05,3.12,19.43,25.28,2,SL,-20.18,2025-05-23 13:00,9785.83,2025-05-23,2025-05
Div,H1,2025-05-23 12:00,SELL,3334.38,3334.38,3354.85,3245.21,3298.71,False,84.37,11.46,0.01,1.05,3.12,19.43,25.28,1,SL,-20.47,2025-05-23 13:00,9765.36,2025-05-23,2025-05
Div,H1,2025-05-23 12:00,SELL,3345.42,3345.42,3366.54,3243.85,3304.79,False,84.37,11.46,0.01,1.05,3.12,19.43,25.28,29,SL,-21.12,2025-06-02 14:00,9744.24,2025-06-02,2025-06
Div,H1,2025-05-23 12:00,SELL,3345.42,3345.42,3366.42,3243.92,3304.82,False,84.37,11.46,0.01,1.05,3.12,19.43,25.28,28,SL,-21.0,2025-06-02 14:00,9723.24,2025-06-02,2025-06
Div,H1,2025-05-23 13:00,SELL,3334.38,3334.38,3357.3,3243.7,3298.11,False,85.16,12.15,0.01,1.3,3.37,8.95,15.57,1,SL,-22.92,2025-05-23 13:00,9700.32,2025-05-23,2025-05
Div,H1,2025-05-23 14:00,SELL,3349.82,3349.82,3374.11,3233.31,3303.22,False,69.92,13.57,0.01,0.77,2.83,17.0,27.35,1,SL,-24.29,2025-06-02 14:00,9676.03,2025-06-02,2025-06
Div,H1,2025-05-23 16:00,SELL,3360.46,3360.46,3387.59,3224.98,3306.27,False,74.2,13.63,0.01,1.36,3.45,2.34,10.2,2,SL,-27.13,2025-06-03 00:00,9648.9,2025-06-03,2025-06
Div,H1,2025-05-23 18:00,SELL,3364.64,3364.64,3391.95,3222.29,3307.7,False,77.66,13.31,0.01,1.33,3.45,3.71,9.41,3,SL,-27.31,2025-06-03 00:00,9621.59,2025-06-03,2025-06
Div,H1,2025-05-23 18:00,SELL,3364.64,3364.64,3391.9,3222.32,3307.71,False,77.66,13.31,0.01,1.33,3.45,3.71,9.41,2,SL,-27.26,2025-06-03 00:00,9594.33,2025-06-03,2025-06
Div,H1,2025-05-23 18:00,SELL,3364.64,3364.64,3390.9,3222.93,3307.96,False,77.66,13.31,0.01,1.33,3.45,3.71,9.41,1,SL,-26.26,2025-06-03 00:00,9568.07,2025-06-03,2025-06
Div,H1,2025-05-23 19:00,SELL,3364.64,3364.64,3391.26,3280.23,3330.88,False,74.54,12.63,0.01,1.27,3.41,0.63,4.78,1,TP,84.41,2025-05-28 21:00,9652.48,2025-05-28,2025-05
Div,H1,2025-05-23 20:00,SELL,3365.88,3365.88,3391.15,3280.3,3331.65,False,70.57,12.23,0.01,1.2,3.34,1.25,7.47,1,TP,85.58,2025-05-28 21:00,9738.06,2025-05-28,2025-05
FollowDiv,H1,2025-05-27 15:00,BUY,3287.82,3287.82,3262.92,3403.79,3334.21,False,23.56,13.63,0.01,-1.03,0.97,4.61,17.95,2,SL,-24.9,2025-05-29 00:00,9713.16,2025-05-29,2025-05
FollowDiv,H1,2025-06-02 07:00,SELL,3330.73,3330.73,3353.7,3178.57,3269.87,False,83.4,11.02,0.01,1.36,1.14,20.66,21.66,32,SL,-22.97,2025-06-02 08:00,9690.19,2025-06-02,2025-06
FollowDiv,H1,2025-06-02 07:00,SELL,3330.73,3330.73,3350.97,3180.26,3270.54,False,83.4,11.02,0.01,1.36,1.14,20.66,21.66,28,SL,-20.24,2025-06-02 08:00,9669.95,2025-06-02,2025-06
Div,H1,2025-06-02 14:00,SELL,3365.89,3365.89,3390.34,3280.8,3331.85,False,85.08,11.94,0.01,1.81,1.79,15.38,25.75,124,SL,-24.45,2025-06-03 00:00,9645.5,2025-06-03,2025-06
FollowDiv,H1,2025-06-02 14:00,SELL,3365.89,3365.89,3386.01,3297.85,3338.67,False,85.08,11.94,0.01,1.81,1.79,15.38,25.75,116,SL,-20.12,2025-06-03 00:00,9625.38,2025-06-03,2025-06
FollowDiv,H1,2025-06-05 11:00,SELL,3392.1,3392.1,3411.58,3212.89,3320.42,False,69.59,8.71,0.01,1.09,2.06,10.36,12.19,48,SL,-19.48,2025-06-13 01:00,9605.9,2025-06-13,2025-06
Div,H1,2025-06-05 12:00,SELL,3391.33,3391.33,3408.74,3331.82,3367.53,False,64.18,9.23,0.01,0.84,1.82,7.72,11.73,1,TP,59.51,2025-06-06 15:00,9665.41,2025-06-06,2025-06
Div,H1,2025-06-13 01:00,SELL,3398.91,3398.91,3422.61,3286.76,3354.05,False,81.84,12.79,0.01,1.79,1.97,20.33,28.12,1,SL,-23.7,2025-06-13 02:00,9641.71,2025-06-13,2025-06
Div,H1,2025-06-13 02:00,SELL,3398.91,3398.91,3424.5,3285.6,3353.58,False,82.39,13.29,0.01,2.07,2.3,11.11,19.42,1,SL,-25.59,2025-06-13 02:00,9616.12,2025-06-13,2025-06
Div,H1,2025-06-13 03:00,SELL,3419.92,3419.92,3446.49,3272.0,3360.75,False,81.75,13.0,0.01,2.41,2.69,13.82,19.32,1,SL,-26.57,2025-06-13 14:00,9589.55,2025-06-13,2025-06
Div,H1,2025-06-13 04:00,SELL,3433.33,3433.33,3459.32,3327.56,3391.02,False,71.99,13.36,0.01,1.88,2.2,15.82,20.56,1,TP,105.77,2025-06-24 06:00,9695.32,2025-06-24,2025-06
Div,H1,2025-06-13 14:00,SELL,3444.12,3444.12,3470.85,3320.44,3394.65,False,68.22,15.09,0.01,1.68,2.4,0.24,12.76,10,TP,123.68,2025-06-24 07:00,9819.0,2025-06-24,2025-06
Div,H1,2025-06-13 14:00,SELL,3444.44,3444.44,3470.25,3320.81,3394.99,False,68.22,15.09,0.01,1.68,2.4,0.24,12.76,9,TP,123.63,2025-06-24 07:00,9942.63,2025-06-24,2025-06
Div,H1,2025-06-13 14:00,SELL,3444.44,3444.44,3469.03,3321.57,3395.29,False,68.22,15.09,0.01,1.68,2.4,0.24,12.76,8,TP,122.87,2025-06-24 07:00,10065.5,2025-06-24,2025-06
Div/FollowDiv,H1,2025-06-13 14:00,SELL,3444.44,3444.44,3470.46,3320.68,3394.94,False,68.22,15.09,0.01,1.68,2.4,0.24,12.76,7,TP,123.76,2025-06-24 07:00,10189.26,2025-06-24,2025-06
Div,H1,2025-06-16 01:00,SELL,3446.76,3446.76,3469.09,3376.11,3418.5,False,58.05,11.54,0.01,1.13,2.3,7.84,16.98,1,TP,70.65,2025-06-17 04:00,10259.91,2025-06-17,2025-06
FollowDiv,H1,2025-06-27 04:00,BUY,3295.49,3295.49,3272.1,3410.89,3341.65,False,22.46,10.29,0.01,-1.03,-2.02,14.48,18.3,50,SL,-23.39,2025-06-27 13:00,10236.52,2025-06-27,2025-06
FollowDiv,H1,2025-06-27 04:00,BUY,3295.49,3295.49,3275.94,3408.52,3340.7,False,22.46,10.29,0.01,-1.03,-2.02,14.48,18.3,48,SL,-19.55,2025-06-27 13:00,10216.97,2025-06-27,2025-06
FollowDiv,H1,2025-07-07 12:00,BUY,3300.66,3300.66,3283.29,3377.88,3331.55,False,27.28,9.66,0.01,-0.9,-0.62,6.87,14.29,2,SL,-17.37,2025-07-09 10:00,10199.6,2025-07-09,2025-07
FollowDiv,H1,2025-07-08 16:00,BUY,3296.42,3296.42,3276.09,3382.33,3330.78,False,20.2,8.26,0.01,-0.86,-0.8,18.66,21.47,25,TP,85.91,2025-07-21 14:00,10285.51,2025-07-21,2025-07
Div,H1,2025-07-09 04:00,BUY,3287.16,3287.16,3269.3,3367.29,3319.21,False,25.37,9.05,0.01,-0.87,-0.99,13.18,16.49,5,TP,80.13,2025-07-11 17:00,10365.64,2025-07-11,2025-07
Div,H1,2025-07-09 04:00,BUY,3287.16,3287.16,3270.06,3366.82,3319.02,False,25.37,9.05,0.01,-0.87,-0.99,13.18,16.49,4,TP,79.66,2025-07-11 17:00,10445.3,2025-07-11,2025-07
Div,H1,2025-07-09 04:00,BUY,3287.16,3287.16,3270.62,3366.47,3318.88,False,25.37,9.05,0.01,-0.87,-0.99,13.18,16.49,3,TP,79.31,2025-07-11 17:00,10524.61,2025-07-11,2025-07
Div,H1,2025-07-09 04:00,BUY,3287.16,3287.16,3270.35,3366.64,3318.95,False,25.37,9.05,0.01,-0.87,-0.99,13.18,16.49,1,TP,79.48,2025-07-11 17:00,10604.09,2025-07-11,2025-07
Div,H1,2025-07-09 04:00,BUY,3287.16,3287.16,3269.18,3382.88,3325.45,False,25.37,9.05,0.01,-0.87,-0.99,13.18,16.49,6,TP,95.72,2025-07-21 14:00,10699.81,2025-07-21,2025-07
Div,H1,2025-07-09 05:00,BUY,3287.16,3287.16,3269.05,3367.44,3319.27,False,26.94,9.38,0.01,-0.71,-0.84,4.81,9.73,1,TP,80.28,2025-07-11 17:00,10780.09,2025-07-11,2025-07
Div,H1,2025-07-09 08:00,BUY,3286.42,3286.42,3267.65,3336.79,3306.57,False,44.22,7.42,0.01,-0.69,-0.85,2.9,7.04,3,TP,50.37,2025-07-11 07:00,10830.460000000001,2025-07-11,2025-07
Div,H1,2025-07-09 10:00,BUY,3285.0,3285.0,3267.47,3336.9,3305.76,False,28.56,7.48,0.01,-0.89,-1.06,6.75,9.93,4,TP,51.9,2025-07-11 07:00,10882.36,2025-07-11,2025-07
Div,H1,2025-07-17 15:00,BUY,3322.39,3322.39,3306.12,3380.71,3345.72,False,24.89,8.55,0.01,-0.54,-0.36,5.99,10.7,1,TP,58.32,2025-07-21 14:00,10940.68,2025-07-21,2025-07
FollowDiv,H1,2025-07-22 14:00,SELL,3401.43,3401.43,3415.44,3330.28,3372.97,False,57.36,6.62,0.01,1.0,1.76,16.31,16.71,13,SL,-14.01,2025-07-22 15:00,10926.67,2025-07-22,2025-07
Div,H1,2025-07-23 11:00,SELL,3433.52,3433.52,3449.9,3342.09,3396.95,False,51.75,6.51,0.01,0.82,2.14,2.65,5.53,9,TP,91.43,2025-07-25 12:00,11018.1,2025-07-25,2025-07
FollowDiv,H1,2025-07-25 16:00,BUY,3336.5,3336.5,3322.47,3411.26,3366.41,False,11.63,7.67,0.01,-1.23,-1.01,12.2,14.21,1,SL,-14.03,2025-07-28 15:00,11004.07,2025-07-28,2025-07
FollowDiv,H1,2025-07-28 15:00,BUY,3323.83,3323.83,3310.13,3370.48,3342.49,False,26.97,8.66,0.01,-1.38,-1.85,26.09,28.72,8,SL,-13.7,2025-07-28 15:00,10990.37,2025-07-28,2025-07
Div,H1,2025-07-28 15:00,BUY,3309.83,3309.83,3292.73,3388.98,3341.49,False,26.97,8.66,0.01,-1.38,-1.85,26.09,28.72,161,SL,-17.1,2025-07-30 17:00,10973.27,2025-07-30,2025-07
Div,H1,2025-07-28 16:00,BUY,3323.83,3323.83,3306.51,3369.39,3342.05,False,32.63,9.0,0.01,-1.17,-1.68,5.65,12.99,1,SL,-17.32,2025-07-28 16:00,10955.95,2025-07-28,2025-07
Div,H1,2025-07-30 15:00,BUY,3301.89,3301.89,3283.89,3383.36,3334.48,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,45,SL,-18.0,2025-07-30 20:00,10937.95,2025-07-30,2025-07
Div,H1,2025-07-30 15:00,BUY,3301.81,3301.81,3284.55,3382.95,3334.27,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,42,SL,-17.26,2025-07-30 20:00,10920.69,2025-07-30,2025-07
Div/FollowDiv,H1,2025-07-30 15:00,BUY,3301.81,3301.81,3284.43,3383.03,3334.3,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,41,SL,-17.38,2025-07-30 20:00,10903.31,2025-07-30,2025-07
Div,H1,2025-07-30 15:00,BUY,3301.81,3301.81,3284.48,3383.0,3334.29,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,40,SL,-17.33,2025-07-30 20:00,10885.98,2025-07-30,2025-07
Div,H1,2025-07-30 15:00,BUY,3301.81,3301.81,3285.26,3382.52,3334.09,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,39,SL,-16.55,2025-07-30 20:00,10869.43,2025-07-30,2025-07
Div,H1,2025-07-30 15:00,BUY,3301.81,3301.81,3285.74,3382.22,3333.97,False,29.82,8.2,0.01,-0.55,-1.72,10.07,17.65,36,SL,-16.07,2025-07-30 20:00,10853.36,2025-07-30,2025-07
FollowDiv,H1,2025-08-26 02:00,SELL,3378.8,3378.8,3396.43,3275.1,3337.32,False,61.36,7.46,0.01,0.8,1.15,28.38,35.16,26,SL,-17.63,2025-08-27 18:00,10835.73,2025-08-27,2025-08
FollowDiv,H1,2025-08-29 21:00,SELL,3449.33,3449.33,3463.91,3367.46,3416.58,False,81.08,7.97,0.01,1.26,2.54,9.89,12.41,2,SL,-14.58,2025-09-01 04:00,10821.15,2025-09-01,2025-09
Div,H1,2025-09-02 03:00,SELL,3489.82,3489.82,3513.41,3389.73,3449.78,False,72.35,7.97,0.01,1.46,3.29,18.52,31.71,15,SL,-23.59,2025-09-02 16:00,10797.56,2025-09-02,2025-09
Div,H1,2025-09-02 03:00,SELL,3489.82,3489.82,3512.86,3390.07,3449.92,False,72.35,7.97,0.01,1.46,3.29,18.52,31.71,14,SL,-23.04,2025-09-02 16:00,10774.52,2025-09-02,2025-09
Div,H1,2025-09-02 03:00,SELL,3489.82,3489.82,3512.48,3390.3,3450.01,False,72.35,7.97,0.01,1.46,3.29,18.52,31.71,9,SL,-22.66,2025-09-02 16:00,10751.86,2025-09-02,2025-09
Div,H1,2025-09-02 03:00,SELL,3489.82,3489.82,3512.84,3390.08,3449.92,False,72.35,7.97,0.01,1.46,3.29,18.52,31.71,8,SL,-23.02,2025-09-02 16:00,10728.84,2025-09-02,2025-09
