Time (BKK),CloseTime (BKK),TF,Pattern,Type,RSI,ATR,dist_sma50,dist_sma200,body,range,Entry,SL,TP,Lot,P&L,Balance,Reason
2025-10-07 14:00,2025-10-08 04:00,H1,Div,SELL,58.11,12.0,1.22,3.49,12.44,15.6,3977.45,4002.92,3815.26,0.01,-25.47,9907.599999999999,SL
2025-10-08 01:00,2025-10-08 05:00,H1,Div,SELL,75.53,12.42,1.06,3.55,4.88,7.65,3990.96,4016.56,3827.9,0.01,-25.6,9882.0,SL
2025-10-08 01:00,2025-10-08 06:00,H1,Div,SELL,75.53,12.42,1.06,3.55,4.88,7.65,3990.96,4017.53,3821.77,0.01,-26.57,9855.43,SL
2025-10-08 02:00,2025-10-08 05:00,H1,Div,SELL,72.57,12.23,0.96,3.47,1.96,9.75,3990.96,4015.8,3832.76,0.01,-24.84,9830.59,SL
2025-10-08 03:00,2025-10-08 06:00,H1,Div,SELL,73.48,12.72,1.09,3.63,7.55,15.47,3995.97,4020.43,3840.16,0.01,-24.46,9806.13,SL
2025-10-08 04:00,2025-10-08 06:00,H1,Div,SELL,74.9,12.94,1.33,3.9,11.71,16.0,3999.33,4025.4,3837.99,0.01,-26.07,9780.06,SL
2025-10-08 05:00,2025-10-08 06:00,H1,Div,SELL,71.94,12.38,1.35,3.95,3.06,7.63,3999.97,4025.86,3835.09,0.01,-25.89,9754.17,SL
2025-10-08 06:00,2025-10-08 07:00,H1,Div,SELL,75.83,12.19,1.6,4.23,12.24,12.64,4011.69,4036.44,3854.07,0.01,-24.75,9729.42,SL
2025-10-08 07:00,2025-10-08 11:00,H1,Div,SELL,74.72,11.82,1.6,4.24,2.31,12.43,4016.54,4040.93,3861.22,0.01,-24.39,9705.029999999999,SL
2025-10-08 08:00,2025-10-08 18:00,H1,Div,SELL,95.97,10.58,1.6,4.27,2.41,11.74,4027.26,4050.9,3876.73,0.01,-23.64,9681.39,SL
2025-10-08 15:00,2025-10-13 07:00,H1,Div,SELL,80.0,12.97,1.43,4.18,0.82,23.33,4049.56,4071.98,3906.75,0.01,-22.42,9658.97,SL
2025-10-08 17:00,2025-10-13 07:00,H1,Div,SELL,79.74,13.09,1.48,4.27,2.46,13.44,4049.61,4071.99,3907.11,0.01,-22.38,9636.59,SL
2025-10-08 17:00,2025-10-13 07:00,H1,Div,SELL,79.74,13.09,1.48,4.27,2.46,13.44,4049.61,4073.31,3898.69,0.01,-23.7,9612.89,SL
2025-10-08 17:00,2025-10-13 07:00,H1,Div,SELL,79.74,13.09,1.48,4.27,2.46,13.44,4049.61,4075.55,3884.42,0.01,-25.94,9586.949999999999,SL
2025-10-13 01:00,2025-10-13 15:00,H1,Div,SELL,68.41,21.75,0.78,2.52,7.18,27.85,4059.23,4088.46,3873.05,0.01,-29.23,9557.72,SL
2025-10-14 01:00,2025-10-14 03:00,H1,FollowDiv,SELL,84.22,13.17,2.37,4.16,13.18,19.11,4116.92,4143.71,3946.32,0.01,-26.79,9530.93,SL
2025-10-16 04:00,2025-10-16 16:00,H1,Div,SELL,72.61,16.43,1.68,4.99,9.26,13.59,4227.18,4259.61,4020.63,0.01,-32.43,9498.5,SL
2025-10-16 05:00,2025-10-16 16:00,H1,Div,SELL,74.55,15.47,1.49,4.8,5.71,12.81,4232.99,4265.85,4023.71,0.01,-32.86,9465.64,SL
2025-10-16 11:00,2025-10-16 17:00,H1,Div,SELL,66.19,15.82,1.38,4.67,6.75,19.8,4239.61,4270.54,4042.61,0.01,-30.93,9434.71,SL
2025-10-16 11:00,2025-10-16 17:00,H1,Div,SELL,66.19,15.82,1.38,4.67,6.75,19.8,4242.01,4272.28,4049.26,0.01,-30.27,9404.439999999999,SL
2025-10-16 12:00,2025-10-16 17:00,H1,Div,SELL,64.24,15.74,1.4,4.7,3.17,11.79,4242.01,4273.65,4040.5,0.01,-31.64,9372.8,SL
2025-10-16 17:00,2025-10-16 19:00,H1,Div,SELL,67.18,16.85,1.84,5.23,10.33,15.08,4258.76,4293.5,4037.5,0.01,-34.74,9338.06,SL
2025-10-16 18:00,2025-10-16 21:00,H1,Div,SELL,67.13,18.06,1.97,5.4,9.06,30.63,4267.55,4301.24,4052.97,0.01,-33.69,9304.369999999999,SL
2025-10-16 19:00,2025-10-16 21:00,H1,Div,SELL,72.83,18.48,2.16,5.63,11.21,18.68,4276.07,4312.2,4045.99,0.01,-36.13,9268.24,SL
2025-10-16 20:00,2025-10-17 00:00,H1,Div,SELL,71.49,19.21,2.01,5.51,3.01,21.46,4292.02,4335.78,4063.39,0.01,-43.76,9224.48,SL
2025-10-16 21:00,2025-10-17 00:00,H1,Div,SELL,91.99,18.77,2.32,5.87,16.63,25.05,4298.81,4337.23,4054.13,0.01,-38.42,9186.06,SL
2025-10-20 21:00,2025-10-22 02:00,H1,Div,SELL,83.54,23.61,1.88,5.62,18.64,22.39,4379.54,4426.6,4079.86,0.01,299.68,9485.74,TP
2025-10-20 21:00,2025-10-22 02:00,H1,Div,SELL,83.54,23.61,1.88,5.62,18.64,22.39,4379.54,4436.79,4014.93,0.01,364.61,9850.35,TP
2025-10-20 21:00,2025-10-27 15:00,H1,Div,SELL,83.54,23.61,1.88,5.62,18.64,22.39,4379.54,4440.76,3989.66,0.01,389.88,10240.23,TP
2025-10-20 21:00,2025-10-27 15:00,H1,Div,SELL,83.54,23.61,1.88,5.62,18.64,22.39,4379.54,4441.42,3985.47,0.01,394.07,10634.3,TP
2025-10-27 14:00,2025-10-27 16:00,H1,FollowDiv,BUY,35.06,22.1,-1.78,-3.94,23.63,37.09,4015.44,3972.74,4207.75,0.01,-42.7,10591.599999999999,SL
2025-11-07 17:00,2025-11-10 02:00,H1,FollowDiv,SELL,58.49,13.93,0.38,0.57,16.8,37.51,4019.6,4043.18,3869.44,0.01,-23.58,10568.019999999999,SL
2025-11-07 17:00,2025-11-10 02:00,H1,FollowDiv,SELL,58.49,13.93,0.38,0.57,16.8,37.51,4019.6,4047.16,3844.08,0.01,-27.56,10540.46,SL
2025-11-10 03:00,2025-11-10 06:00,H1,Div,SELL,75.66,16.04,1.23,1.53,4.09,11.33,4027.45,4060.51,3816.9,0.01,-33.06,10507.4,SL
2025-11-10 05:00,2025-11-10 09:00,H1,Div,SELL,83.08,15.19,1.3,1.64,3.82,7.03,4053.2,4084.02,3856.91,0.01,-30.82,10476.58,SL
2025-11-10 05:00,2025-11-10 10:00,H1,Div,SELL,83.08,15.19,1.3,1.64,3.82,7.03,4053.2,4085.28,3848.87,0.01,-32.08,10444.5,SL
2025-11-10 06:00,2025-11-10 13:00,H1,Div,SELL,89.57,14.96,1.64,2.01,15.26,19.75,4053.2,4087.22,3863.41,0.01,-34.02,10410.48,SL
2025-11-10 07:00,2025-11-10 13:00,H1,Div,SELL,92.31,14.7,1.73,2.13,5.7,11.51,4056.85,4086.77,3866.28,0.01,-29.92,10380.56,SL
2025-11-10 12:00,2025-11-10 19:00,H1,Div,SELL,91.42,12.14,1.77,2.3,4.38,9.65,4085.12,4109.81,3927.9,0.01,-24.69,10355.869999999999,SL
2025-11-10 13:00,2025-11-10 19:00,H1,Div,SELL,94.71,12.79,2.03,2.59,12.14,15.61,4086.3,4111.0,3929.0,0.01,-24.7,10331.17,SL
2025-11-12 16:00,2025-11-12 16:00,H1,FollowDiv,SELL,69.34,15.92,1.4,3.78,44.91,50.91,4149.0,4170.23,4013.77,0.01,-21.23,10309.939999999999,SL
2025-11-13 04:00,2025-12-01 02:00,H1,FollowDiv,SELL,77.2,19.63,1.64,4.29,22.66,23.0,4211.69,4246.25,3991.62,0.01,-34.56,10275.38,SL
2025-11-17 20:00,2025-12-11 19:00,H1,FollowDiv,BUY,36.29,21.98,-2.59,-1.81,51.5,54.18,4032.17,3976.11,4284.63,0.01,252.46,10527.84,TP
2025-11-28 01:00,2025-11-28 15:00,H1,FollowDiv,SELL,68.7,8.18,0.59,2.04,17.24,19.66,4172.92,4198.54,4009.76,0.01,-25.62,10502.22,SL
2025-11-28 01:00,2025-11-28 15:00,H1,FollowDiv,SELL,68.7,8.18,0.59,2.04,17.24,19.66,4173.37,4201.38,3994.97,0.01,-28.01,10474.21,SL
2025-11-28 15:00,2025-11-28 18:00,H1,FollowDiv,SELL,59.76,14.78,0.8,2.28,15.65,26.08,4193.14,4211.38,4076.96,0.01,-18.24,10455.97,SL
2025-12-12 14:00,2025-12-18 17:00,H1,FollowDiv,SELL,79.41,12.43,2.23,2.95,15.13,24.6,4339.24,4362.15,4193.31,0.01,-22.91,10433.06,SL
2025-12-17 15:00,2025-12-18 17:00,H1,Div,SELL,62.94,14.06,0.64,1.99,4.01,23.0,4342.37,4370.04,4179.03,0.01,-27.67,10405.39,SL
2025-12-18 17:00,2025-12-22 03:00,H1,FollowDiv,SELL,67.79,12.99,0.79,2.16,22.21,36.77,4353.5,4388.07,4133.31,0.01,-34.57,10370.82,SL
2025-12-23 00:00,2025-12-23 01:00,H1,Div,SELL,84.23,11.48,2.03,3.44,11.13,13.04,4442.13,4463.75,4304.47,0.01,-21.62,10349.199999999999,SL
2025-12-23 01:00,2025-12-23 02:00,H1,Div,SELL,85.66,11.88,2.2,3.65,10.45,12.47,4449.17,4472.13,4302.93,0.01,-22.96,10326.24,SL
2025-12-23 02:00,2025-12-23 02:00,H1,Div,SELL,90.15,12.69,2.5,3.99,16.19,21.1,4461.65,4485.41,4310.32,0.01,-23.76,10302.48,SL
2025-12-23 21:00,2025-12-24 02:00,H1,Div,SELL,56.08,15.62,1.41,3.62,6.67,10.47,4497.75,4525.28,4322.42,0.01,-27.53,10274.949999999999,SL
2025-12-23 21:00,2025-12-24 02:00,H1,Div,SELL,56.08,15.62,1.41,3.62,6.67,10.47,4497.75,4524.64,4326.52,0.01,-26.89,10248.06,SL
2025-12-23 21:00,2025-12-24 02:00,H1,Div,SELL,56.08,15.62,1.41,3.62,6.67,10.47,4497.75,4524.08,4330.04,0.01,-26.33,10221.73,SL
2025-12-23 21:00,2025-12-24 02:00,H1,Div,SELL,56.08,15.62,1.41,3.62,6.67,10.47,4497.75,4522.44,4340.48,0.01,-24.69,10197.039999999999,SL
2026-01-05 15:00,2026-01-06 09:00,H1,FollowDiv,SELL,69.78,17.09,1.55,0.38,19.63,26.01,4439.92,4475.86,4211.04,0.01,-35.94,10161.1,SL
2026-01-06 00:00,2026-01-06 15:00,H1,FollowDiv,SELL,54.82,16.17,1.21,0.4,12.28,23.1,4455.58,4487.87,4249.92,0.01,-32.29,10128.81,SL
2026-01-06 03:00,2026-01-06 15:00,H1,FollowDiv,SELL,66.4,16.39,1.36,0.71,4.33,12.44,4455.58,4487.91,4249.66,0.01,-32.33,10096.48,SL
2026-01-06 15:00,2026-01-09 16:00,H1,FollowDiv,SELL,68.16,16.49,1.58,1.37,18.99,25.22,4475.78,4507.12,4276.16,0.01,-31.34,10065.14,SL
2026-01-06 16:00,2026-01-09 16:00,H1,Div,SELL,60.4,16.72,1.34,1.17,9.04,27.67,4475.78,4508.75,4265.8,0.01,-32.97,10032.17,SL
2026-01-08 13:00,2026-01-12 00:00,H1,Div,BUY,31.15,14.37,-0.68,0.15,4.84,23.62,4415.67,4388.66,4537.29,0.01,121.62,10153.789999999999,TP
2026-01-09 16:00,2026-01-12 00:00,H1,Div,SELL,75.8,13.74,1.27,2.21,17.83,26.67,4500.51,4529.01,4319.01,0.01,-28.5,10125.289999999999,SL
2026-01-13 15:00,2026-01-19 00:00,H1,FollowDiv,SELL,69.99,15.33,1.3,3.9,18.5,25.44,4630.18,4665.95,4402.4,0.01,-35.77,10089.519999999999,SL
2026-01-14 13:00,2026-01-19 00:00,H1,Div,SELL,77.6,12.97,0.72,3.39,8.15,11.62,4639.74,4669.32,4451.34,0.01,-29.58,10059.939999999999,SL
2026-01-14 13:00,2026-01-19 00:00,H1,Div,SELL,77.6,12.97,0.72,3.39,8.15,11.62,4639.74,4668.13,4458.92,0.01,-28.39,10031.55,SL
2026-01-14 13:00,2026-01-19 00:00,H1,Div,SELL,77.6,12.97,0.72,3.39,8.15,11.62,4639.74,4667.5,4462.94,0.01,-27.76,10003.789999999999,SL
2026-01-14 20:00,2026-01-19 00:00,H1,FollowDiv,SELL,60.43,16.66,0.65,3.18,4.09,9.31,4641.91,4674.05,4437.19,0.01,-32.14,9971.65,SL
2026-01-20 06:00,2026-01-20 06:00,H1,Div,SELL,72.93,11.29,1.64,3.11,19.28,22.29,4681.54,4702.88,4545.61,0.01,-21.34,9950.31,SL
2026-01-20 07:00,2026-01-20 08:00,H1,Div,SELL,76.03,11.44,1.55,3.04,1.96,11.52,4697.04,4719.61,4553.28,0.01,-22.57,9927.74,SL
2026-01-20 08:00,2026-01-20 15:00,H1,Div,SELL,76.82,11.63,1.57,3.08,3.71,11.32,4716.63,4739.52,4570.86,0.01,-22.89,9904.85,SL
2026-01-20 09:00,2026-01-20 15:00,H1,Div,SELL,78.17,11.97,1.8,3.35,13.27,16.57,4717.17,4740.43,4569.01,0.01,-23.26,9881.59,SL
2026-01-20 10:00,2026-01-20 15:00,H1,Div,SELL,80.47,12.76,1.81,3.38,3.06,16.26,4722.76,4746.7,4570.27,0.01,-23.94,9857.65,SL
2026-01-20 11:00,2026-01-20 19:00,H1,Div,SELL,74.99,12.92,1.63,3.22,5.9,11.87,4731.58,4763.0,4574.93,0.01,-31.42,9826.23,SL
2026-01-20 14:00,2026-01-20 19:00,H1,Div/FollowDiv,SELL,82.53,14.47,1.69,3.36,9.67,23.22,4737.48,4763.33,4572.86,0.01,-25.85,9800.38,SL
2026-01-20 14:00,2026-01-20 19:00,H1,Div,SELL,82.53,14.47,1.69,3.36,9.67,23.22,4737.48,4764.35,4566.33,0.01,-26.87,9773.51,SL
2026-01-20 14:00,2026-01-20 19:00,H1,Div,SELL,82.53,14.47,1.69,3.36,9.67,23.22,4737.48,4764.22,4567.18,0.01,-26.74,9746.769999999999,SL
2026-01-20 15:00,2026-01-21 00:00,H1,Div,SELL,86.95,15.46,1.72,3.42,4.16,22.43,4737.48,4767.29,4554.04,0.01,-29.81,9716.96,SL
2026-01-21 00:00,2026-01-21 02:00,H1,FollowDiv,SELL,77.45,16.84,1.9,3.89,15.92,23.87,4766.27,4799.41,4555.2,0.01,-33.14,9683.82,SL
2026-01-21 14:00,2026-01-22 21:00,H1,FollowDiv,SELL,83.94,24.78,2.79,5.47,14.2,21.86,4878.23,4925.78,4575.43,0.01,-47.55,9636.27,SL
2026-01-22 18:00,2026-01-23 00:00,H1,FollowDiv,SELL,85.98,20.47,1.73,4.96,26.5,35.24,4888.41,4941.49,4550.37,0.01,-53.08,9583.189999999999,SL
2026-01-23 06:00,2026-01-26 00:00,H1,FollowDiv,SELL,88.18,22.44,2.06,5.71,4.39,12.62,4965.74,5013.56,4661.19,0.01,-47.82,9535.369999999999,SL
2026-01-26 01:00,2026-01-26 01:00,H1,Div,SELL,85.47,23.89,2.88,6.7,1.97,21.41,4989.78,5037.61,4685.18,0.01,-47.83,9487.539999999999,SL
2026-01-26 02:00,2026-01-26 07:00,H1,Div,SELL,86.84,26.73,3.37,7.26,29.18,56.48,5040.05,5099.82,4747.77,0.01,-59.77,9427.77,SL
2026-01-26 03:00,2026-01-26 07:00,H1,Div,SELL,90.65,27.31,3.47,7.42,9.98,25.99,5052.04,5105.5,4711.56,0.01,-53.46,9374.31,SL
2026-01-26 07:00,2026-01-27 21:00,H1,Div,SELL,83.79,28.02,2.93,7.13,3.56,45.53,5093.03,5146.73,4751.02,0.01,-53.7,9320.609999999999,SL
2026-01-26 07:00,2026-01-27 21:00,H1,Div,SELL,83.79,28.02,2.93,7.13,3.56,45.53,5093.03,5146.08,4755.14,0.01,-53.05,9267.56,SL
2026-01-26 07:00,2026-01-27 21:00,H1,Div,SELL,83.79,28.02,2.93,7.13,3.56,45.53,5093.03,5146.14,4754.78,0.01,-53.11,9214.449999999999,SL
2026-01-26 08:00,2026-01-27 21:00,H1,Div,SELL,82.94,27.51,3.03,7.31,11.16,21.85,5093.03,5149.08,4736.08,0.01,-56.05,9158.4,SL
2026-01-30 18:00,2026-01-30 19:00,H1,FollowDiv,BUY,26.48,99.79,-8.82,-3.93,136.51,184.84,4942.58,4747.43,5821.41,0.01,-195.15,8963.25,SL
2026-01-30 18:00,2026-01-30 19:00,H1,Div,BUY,26.48,99.79,-8.82,-3.93,136.51,184.84,4942.58,4741.37,5848.69,0.01,-201.21,8762.039999999999,SL
2026-01-30 18:00,2026-01-30 19:00,H1,Div,BUY,26.48,99.79,-8.82,-3.93,136.51,184.84,4942.58,4744.94,5832.62,0.01,-197.64,8564.4,SL
2026-01-30 18:00,2026-01-30 19:00,H1,Div,BUY,26.48,99.79,-8.82,-3.93,136.51,184.84,4942.58,4758.23,5772.77,0.01,-184.35,8380.05,SL
2026-01-30 19:00,2026-01-30 19:00,H1,Div,BUY,27.72,112.42,-8.1,-3.34,30.08,213.43,4942.58,4743.0,5841.34,0.01,-199.58,8180.469999999999,SL
2026-02-02 00:00,2026-02-02 06:00,H1,Div,BUY,29.71,125.12,-10.14,-6.16,87.65,139.55,4800.95,4576.11,5813.48,0.01,-224.84,7955.63,SL
2026-02-02 02:00,2026-02-02 07:00,H1,Div,BUY,25.28,127.54,-9.79,-6.23,29.86,200.4,4680.35,4448.34,5725.19,0.01,-232.01,7723.62,SL
2026-02-02 02:00,2026-02-02 07:00,H1,Div,BUY,25.28,127.54,-9.79,-6.23,29.86,200.4,4680.35,4439.37,5765.57,0.01,-240.98,7482.639999999999,SL
2026-02-02 02:00,2026-02-02 07:00,H1,Div,BUY,25.28,127.54,-9.79,-6.23,29.86,200.4,4680.35,4440.46,5760.65,0.01,-239.89,7242.75,SL
2026-02-11 11:00,2026-02-23 00:00,H1,FollowDiv,SELL,75.68,21.51,1.06,2.85,30.35,38.56,5091.84,5166.96,4613.41,0.01,-75.12,7167.63,SL
2026-02-19 16:00,2026-02-20 15:00,H1,Div,SELL,65.44,19.59,1.36,0.3,8.25,26.01,5021.92,5059.5,4782.61,0.01,-37.58,7130.05,SL
2026-02-20 11:00,2026-02-20 17:00,H1,Div,SELL,66.3,18.09,0.97,0.74,7.16,18.88,5030.59,5065.78,4806.45,0.01,-35.19,7094.860000000001,SL
2026-02-20 14:00,2026-02-20 20:00,H1,Div,SELL,67.6,19.44,1.02,0.93,18.25,30.41,5042.67,5078.86,4812.2,0.01,-36.19,7058.67,SL
2026-02-20 15:00,2026-02-20 21:00,H1,Div,SELL,65.94,19.55,1.18,1.15,11.09,23.12,5042.67,5087.6,4801.12,0.01,-44.93,7013.74,SL
2026-02-20 18:00,2026-02-23 00:00,H1,Div,SELL,74.3,24.94,1.4,1.52,6.61,21.79,5064.1,5113.35,4750.42,0.01,-49.25,6964.49,SL
2026-02-20 19:00,2026-02-23 00:00,H1,Div,SELL,71.65,25.26,1.33,1.48,1.74,21.08,5069.27,5119.15,4751.63,0.01,-49.88,6914.610000000001,SL
2026-02-20 20:00,2026-02-23 00:00,H1,Div,SELL,70.97,25.05,1.46,1.64,8.3,11.0,5076.37,5126.88,4754.68,0.01,-50.51,6864.1,SL
2026-02-20 21:00,2026-02-23 00:00,H1,Div,SELL,72.49,25.28,1.78,1.99,17.78,21.33,5076.37,5126.46,4757.35,0.01,-50.09,6814.01,SL
2026-02-20 22:00,2026-02-23 00:00,H1,Div,SELL,80.07,24.84,1.89,2.13,7.54,15.99,5079.86,5130.41,4757.92,0.01,-50.55,6763.459999999999,SL
2026-02-23 00:00,2026-02-23 00:00,H1,Div,SELL,83.82,27.81,3.02,3.33,48.4,54.85,5098.22,5147.91,4781.77,0.01,-49.69,6713.7699999999995,SL
2026-02-23 01:00,2026-02-23 01:00,H1,Div,SELL,76.44,29.38,2.54,2.9,20.81,37.14,5107.76,5163.38,4753.56,0.01,-55.62,6658.15,SL
2026-02-23 03:00,2026-02-23 21:00,H1,Div,SELL,84.6,30.06,2.97,3.45,16.58,19.99,5171.86,5230.62,4797.63,0.01,-58.76,6599.389999999999,SL
2026-02-23 03:00,2026-02-23 21:00,H1,Div,SELL,84.6,30.06,2.97,3.45,16.58,19.99,5171.86,5231.88,4789.64,0.01,-60.02,6539.369999999999,SL
2026-02-23 04:00,2026-02-23 21:00,H1,Div,SELL,81.47,30.37,2.75,3.3,6.91,23.69,5171.86,5236.82,4793.8,0.01,-64.96,6474.41,SL
2026-02-23 15:00,2026-02-23 21:00,H1,Div,SELL,63.04,21.83,2.52,3.68,46.05,58.99,5176.7,5237.44,4789.84,0.01,-60.74,6413.67,SL
2026-02-25 06:00,2026-02-27 16:00,H1,Div,SELL,74.47,23.84,0.56,3.43,19.08,27.95,5193.82,5243.94,4874.6,0.01,-50.12,6363.549999999999,SL
2026-02-25 07:00,2026-02-27 16:00,H1,Div,SELL,66.4,22.58,0.41,3.28,7.16,19.38,5193.82,5241.51,4890.12,0.01,-47.69,6315.86,SL
2026-02-25 17:00,2026-02-27 17:00,H1,Div,SELL,65.44,19.88,0.62,3.42,17.42,24.11,5210.68,5255.83,4923.13,0.01,-45.15,6270.709999999999,SL
2026-02-27 17:00,2026-03-02 00:00,H1,FollowDiv,SELL,69.0,18.47,0.8,2.83,10.2,35.62,5249.74,5296.58,4951.4,0.01,-46.84,6223.869999999999,SL
2026-03-13 20:00,2026-03-16 00:00,H1,FollowDiv,BUY,25.47,27.67,-2.07,-2.47,30.09,40.06,5032.1,4982.17,5256.94,0.01,-49.93,6173.94,SL
2026-03-18 11:00,2026-03-18 13:00,H1,FollowDiv,BUY,33.92,16.07,-0.72,-2.53,24.28,33.32,4967.68,4905.12,5249.41,0.01,-62.56,6111.379999999999,SL
2026-03-18 11:00,2026-03-18 13:00,H1,FollowDiv,BUY,33.92,16.07,-0.72,-2.53,24.28,33.32,4967.68,4900.8,5268.84,0.01,-66.88,6044.5,SL
2026-03-23 06:00,2026-03-23 07:00,H1,FollowDiv,BUY,19.35,65.54,-6.62,-12.97,57.29,77.65,4320.21,4189.58,4908.5,0.01,-130.63,5913.869999999999,SL
2026-03-23 07:00,2026-03-23 07:00,H1,Div,BUY,16.24,73.21,-8.32,-14.7,89.7,146.86,4320.21,4189.12,4910.53,0.01,-131.09,5782.78,SL
2026-03-23 08:00,2026-03-23 08:00,H1,Div,BUY,10.46,78.35,-8.43,-14.95,16.88,133.53,4302.4,4155.97,4961.82,0.01,-146.43,5636.349999999999,SL
2026-04-01 08:00,2026-04-01 17:00,H1,FollowDiv,SELL,77.4,28.94,3.18,4.94,46.26,50.42,4722.53,4787.91,4306.17,0.01,-65.38,5570.969999999999,SL
2026-04-01 14:00,2026-04-08 00:00,H1,Div,SELL,60.26,28.77,2.49,4.73,27.74,29.31,4747.72,4806.04,4376.3,0.01,-58.32,5512.65,SL
2026-04-01 16:00,2026-04-08 01:00,H1,FollowDiv,SELL,61.34,30.26,3.07,5.51,22.55,44.54,4762.85,4820.39,4396.39,0.01,-57.54,5455.11,SL
2026-04-01 18:00,2026-04-08 01:00,H1,Div,SELL,73.19,28.91,3.45,6.06,0.71,16.44,4768.84,4827.52,4395.11,0.01,-58.68,5396.429999999999,SL
2026-04-01 19:00,2026-04-08 02:00,H1,Div,SELL,70.02,29.24,3.06,5.76,12.8,19.21,4788.13,4848.58,4422.51,0.01,-60.45,5335.98,SL
2026-04-02 01:00,2026-04-08 02:00,H1,Div,SELL,63.22,27.25,2.74,5.94,7.61,26.67,4790.76,4849.23,4418.38,0.01,-58.47,5277.509999999999,SL
2026-04-02 01:00,2026-04-08 02:00,H1,Div,SELL,63.22,27.25,2.74,5.94,7.61,26.67,4793.0,4853.83,4405.6,0.01,-60.83,5216.679999999999,SL
2026-04-08 21:00,2026-04-13 00:00,H1,Div,BUY,28.93,31.14,0.34,2.54,25.42,32.07,4713.75,4649.86,5001.47,0.01,-63.89,5152.789999999999,SL
2026-04-09 02:00,2026-04-28 07:00,H1,Div,BUY,31.76,29.86,-0.26,1.91,8.75,20.44,4703.82,4641.55,4984.26,0.01,-62.27,5090.519999999999,SL
2026-04-09 02:00,2026-04-28 07:00,H1,Div,BUY,31.76,29.86,-0.26,1.91,8.75,20.44,4699.76,4638.16,4977.18,0.01,-61.6,5028.919999999998,SL
2026-04-09 02:00,2026-04-28 07:00,H1,Div,BUY,31.76,29.86,-0.26,1.91,8.75,20.44,4699.76,4636.5,4984.63,0.01,-63.26,4965.659999999998,SL
2026-04-09 02:00,2026-04-28 07:00,H1,Div,BUY,31.76,29.86,-0.26,1.91,8.75,20.44,4699.76,4638.6,4975.18,0.01,-61.16,4904.499999999998,SL
2026-04-13 00:00,2026-04-28 13:00,H1,Div,BUY,23.62,25.75,-1.87,-0.57,10.55,40.53,4652.68,4594.78,4913.44,0.01,-57.9,4846.5999999999985,SL
2026-04-13 00:00,2026-04-28 13:00,H1,Div,BUY,23.62,25.75,-1.87,-0.57,10.55,40.53,4653.93,4594.51,4921.52,0.01,-59.42,4787.1799999999985,SL
2026-04-17 15:00,2026-04-28 07:00,H1,FollowDiv,SELL,77.05,21.03,1.53,2.46,33.73,54.69,4871.19,4907.75,4638.38,0.01,232.81,5019.989999999999,TP
2026-04-23 19:00,2026-04-28 11:00,H1,FollowDiv,BUY,51.72,22.24,-0.46,-1.46,23.73,70.2,4668.54,4609.73,4933.36,0.01,-58.81,4961.1799999999985,SL
2026-04-24 06:00,2026-04-28 09:00,H1,Div,BUY,29.62,21.61,-1.07,-2.15,2.32,19.0,4664.34,4621.42,4857.62,0.01,-42.92,4918.259999999998,SL
2026-04-28 07:00,2026-04-28 09:00,H1,Div,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4664.34,4621.13,4858.95,0.01,-43.21,4875.049999999998,SL
2026-04-28 07:00,2026-04-28 10:00,H1,Div,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4657.99,4615.03,4851.46,0.01,-42.96,4832.089999999998,SL
2026-04-28 07:00,2026-04-28 10:00,H1,Div,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4657.99,4615.49,4849.39,0.01,-42.5,4789.589999999998,SL
2026-04-28 07:00,2026-04-28 10:00,H1,FollowDiv,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4657.99,4615.08,4851.25,0.01,-42.91,4746.6799999999985,SL
2026-04-28 07:00,2026-04-28 10:00,H1,FollowDiv,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4657.99,4620.64,4826.2,0.01,-37.35,4709.329999999998,SL
2026-04-28 07:00,2026-04-28 10:00,H1,FollowDiv,BUY,26.82,13.11,-1.32,-2.6,35.51,44.19,4657.99,4616.94,4842.86,0.01,-41.05,4668.279999999998,SL
2026-04-28 10:00,2026-04-28 13:00,H1,FollowDiv,BUY,20.79,14.09,-1.32,-2.59,3.48,20.65,4623.3,4595.52,4748.4,0.01,-27.78,4640.499999999998,SL
2026-04-29 11:00,2026-05-04 18:00,H1,FollowDiv,BUY,31.63,15.29,-1.72,-3.6,17.4,29.09,4554.96,4507.55,4768.46,0.01,-47.41,4593.089999999998,SL
2026-05-04 18:00,2026-05-06 12:00,H1,FollowDiv,BUY,13.77,22.77,-1.94,-2.97,11.04,26.07,4510.13,4465.46,4711.29,0.01,201.16,4794.249999999998,TP
2026-05-07 08:00,2026-05-12 01:00,H1,FollowDiv,SELL,70.79,16.38,2.25,2.6,37.89,48.93,4723.02,4767.64,4438.86,0.01,-44.62,4749.629999999998,SL
2026-05-07 14:00,2026-05-15 15:00,H1,FollowDiv,SELL,69.55,19.12,1.97,2.83,7.33,19.22,4750.55,4786.16,4523.73,0.01,226.82,4976.449999999998,TP
2026-05-07 15:00,2026-05-18 02:00,H1,Div,SELL,66.82,20.39,1.81,2.75,3.77,26.91,4753.49,4791.73,4509.92,0.01,243.57,5220.019999999998,TP
