Time,Ticket,Type,Volume,Price,S / L,T / P,Profit
2026-09-02 03:39,580337280,BUY,0.01,4326.23,4270.68,4544.95,107.31
2026-09-02 03:39,580362592,BUY,0.01,4326.23,4269.57,4544.95,107.31
2026-09-02 03:39,580375572,BUY,0.01,4326.23,4269.81,4544.95,107.31
2026-09-02 03:39,580393094,BUY,0.01,4326.23,4269.09,4544.95,107.31
2026-09-02 03:39,580396953,BUY,0.01,4326.23,4286.81,4424.91,-38.58
2026-09-02 04:00,580404909,BUY,0.01,4326.23,4270.37,4544.95,106.52
2026-09-02 08:01,580409848,BUY,0.01,4322.96,4268.15,4546.97,109.76
2026-09-02 08:01,580414686,BUY,0.01,4322.96,4270.89,4539.67,109.76
2026-09-02 08:01,580416247,BUY,0.01,4322.96,4297.77,4426.93,-25.16
2026-09-02 08:01,580418841,BUY,0.01,4322.96,4298.49,4408.86,-24.44
2026-09-02 08:01,580423514,BUY,0.01,4322.96,4277.7,4527.09,109.76
2026-09-02 11:34,580494609,BUY,0.01,4288.46,4236.92,4543.41,145.17
2026-09-02 21:57,580792063,SELL,0.01,4379.52,4400.75,4295.34,-21.17
2026-09-02 22:05,580801487,SELL,0.01,4385.5,4407.86,4291.64,-21.74
2026-09-03 21:00,581281808,SELL,0.01,4492.23,4515.95,4388.52,103.95
2026-09-04 21:00,581831520,BUY,0.01,4379.43,4343.13,4535.57,53.34
2026-09-04 21:00,581840454,BUY,0.01,4379.43,4340.8,4535.57,53.34
2026-09-11 07:52,584356613,BUY,0.01,4313.73,4290.92,4408.42,0.0
2026-09-11 20:46,584794139,SELL,0.01,4362.77,4386.09,4247.79,-23.3
2026-09-11 20:49,584798418,SELL,0.01,4366.81,4387.32,4245.3,-20.42
2026-09-11 20:49,584800366,SELL,0.01,4366.81,4386.81,4245.3,-19.62
