SIM_Open_Time,MT5_Open_Time,SIM_Close_Time,MT5_Close_Time,SIM_TF,MT5_TF,SIM_Type,MT5_Type,SIM_Entry,MT5_Entry,MT5_Close_Price,SIM_SL,MT5_SL,SIM_TP,MT5_TP,SIM_Lot,MT5_Volume,SIM_P&L,MT5_P&L,SIM_Balance,MT5_Balance,MT5_Comment,MT5_Position_ID,Matched,SIM_Reason
2026-07-07 23:24:00,2026-07-07 23:24:04,2026-07-07 23:27:00,2026-07-07 23:26:14,M1,M1,BUY,BUY,4145.36,4145.6,4144.08,4144.08,4144.08,4150.19,4150.19,0.04,0.02,-5.68,-3.04,256.28,-10883.01,[sl 4144.08],557492316.0,True,SL
2026-07-07 23:27:00,2026-07-07 23:27:02,2026-07-07 23:35:00,2026-07-07 23:34:13,M1,M1,BUY,BUY,4145.54,4145.59,4143.14,4143.14,4143.14,4150.35,4150.35,0.02,0.04,-5.08,-9.8,245.64,-10906.04,[sl 4143.14],557493017.0,True,SL
2026-07-07 23:29:00,2026-07-07 23:29:04,2026-07-07 23:32:00,2026-07-07 23:31:01,M1,M1,BUY,BUY,4146.52,4147.16,4145.27,4145.27,4145.27,4149.56,4149.56,0.04,0.07,-5.56,-13.23,250.72,-10896.24,[sl 4145.27],557493550.0,True,SL
2026-07-07 23:39:00,2026-07-07 23:39:03,2026-07-07 23:46:00,2026-07-07 23:45:37,M1,M1,BUY,BUY,4144.51,4144.49,4142.66,4142.66,4142.66,4150.29,4150.29,0.03,0.03,-5.97,-5.49,239.67,-10911.53,[sl 4142.66],557495985.0,True,SL
2026-07-07 23:45:00,2026-07-07 23:45:03,2026-07-08 00:32:00,2026-07-08 00:31:40,M15,M15,BUY,BUY,4143.46,4143.99,4147.91,4136.37,4136.37,4147.91,4147.91,0.01,0.11,4.31,43.12,220.59,-10893.01,[tp 4147.91],557497032.0,True,TP
2026-07-07 23:57:00,,2026-07-07 23:58:00,,M1,,SELL,,4143.77,,,4148.46,,4146.88,,0.01,,-3.25,,236.42,,,,False,TP
2026-07-08 00:00:00,2026-07-08 00:00:04,2026-07-08 01:50:00,2026-07-08 01:49:22,H1,H1,SELL,SELL,4145.13,4144.98,4132.44,4155.12,4155.12,4132.44,4132.44,0.01,0.03,12.55,37.62,226.14,-9650.93,[tp 4132.44],557500796.0,True,TP
2026-07-08 00:00:00,2026-07-08 00:00:03,2026-07-08 00:17:00,2026-07-08 00:16:30,M5,M5,BUY,BUY,4145.27,4145.12,4140.91,4140.91,4140.91,4152.42,4152.42,0.01,0.03,-4.5,-12.63,216.28,-10936.13,[sl 4140.91],557500788.0,True,SL
2026-07-08 00:02:00,2026-07-08 00:02:06,2026-07-08 01:34:00,2026-07-08 01:33:00,M1,M1,SELL,SELL,4144.17,4144.52,4138.33,4149.13,4149.13,4138.33,4138.33,0.01,0.77,5.7,476.63,217.94,-9572.13,[tp 4138.33],557501115.0,True,TP
2026-07-08 00:04:00,2026-07-08 00:04:03,2026-07-08 00:11:00,2026-07-08 00:10:46,M1,M1,BUY,BUY,4145.22,4144.83,4144.25,4144.25,4144.25,4149.86,4149.86,0.05,0.04,-5.55,-2.32,230.87,-10923.50,[sl 4144.25],557501377.0,True,SL
2026-07-08 00:05:00,,2026-07-08 00:13:00,,M1,,BUY,,4146.15,,,4143.99,,4149.78,,0.02,,-4.6,,220.78,,,,False,SL
2026-07-08 00:07:00,2026-07-08 00:07:03,2026-07-08 00:11:00,2026-07-08 00:10:36,M1,M1,BUY,BUY,4146.35,4146.59,4144.66,4144.66,4144.66,4150.07,4150.07,0.03,0.05,-5.49,-9.65,225.38,-10921.18,[sl 4144.66],557501837.0,True,SL
2026-07-08 00:24:00,2026-07-08 00:24:06,2026-07-08 01:34:00,2026-07-08 01:33:00,M1,M1,BUY,BUY,4143.22,4143.89,4138.34,4138.34,4138.34,4148.49,4148.49,0.01,0.76,-5.02,-421.8,212.92,-10048.76,[sl 4138.34],557504593.0,True,SL
2026-07-08 00:26:00,2026-07-08 00:26:03,2026-07-08 00:54:00,2026-07-08 00:53:53,M1,M1,BUY,BUY,4145.47,4145.65,4143.33,4143.33,4143.33,4150.01,4150.01,0.02,0.04,-4.56,-9.28,199.27,-10919.61,[sl 4143.33],557505148.0,True,SL
2026-07-08 00:28:00,2026-07-08 00:28:05,2026-07-08 00:51:00,2026-07-08 00:50:37,M1,M1,BUY,BUY,4146.35,4145.89,4143.75,4143.75,4143.75,4149.88,4149.88,0.02,0.04,-5.48,-8.56,203.83,-10910.33,[sl 4143.75],557505481.0,True,SL
2026-07-08 00:30:00,2026-07-08 00:30:05,2026-07-08 01:34:00,2026-07-08 01:33:43,M15,M15,BUY,BUY,4146.23,4146.87,4136.38,4136.38,4136.38,4158.48,4158.48,0.01,0.02,-9.99,-20.98,202.93,-9672.23,[sl 4136.38],557505888.0,True,SL
2026-07-08 00:34:00,,2026-07-08 00:35:00,,M1,,SELL,,4146.53,,,4149.26,,4147.46,,0.02,,-2.14,,218.45,,,,False,TP
2026-07-08 00:37:00,,2026-07-08 00:38:00,,M1,,SELL,,4145.77,,,4148.66,,4146.92,,0.02,,-2.58,,215.87,,,,False,TP
2026-07-08 00:46:00,2026-07-08 00:46:03,2026-07-08 00:47:00,2026-07-08 00:46:46,M1,M1,BUY,BUY,4147.47,4146.99,4145.53,4145.53,4145.53,4150.08,4150.08,0.02,0.06,-4.16,-8.76,211.71,-10901.77,[sl 4145.53],557508161.0,True,SL
2026-07-08 00:48:00,,2026-07-08 00:49:00,,M1,,SELL,,4145.94,,,4148.48,,4147.0,,0.02,,-2.4,,209.31,,,,False,TP
2026-07-08 00:52:00,2026-07-08 00:52:03,2026-07-08 01:33:00,2026-07-08 01:32:49,M1,M1,SELL,SELL,4143.98,4143.97,4138.88,4148.6,4148.6,4138.88,4138.88,0.01,0.78,4.96,397.02,204.36,-10026.80,[tp 4138.88],557509091.0,True,TP
2026-07-08 00:54:00,2026-07-08 00:54:03,2026-07-08 01:33:00,2026-07-08 01:32:50,M1,M1,SELL,SELL,4143.06,4143.32,4138.56,4148.77,4148.77,4138.56,4138.56,0.01,0.84,4.36,399.84,208.72,-9626.96,[tp 4138.56],557509622.0,True,TP
2026-07-08 01:00:00,2026-07-08 01:00:04,2026-07-08 01:34:00,2026-07-08 01:33:39,M30,M30,SELL,SELL,4144.67,4144.69,4137.15,4153.89,4153.89,4137.15,4137.15,0.01,0.04,7.38,30.16,210.31,-9667.85,[tp 4137.15],557510238.0,True,TP
2026-07-08 01:00:00,2026-07-08 01:00:03,2026-07-08 01:31:00,2026-07-08 01:31:03,M5,M5,SELL,SELL,4144.67,4144.71,4140.02,4148.79,4148.79,4138.93,4138.93,0.01,0.31,5.6,145.39,194.92,-10780.54,S20.12_superviso,557510235.0,True,TP
2026-07-08 01:01:00,2026-07-08 01:01:03,2026-07-08 01:31:00,2026-07-08 01:31:03,M1,M1,SELL,SELL,4143.61,4143.76,4139.84,4148.45,4148.45,4138.99,4138.99,0.01,0.91,4.48,356.72,199.4,-10423.82,S20.12_superviso,557510370.0,True,TP
2026-07-08 01:04:00,2026-07-08 01:04:04,2026-07-08 01:06:00,2026-07-08 01:05:04,M1,M1,SELL,SELL,4141.98,4141.9,4142.83,4142.83,4142.83,4137.3,4137.3,0.05,0.04,-4.95,-3.7199999999999998,194.32,-10923.33,[sl 4142.83],557510942.0,True,SL
2026-07-08 01:05:00,,2026-07-08 01:33:00,,M5,,SELL,,4142.52,,,4148.63,,4138.86,,0.01,,3.52,,212.24,,,,False,TP
2026-07-08 01:13:00,2026-07-08 01:13:04,2026-07-08 01:34:00,2026-07-08 01:33:15,M1,M1,BUY,BUY,4142.88,4142.75,4137.91,4137.91,4137.91,4148.2,4148.2,0.01,0.87,-5.11,-421.08,205.2,-9698.01,[sl 4137.91],557511665.0,True,SL
2026-07-08 01:24:00,2026-07-08 01:24:04,2026-07-08 01:26:00,2026-07-08 01:25:00,M1,M1,BUY,BUY,4143.91,4143.7,4143.05,4143.05,4143.05,4149.64,4149.64,0.05,0.04,-5.0,-2.6,189.32,-10925.93,[sl 4143.05],557513154.0,True,SL
2026-07-08 01:27:00,2026-07-08 01:27:03,2026-07-08 01:34:00,2026-07-08 01:33:00,M1,M1,SELL,SELL,4141.99,4142.01,4138.32,4148.26,4148.26,4138.32,4138.32,0.01,0.8,3.53,295.2,208.73,-9276.93,[tp 4138.32],557513921.0,True,TP
2026-07-08 01:30:00,2026-07-08 01:30:09,2026-07-08 01:34:00,2026-07-08 01:33:39,M1,M1,SELL,SELL,4141.72,4141.2,4137.05,4143.26,4143.26,4137.05,4137.05,0.02,0.04,9.06,16.6,217.79,-9651.25,[tp 4137.05],557514101.0,True,TP
2026-07-08 01:42:00,2026-07-08 01:42:03,2026-07-08 01:45:00,2026-07-08 01:44:21,M1,M1,SELL,SELL,4140.48,4140.38,4141.74,4141.74,4141.74,4136.7,4136.7,0.03,0.12,-4.2,-16.32,213.59,-9688.55,[sl 4141.74],557517380.0,True,SL
2026-07-08 01:50:00,2026-07-08 01:50:11,2026-07-08 01:52:00,2026-07-08 01:51:23,M5,M5,SELL,SELL,4134.82,4134.62,4128.37,4144.39,4144.39,4128.37,4128.37,0.01,0.08,6.31,50.0,232.45,-9600.93,[tp 4128.37],557519827.0,True,TP
2026-07-08 01:59:00,2026-07-08 01:59:04,2026-07-08 02:00:00,2026-07-08 01:59:42,M1,M1,SELL,SELL,4128.8,4128.68,4126.4,4131.3,4131.3,4126.4,4126.4,0.02,0.18,4.52,41.04,236.97,-9559.89,[tp 4126.40],557523964.0,True,TP
2026-07-08 02:00:00,2026-07-08 02:00:05,2026-07-08 02:02:00,2026-07-08 02:01:51,M15,M15,SELL,SELL,4126.97,4126.58,4118.31,4146.59,4146.59,4118.31,4118.31,0.01,0.06,8.52,49.62,245.49,-9510.27,[tp 4118.31],557524387.0,True,TP
2026-07-08 02:04:00,2026-07-08 02:04:06,2026-07-08 02:05:00,2026-07-08 02:04:59,M1,M1,BUY,BUY,4120.29,4120.82,4121.71,4118.36,4118.36,4121.71,4121.71,0.03,0.85,3.84,75.65,249.33,-9434.62,[tp 4121.71],557527760.0,True,TP
2026-07-08 02:05:00,2026-07-08 02:05:02,2026-07-08 02:07:00,2026-07-08 02:06:57,M1,M1,BUY,BUY,4121.96,4121.5,4117.82,4117.82,4117.82,4128.31,4128.31,0.01,0.49,-4.28,-180.32,245.05,-9614.94,[sl 4117.82],557527968.0,True,SL
2026-07-08 02:17:00,2026-07-08 02:17:06,2026-07-08 02:18:00,2026-07-08 02:17:36,M1,M1,SELL,SELL,4099.1,4100.05,4102.09,4102.09,4102.09,4094.94,4094.94,0.02,0.13,-6.26,-26.52,294.95,-9641.46,[sl 4102.09],557535975.0,True,SL
2026-07-08 02:21:00,2026-07-08 02:21:02,2026-07-08 02:28:00,2026-07-08 02:27:40,M1,M1,BUY,BUY,4097.47,4097.12,4103.48,4091.5,4091.5,4103.48,4103.48,0.01,0.06,5.87,38.16,368.59,-9603.30,[tp 4103.48],557538795.0,True,TP
2026-07-08 02:30:00,2026-07-08 02:30:03,2026-07-08 02:31:00,2026-07-08 02:30:52,M1,M1,SELL,SELL,4103.58,4104.72,4108.81,4108.81,4108.81,4098.52,4098.52,0.01,0.62,-5.37,-253.58,363.22,-9856.88,[sl 4108.81],557543225.0,True,SL
2026-07-08 02:38:00,2026-07-08 02:38:06,2026-07-08 03:19:00,2026-07-08 03:18:57,M1,M1,SELL,SELL,4112.39,4112.43,4108.06,4118.96,4118.96,4108.06,4108.06,0.01,0.62,4.19,270.94,361.86,-9518.77,[tp 4108.06],557545285.0,True,TP
2026-07-08 02:40:00,2026-07-08 02:40:07,2026-07-08 02:55:00,2026-07-08 02:54:26,M5,M5,BUY,BUY,4110.97,4110.64,4114.7,4106.42,4106.42,4114.7,4114.7,0.02,0.24,7.18,97.44,357.67,-9800.48,[tp 4114.70],557545652.0,True,TP
2026-07-08 02:42:00,2026-07-08 02:42:04,2026-07-08 03:19:00,2026-07-08 03:18:57,M1,M1,BUY,BUY,4111.7,4111.38,4107.9,4107.9,4107.9,4118.82,4118.82,0.02,0.53,-7.88,-184.44,353.98,-9789.71,[sl 4107.90],557546141.0,True,SL
2026-07-08 02:43:00,2026-07-08 02:43:02,2026-07-08 02:47:00,2026-07-08 02:46:24,M1,M1,SELL,SELL,4108.43,4108.72,4113.28,4113.28,4113.28,4105.66,4105.66,0.01,0.09,-4.99,-41.04,350.49,-9897.92,[sl 4113.28],557546394.0,True,SL
2026-07-08 02:44:00,,2026-07-08 02:46:00,,M1,,SELL,,4108.45,,,4110.89,,4105.21,,0.03,,-7.74,,355.48,,,,False,SL
2026-07-08 02:50:00,2026-07-08 02:50:14,2026-07-08 03:38:00,2026-07-08 03:37:45,M5,M5,BUY,BUY,4112.55,4111.52,4105.01,4105.01,4105.01,4117.78,4117.78,0.01,0.13,-7.68,-84.63,365.65,-9729.35,[sl 4105.01],557547709.0,True,SL
2026-07-08 02:52:00,2026-07-08 02:52:06,2026-07-08 03:19:00,2026-07-08 03:18:44,M1,M1,SELL,SELL,4112.04,4111.82,4108.23,4118.54,4118.54,4108.23,4108.23,0.01,0.76,3.67,272.84,357.65,-9201.08,[tp 4108.23],557547937.0,True,TP
2026-07-08 02:54:00,2026-07-08 02:54:03,2026-07-08 03:19:00,2026-07-08 03:18:57,M1,M1,BUY,BUY,4112.52,4113.01,4108.02,4108.02,4108.02,4118.66,4118.66,0.02,0.81,-9.28,-404.19,348.37,-9605.27,[sl 4108.02],557548147.0,True,SL
2026-07-08 02:59:00,2026-07-08 02:59:04,2026-07-08 03:19:00,2026-07-08 03:18:44,M1,M1,SELL,SELL,4115.18,4115.12,4108.84,4118.84,4118.84,4108.84,4108.84,0.02,0.52,12.4,326.56,360.77,-9473.92,[tp 4108.84],557549516.0,True,TP
2026-07-08 03:21:00,2026-07-08 03:21:02,2026-07-08 03:22:00,2026-07-08 03:21:27,M1,M1,BUY,BUY,4109.13,4108.64,4107.74,4107.74,4107.74,4110.14,4110.14,0.05,0.58,-7.65,-52.2,353.12,-9570.97,[sl 4107.74],557553890.0,True,SL
2026-07-08 03:28:00,2026-07-08 03:28:03,2026-07-08 03:29:00,2026-07-08 03:29:02,M1,M1,BUY,BUY,4110.71,4110.24,4109.38,4108.65,4108.65,4110.4,4110.4,0.03,1.5899999999999999,-1.35,-136.74,351.77,-9707.71,S20.12_superviso,557555005.0,True,TP
2026-07-08 03:30:00,2026-07-08 03:30:03,2026-07-08 05:03:00,2026-07-08 05:02:19,M30,M30,BUY,BUY,4110.95,4110.94,4100.12,4100.12,4100.12,4121.08,4121.08,0.01,0.05,-10.97,-54.1,354.68,-9806.89,[sl 4100.12],557555080.0,True,SL
2026-07-08 03:33:00,2026-07-08 03:33:03,2026-07-08 03:35:00,2026-07-08 03:34:45,M1,M1,SELL,SELL,4109.67,4109.5,4107.59,4110.35,4110.35,4107.59,4107.59,0.1,0.31,19.4,59.21,371.17,-9648.50,[tp 4107.59],557555367.0,True,TP
2026-07-08 03:34:00,2026-07-08 03:34:47,2026-07-08 03:35:00,2026-07-08 03:34:59,M1,M1,SELL,SELL,4108.25,4107.53,4107.39,4110.37,4110.37,4107.39,4107.39,0.03,0.27,2.16,3.7800000000000002,373.33,-9644.72,[tp 4107.39],557555744.0,True,TP
2026-07-08 03:35:00,2026-07-08 03:35:03,2026-07-08 05:48:00,2026-07-08 05:48:04,M5,M5,SELL,SELL,4107.2,4107.44,4098.88,4113.59,4113.59,4098.44,4098.44,0.01,0.09,8.62,77.04,331.4,-9354.22,S20.12_superviso,557555906.0,True,TP
2026-07-08 03:45:00,2026-07-08 03:45:02,2026-07-08 05:48:00,2026-07-08 05:48:04,M5,M5,SELL,SELL,4106.01,4106.75,4098.88,4109.64,4109.64,4098.48,4098.48,0.02,0.18,14.78,141.66,346.18,-9212.56,S20.12_superviso,557556958.0,True,TP
2026-07-08 03:50:00,2026-07-08 03:50:04,2026-07-08 05:03:00,2026-07-08 05:02:00,M5,M5,BUY,BUY,4105.43,4105.76,4102.83,4102.83,4102.83,4112.89,4112.89,0.03,0.08,-8.22,-23.44,346.46,-9752.79,[sl 4102.83],557557208.0,True,SL
2026-07-08 05:00:00,,2026-07-08 05:50:00,,M15,,SELL,,4101.58,,,4111.12,,4098.23,,0.01,,3.21,,349.39,,,,False,TP
,2026-07-08 05:02:54,,2026-07-08 05:49:24,,M15,,SELL,,4100.33,4098.24,,4111.11,,4098.24,,0.14,,29.26,,-9381.55,[tp 4098.24],557559134.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-08 05:13:00,2026-07-08 05:13:06,2026-07-08 05:20:00,2026-07-08 05:19:19,M1,M1,BUY,BUY,4103.94,4103.87,4102.23,4102.23,4102.23,4110.18,4110.18,0.04,0.07,-7.4,-11.48,331.26,-9825.93,[sl 4102.23],557560130.0,True,SL
2026-07-08 05:16:00,2026-07-08 05:16:03,2026-07-08 05:19:00,2026-07-08 05:18:50,M1,M1,BUY,BUY,4103.88,4103.8,4102.72,4102.72,4102.72,4110.05,4110.05,0.06,0.07,-7.8,-7.5600000000000005,338.66,-9814.45,[sl 4102.72],557560467.0,True,SL
2026-07-08 05:17:00,2026-07-08 05:17:03,2026-07-08 05:35:00,2026-07-08 05:35:05,M1,M1,SELL,SELL,4103.64,4103.55,4100.82,4108.32,4108.32,4098.88,4098.88,0.01,1.34,4.62,365.82,335.88,-9460.11,S20.12_superviso,557560482.0,True,TP
2026-07-08 05:35:00,2026-07-08 05:35:02,2026-07-08 05:40:00,2026-07-08 05:39:53,M5,M5,SELL,SELL,4099.98,4099.98,4102.74,4102.74,4102.74,4094.98,4094.98,0.02,0.11,-5.8,-30.36,324.14,-9490.47,[sl 4102.74],557561505.0,True,SL
2026-07-08 05:35:00,,2026-07-08 05:36:00,,M1,,BUY,,4100.12,,,4098.25,,4099.58,,0.04,,-2.72,,333.16,,,,False,TP
2026-07-08 05:37:00,,2026-07-08 05:38:00,,M1,,BUY,,4101.33,,,4098.47,,4099.86,,0.02,,-3.22,,329.94,,,,False,TP
2026-07-08 05:39:00,,2026-07-08 05:40:00,,M1,,BUY,,4101.41,,,4098.45,,4099.83,,0.02,,-3.44,,320.7,,,,False,TP
2026-07-08 05:41:00,2026-07-08 05:41:02,2026-07-08 05:50:00,2026-07-08 05:49:48,M1,M1,SELL,SELL,4100.67,4100.79,4097.27,4103.3,4103.3,4097.27,4097.27,0.02,0.1,6.52,35.2,355.91,-9346.35,[tp 4097.27],557562110.0,True,TP
2026-07-08 05:45:00,2026-07-08 05:45:04,2026-07-08 05:47:00,2026-07-08 05:46:10,M15,M15,SELL,SELL,4101.12,4100.81,4098.9,4109.58,4109.58,4098.9,4098.9,0.01,0.31,2.08,59.21,322.78,-9431.26,[tp 4098.90],557562855.0,True,TP
2026-07-08 05:45:00,2026-07-08 05:45:01,2026-07-08 05:50:00,2026-07-08 05:49:22,M5,M5,BUY,BUY,4101.26,4101.28,4098.23,4098.23,4098.23,4102.69,4102.69,0.02,0.65,-6.34,-198.25,349.57,-9410.81,[sl 4098.23],557562853.0,True,SL
2026-07-08 05:53:00,2026-07-08 05:53:01,2026-07-08 05:55:00,2026-07-08 05:54:37,M1,M1,BUY,BUY,4099.29,4099.13,4097.87,4097.87,4097.87,4099.84,4099.84,0.05,1.03,-7.8,-129.78,341.77,-9476.13,[sl 4097.87],557563932.0,True,SL
2026-07-08 05:55:00,2026-07-08 05:55:03,2026-07-08 06:06:00,2026-07-08 06:05:26,M5,M5,SELL,SELL,4097.79,4097.72,4102.16,4102.16,4102.16,4094.31,4094.31,0.02,0.12,-9.02,-53.28,333.91,-9597.15,[sl 4102.16],557564184.0,True,SL
2026-07-08 06:02:00,2026-07-08 06:02:01,2026-07-08 06:03:00,2026-07-08 06:02:01,M1,M1,BUY,BUY,4098.96,4099.26,4099.33,4095.99,4095.99,4099.33,4099.33,0.02,0.28,0.46,1.96,342.23,-9474.17,[tp 4099.33],557565156.0,True,TP
2026-07-08 06:03:00,2026-07-08 06:03:06,2026-07-08 06:04:00,2026-07-08 06:04:16,M1,M1,SELL,SELL,4096.76,4096.7,4100.8,4100.8,4100.8,4096.27,4096.27,0.02,0.17,0.7,-69.7,342.93,-9543.87,[sl 4100.80],557565353.0,True,TP
2026-07-08 06:11:00,2026-07-08 06:11:03,2026-07-08 06:17:00,2026-07-08 06:16:58,M1,M1,BUY,BUY,4107.15,4106.36,4103.8,4103.8,4103.8,4110.89,4110.89,0.02,0.09,-6.98,-23.04,331.65,-9562.99,[sl 4103.80],557567200.0,True,SL
2026-07-08 06:13:00,2026-07-08 06:13:05,2026-07-08 06:15:00,2026-07-08 06:14:13,M1,M1,SELL,SELL,4106.73,4106.45,4105.41,4108.24,4108.24,4105.41,4105.41,0.04,0.55,4.72,57.2,338.63,-9539.95,[tp 4105.41],557567463.0,True,TP
2026-07-08 06:25:00,,2026-07-08 06:26:00,,M5,,SELL,,4103.94,,,4109.33,,4104.55,,0.01,,-0.75,,330.9,,,,False,TP
2026-07-08 06:26:00,2026-07-08 06:26:01,2026-07-08 06:44:00,2026-07-08 06:43:46,M1,M1,BUY,BUY,4103.5,4103.28,4098.44,4098.44,4098.44,4108.59,4108.59,0.01,1.29,-5.2,-624.36,311.55,-10208.62,[sl 4098.44],557571791.0,True,SL
,2026-07-08 06:26:32,,2026-07-08 06:27:12,,M5,,SELL,,4104.5,4104.55,,4109.33,,4104.55,,0.58,,-2.9,,-9565.89,[tp 4104.55],557571908.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-08 06:31:00,,2026-07-08 06:32:00,,M1,,SELL,,4105.36,,,4109.07,,4107.13,,0.02,,-3.82,,327.08,,,,False,TP
2026-07-08 06:32:00,,2026-07-08 06:33:00,,M1,,SELL,,4104.59,,,4109.31,,4107.42,,0.01,,-2.97,,324.11,,,,False,TP
2026-07-08 06:35:00,2026-07-08 06:35:01,2026-07-08 06:41:00,2026-07-08 06:40:19,M1,M1,SELL,SELL,4101.29,4101.32,4102.99,4102.99,4102.99,4097.33,4097.33,0.04,0.11,-7.36,-18.37,316.75,-9584.26,[sl 4102.99],557573295.0,True,SL
2026-07-08 06:45:00,2026-07-08 06:45:02,2026-07-08 07:25:00,2026-07-08 07:24:12,M5,M5,SELL,SELL,4098.31,4099.03,4105.75,4105.75,4105.75,4094.61,4094.61,0.01,0.05,-7.58,-33.6,306.12,-10217.29,[sl 4105.75],557575697.0,True,SL
2026-07-08 06:48:00,2026-07-08 06:48:02,2026-07-08 06:52:00,2026-07-08 06:51:01,M1,M1,BUY,BUY,4098.75,4098.46,4099.55,4095.28,4095.28,4099.55,4099.55,0.02,0.14,1.32,15.26,312.87,-10193.36,[tp 4099.55],557576512.0,True,TP
2026-07-08 06:49:00,,2026-07-08 06:52:00,,M1,,BUY,,4098.67,,,4096.99,,4099.68,,0.04,,3.48,,316.35,,,,False,TP
2026-07-08 06:54:00,2026-07-08 06:54:01,2026-07-08 06:59:00,2026-07-08 06:58:39,M1,M1,SELL,SELL,4098.72,4098.04,4096.86,4102.18,4102.18,4096.86,4096.86,0.02,0.1,3.44,11.8,319.79,-10181.56,[tp 4096.86],557577561.0,True,TP
2026-07-08 07:00:00,2026-07-08 07:00:11,2026-07-08 07:24:00,2026-07-08 07:23:45,M15,M15,SELL,SELL,4098.6,4101.06,4105.07,4105.07,4105.07,4090.61,4090.61,0.01,0.05,-6.61,-20.05,313.7,-10183.69,[sl 4105.07],557578516.0,True,SL
2026-07-08 07:02:00,2026-07-08 07:02:04,2026-07-08 07:05:00,2026-07-08 07:04:20,M1,M1,BUY,BUY,4100.06,4099.18,4100.46,4096.03,4096.03,4100.46,4100.46,0.02,0.14,0.52,17.92,320.31,-10163.64,[tp 4100.46],557579215.0,True,TP
2026-07-08 07:20:00,2026-07-08 07:20:06,2026-07-08 07:28:00,2026-07-08 07:27:05,M1,M1,BUY,BUY,4103.51,4103.75,4107.42,4097.85,4097.85,4107.42,4107.42,0.01,0.41,3.77,150.47,309.89,-10066.82,[tp 4107.42],557583760.0,True,TP
2026-07-08 07:23:00,2026-07-08 07:23:04,2026-07-08 07:35:00,2026-07-08 07:34:53,M1,M1,BUY,BUY,4103.67,4103.58,4108.61,4097.97,4097.97,4108.61,4108.61,0.01,0.7,4.8,352.1,312.47,-9714.72,[tp 4108.61],557584657.0,True,TP
2026-07-08 07:30:00,,2026-07-08 07:31:00,,M1,,SELL,,4105.49,,,4109.38,,4106.46,,0.02,,-2.22,,307.67,,,,False,TP
2026-07-08 07:35:00,2026-07-08 07:35:07,2026-07-08 07:39:00,2026-07-08 07:38:44,M5,M5,BUY,BUY,4109.8,4110.3,4118.66,4101.75,4101.75,4118.66,4118.66,0.01,0.08,8.72,66.88,321.19,-9647.84,[tp 4118.66],557589822.0,True,TP
2026-07-08 07:44:00,2026-07-08 07:44:17,2026-07-08 07:45:00,2026-07-08 07:44:26,M1,M1,SELL,SELL,4124.17,4125.76,4125.5,4129.07,4129.07,4125.5,4125.5,0.01,0.76,-1.47,19.76,319.72,-9628.08,[tp 4125.50],557596413.0,True,TP
2026-07-08 07:54:00,2026-07-08 07:54:02,2026-07-08 07:55:00,2026-07-08 07:54:22,M1,M1,BUY,BUY,4117.91,4118.01,4116.29,4116.29,4116.29,4119.83,4119.83,0.04,0.51,-7.04,-87.72,312.68,-9715.80,[sl 4116.29],557599881.0,True,SL
2026-07-08 07:59:00,2026-07-08 07:59:03,2026-07-08 08:01:00,2026-07-08 08:00:04,M1,M1,SELL,SELL,4111.3,4112.91,4108.42,4119.87,4119.87,4108.42,4108.42,0.01,0.24,2.74,107.76,315.42,-9608.04,[tp 4108.42],557602133.0,True,TP
2026-07-08 08:10:00,2026-07-08 08:10:04,2026-07-08 08:13:00,2026-07-08 08:12:15,M1,M1,BUY,BUY,4104.23,4105.83,4108.12,4097.4,4097.4,4108.12,4108.12,0.01,0.57,3.75,130.53,319.17,-9477.51,[tp 4108.12],557609893.0,True,TP
2026-07-08 08:15:00,2026-07-08 08:15:04,2026-07-08 08:16:00,2026-07-08 08:15:40,M1,M1,SELL,SELL,4108.52,4107.98,4105.03,4113.6,4113.6,4105.03,4105.03,0.01,0.1,3.35,29.5,322.52,-9448.01,[tp 4105.03],557612190.0,True,TP
2026-07-08 08:19:00,2026-07-08 08:19:03,2026-07-08 08:21:00,2026-07-08 08:20:01,M1,M1,SELL,SELL,4106.21,4106.5,4108.07,4108.07,4108.07,4103.69,4103.69,0.03,0.59,-6.0,-92.63,316.52,-9540.64,[sl 4108.07],557613472.0,True,SL
2026-07-08 08:20:00,2026-07-08 08:20:03,2026-07-08 08:34:00,2026-07-08 08:33:09,M5,M5,BUY,BUY,4107.21,4108.41,4101.19,4101.19,4101.19,4114.89,4114.89,0.01,0.06,-6.16,-43.32,303.91,-9631.15,[sl 4101.19],557613778.0,True,SL
2026-07-08 08:22:00,2026-07-08 08:22:05,2026-07-08 08:23:00,2026-07-08 08:22:11,M1,M1,BUY,BUY,4109.01,4108.21,4107.0,4107.0,4107.0,4111.43,4111.43,0.03,0.39,-6.45,-47.19,310.07,-9587.83,[sl 4107.00],557614385.0,True,SL
2026-07-08 08:31:00,2026-07-08 08:31:05,2026-07-08 08:34:00,2026-07-08 08:33:20,M1,M1,BUY,BUY,4105.31,4105.36,4100.06,4100.06,4100.06,4111.64,4111.64,0.01,0.05,-5.39,-26.5,298.52,-9657.65,[sl 4100.06],557617394.0,True,SL
