SIM_Open_Time,MT5_Open_Time,SIM_Close_Time,MT5_Close_Time,SIM_TF,MT5_TF,SIM_Type,MT5_Type,SIM_Entry,MT5_Entry,MT5_Close_Price,SIM_SL,MT5_SL,SIM_TP,MT5_TP,SIM_Lot,MT5_Volume,SIM_P&L,MT5_P&L,SIM_Balance,MT5_Balance,MT5_Comment,MT5_Position_ID,Matched,SIM_Reason
2026-07-06 06:23:00,,2026-07-06 06:24:00,,M1,,BUY,,4189.91,,,4188.1,,4189.94,,0.11,,-1.21,,1004.27,,,,False,TP
2026-07-06 06:28:00,,2026-07-06 06:29:00,,M1,,BUY,,4190.95,,,4188.22,,4189.86,,0.07,,-8.61,,973.16,,,,False,TP
2026-07-06 06:30:00,,2026-07-06 06:31:00,,M1,,BUY,,4200.54,,,4198.16,,4200.58,,0.08,,-20.16,,953.0,,,,False,SL
2026-07-06 06:53:00,,2026-07-06 06:55:00,,M1,,SELL,,4181.67,,,4183.81,,4175.54,,0.09,,-20.52,,932.48,,,,False,SL
2026-07-06 06:58:00,,2026-07-06 07:00:00,,M1,,BUY,,4184.98,,,4183.15,,4191.1,,0.1,,-19.7,,912.78,,,,False,SL
2026-07-06 07:05:00,,2026-07-06 07:17:00,,M1,,SELL,,4175.41,,,4178.99,,4168.68,,0.05,,-18.6,,894.03,,,,False,SL
2026-07-06 07:05:00,,2026-07-06 07:47:00,,M5,,SELL,,4175.41,,,4188.64,,4168.94,,0.01,,-13.37,,856.4,,,,False,SL
2026-07-06 07:12:00,,2026-07-06 07:13:00,,M1,,SELL,,4175.74,,,4179.35,,4175.63,,0.05,,-0.15,,912.63,,,,False,TP
2026-07-06 07:14:00,,2026-07-06 07:17:00,,M1,,SELL,,4175.24,,,4179.0,,4168.66,,0.05,,-19.5,,874.53,,,,False,SL
2026-07-06 07:20:00,,2026-07-06 07:26:00,,M1,,SELL,,4178.32,,,4180.93,,4175.51,,0.07,,18.69,,897.99,,,,False,TP
2026-07-06 07:21:00,,2026-07-06 07:22:00,,M1,,BUY,,4178.31,,,4176.47,,4180.39,,0.1,,-19.8,,854.73,,,,False,SL
2026-07-06 07:22:00,,2026-07-06 07:26:00,,M1,,BUY,,4179.15,,,4174.92,,4180.68,,0.04,,-17.48,,880.51,,,,False,SL
2026-07-06 07:23:00,,2026-07-06 07:26:00,,M1,,SELL,,4177.31,,,4180.59,,4175.43,,0.05,,8.7,,889.21,,,,False,TP
2026-07-06 07:24:00,,2026-07-06 07:25:00,,M1,,SELL,,4177.91,,,4179.21,,4175.88,,0.13,,24.57,,879.3,,,,False,TP
2026-07-06 07:25:00,,2026-07-06 07:27:00,,M5,,BUY,,4177.36,,,4172.64,,4184.58,,0.04,,-19.44,,869.77,,,,False,SL
2026-07-06 07:41:00,,2026-07-06 07:53:00,,M1,,BUY,,4184.25,,,4181.96,,4190.78,,0.08,,-19.44,,825.66,,,,False,SL
2026-07-06 07:50:00,,2026-07-06 07:51:00,,M1,,SELL,,4185.33,,,4188.92,,4186.17,,0.05,,-4.9,,851.5,,,,False,TP
2026-07-06 07:51:00,,2026-07-06 07:52:00,,M1,,SELL,,4184.57,,,4188.75,,4186.03,,0.04,,-6.4,,845.1,,,,False,TP
2026-07-06 08:05:00,,2026-07-06 08:38:00,,M5,,BUY,,4187.4,,,4168.89,,4198.65,,0.01,,11.11,,799.73,,,,False,TP
2026-07-06 08:21:00,,2026-07-06 08:22:00,,M1,,BUY,,4187.55,,,4185.43,,4192.5,,0.08,,-18.08,,807.58,,,,False,SL
2026-07-06 08:24:00,,2026-07-06 08:29:00,,M1,,SELL,,4182.63,,,4188.81,,4178.43,,0.03,,-18.96,,788.62,,,,False,SL
2026-07-06 08:49:00,,2026-07-06 08:50:00,,M1,,BUY,,4199.91,,,4197.29,,4201.09,,0.06,,-16.56,,783.17,,,,False,SL
2026-07-06 08:50:00,,2026-07-06 08:59:00,,M5,,SELL,,4194.58,,,4206.79,,4188.43,,0.01,,6.01,,789.18,,,,False,TP
2026-07-06 09:25:00,,2026-07-06 10:03:00,,M5,,SELL,,4178.54,,,4189.81,,4168.29,,0.01,,10.11,,751.41,,,,False,TP
2026-07-06 09:33:00,,2026-07-06 10:03:00,,M1,,SELL,,4173.92,,,4179.52,,4168.66,,0.03,,15.36,,766.77,,,,False,TP
2026-07-06 09:40:00,,2026-07-06 10:03:00,,M1,,SELL,,4173.26,,,4179.09,,4168.34,,0.03,,14.34,,781.11,,,,False,TP
2026-07-06 09:47:00,,2026-07-06 09:49:00,,M1,,BUY,,4174.95,,,4173.02,,4180.79,,0.08,,-16.56,,772.62,,,,False,SL
2026-07-06 09:50:00,,2026-07-06 09:59:00,,M1,,BUY,,4174.48,,,4171.54,,4180.94,,0.05,,-15.4,,741.3,,,,False,SL
2026-07-06 09:52:00,,2026-07-06 09:58:00,,M1,,BUY,,4175.45,,,4171.61,,4180.58,,0.04,,-15.92,,756.7,,,,False,SL
2026-07-06 09:55:00,,2026-07-06 10:03:00,,M1,,SELL,,4173.87,,,4179.03,,4168.63,,0.03,,15.3,,796.41,,,,False,TP
2026-07-06 09:55:00,,2026-07-06 10:04:00,,M5,,BUY,,4174.01,,,4167.0,,4177.66,,0.02,,-14.3,,782.11,,,,False,SL
2026-07-06 10:00:00,,2026-07-06 16:31:00,,H4,,SELL,,4174.22,,,4220.89,,4138.68,,0.01,,35.4,,807.23,,,,False,TP
2026-07-06 10:05:00,,2026-07-06 10:07:00,,M5,,SELL,,4170.79,,,4179.84,,4168.77,,0.02,,3.76,,785.87,,,,False,TP
2026-07-06 10:09:00,,2026-07-06 10:11:00,,M1,,BUY,,4167.97,,,4165.09,,4169.66,,0.05,,7.75,,793.62,,,,False,TP
2026-07-06 10:11:00,,2026-07-06 10:12:00,,M1,,BUY,,4170.0,,,4166.17,,4171.29,,0.04,,4.6,,798.22,,,,False,TP
2026-07-06 10:15:00,,2026-07-06 12:03:00,,M15,,SELL,,4166.59,,,4182.09,,4157.38,,0.01,,9.07,,794.06,,,,False,TP
2026-07-06 10:15:00,,2026-07-06 10:20:00,,M1,,SELL,,4166.59,,,4168.16,,4164.99,,0.1,,14.6,,794.52,,,,False,TP
2026-07-06 10:17:00,,2026-07-06 10:18:00,,M1,,SELL,,4166.52,,,4167.6,,4164.94,,0.15,,-18.3,,779.92,,,,False,SL
2026-07-06 10:40:00,,2026-07-06 11:34:00,,M5,,SELL,,4165.67,,,4172.03,,4158.95,,0.02,,13.16,,764.5,,,,False,TP
2026-07-06 10:41:00,,2026-07-06 10:42:00,,M1,,BUY,,4166.55,,,4164.33,,4170.61,,0.07,,-16.52,,778.0,,,,False,SL
2026-07-06 10:42:00,,2026-07-06 10:43:00,,M1,,SELL,,4164.77,,,4169.18,,4167.07,,0.04,,-9.76,,768.24,,,,False,TP
2026-07-06 11:00:00,,2026-07-06 11:03:00,,M1,,BUY,,4165.37,,,4163.82,,4170.45,,0.1,,-16.9,,751.34,,,,False,SL
2026-07-06 11:27:00,,2026-07-06 11:34:00,,M1,,SELL,,4162.0,,,4163.73,,4157.46,,0.09,,39.6,,804.1,,,,False,TP
2026-07-06 11:32:00,,2026-07-06 12:04:00,,M1,,SELL,,4160.4,,,4163.15,,4156.84,,0.05,,17.1,,811.16,,,,False,TP
2026-07-06 11:38:00,,2026-07-06 12:04:00,,M1,,SELL,,4159.02,,,4161.74,,4157.21,,0.06,,10.02,,821.18,,,,False,TP
2026-07-06 11:44:00,,2026-07-06 11:45:00,,M1,,BUY,,4160.65,,,4157.91,,4159.52,,0.06,,-7.62,,796.48,,,,False,TP
2026-07-06 11:50:00,,2026-07-06 11:51:00,,M1,,BUY,,4160.29,,,4158.49,,4160.0,,0.09,,-3.87,,792.61,,,,False,TP
2026-07-06 11:52:00,,2026-07-06 12:04:00,,M1,,SELL,,4159.8,,,4161.65,,4157.03,,0.09,,23.67,,844.85,,,,False,TP
2026-07-06 11:58:00,,2026-07-06 11:59:00,,M1,,BUY,,4160.56,,,4157.86,,4159.43,,0.06,,-7.62,,784.99,,,,False,TP
2026-07-06 12:05:00,,2026-07-06 13:00:00,,M5,,SELL,,4154.17,,,4163.11,,4147.52,,0.02,,13.02,,805.5,,,,False,TP
2026-07-06 12:17:00,,2026-07-06 12:20:00,,M1,,SELL,,4151.55,,,4153.64,,4146.53,,0.08,,-17.84,,827.01,,,,False,SL
2026-07-06 12:20:00,,2026-07-06 12:30:00,,M1,,SELL,,4151.75,,,4154.38,,4146.96,,0.06,,-16.62,,810.39,,,,False,SL
2026-07-06 12:30:00,,2026-07-06 12:35:00,,M1,,SELL,,4152.91,,,4158.74,,4148.84,,0.03,,-17.91,,792.48,,,,False,SL
2026-07-06 13:04:00,,2026-07-06 13:10:00,,M1,,SELL,,4147.11,,,4150.6,,4145.73,,0.05,,-18.15,,787.35,,,,False,SL
2026-07-06 13:19:00,,2026-07-06 13:22:00,,M1,,BUY,,4149.95,,,4148.01,,4150.95,,0.08,,6.88,,794.23,,,,False,TP
2026-07-06 13:21:00,,2026-07-06 13:22:00,,M1,,SELL,,4149.5,,,4150.83,,4146.52,,0.12,,-17.64,,776.59,,,,False,SL
2026-07-06 13:23:00,,2026-07-06 13:24:00,,M1,,BUY,,4150.95,,,4147.9,,4150.19,,0.05,,-4.5,,772.09,,,,False,TP
2026-07-06 13:29:00,,2026-07-06 13:44:00,,M1,,BUY,,4156.66,,,4154.32,,4160.62,,0.07,,-17.36,,738.58,,,,False,SL
2026-07-06 13:36:00,,2026-07-06 13:40:00,,M1,,BUY,,4158.83,,,4155.74,,4159.75,,0.05,,-16.15,,755.94,,,,False,SL
2026-07-06 13:40:00,,2026-07-06 14:08:00,,M5,,SELL,,4155.9,,,4161.85,,4148.45,,0.03,,21.93,,738.41,,,,False,TP
2026-07-06 14:00:00,,2026-07-06 16:33:00,,H1,,SELL,,4150.43,,,4167.8,,4138.16,,0.01,,12.13,,819.36,,,,False,TP
2026-07-06 14:01:00,,2026-07-06 14:02:00,,M1,,SELL,,4149.09,,,4152.08,,4146.37,,0.05,,-15.65,,722.93,,,,False,SL
2026-07-06 14:03:00,,2026-07-06 14:04:00,,M1,,BUY,,4152.29,,,4148.14,,4150.28,,0.03,,-6.45,,716.48,,,,False,TP
2026-07-06 14:05:00,,2026-07-06 14:35:00,,M5,,BUY,,4153.01,,,4146.49,,4157.78,,0.02,,9.26,,682.05,,,,False,TP
2026-07-06 14:06:00,,2026-07-06 14:19:00,,M1,,SELL,,4151.2,,,4153.88,,4147.19,,0.05,,-14.1,,672.79,,,,False,SL
2026-07-06 14:10:00,,2026-07-06 14:15:00,,M1,,SELL,,4148.91,,,4150.43,,4146.88,,0.1,,-16.6,,721.81,,,,False,SL
2026-07-06 14:12:00,,2026-07-06 14:15:00,,M1,,SELL,,4148.37,,,4149.27,,4146.37,,0.16,,-16.64,,705.17,,,,False,SL
2026-07-06 14:13:00,,2026-07-06 14:15:00,,M1,,SELL,,4147.8,,,4149.72,,4146.75,,0.08,,-16.48,,688.69,,,,False,SL
2026-07-06 14:16:00,,2026-07-06 14:17:00,,M1,,BUY,,4150.62,,,4148.45,,4150.46,,0.06,,-1.8,,686.89,,,,False,TP
2026-07-06 14:18:00,,2026-07-06 14:40:00,,M1,,BUY,,4152.67,,,4148.2,,4158.55,,0.03,,17.22,,699.27,,,,False,TP
2026-07-06 14:35:00,,2026-07-06 14:44:00,,M5,,BUY,,4157.21,,,4148.98,,4162.98,,0.02,,11.26,,710.53,,,,False,TP
2026-07-06 14:57:00,,2026-07-06 15:03:00,,M1,,BUY,,4164.64,,,4162.46,,4170.59,,0.07,,-16.24,,694.29,,,,False,SL
2026-07-06 15:00:00,,2026-07-06 15:12:00,,M5,,SELL,,4164.52,,,4169.31,,4158.79,,0.03,,16.77,,711.06,,,,False,TP
2026-07-06 15:05:00,,2026-07-06 15:12:00,,M5,,SELL,,4161.04,,,4168.87,,4158.33,,0.02,,5.14,,716.2,,,,False,TP
2026-07-06 15:23:00,,2026-07-06 15:45:00,,M1,,SELL,,4155.07,,,4159.1,,4148.98,,0.04,,23.8,,724.67,,,,False,TP
2026-07-06 15:30:00,,2026-07-06 15:38:00,,M1,,BUY,,4155.51,,,4153.46,,4160.47,,0.07,,-15.33,,700.87,,,,False,SL
2026-07-06 15:43:00,,2026-07-06 16:20:00,,M1,,SELL,,4151.71,,,4154.19,,4146.88,,0.06,,28.14,,756.31,,,,False,TP
2026-07-06 16:00:00,,2026-07-06 16:03:00,,M15,,SELL,,4150.53,,,4159.99,,4148.64,,0.02,,3.5,,728.17,,,,False,TP
2026-07-06 16:12:00,,2026-07-06 16:20:00,,M1,,SELL,,4149.56,,,4150.83,,4146.8,,0.11,,28.82,,785.13,,,,False,TP
2026-07-06 16:21:00,,2026-07-06 16:22:00,,M1,,SELL,,4147.52,,,4148.61,,4146.86,,0.14,,-17.22,,767.91,,,,False,SL
2026-07-06 16:24:00,,2026-07-06 16:25:00,,M1,,SELL,,4147.43,,,4149.64,,4146.73,,0.07,,3.92,,771.83,,,,False,TP
2026-07-06 16:36:00,,2026-07-06 16:37:00,,M1,,BUY,,4138.99,,,4135.81,,4139.9,,0.05,,3.85,,823.21,,,,False,TP
2026-07-06 16:45:00,,2026-07-06 16:51:00,,M1,,SELL,,4139.48,,,4142.51,,4136.54,,0.05,,-15.85,,789.02,,,,False,SL
2026-07-06 16:46:00,,2026-07-06 16:49:00,,M1,,SELL,,4140.12,,,4141.29,,4137.04,,0.14,,-18.34,,804.87,,,,False,SL
2026-07-06 16:50:00,,2026-07-06 16:52:00,,M5,,SELL,,4140.48,,,4143.12,,4134.54,,0.06,,-16.68,,772.34,,,,False,SL
,2026-07-06 16:52:26,,2026-07-06 16:56:23,,M5,,SELL,,4142.69,4143.12,,4143.12,,4134.54,,0.04,,-1.72,,-10881.72,[sl 4143.12],556743002.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 17:02:00,2026-07-06 17:02:04,2026-07-06 17:03:00,2026-07-06 17:02:28,M1,M1,BUY,BUY,4144.26,4144.49,4143.26,4143.26,4143.26,4149.86,4149.86,0.15,0.04,-17.1,-4.92,755.24,-10886.64,[sl 4143.26],556746090.0,True,SL
2026-07-06 17:07:00,,2026-07-06 17:08:00,,M1,,SELL,,4143.37,,,4148.29,,4146.72,,0.03,,-10.47,,744.77,,,,False,TP
2026-07-06 17:16:00,,2026-07-06 17:17:00,,M1,,BUY,,4148.08,,,4146.95,,4148.69,,0.13,,6.11,,750.88,,,,False,TP
2026-07-06 17:18:00,,2026-07-06 17:19:00,,M1,,BUY,,4148.94,,,4147.51,,4149.45,,0.11,,4.07,,754.95,,,,False,TP
2026-07-06 17:22:00,,2026-07-06 17:25:00,,M1,,SELL,,4149.08,,,4150.53,,4147.28,,0.1,,-15.9,,739.05,,,,False,SL
2026-07-06 17:30:00,,2026-07-06 17:34:00,,M5,,SELL,,4148.94,,,4152.49,,4145.4,,0.04,,-14.76,,724.29,,,,False,SL
2026-07-06 17:40:00,,2026-07-06 18:19:00,,M5,,BUY,,4153.26,,,4148.22,,4158.15,,0.03,,14.25,,692.36,,,,False,TP
2026-07-06 17:50:00,,2026-07-06 18:26:00,,M5,,BUY,,4154.01,,,4148.21,,4158.45,,0.02,,8.6,,685.21,,,,False,TP
2026-07-06 17:54:00,,2026-07-06 18:26:00,,M1,,SELL,,4153.79,,,4158.76,,4148.67,,0.03,,-15.33,,669.88,,,,False,SL
2026-07-06 17:57:00,,2026-07-06 18:13:00,,M1,,BUY,,4154.29,,,4151.88,,4159.66,,0.06,,-15.3,,708.99,,,,False,SL
2026-07-06 18:00:00,,2026-07-06 19:22:00,,M5,,BUY,,4155.1,,,4150.89,,4161.26,,0.03,,-13.05,,571.86,,,,False,SL
2026-07-06 18:00:00,,2026-07-06 19:43:00,,H4,,SELL,,4154.96,,,4184.03,,4133.48,,0.01,,21.34,,628.4,,,,False,TP
2026-07-06 18:00:00,,2026-07-08 02:16:00,,H12,,SELL,,4154.96,,,4234.76,,4098.66,,0.01,,56.16,,301.21,,,,False,TP
,2026-07-06 18:01:24,,2026-07-06 18:10:41,,H4,,SELL,,4154.25,4152.54,,4184.05,,4133.44,,0.01,,1.71,,-10883.87,,556768932.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
,2026-07-06 18:01:24,,2026-07-06 18:10:41,,M5,,BUY,,4154.38,4152.4,,4150.89,,4161.26,,0.03,,-5.9399999999999995,,-10885.58,,556768921.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
,2026-07-06 18:01:25,,2026-07-06 18:10:41,,H12,,SELL,,4154.25,4152.54,,4234.77,,4098.65,,0.01,,1.71,,-10882.16,,556768974.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:03:00,,2026-07-06 18:26:00,,M1,,SELL,,4152.83,,,4158.59,,4148.25,,0.03,,-17.7,,652.18,,,,False,SL
,2026-07-06 18:03:01,,2026-07-06 18:10:41,,M1,,SELL,,4152.83,4152.54,,4158.59,,4148.25,,0.74,,21.46,,-10860.70,,556770355.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:05:00,,2026-07-06 18:26:00,,M5,,SELL,,4152.37,,,4158.75,,4148.12,,0.02,,-13.04,,639.14,,,,False,SL
,2026-07-06 18:05:01,,2026-07-06 18:10:41,,M5,,SELL,,4152.32,4152.54,,4158.75,,4148.12,,0.3,,-6.6,,-10867.30,,556770928.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:06:00,,2026-07-06 18:13:00,,M1,,BUY,,4153.9,,,4151.64,,4159.5,,0.06,,-14.4,,694.59,,,,False,SL
,2026-07-06 18:06:01,,2026-07-06 18:10:41,,M1,,BUY,,4153.92,4152.4,,4151.64,,4159.5,,0.03,,-4.5600000000000005,,-10871.86,,556771211.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:08:00,,2026-07-06 18:26:00,,M1,,SELL,,4153.25,,,4158.84,,4148.66,,0.03,,-17.19,,621.95,,,,False,SL
,2026-07-06 18:08:01,,2026-07-06 18:10:41,,M1,,SELL,,4152.59,4152.54,,4158.84,,4148.66,,0.74,,3.7,,-10868.16,,556771757.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:10:00,,2026-07-06 18:14:00,,M1,,SELL,,4152.64,,,4153.53,,4147.58,,0.16,,-16.48,,678.11,,,,False,SL
,2026-07-06 18:10:06,,2026-07-06 18:10:41,,M1,,SELL,,4152.2,4152.54,,4153.53,,4147.58,,0.04,,-1.3599999999999999,,-10869.52,,556772311.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 18:20:00,,2026-07-06 18:21:00,,M1,,BUY,,4157.61,,,4156.7,,4158.47,,0.15,,-15.75,,676.61,,,,False,SL
2026-07-06 18:28:00,,2026-07-06 18:29:00,,M1,,SELL,,4156.92,,,4160.26,,4156.54,,0.04,,0.96,,622.91,,,,False,TP
2026-07-06 18:44:00,,2026-07-06 18:45:00,,M1,,SELL,,4154.48,,,4159.13,,4157.65,,0.03,,-9.93,,612.98,,,,False,TP
2026-07-06 18:50:00,,2026-07-06 19:04:00,,M1,,SELL,,4152.8,,,4158.39,,4148.61,,0.02,,-11.46,,601.52,,,,False,SL
2026-07-06 18:55:00,2026-07-06 18:55:07,2026-07-06 19:22:00,2026-07-06 19:21:26,M5,M5,BUY,BUY,4155.28,4155.29,4150.31,4150.31,4150.31,4162.31,4162.31,0.02,0.02,-10.22,-9.96,561.64,-10878.73,[sl 4150.31],556790827.0,True,SL
2026-07-06 19:05:00,2026-07-06 19:05:01,2026-07-06 19:11:00,2026-07-06 19:10:41,M1,M1,SELL,SELL,4156.45,4156.75,4155.76,4159.1,4159.1,4155.76,4155.76,0.05,0.11,2.75,10.89,604.27,-10858.63,[tp 4155.76],556795330.0,True,TP
2026-07-06 19:18:00,,2026-07-06 19:19:00,,M1,,SELL,,4155.38,,,4158.42,,4156.63,,0.04,,-5.56,,598.71,,,,False,TP
2026-07-06 19:20:00,2026-07-06 19:20:01,2026-07-06 19:21:00,2026-07-06 19:20:38,M1,M1,BUY,BUY,4155.83,4156.51,4154.82,4154.82,4154.82,4159.59,4159.59,0.12,0.06,-13.8,-10.14,584.91,-10868.77,[sl 4154.82],556800306.0,True,SL
2026-07-06 19:35:00,2026-07-06 19:35:01,2026-07-06 19:40:00,2026-07-06 19:39:38,M1,M1,SELL,SELL,4143.6,4143.58,4138.87,4148.42,4148.42,4138.87,4138.87,0.02,0.54,9.18,254.34,570.82,-10624.39,[tp 4138.87],556811655.0,True,TP
2026-07-06 19:41:00,2026-07-06 19:41:01,2026-07-06 19:42:00,2026-07-06 19:41:48,M1,M1,SELL,SELL,4140.03,4139.92,4136.87,4140.99,4140.99,4136.87,4136.87,0.12,0.11,36.24,33.55,607.06,-10590.84,[tp 4136.87],556817612.0,True,TP
2026-07-06 19:44:00,,2026-07-06 19:45:00,,M1,,SELL,,4133.38,,,4138.81,,4136.21,,0.02,,-5.94,,622.46,,,,False,TP
2026-07-06 19:58:00,2026-07-06 19:58:01,2026-07-06 20:01:00,2026-07-06 20:00:46,M1,M1,SELL,SELL,4140.51,4140.47,4143.79,4143.79,4143.79,4136.17,4136.17,0.04,0.05,-13.68,-16.6,608.78,-10758.04,[sl 4143.79],556835985.0,True,SL
2026-07-06 19:59:00,2026-07-06 19:59:01,2026-07-06 20:01:00,2026-07-06 20:00:02,M1,M1,BUY,BUY,4142.19,4140.6,4138.09,4138.09,4138.09,4148.96,4148.96,0.03,0.6,-12.72,-150.6,596.06,-10741.44,[sl 4138.09],556836525.0,True,SL
2026-07-06 20:01:00,2026-07-06 20:01:01,2026-07-06 20:26:00,2026-07-06 20:25:21,M1,M1,BUY,BUY,4145.59,4145.81,4148.72,4135.7,4135.7,4148.72,4148.72,0.01,0.09,2.99,26.19,580.55,-10731.85,[tp 4148.72],556838955.0,True,TP
2026-07-06 20:04:00,,2026-07-06 20:16:00,,M1,,SELL,,4143.27,,,4149.23,,4138.68,,0.02,,8.9,,577.56,,,,False,TP
,2026-07-06 20:04:01,,2026-07-06 20:34:16,,M1,,SELL,,4143.36,4149.23,,4149.23,,4138.68,,0.42,,-246.54,,-10738.45,[sl 4149.23],556840883.0,False,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้
2026-07-06 20:11:00,,2026-07-06 20:12:00,,M1,,SELL,,4146.35,,,4149.46,,4146.51,,0.04,,-1.2,,594.86,,,,False,TP
2026-07-06 20:12:00,,2026-07-06 20:13:00,,M1,,BUY,,4145.87,,,4144.34,,4150.8,,0.08,,-13.36,,581.5,,,,False,SL
2026-07-06 20:13:00,,2026-07-06 20:15:00,,M1,,BUY,,4147.01,,,4142.87,,4151.32,,0.03,,-12.84,,568.66,,,,False,SL
2026-07-06 20:31:00,2026-07-06 20:31:12,2026-07-06 20:35:00,2026-07-06 20:34:14,M1,M1,BUY,BUY,4143.62,4142.49,4148.07,4138.08,4138.08,4148.07,4148.07,0.02,0.43,8.62,239.94,589.17,-10491.91,[tp 4148.07],556861478.0,True,TP
2026-07-06 20:35:00,2026-07-06 20:35:15,2026-07-06 20:59:00,2026-07-06 20:58:47,M5,M5,BUY,BUY,4149.21,4149.16,4139.22,4139.22,4139.22,4158.24,4158.24,0.01,0.03,-10.13,-29.82,570.76,-10768.27,[sl 4139.22],556865199.0,True,SL
2026-07-06 20:40:00,,2026-07-06 20:57:00,,M5,,BUY,,4149.24,,,4141.1,,4158.93,,0.01,,-8.28,,580.89,,,,False,SL
2026-07-06 21:03:00,,2026-07-06 21:04:00,,M1,,BUY,,4144.22,,,4137.45,,4141.34,,0.02,,-6.04,,564.72,,,,False,TP
2026-07-06 21:15:00,,2026-07-06 21:16:00,,M15,,SELL,,4140.47,,,4151.51,,4138.15,,0.01,,2.18,,566.9,,,,False,TP
2026-07-06 21:38:00,,2026-07-06 21:40:00,,M1,,BUY,,4141.14,,,4137.45,,4148.33,,0.03,,-11.49,,555.41,,,,False,SL
2026-07-06 21:49:00,,2026-07-06 22:00:00,,M1,,BUY,,4134.09,,,4128.32,,4137.66,,0.02,,6.86,,562.27,,,,False,TP
2026-07-06 21:56:00,,2026-07-06 22:02:00,,M1,,SELL,,4135.16,,,4139.42,,4128.27,,0.03,,-13.2,,549.07,,,,False,SL
2026-07-06 22:01:00,,2026-07-06 22:02:00,,M1,,BUY,,4138.12,,,4136.42,,4139.42,,0.07,,8.12,,557.19,,,,False,TP
2026-07-06 22:07:00,,2026-07-06 22:08:00,,M1,,SELL,,4143.99,,,4149.26,,4146.6,,0.02,,-5.5,,551.69,,,,False,TP
2026-07-06 22:18:00,,2026-07-06 22:30:00,,M1,,BUY,,4142.31,,,4137.73,,4148.6,,0.02,,12.3,,551.65,,,,False,TP
2026-07-06 22:20:00,,2026-07-06 22:29:00,,M5,,SELL,,4139.99,,,4146.02,,4132.72,,0.02,,-12.34,,539.35,,,,False,SL
2026-07-06 22:32:00,,2026-07-06 22:53:00,,M1,,SELL,,4148.71,,,4152.98,,4145.97,,0.03,,7.8,,597.17,,,,False,TP
2026-07-06 22:35:00,,2026-07-06 22:52:00,,M1,,SELL,,4150.12,,,4153.08,,4146.69,,0.04,,13.16,,589.37,,,,False,TP
