entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-30 00:15:00,2026-07-30 01:15:00,BUY,4042.13,4026.73,4072.93,TP,30.6,S422 BUY FTSMA regime flip,fast=4028.40 med=4018.59 slow=4037.58 ATR=10.27
2026-07-30 05:30:00,2026-07-30 10:45:00,BUY,4074.91,4043.37,4137.99,REV,-22.63,S422 BUY FTSMA regime flip,fast=4063.46 med=4063.15 slow=4044.08 ATR=21.03
2026-07-30 10:45:00,2026-07-30 15:15:00,SELL,4052.48,4067.63,4022.17,REV,-0.9,S422 SELL FTSMA regime flip,fast=4054.68 med=4072.78 slow=4053.31 ATR=10.10
2026-07-30 15:15:00,2026-07-30 19:45:00,BUY,4053.18,4037.75,4084.04,TP,30.66,S422 BUY FTSMA regime flip,fast=4045.48 med=4045.02 slow=4047.60 ATR=10.29
2026-07-31 02:30:00,2026-07-31 03:45:00,BUY,4112.85,4102.4,4133.75,SL,-10.65,S422 BUY FTSMA regime flip,fast=4108.03 med=4106.68 slow=4067.02 ATR=6.97
2026-07-31 15:00:00,2026-07-31 16:30:00,SELL,4067.67,4075.76,4051.48,TP,15.99,S422 SELL FTSMA regime flip,fast=4070.07 med=4078.44 slow=4070.73 ATR=5.40
2026-07-31 19:30:00,2026-07-31 20:45:00,SELL,4047.08,4056.24,4028.75,TP,18.13,S422 SELL FTSMA regime flip,fast=4053.94 med=4054.72 slow=4067.95 ATR=6.11
2026-08-01 02:15:00,2026-08-03 05:15:00,SELL,4048.02,4056.36,4031.35,SL,-8.54,S422 SELL FTSMA regime flip,fast=4046.72 med=4048.35 slow=4062.37 ATR=5.56
2026-08-03 05:15:00,2026-08-03 05:30:00,BUY,4076.17,4065.06,4098.39,SL,-11.31,S422 BUY FTSMA regime flip,fast=4056.42 med=4051.43 slow=4062.42 ATR=7.41
2026-08-03 08:15:00,2026-08-03 10:30:00,SELL,4052.3,4067.04,4022.83,SL,-14.94,S422 SELL FTSMA regime flip,fast=4058.38 med=4061.09 slow=4064.11 ATR=9.82
2026-08-03 11:00:00,2026-08-03 14:00:00,BUY,4065.06,4053.25,4088.69,REV,-1.29,S422 BUY FTSMA regime flip,fast=4065.31 med=4061.14 slow=4064.16 ATR=7.88
2026-08-03 14:00:00,2026-08-03 19:00:00,SELL,4063.97,4073.98,4043.96,REV,1.23,S422 SELL FTSMA regime flip,fast=4063.24 med=4065.16 slow=4063.99 ATR=6.67
2026-08-03 19:00:00,2026-08-03 19:30:00,BUY,4062.54,4053.77,4080.07,SL,-8.97,S422 BUY FTSMA regime flip,fast=4054.08 med=4053.54 slow=4061.71 ATR=5.84
2026-08-03 19:30:00,2026-08-03 20:30:00,SELL,4050.94,4060.61,4031.59,TP,19.15,S422 SELL FTSMA regime flip,fast=4051.50 med=4053.12 slow=4061.46 ATR=6.45
2026-08-04 03:45:00,2026-08-04 05:15:00,BUY,4056.39,4049.06,4071.06,SL,-7.53,S422 BUY FTSMA regime flip,fast=4052.96 med=4046.92 slow=4054.57 ATR=4.89
2026-08-04 07:15:00,2026-08-04 07:45:00,BUY,4063.53,4057.19,4076.2,SL,-6.54,S422 BUY FTSMA regime flip,fast=4056.50 med=4051.47 slow=4055.46 ATR=4.22
2026-08-04 08:30:00,2026-08-04 08:45:00,SELL,4049.25,4057.33,4033.09,SL,-8.28,S422 SELL FTSMA regime flip,fast=4050.25 med=4050.53 slow=4055.87 ATR=5.39
2026-08-04 08:45:00,2026-08-04 16:00:00,BUY,4059.17,4050.46,4076.6,REV,-4.33,S422 BUY FTSMA regime flip,fast=4052.93 med=4051.12 slow=4056.01 ATR=5.81
2026-08-04 16:00:00,2026-08-04 18:30:00,SELL,4055.04,4063.62,4037.87,REV,-6.07,S422 SELL FTSMA regime flip,fast=4061.79 med=4062.05 slow=4057.46 ATR=5.72
2026-08-04 18:30:00,2026-08-04 19:00:00,BUY,4060.91,4052.17,4078.38,TP,17.27,S422 BUY FTSMA regime flip,fast=4054.59 med=4054.13 slow=4056.59 ATR=5.82
2026-08-05 07:45:00,2026-08-05 09:00:00,BUY,4078.25,4070.25,4094.25,TP,15.8,S422 BUY FTSMA regime flip,fast=4078.46 med=4078.45 slow=4066.21 ATR=5.33
2026-08-05 18:15:00,2026-08-05 19:00:00,BUY,4170.94,4160.53,4191.76,TP,20.62,S422 BUY FTSMA regime flip,fast=4160.37 med=4157.49 slow=4097.74 ATR=6.94
2026-08-06 13:00:00,2026-08-06 13:45:00,BUY,4267.23,4254.32,4293.05,SL,-13.11,S422 BUY FTSMA regime flip,fast=4260.20 med=4260.01 slow=4175.29 ATR=8.61
2026-08-06 21:00:00,2026-08-06 22:45:00,BUY,4267.09,4248.83,4303.61,SL,-18.46,S422 BUY FTSMA regime flip,fast=4259.62 med=4257.03 slow=4197.71 ATR=12.17
2026-08-07 03:00:00,2026-08-07 03:45:00,BUY,4248.94,4237.85,4271.11,SL,-11.29,S422 BUY FTSMA regime flip,fast=4247.58 med=4246.01 slow=4207.61 ATR=7.39
2026-08-07 08:45:00,2026-08-07 13:15:00,BUY,4256.76,4244.52,4281.24,TP,24.28,S422 BUY FTSMA regime flip,fast=4248.19 med=4243.86 slow=4213.54 ATR=8.16
2026-08-08 01:15:00,2026-08-10 08:30:00,BUY,4334.94,4319.49,4365.84,SL,-15.65,S422 BUY FTSMA regime flip,fast=4337.97 med=4337.74 slow=4266.00 ATR=10.30
2026-08-10 11:00:00,2026-08-10 13:00:00,BUY,4326.67,4314.63,4350.75,TP,23.88,S422 BUY FTSMA regime flip,fast=4324.03 med=4323.30 slow=4282.64 ATR=8.03
2026-08-10 21:45:00,2026-08-11 01:45:00,BUY,4349.5,4335.47,4377.57,TP,27.87,S422 BUY FTSMA regime flip,fast=4339.65 med=4337.04 slow=4303.94 ATR=9.36
2026-08-11 16:15:00,2026-08-11 19:30:00,BUY,4372.44,4359.59,4398.14,TP,25.5,S422 BUY FTSMA regime flip,fast=4372.20 med=4372.06 slow=4345.18 ATR=8.57
2026-08-12 07:30:00,2026-08-12 09:15:00,BUY,4380.77,4371.91,4398.48,TP,17.51,S422 BUY FTSMA regime flip,fast=4376.47 med=4375.98 slow=4358.77 ATR=5.90
2026-08-12 14:00:00,2026-08-12 16:30:00,BUY,4403.45,4393.39,4423.56,TP,19.91,S422 BUY FTSMA regime flip,fast=4394.02 med=4393.13 slow=4369.68 ATR=6.71
2026-08-12 19:45:00,2026-08-12 20:45:00,BUY,4428.75,4412.29,4461.68,SL,-16.66,S422 BUY FTSMA regime flip,fast=4420.84 med=4417.05 slow=4378.48 ATR=10.98
