entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-30 02:00:00,2026-07-30 03:00:00,BUY,4106.73,4079.23,4161.74,SL,-27.7,S422 BUY FTSMA regime flip,fast=4052.25 med=4031.89 slow=4053.71 ATR=18.34
2026-07-30 05:00:00,2026-07-30 13:00:00,BUY,4071.06,4035.62,4141.94,SL,-35.64,S422 BUY FTSMA regime flip,fast=4056.11 med=4035.88 slow=4054.06 ATR=23.63
2026-07-30 13:00:00,2026-07-30 18:00:00,SELL,4033.68,4076.26,3948.51,SL,-42.79,S422 SELL FTSMA regime flip,fast=4053.11 med=4053.57 slow=4056.85 ATR=28.39
2026-07-30 18:00:00,2026-07-31 16:00:00,BUY,4078.04,4046.56,4140.99,REV,-17.26,S422 BUY FTSMA regime flip,fast=4056.89 med=4056.54 slow=4057.92 ATR=20.98
2026-07-31 16:00:00,2026-07-31 21:00:00,SELL,4060.98,4080.24,4022.46,TP,38.32,S422 SELL FTSMA regime flip,fast=4060.48 med=4082.75 slow=4066.88 ATR=12.84
2026-08-03 06:00:00,2026-08-03 16:00:00,BUY,4063.7,4040.55,4110.0,REV,-4.57,S422 BUY FTSMA regime flip,fast=4063.31 med=4053.71 slow=4062.71 ATR=15.43
2026-08-03 16:00:00,2026-08-04 09:00:00,SELL,4059.33,4080.04,4017.91,REV,0.3,S422 SELL FTSMA regime flip,fast=4052.65 med=4065.46 slow=4060.46 ATR=13.81
2026-08-04 09:00:00,2026-08-04 18:00:00,BUY,4058.83,4037.84,4100.81,REV,-5.28,S422 BUY FTSMA regime flip,fast=4053.44 med=4041.89 slow=4057.49 ATR=13.99
2026-08-04 18:00:00,2026-08-04 19:00:00,SELL,4053.75,4071.11,4019.03,SL,-17.56,S422 SELL FTSMA regime flip,fast=4051.67 med=4053.39 slow=4058.61 ATR=11.57
2026-08-04 19:00:00,2026-08-05 10:00:00,BUY,4075.23,4055.32,4115.05,TP,39.62,S422 BUY FTSMA regime flip,fast=4057.42 med=4056.62 slow=4058.90 ATR=13.27
2026-08-07 10:00:00,2026-08-07 16:00:00,BUY,4250.41,4220.09,4311.05,TP,60.44,S422 BUY FTSMA regime flip,fast=4250.16 med=4249.66 slow=4135.47 ATR=20.21
