entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-30 01:30:00,2026-07-30 02:30:00,BUY,4067.56,4044.43,4113.82,TP,46.06,S422 BUY FTSMA regime flip,fast=4047.04 med=4026.24 slow=4050.07 ATR=15.42
2026-07-30 03:30:00,2026-07-30 10:30:00,BUY,4055.62,4022.03,4122.81,REV,-1.95,S422 BUY FTSMA regime flip,fast=4067.09 med=4042.92 slow=4051.09 ATR=22.40
2026-07-30 10:30:00,2026-07-30 15:30:00,SELL,4053.87,4078.89,4003.83,REV,-10.92,S422 SELL FTSMA regime flip,fast=4062.69 med=4073.06 slow=4055.41 ATR=16.68
2026-07-30 15:30:00,2026-07-30 21:00:00,BUY,4064.59,4043.56,4106.64,TP,41.85,S422 BUY FTSMA regime flip,fast=4053.95 med=4045.97 slow=4055.32 ATR=14.02
2026-07-31 15:00:00,2026-07-31 20:00:00,SELL,4067.67,4080.1,4042.81,TP,24.66,S422 SELL FTSMA regime flip,fast=4074.05 med=4081.20 slow=4068.04 ATR=8.29
2026-08-03 05:00:00,2026-08-03 05:30:00,SELL,4075.17,4089.22,4047.07,REV,9.26,S422 SELL FTSMA regime flip,fast=4047.53 med=4047.58 slow=4058.72 ATR=9.37
2026-08-03 05:30:00,2026-08-03 08:30:00,BUY,4065.71,4049.98,4097.18,SL,-15.93,S422 BUY FTSMA regime flip,fast=4052.92 med=4049.15 slow=4058.77 ATR=10.49
2026-08-03 09:00:00,2026-08-03 10:30:00,SELL,4056.64,4073.32,4023.28,REV,-7.4,S422 SELL FTSMA regime flip,fast=4055.29 med=4056.37 slow=4059.57 ATR=11.12
2026-08-03 10:30:00,2026-08-03 16:30:00,BUY,4063.84,4045.84,4099.84,REV,-11.35,S422 BUY FTSMA regime flip,fast=4057.85 med=4057.84 slow=4060.06 ATR=12.00
2026-08-03 16:30:00,2026-08-03 21:00:00,SELL,4052.69,4066.43,4025.2,TP,27.29,S422 SELL FTSMA regime flip,fast=4058.12 med=4058.30 slow=4062.24 ATR=9.16
2026-08-04 07:30:00,2026-08-04 08:00:00,BUY,4059.1,4049.51,4078.29,SL,-9.79,S422 BUY FTSMA regime flip,fast=4056.34 med=4051.75 slow=4057.25 ATR=6.40
2026-08-04 08:30:00,2026-08-04 09:00:00,SELL,4049.25,4060.32,4027.11,SL,-11.27,S422 SELL FTSMA regime flip,fast=4051.74 med=4052.01 slow=4057.01 ATR=7.38
2026-08-04 09:00:00,2026-08-04 09:30:00,BUY,4058.83,4047.03,4082.43,REV,-2.28,S422 BUY FTSMA regime flip,fast=4053.29 med=4052.94 slow=4057.01 ATR=7.87
2026-08-04 09:30:00,2026-08-04 10:00:00,SELL,4056.75,4068.14,4033.98,REV,-2.29,S422 SELL FTSMA regime flip,fast=4053.44 med=4053.53 slow=4057.00 ATR=7.59
2026-08-04 10:00:00,2026-08-04 11:00:00,BUY,4058.84,4047.37,4081.79,REV,-6.47,S422 BUY FTSMA regime flip,fast=4054.22 med=4054.20 slow=4057.02 ATR=7.65
2026-08-04 11:00:00,2026-08-04 12:00:00,SELL,4052.57,4063.7,4030.31,SL,-11.33,S422 SELL FTSMA regime flip,fast=4052.66 med=4054.38 slow=4057.04 ATR=7.42
2026-08-04 12:00:00,2026-08-04 16:30:00,BUY,4063.83,4052.05,4087.39,SL,-11.98,S422 BUY FTSMA regime flip,fast=4057.11 med=4055.58 slow=4057.25 ATR=7.85
2026-08-04 17:30:00,2026-08-04 18:00:00,SELL,4049.07,4060.1,4027.01,SL,-11.23,S422 SELL FTSMA regime flip,fast=4053.34 med=4053.39 slow=4058.46 ATR=7.35
2026-08-04 18:30:00,2026-08-04 19:00:00,BUY,4060.91,4049.28,4084.18,TP,23.07,S422 BUY FTSMA regime flip,fast=4055.00 med=4053.47 slow=4058.64 ATR=7.76
2026-08-05 08:30:00,2026-08-05 09:30:00,BUY,4084.58,4073.3,4107.15,TP,22.37,S422 BUY FTSMA regime flip,fast=4079.00 med=4077.60 slow=4064.73 ATR=7.52
2026-08-06 16:30:00,2026-08-06 18:30:00,BUY,4283.4,4264.59,4321.02,SL,-19.01,S422 BUY FTSMA regime flip,fast=4265.66 med=4263.16 slow=4144.29 ATR=12.54
2026-08-06 21:00:00,2026-08-06 23:00:00,BUY,4267.09,4246.41,4308.46,SL,-20.88,S422 BUY FTSMA regime flip,fast=4266.10 med=4264.51 slow=4152.44 ATR=13.79
2026-08-07 06:30:00,2026-08-07 13:00:00,BUY,4245.21,4228.42,4278.78,TP,33.37,S422 BUY FTSMA regime flip,fast=4244.94 med=4242.58 slow=4163.03 ATR=11.19
2026-08-10 13:00:00,2026-08-10 19:30:00,BUY,4347.28,4328.49,4384.85,SL,-18.99,S422 BUY FTSMA regime flip,fast=4338.36 med=4336.01 slow=4235.55 ATR=12.53
2026-08-10 22:30:00,2026-08-11 02:30:00,BUY,4349.26,4332.2,4383.39,TP,33.93,S422 BUY FTSMA regime flip,fast=4338.10 med=4336.51 slow=4250.99 ATR=11.38
2026-08-11 18:30:00,2026-08-11 23:00:00,BUY,4387.57,4369.37,4423.98,SL,-18.4,S422 BUY FTSMA regime flip,fast=4377.46 med=4373.74 slow=4296.90 ATR=12.14
2026-08-12 07:00:00,2026-08-12 09:00:00,BUY,4371.45,4358.87,4396.61,TP,24.96,S422 BUY FTSMA regime flip,fast=4375.18 med=4374.46 slow=4309.91 ATR=8.39
2026-08-12 16:30:00,2026-08-12 20:00:00,BUY,4413.17,4397.0,4445.5,SL,-16.37,S422 BUY FTSMA regime flip,fast=4400.84 med=4400.71 slow=4326.53 ATR=10.78
