timestamp,rank,label,add_weight,beats_s87,floor_flags,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,raw_counts
2026-07-04 12:41:50,0,S129,,,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,,1236.33,1203.92,9.588,3,-999.91,0.19,55.01,10525,90,1231.14,11.028,2,-999.91,4229.05,
2026-07-04 12:41:50,0,S129,,,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,,1236.33,1203.92,9.588,3,-999.91,0.19,55.01,10525,120,1232.67,10.827,2,-999.91,5625.78,
2026-07-04 12:41:50,0,S129,,,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,,1236.33,1203.92,9.588,3,-999.91,0.19,55.01,10525,150,1277.59,10.766,3,-999.91,5625.78,
2026-07-04 12:41:50,0,S129,,,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,,1236.33,1203.92,9.588,3,-999.91,0.19,55.01,10525,180,1203.92,9.588,3,-999.91,5625.78,
2026-07-04 12:41:50,1,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,8.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.968666, 1206.241422, -999.9093, 9.615846, -3)",1238.97,1206.24,9.616,3,-999.91,0.19,55.01,10525,90,1234.34,11.09,2,-999.91,4229.05,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,1,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,8.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.968666, 1206.241422, -999.9093, 9.615846, -3)",1238.97,1206.24,9.616,3,-999.91,0.19,55.01,10525,120,1235.36,10.873,2,-997.46,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,1,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,8.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.968666, 1206.241422, -999.9093, 9.615846, -3)",1238.97,1206.24,9.616,3,-999.91,0.19,55.01,10525,150,1279.94,10.802,3,-999.91,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,1,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,8.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.968666, 1206.241422, -999.9093, 9.615846, -3)",1238.97,1206.24,9.616,3,-999.91,0.19,55.01,10525,180,1206.24,9.616,3,-999.91,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,2,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,6.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.30876, 1205.661422, -999.9093, 9.608984, -3)",1238.31,1205.66,9.609,3,-999.91,0.19,55.01,10525,90,1233.54,11.075,2,-999.91,4229.05,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,2,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,6.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.30876, 1205.661422, -999.9093, 9.608984, -3)",1238.31,1205.66,9.609,3,-999.91,0.19,55.01,10525,120,1234.69,10.861,2,-997.46,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,2,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,6.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.30876, 1205.661422, -999.9093, 9.608984, -3)",1238.31,1205.66,9.609,3,-999.91,0.19,55.01,10525,150,1279.35,10.793,3,-999.91,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,2,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,6.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1238.30876, 1205.661422, -999.9093, 9.608984, -3)",1238.31,1205.66,9.609,3,-999.91,0.19,55.01,10525,180,1205.66,9.609,3,-999.91,5625.78,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,3,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,4.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1237.648855, 1205.081422, -999.9093, 9.602126, -3)",1237.65,1205.08,9.602,3,-999.91,0.19,55.01,10525,90,1232.74,11.059,2,-999.91,4229.05,90d:10;120d:15;150d:16;180d:20
2026-07-04 12:41:50,3,INV_S84_M15_lb48_rw0.25_wb0.8_eat0.06_fail0.03_op1_mb0.06_mr0.35_rr_follow_sl0.2_rr0.9_Frdmin2_rd2.7_hfrom11_hbefore12,4.0,True,-700:FAIL;-900:FAIL;-973.16:FAIL;-999.91:PASS;-1000:PASS,"(1, 1, 1237.648855, 1205.081422, -999.9093, 9.602126, -3)",1237.65,1205.08,9.602,3,-999.91,0.19,55.01,10525,120,1234.01,10.85,2,-997.46,5625.78,90d:10;120d:15;150d:16;180d:20
