signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2025-07-30T04:40:00+07:00,2025-07-30T04:45:00+07:00,BUY,3326.65,3325.48,3337.8,SL,-1.37,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 0.67 ATR inside the rollover window; HTF reference=3324.52
2025-07-31T04:25:00+07:00,2025-07-31T04:40:00+07:00,SELL,3269.49,3275.02,3214.08,SL,-5.73,S307 SELL Rollover Run+HTF 10R,3-bar expanding run of 1.12 ATR inside the rollover window; HTF reference=3296.12
2025-08-21T04:25:00+07:00,2025-08-21T04:50:00+07:00,BUY,3349.13,3347.43,3366.02,SL,-1.9,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.60 ATR inside the rollover window; HTF reference=3344.47
2025-08-30T04:25:00+07:00,2025-09-01T06:05:00+07:00,BUY,3450.07,3446.29,3487.98,SL,-3.98,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.37 ATR inside the rollover window; HTF reference=3439.06
2025-09-11T04:25:00+07:00,2025-09-11T06:05:00+07:00,SELL,3639.76,3641.61,3621.36,SL,-2.05,S307 SELL Rollover Run+HTF 10R,3-bar expanding run of 0.80 ATR inside the rollover window; HTF reference=3645.72
2025-09-23T04:25:00+07:00,2025-09-23T06:10:00+07:00,BUY,3747.67,3745.35,3770.98,SL,-2.52,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.17 ATR inside the rollover window; HTF reference=3734.50
2025-10-23T04:35:00+07:00,2025-10-23T07:10:00+07:00,BUY,4100.19,4088.04,4222.58,SL,-12.35,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.68 ATR inside the rollover window; HTF reference=4062.12
2025-11-11T04:45:00+07:00,2025-11-11T11:00:00+07:00,BUY,4115.8,4112.54,4148.73,TP,32.73,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.31 ATR inside the rollover window; HTF reference=4100.03
2025-11-27T04:35:00+07:00,2025-11-27T04:40:00+07:00,BUY,4166.91,4162.9,4205.7,SL,-4.21,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.89 ATR inside the rollover window; HTF reference=4161.57
2025-12-27T04:30:00+07:00,2025-12-29T06:10:00+07:00,BUY,4533.12,4528.07,4583.19,BE,-0.2,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.02 ATR inside the rollover window; HTF reference=4528.17
2026-01-06T04:30:00+07:00,2026-01-06T06:30:00+07:00,BUY,4447.63,4443.07,4494.12,BE,-0.2,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 1.33 ATR inside the rollover window; HTF reference=4440.35
2026-01-07T04:25:00+07:00,2026-01-07T04:55:00+07:00,BUY,4494.03,4491.69,4516.88,BE,-0.2,S307 BUY Rollover Run+HTF 10R,3-bar expanding run of 0.80 ATR inside the rollover window; HTF reference=4482.00
2026-01-15T04:10:00+07:00,2026-01-15T23:15:00+07:00,SELL,4624.46,4633.49,4534.71,BE,-0.2,S307 SELL Rollover Run+HTF 10R,3-bar expanding run of 1.27 ATR inside the rollover window; HTF reference=4625.30
