signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-21T08:55:00+07:00,2026-01-21T09:35:00+07:00,SELL,4838.64,4844.91,4794.75,BE,-0.2,S190 SELL EVT Hill Sweep 7R,"Return=1.96 ATR exceeded EVT threshold=1.04, gamma=0.44; reclaimed"
2026-02-04T19:35:00+07:00,2026-02-04T20:30:00+07:00,SELL,5056.92,5064.04,5007.08,BE,-0.2,S190 SELL EVT Hill Sweep 7R,"Return=1.72 ATR exceeded EVT threshold=1.45, gamma=0.30; reclaimed"
2026-02-25T08:20:00+07:00,2026-02-25T08:25:00+07:00,SELL,5182.66,5187.71,5147.3,SL,-5.25,S190 SELL EVT Hill Sweep 7R,"Return=1.13 ATR exceeded EVT threshold=1.08, gamma=0.25; reclaimed"
2026-03-05T13:00:00+07:00,2026-03-05T13:05:00+07:00,BUY,5150.34,5144.93,5188.21,SL,-5.61,S190 BUY EVT Hill Sweep 7R,"Return=1.68 ATR exceeded EVT threshold=1.50, gamma=0.25; reclaimed"
2026-03-05T22:10:00+07:00,2026-03-05T23:10:00+07:00,BUY,5076.04,5059.31,5193.15,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.63 ATR exceeded EVT threshold=1.10, gamma=0.53; reclaimed"
2026-03-06T16:40:00+07:00,2026-03-06T16:50:00+07:00,BUY,5094.46,5087.23,5145.08,SL,-7.43,S190 BUY EVT Hill Sweep 7R,"Return=1.39 ATR exceeded EVT threshold=1.18, gamma=0.31; reclaimed"
2026-03-20T12:35:00+07:00,2026-03-20T12:45:00+07:00,BUY,4708.3,4701.7,4754.51,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=3.45 ATR exceeded EVT threshold=3.16, gamma=0.33; reclaimed"
2026-03-20T20:35:00+07:00,2026-03-20T20:50:00+07:00,BUY,4648.59,4635.96,4737.0,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.47 ATR exceeded EVT threshold=1.39, gamma=0.28; reclaimed"
2026-04-08T23:00:00+07:00,2026-04-09T01:35:00+07:00,BUY,4741.89,4731.47,4814.83,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.25 ATR exceeded EVT threshold=1.10, gamma=0.40; reclaimed"
2026-04-21T22:50:00+07:00,2026-04-21T23:05:00+07:00,BUY,4731.51,4722.99,4791.16,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.97 ATR exceeded EVT threshold=1.13, gamma=0.42; reclaimed"
2026-04-27T22:10:00+07:00,2026-04-27T22:25:00+07:00,BUY,4690.56,4687.55,4711.64,SL,-3.21,S190 BUY EVT Hill Sweep 7R,"Return=0.99 ATR exceeded EVT threshold=0.90, gamma=0.22; reclaimed"
2026-05-08T00:20:00+07:00,2026-05-08T01:25:00+07:00,BUY,4712.06,4704.08,4767.93,SL,-8.18,S190 BUY EVT Hill Sweep 7R,"Return=1.29 ATR exceeded EVT threshold=1.26, gamma=0.22; reclaimed"
2026-05-12T17:45:00+07:00,2026-05-12T17:55:00+07:00,BUY,4697.71,4693.93,4724.17,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.74 ATR exceeded EVT threshold=1.71, gamma=0.21; reclaimed"
2026-05-13T18:10:00+07:00,2026-05-14T00:20:00+07:00,SELL,4705.49,4710.91,4667.55,BE,-0.2,S190 SELL EVT Hill Sweep 7R,"Return=2.37 ATR exceeded EVT threshold=1.41, gamma=0.27; reclaimed"
2026-05-26T07:45:00+07:00,2026-05-26T08:00:00+07:00,BUY,4558.98,4554.84,4587.96,SL,-4.34,S190 BUY EVT Hill Sweep 7R,"Return=1.28 ATR exceeded EVT threshold=1.23, gamma=0.29; reclaimed"
2026-05-27T21:30:00+07:00,2026-05-28T09:50:00+07:00,BUY,4414.44,4400.52,4511.88,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=0.96 ATR exceeded EVT threshold=0.96, gamma=0.47; reclaimed"
2026-06-05T21:00:00+07:00,2026-06-05T21:25:00+07:00,BUY,4409.22,4399.21,4479.3,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.21 ATR exceeded EVT threshold=0.93, gamma=0.40; reclaimed"
2026-06-09T22:20:00+07:00,2026-06-09T22:35:00+07:00,BUY,4314.81,4305.32,4381.25,SL,-9.69,S190 BUY EVT Hill Sweep 7R,"Return=1.06 ATR exceeded EVT threshold=1.01, gamma=0.46; reclaimed"
2026-06-12T01:45:00+07:00,2026-06-12T02:15:00+07:00,SELL,4160.08,4170.77,4085.24,BE,-0.2,S190 SELL EVT Hill Sweep 7R,"Return=1.58 ATR exceeded EVT threshold=1.48, gamma=0.57; reclaimed"
2026-06-16T22:00:00+07:00,2026-06-16T22:15:00+07:00,BUY,4335.11,4331.12,4363.04,SL,-4.19,S190 BUY EVT Hill Sweep 7R,"Return=1.01 ATR exceeded EVT threshold=0.94, gamma=0.19; reclaimed"
2026-06-30T22:25:00+07:00,2026-07-01T03:50:00+07:00,SELL,4058.32,4064.12,4017.72,TP,40.4,S190 SELL EVT Hill Sweep 7R,"Return=1.49 ATR exceeded EVT threshold=1.34, gamma=0.45; reclaimed"
2026-07-06T07:30:00+07:00,2026-07-06T09:30:00+07:00,SELL,4197.51,4202.18,4164.82,BE,-0.2,S190 SELL EVT Hill Sweep 7R,"Return=2.48 ATR exceeded EVT threshold=1.21, gamma=0.36; reclaimed"
2026-07-06T17:35:00+07:00,2026-07-06T20:35:00+07:00,BUY,4139.84,4136.27,4164.83,BE,-0.2,S190 BUY EVT Hill Sweep 7R,"Return=1.81 ATR exceeded EVT threshold=1.60, gamma=0.25; reclaimed"
