weight,valid,avg_day,min_day,worst_day,streak
480.0,True,56386.4706,56386.4706,-1000.0,3
480.001,True,56386.4706,56386.4706,-1000.0,3
480.002,True,56386.4707,56386.4707,-1000.0,3
480.003,True,56386.4707,56386.4707,-1000.0,3
480.004,True,56386.4707,56386.4707,-1000.0,3
480.005,True,56386.4707,56386.4707,-1000.0,3
480.006,True,56386.4708,56386.4708,-1000.0,3
480.007,True,56386.4708,56386.4708,-1000.0,3
480.008,True,56386.4708,56386.4708,-1000.0,3
480.009,True,56386.4708,56386.4708,-1000.0,3
480.01,True,56386.4708,56386.4708,-1000.0,3
480.011,True,56386.4709,56386.4709,-1000.0,3
480.012,True,56386.4709,56386.4709,-1000.0,3
480.013,True,56386.4709,56386.4709,-1000.0,3
480.014,True,56386.4709,56386.4709,-1000.0,3
480.015,True,56386.471,56386.471,-1000.0,3
480.016,True,56386.471,56386.471,-1000.0,3
480.017,True,56386.471,56386.471,-1000.0,3
480.018,True,56386.471,56386.471,-1000.0,3
480.019,True,56386.471,56386.471,-1000.0,3
480.02,True,56386.4711,56386.4711,-1000.0,3
480.021,True,56386.4711,56386.4711,-1000.0,3
480.022,True,56386.4711,56386.4711,-1000.0,3
480.023,True,56386.4711,56386.4711,-1000.0,3
480.024,True,56386.4712,56386.4712,-1000.0,3
480.025,True,56386.4712,56386.4712,-1000.0,3
480.026,True,56386.4712,56386.4712,-1000.0,3
480.027,True,56386.4712,56386.4712,-1000.0,3
480.028,True,56386.4713,56386.4713,-1000.0,3
480.029,True,56386.4713,56386.4713,-1000.0,3
480.03,True,56386.4713,56386.4713,-1000.0,3
480.031,True,56386.4713,56386.4713,-1000.0,3
480.032,True,56386.4713,56386.4713,-1000.0,3
480.033,True,56386.4714,56386.4714,-1000.0,3
480.034,True,56386.4714,56386.4714,-1000.0,3
480.035,True,56386.4714,56386.4714,-1000.0,3
480.036,True,56386.4714,56386.4714,-1000.0,3
480.037,True,56386.4715,56386.4715,-1000.0,3
480.038,True,56386.4715,56386.4715,-1000.0,3
480.039,True,56386.4715,56386.4715,-1000.0,3
480.04,True,56386.4715,56386.4715,-1000.0,3
480.041,True,56386.4715,56386.4715,-1000.0,3
480.042,True,56386.4716,56386.4716,-1000.0,3
480.043,True,56386.4716,56386.4716,-1000.0,3
480.044,True,56386.4716,56386.4716,-1000.0,3
480.045,True,56386.4716,56386.4716,-1000.0,3
480.046,True,56386.4717,56386.4717,-1000.0,3
480.047,True,56386.4717,56386.4717,-1000.0,3
480.048,True,56386.4717,56386.4717,-1000.0,3
480.049,True,56386.4717,56386.4717,-1000.0,3
480.05,True,56386.4718,56386.4718,-1000.0,3
480.051,True,56386.4718,56386.4718,-1000.0,3
480.052,True,56386.4718,56386.4718,-1000.0,3
480.053,True,56386.4718,56386.4718,-1000.0,3
