timestamp,label,entry_tf,std_mult,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 18:52:50,smoke,M5,1.5,0.3,0.15,1.0,1.5,htf_trend,0.5,27,55.6,1.18,35.4,4.3,1.63,50.0,2,0.24,1070.84
