signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-20T21:20:00+07:00,2026-01-20T21:25:00+07:00,SELL,4743.84,4747.14,4710.83,SL,-3.5,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.25; institutional-price anomaly closed a fair-value reclaim
2026-01-21T08:55:00+07:00,2026-01-21T09:35:00+07:00,SELL,4838.64,4844.91,4775.94,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.62; institutional-price anomaly closed a fair-value reclaim
2026-01-22T00:35:00+07:00,2026-01-22T02:25:00+07:00,BUY,4811.78,4801.75,4912.08,BE,-0.2,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-2.66; institutional-price anomaly closed a fair-value reclaim
2026-01-22T02:45:00+07:00,2026-01-22T02:50:00+07:00,BUY,4770.37,4761.3,4861.07,SL,-9.27,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-4.26; institutional-price anomaly closed a fair-value reclaim
2026-01-22T13:05:00+07:00,2026-01-22T13:20:00+07:00,SELL,4822.57,4825.29,4795.36,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.82; institutional-price anomaly closed a fair-value reclaim
2026-01-22T21:55:00+07:00,2026-01-22T22:25:00+07:00,SELL,4839.97,4846.26,4777.07,SL,-6.49,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.58; institutional-price anomaly closed a fair-value reclaim
2026-01-23T23:30:00+07:00,2026-01-24T00:00:00+07:00,SELL,4983.59,4988.78,4931.69,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.10; institutional-price anomaly closed a fair-value reclaim
2026-01-26T06:20:00+07:00,2026-01-26T06:35:00+07:00,SELL,5027.11,5031.25,4985.7,SL,-4.34,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=5.45; institutional-price anomaly closed a fair-value reclaim
2026-01-27T14:10:00+07:00,2026-01-27T14:30:00+07:00,SELL,5089.34,5095.1,5031.73,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.50; institutional-price anomaly closed a fair-value reclaim
2026-01-27T22:00:00+07:00,2026-01-28T03:50:00+07:00,BUY,5058.31,5046.85,5172.91,TP,114.4,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-2.47; institutional-price anomaly closed a fair-value reclaim
2026-01-29T03:50:00+07:00,2026-01-29T04:05:00+07:00,SELL,5379.28,5392.44,5247.68,SL,-13.36,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.67; institutional-price anomaly closed a fair-value reclaim
2026-02-03T07:05:00+07:00,2026-02-03T07:15:00+07:00,SELL,4784.52,4798.41,4645.62,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.55; institutional-price anomaly closed a fair-value reclaim
2026-02-03T13:45:00+07:00,2026-02-03T14:25:00+07:00,SELL,4884.0,4895.26,4771.39,SL,-11.46,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.64; institutional-price anomaly closed a fair-value reclaim
2026-02-06T20:25:00+07:00,2026-02-06T20:35:00+07:00,SELL,4916.7,4929.31,4790.59,SL,-12.81,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.51; institutional-price anomaly closed a fair-value reclaim
2026-02-09T17:45:00+07:00,2026-02-09T23:25:00+07:00,BUY,4991.16,4982.65,5076.27,TP,84.91,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-2.74; institutional-price anomaly closed a fair-value reclaim
2026-02-10T16:10:00+07:00,2026-02-10T17:30:00+07:00,SELL,5054.95,5063.8,4966.44,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.63; institutional-price anomaly closed a fair-value reclaim
2026-02-11T09:55:00+07:00,2026-02-11T10:20:00+07:00,SELL,5055.28,5058.4,5024.08,BE,-0.2,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.33; institutional-price anomaly closed a fair-value reclaim
2026-02-11T17:25:00+07:00,2026-02-11T17:40:00+07:00,SELL,5072.22,5076.76,5026.82,SL,-4.74,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=3.55; institutional-price anomaly closed a fair-value reclaim
2026-02-17T12:25:00+07:00,2026-02-17T12:30:00+07:00,BUY,4896.3,4887.91,4980.21,SL,-8.59,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-3.97; institutional-price anomaly closed a fair-value reclaim
2026-02-17T19:10:00+07:00,2026-02-17T19:15:00+07:00,SELL,4936.08,4939.09,4905.97,SL,-3.21,S178 SELL Weighted Fair-Value 10R,Volume-weighted z=2.44; institutional-price anomaly closed a fair-value reclaim
2026-02-18T16:05:00+07:00,2026-02-18T16:30:00+07:00,BUY,4916.56,4912.7,4955.17,BE,-0.2,S178 BUY Weighted Fair-Value 10R,Volume-weighted z=-2.78; institutional-price anomaly closed a fair-value reclaim
