timestamp,rank,label,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,sharpe,pos_day_pct,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 09:59:49,2,P16-noG+S63x12+S69x20+S64x12,"(0, 1, 334.3329, 309.7831, -919.26, 4.4276, -3)",334.33,309.78,4.428,3,-919.26,0.19,55.01,9687,150,309.78,4.428,0.477,65.0,3,-854.19,2689.34,8391.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1780.80;S64:-665.28;S69:1792.20
2026-07-03 09:59:49,2,P16-noG+S63x12+S69x20+S64x12,"(0, 1, 334.3329, 309.7831, -919.26, 4.4276, -3)",334.33,309.78,4.428,3,-919.26,0.19,55.01,9687,180,331.71,4.43,0.479,63.7,3,-919.26,2689.34,10110.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2336.88;S64:413.16;S69:2637.80
2026-07-03 09:59:49,3,P16+S63x8+S69x24+S64x10,"(0, 1, 334.0142, 311.3603, -919.26, 4.6846, -3)",334.01,311.36,4.685,3,-919.26,0.19,55.01,9727,90,335.06,5.187,0.569,71.2,3,-742.8,2379.34,5230.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1367.44;S64:91.20;S69:1849.92
2026-07-03 09:59:49,3,P16+S63x8+S69x24+S64x10,"(0, 1, 334.0142, 311.3603, -919.26, 4.6846, -3)",334.01,311.36,4.685,3,-919.26,0.19,55.01,9727,120,357.84,5.071,0.487,69.0,3,-766.7,4544.61,6843.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1245.68;S64:1092.80;S69:2150.64
2026-07-03 09:59:49,3,P16+S63x8+S69x24+S64x10,"(0, 1, 334.0142, 311.3603, -919.26, 4.6846, -3)",334.01,311.36,4.685,3,-919.26,0.19,55.01,9727,150,311.36,4.762,0.495,66.1,3,-766.13,2699.27,8205.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1187.20;S64:-554.40;S69:2150.64
2026-07-03 09:59:49,3,P16+S63x8+S69x24+S64x10,"(0, 1, 334.0142, 311.3603, -919.26, 4.6846, -3)",334.01,311.36,4.685,3,-919.26,0.19,55.01,9727,180,331.8,4.685,0.49,65.1,3,-919.26,2699.27,9859.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1557.92;S64:344.30;S69:3165.36
2026-07-03 09:59:49,4,P16-noG+S63x12+S69x20+S64x10,"(0, 1, 333.9161, 310.5223, -919.26, 4.5135, -3)",333.92,310.52,4.514,3,-919.26,0.19,55.01,9687,90,336.11,5.048,0.55,70.3,3,-742.8,2717.2,5302.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2051.16;S64:91.20;S69:1541.60
2026-07-03 09:59:49,4,P16-noG+S63x12+S69x20+S64x10,"(0, 1, 333.9161, 310.5223, -919.26, 4.5135, -3)",333.92,310.52,4.514,3,-919.26,0.19,55.01,9687,120,357.71,4.851,0.48,67.6,3,-766.7,4377.49,6948.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1868.52;S64:1092.80;S69:1792.20
2026-07-03 09:59:49,4,P16-noG+S63x12+S69x20+S64x10,"(0, 1, 333.9161, 310.5223, -919.26, 4.5135, -3)",333.92,310.52,4.514,3,-919.26,0.19,55.01,9687,150,310.52,4.544,0.482,65.0,3,-766.13,2689.34,8317.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1780.80;S64:-554.40;S69:1792.20
2026-07-03 09:59:49,4,P16-noG+S63x12+S69x20+S64x10,"(0, 1, 333.9161, 310.5223, -919.26, 4.5135, -3)",333.92,310.52,4.514,3,-919.26,0.19,55.01,9687,180,331.33,4.514,0.482,64.2,3,-919.26,2689.34,10010.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2336.88;S64:344.30;S69:2637.80
2026-07-03 09:59:49,5,P16+S63x16+S69x48+S64x12,"(0, 0, 362.567, 332.8733, -1781.66, 4.3523, -3)",362.57,332.87,4.352,3,-1781.66,0.19,55.01,9727,90,371.01,4.894,0.536,70.3,3,-857.98,3153.5,5764.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:109.44;S69:3699.84
2026-07-03 09:59:49,5,P16+S63x16+S69x48+S64x12,"(0, 0, 362.567, 332.8733, -1781.66, 4.3523, -3)",362.57,332.87,4.352,3,-1781.66,0.19,55.01,9727,120,387.96,4.682,0.477,68.3,3,-854.76,4633.77,7499.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1311.36;S69:4301.28
2026-07-03 09:59:49,5,P16+S63x16+S69x48+S64x12,"(0, 0, 362.567, 332.8733, -1781.66, 4.3523, -3)",362.57,332.87,4.352,3,-1781.66,0.19,55.01,9727,150,332.87,4.434,0.48,65.6,3,-854.19,3076.42,8887.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-665.28;S69:4301.28
2026-07-03 09:59:49,5,P16+S63x16+S69x48+S64x12,"(0, 0, 362.567, 332.8733, -1781.66, 4.3523, -3)",362.57,332.87,4.352,3,-1781.66,0.19,55.01,9727,180,358.42,4.352,0.472,64.2,3,-1781.66,3076.42,10783.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:413.16;S69:6330.72
2026-07-03 09:59:49,6,P16+S63x16+S69x48+S64x10,"(0, 0, 362.1502, 333.6125, -1781.66, 4.4261, -3)",362.15,333.61,4.426,3,-1781.66,0.19,55.01,9727,90,370.81,5.023,0.543,70.3,3,-742.8,3153.5,5702.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:91.20;S69:3699.84
2026-07-03 09:59:49,6,P16+S63x16+S69x48+S64x10,"(0, 0, 362.1502, 333.6125, -1781.66, 4.4261, -3)",362.15,333.61,4.426,3,-1781.66,0.19,55.01,9727,120,386.14,4.813,0.492,68.3,3,-766.7,4210.37,7419.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1092.80;S69:4301.28
2026-07-03 09:59:49,6,P16+S63x16+S69x48+S64x10,"(0, 0, 362.1502, 333.6125, -1781.66, 4.4261, -3)",362.15,333.61,4.426,3,-1781.66,0.19,55.01,9727,150,333.61,4.542,0.485,65.6,3,-766.13,3076.42,8813.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-554.40;S69:4301.28
2026-07-03 09:59:49,6,P16+S63x16+S69x48+S64x10,"(0, 0, 362.1502, 333.6125, -1781.66, 4.4261, -3)",362.15,333.61,4.426,3,-1781.66,0.19,55.01,9727,180,358.04,4.426,0.474,64.7,3,-1781.66,3076.42,10683.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:344.30;S69:6330.72
2026-07-03 09:59:49,7,P16+S63x16+S69x48+S64x8,"(0, 0, 361.7334, 334.3517, -1781.66, 4.4971, -3)",361.73,334.35,4.497,3,-1781.66,0.19,55.01,9727,90,370.61,5.16,0.548,70.3,3,-660.17,3153.5,5640.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:72.96;S69:3699.84
2026-07-03 09:59:49,7,P16+S63x16+S69x48+S64x8,"(0, 0, 361.7334, 334.3517, -1781.66, 4.4971, -3)",361.73,334.35,4.497,3,-1781.66,0.19,55.01,9727,120,384.32,4.955,0.505,68.3,3,-754.25,3786.97,7339.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:874.24;S69:4301.28
2026-07-03 09:59:49,7,P16+S63x16+S69x48+S64x8,"(0, 0, 361.7334, 334.3517, -1781.66, 4.4971, -3)",361.73,334.35,4.497,3,-1781.66,0.19,55.01,9727,150,334.35,4.658,0.489,65.6,3,-718.91,3076.42,8739.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-443.52;S69:4301.28
2026-07-03 09:59:49,7,P16+S63x16+S69x48+S64x8,"(0, 0, 361.7334, 334.3517, -1781.66, 4.4971, -3)",361.73,334.35,4.497,3,-1781.66,0.19,55.01,9727,180,357.66,4.497,0.476,65.1,3,-1781.66,3076.42,10583.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:275.44;S69:6330.72
2026-07-03 09:59:49,8,P16-noC+S63x16+S69x48+S64x12,"(0, 0, 361.676, 332.0465, -1781.66, 4.3416, -3)",361.68,332.05,4.342,3,-1781.66,0.19,55.01,9687,90,369.9,4.884,0.535,70.3,3,-857.98,3153.5,5693.0,A:727.79;B:183.20;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:109.44;S69:3699.84
2026-07-03 09:59:49,8,P16-noC+S63x16+S69x48+S64x12,"(0, 0, 361.676, 332.0465, -1781.66, 4.3416, -3)",361.68,332.05,4.342,3,-1781.66,0.19,55.01,9687,120,387.19,4.672,0.476,68.3,3,-859.22,4633.77,7411.0,A:767.05;B:97.29;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1311.36;S69:4301.28
2026-07-03 09:59:49,8,P16-noC+S63x16+S69x48+S64x12,"(0, 0, 361.676, 332.0465, -1781.66, 4.3416, -3)",361.68,332.05,4.342,3,-1781.66,0.19,55.01,9687,150,332.05,4.421,0.48,65.6,3,-858.65,3076.42,8771.0,A:780.28;B:124.85;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-665.28;S69:4301.28
2026-07-03 09:59:49,8,P16-noC+S63x16+S69x48+S64x12,"(0, 0, 361.676, 332.0465, -1781.66, 4.3416, -3)",361.68,332.05,4.342,3,-1781.66,0.19,55.01,9687,180,357.57,4.342,0.471,64.2,3,-1781.66,3076.42,10652.0,A:670.87;B:152.23;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:413.16;S69:6330.72
2026-07-03 09:59:49,9,P16-noB+S63x16+S69x48+S64x12,"(0, 0, 361.436, 332.041, -1788.33, 4.3369, -3)",361.44,332.04,4.337,3,-1788.33,0.19,55.01,9717,90,368.98,4.851,0.533,69.4,3,-871.17,3153.5,5738.0,A:727.79;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:109.44;S69:3699.84
2026-07-03 09:59:49,9,P16-noB+S63x16+S69x48+S64x12,"(0, 0, 361.436, 332.041, -1788.33, 4.3369, -3)",361.44,332.04,4.337,3,-1788.33,0.19,55.01,9717,120,387.15,4.664,0.476,68.3,3,-854.76,4633.77,7476.0,A:767.05;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1311.36;S69:4301.28
2026-07-03 09:59:49,9,P16-noB+S63x16+S69x48+S64x12,"(0, 0, 361.436, 332.041, -1788.33, 4.3369, -3)",361.44,332.04,4.337,3,-1788.33,0.19,55.01,9717,150,332.04,4.417,0.479,65.6,3,-854.19,3076.42,8853.0,A:780.28;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-665.28;S69:4301.28
2026-07-03 09:59:49,9,P16-noB+S63x16+S69x48+S64x12,"(0, 0, 361.436, 332.041, -1788.33, 4.3369, -3)",361.44,332.04,4.337,3,-1788.33,0.19,55.01,9717,180,357.58,4.337,0.471,64.2,3,-1788.33,3076.42,10744.0,A:670.87;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:413.16;S69:6330.72
2026-07-03 09:59:49,10,P16+S63x16+S69x48+S64x6,"(0, 0, 361.3165, 335.0909, -1781.66, 4.5689, -3)",361.32,335.09,4.569,3,-1781.66,0.19,55.01,9727,90,370.4,5.308,0.553,70.3,3,-696.35,3153.5,5578.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:54.72;S69:3699.84
2026-07-03 09:59:49,10,P16+S63x16+S69x48+S64x6,"(0, 0, 361.3165, 335.0909, -1781.66, 4.5689, -3)",361.32,335.09,4.569,3,-1781.66,0.19,55.01,9727,120,382.5,5.099,0.518,69.7,3,-790.43,3363.57,7259.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:655.68;S69:4301.28
2026-07-03 09:59:49,10,P16+S63x16+S69x48+S64x6,"(0, 0, 361.3165, 335.0909, -1781.66, 4.5689, -3)",361.32,335.09,4.569,3,-1781.66,0.19,55.01,9727,150,335.09,4.77,0.492,66.7,3,-755.09,3076.42,8665.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-332.64;S69:4301.28
2026-07-03 09:59:49,10,P16+S63x16+S69x48+S64x6,"(0, 0, 361.3165, 335.0909, -1781.66, 4.5689, -3)",361.32,335.09,4.569,3,-1781.66,0.19,55.01,9727,180,357.27,4.569,0.478,65.1,3,-1781.66,3076.42,10483.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:206.58;S69:6330.72
2026-07-03 09:59:49,11,P16-noC+S63x16+S69x48+S64x10,"(0, 0, 361.2592, 332.7857, -1781.66, 4.4144, -3)",361.26,332.79,4.414,3,-1781.66,0.19,55.01,9687,90,369.69,5.013,0.542,70.3,3,-742.8,3153.5,5631.0,A:727.79;B:183.20;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:91.20;S69:3699.84
2026-07-03 09:59:49,11,P16-noC+S63x16+S69x48+S64x10,"(0, 0, 361.2592, 332.7857, -1781.66, 4.4144, -3)",361.26,332.79,4.414,3,-1781.66,0.19,55.01,9687,120,385.37,4.803,0.491,68.3,3,-771.16,4210.37,7331.0,A:767.05;B:97.29;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1092.80;S69:4301.28
2026-07-03 09:59:49,11,P16-noC+S63x16+S69x48+S64x10,"(0, 0, 361.2592, 332.7857, -1781.66, 4.4144, -3)",361.26,332.79,4.414,3,-1781.66,0.19,55.01,9687,150,332.79,4.529,0.484,65.6,3,-770.59,3076.42,8697.0,A:780.28;B:124.85;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-554.40;S69:4301.28
2026-07-03 09:59:49,11,P16-noC+S63x16+S69x48+S64x10,"(0, 0, 361.2592, 332.7857, -1781.66, 4.4144, -3)",361.26,332.79,4.414,3,-1781.66,0.19,55.01,9687,180,357.19,4.414,0.474,64.7,3,-1781.66,3076.42,10552.0,A:670.87;B:152.23;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:344.30;S69:6330.72
2026-07-03 09:59:49,12,P16-noB+S63x16+S69x48+S64x10,"(0, 0, 361.0191, 332.7802, -1788.33, 4.4101, -3)",361.02,332.78,4.41,3,-1788.33,0.19,55.01,9717,90,368.77,4.977,0.54,69.4,3,-755.99,3153.5,5676.0,A:727.79;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2734.88;S64:91.20;S69:3699.84
2026-07-03 09:59:49,12,P16-noB+S63x16+S69x48+S64x10,"(0, 0, 361.0191, 332.7802, -1788.33, 4.4101, -3)",361.02,332.78,4.41,3,-1788.33,0.19,55.01,9717,120,385.33,4.794,0.491,68.3,3,-766.7,4210.37,7396.0,A:767.05;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:2491.36;S64:1092.80;S69:4301.28
2026-07-03 09:59:49,12,P16-noB+S63x16+S69x48+S64x10,"(0, 0, 361.0191, 332.7802, -1788.33, 4.4101, -3)",361.02,332.78,4.41,3,-1788.33,0.19,55.01,9717,150,332.78,4.525,0.484,65.6,3,-766.13,3076.42,8779.0,A:780.28;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:2374.40;S64:-554.40;S69:4301.28
2026-07-03 09:59:49,12,P16-noB+S63x16+S69x48+S64x10,"(0, 0, 361.0191, 332.7802, -1788.33, 4.4101, -3)",361.02,332.78,4.41,3,-1788.33,0.19,55.01,9717,180,357.19,4.41,0.473,64.7,3,-1788.33,3076.42,10644.0,A:670.87;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:3115.84;S64:344.30;S69:6330.72
2026-07-03 09:59:49,13,P16-noP+S63x16+S69x48+S64x12,"(0, 0, 361.0097, 331.9399, -1781.66, 4.3447, -3)",361.01,331.94,4.345,3,-1781.66,0.19,55.01,9627,90,367.52,4.849,0.531,70.3,3,-857.98,3153.5,5682.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;Q:182.88;R:4530.82;S63:2734.88;S64:109.44;S69:3699.84
