time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-15 08:25,2025-10-15 08:30,2025-10-15 09:00,SELL,4159.68,4169.57,4147.81,SL,-10.09,"Swept high 4167.04 (age 6), disp 8.25>=3.81x1.4, confirm: FVG"
2025-10-15 17:15,2025-10-15 17:35,2025-10-15 20:20,SELL,4196.31,4209.77,4180.15,TP,15.96,"Swept high 4207.90 (age 19), disp 11.38>=5.14x1.4, confirm: FVG"
2025-10-16 01:10,2025-10-16 01:15,2025-10-16 02:05,SELL,4189.61,4201.71,4175.09,SL,-12.3,"Swept high 4199.59 (age 8), disp 11.01>=5.64x1.4, confirm: FVG"
2025-11-07 21:30,2025-11-07 22:00,2025-11-07 22:45,SELL,3996.95,4007.11,3984.77,TP,11.98,"Swept high 4001.96 (age 13), disp 7.27>=4.31x1.4, confirm: FVG"
2025-11-17 17:50,2025-11-17 17:55,2025-11-17 18:00,SELL,4073.29,4082.79,4061.89,TP,11.2,"Swept high 4079.58 (age 22), disp 7.85>=4.82x1.4, confirm: FVG"
2025-12-04 09:00,2025-12-04 09:10,2025-12-04 10:00,SELL,4205.1,4213.03,4195.58,TP,9.32,"Swept high 4209.52 (age 39), disp 6.88>=4.17x1.4, confirm: FVG"
2025-12-05 14:30,2025-12-05 14:35,2025-12-05 15:05,SELL,4227.66,4232.32,4222.06,TP,5.4,"Swept high 4230.49 (age 3), disp 3.87>=2.70x1.4, confirm: RSIx70"
2025-12-05 23:10,2025-12-05 23:25,2025-12-08 22:05,SELL,4214.31,4242.54,4180.43,TP,33.68,"Swept high 4239.38 (age 23), disp 23.38>=8.09x1.4, confirm: FVG"
2025-12-11 02:05,2025-12-11 02:10,2025-12-11 02:40,BUY,4208.96,4190.7,4230.87,SL,-18.46,"Swept low 4196.93 (age 15), disp 9.75>=4.51x1.4, confirm: FVG"
2025-12-12 01:55,2025-12-12 02:15,2025-12-12 04:45,SELL,4272.05,4282.38,4259.66,SL,-10.53,"Swept high 4279.01 (age 24), disp 9.50>=4.21x1.4, confirm: FVG"
2025-12-12 22:20,2025-12-12 22:45,2025-12-12 22:55,SELL,4319.94,4348.42,4285.77,TP,33.97,"Swept high 4344.93 (age 14), disp 17.36>=8.88x1.4, confirm: FVG"
2025-12-18 15:00,2025-12-18 15:05,2025-12-18 16:40,SELL,4329.33,4335.46,4321.97,TP,7.16,"Swept high 4332.20 (age 42), disp 4.18>=2.76x1.4, confirm: FVG"
2026-01-10 00:50,2026-01-10 01:05,2026-01-10 03:10,SELL,4492.14,4504.94,4476.79,SL,-13.0,"Swept high 4500.37 (age 32), disp 10.29>=4.99x1.4, confirm: FVG"
2026-01-14 21:35,2026-01-14 21:40,2026-01-14 21:50,SELL,4623.76,4637.57,4607.17,TP,16.39,"Swept high 4635.31 (age 14), disp 10.85>=6.18x1.4, confirm: FVG"
2026-01-19 14:15,2026-01-19 14:25,2026-01-20 00:50,SELL,4667.67,4677.0,4656.47,SL,-9.53,"Swept high 4671.93 (age 15), disp 5.46>=3.59x1.4, confirm: FVG"
2026-01-22 19:00,2026-01-22 19:20,2026-01-22 20:00,SELL,4828.37,4837.86,4816.97,TP,11.2,"Swept high 4831.80 (age 10), disp 6.17>=3.63x1.4, confirm: FVG"
2026-01-23 10:15,2026-01-23 10:20,2026-01-23 12:40,SELL,4945.3,4960.75,4926.76,SL,-15.65,"Swept high 4956.23 (age 20), disp 15.40>=5.12x1.4, confirm: FVG"
2026-01-23 14:40,2026-01-23 14:45,2026-01-23 15:15,SELL,4949.37,4958.45,4938.48,TP,10.69,"Swept high 4954.52 (age 45), disp 6.73>=4.38x1.4, confirm: FVG"
2026-01-27 08:10,2026-01-27 08:35,2026-01-27 14:30,BUY,5060.13,5030.2,5096.05,TP,35.72,"Swept low 5038.53 (age 13), disp 23.29>=10.33x1.4, confirm: FVG"
2026-01-28 18:00,2026-01-28 18:05,2026-01-28 20:00,SELL,5254.76,5282.87,5221.02,SL,-28.31,"Swept high 5271.36 (age 49), disp 26.46>=7.34x1.4, confirm: FVG"
2026-02-05 08:15,2026-02-05 08:30,2026-02-05 09:10,SELL,4961.84,5006.09,4908.73,TP,52.91,"Swept high 4970.10 (age 31), disp 22.67>=14.26x1.4, confirm: FVG"
2026-02-10 21:45,2026-02-10 21:55,2026-02-10 22:35,SELL,5040.18,5067.77,5007.07,TP,32.91,"Swept high 5057.50 (age 11), disp 25.80>=10.64x1.4, confirm: FVG"
2026-02-16 15:10,2026-02-16 15:15,2026-02-16 16:00,SELL,5002.49,5014.19,4988.44,SL,-11.9,"Swept high 5009.98 (age 4), disp 8.15>=5.06x1.4, confirm: FVG"
2026-03-04 20:55,2026-03-04 21:00,2026-03-04 21:45,SELL,5174.54,5193.19,5152.16,TP,22.18,"Swept high 5184.92 (age 49), disp 14.47>=9.37x1.4, confirm: FVG"
2026-03-05 20:20,2026-03-05 20:25,2026-03-05 22:05,SELL,5120.99,5163.93,5069.46,TP,51.33,"Swept high 5158.84 (age 33), disp 27.63>=11.31x1.4, confirm: FVG"
