time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2026-03-10 17:50,2026-03-10 19:05,2026-03-10 19:45,BUY,5166.85,5153.2,5187.32,TP,20.27,"M15/H1/H4 all UP, M5 leg 20.62 retrace 50%"
2026-03-11 09:40,2026-03-11 10:50,2026-03-11 12:30,BUY,5201.98,5191.51,5217.69,SL,-10.67,"M15/H1/H4 all UP, M5 leg 15.74 retrace 50%"
2026-03-13 15:00,2026-03-13 15:35,2026-03-13 16:05,SELL,5080.64,5096.45,5056.91,SL,-16.01,"M15/H1/H4 all DOWN, M5 leg 24.55 retrace 50%"
2026-03-16 08:10,2026-03-16 08:45,2026-03-16 13:15,SELL,5008.67,5036.13,4967.48,SL,-27.66,"M15/H1/H4 all DOWN, M5 leg 44.38 retrace 50%"
2026-03-20 08:20,2026-03-20 08:30,2026-03-20 08:40,SELL,4664.35,4685.38,4632.8,SL,-21.23,"M15/H1/H4 all DOWN, M5 leg 31.58 retrace 50%"
2026-03-21 01:20,2026-03-21 01:25,2026-03-21 01:45,SELL,4557.64,4584.03,4518.06,TP,39.38,"M15/H1/H4 all DOWN, M5 leg 41.62 retrace 50%"
2026-03-23 11:15,2026-03-23 11:35,2026-03-23 12:50,SELL,4378.46,4427.85,4304.38,TP,73.88,"M15/H1/H4 all DOWN, M5 leg 87.16 retrace 50%"
2026-03-23 16:45,2026-03-23 17:10,2026-03-23 18:05,SELL,4266.06,4319.52,4185.86,SL,-53.66,"M15/H1/H4 all DOWN, M5 leg 84.62 retrace 50%"
2026-04-01 15:35,2026-04-01 15:45,2026-04-01 22:50,BUY,4730.41,4708.41,4763.39,TP,32.78,"M15/H1/H4 all UP, M5 leg 34.63 retrace 50%"
2026-04-01 16:40,2026-04-01 17:05,2026-04-01 19:35,BUY,4725.07,4704.71,4755.62,TP,30.35,"M15/H1/H4 all UP, M5 leg 30.69 retrace 50%"
2026-04-02 01:00,2026-04-02 01:15,2026-04-02 02:00,BUY,4783.17,4771.52,4800.65,SL,-11.85,"M15/H1/H4 all UP, M5 leg 17.70 retrace 50%"
2026-04-02 03:35,2026-04-02 03:50,2026-04-02 07:05,BUY,4763.38,4747.53,4787.16,TP,23.58,"M15/H1/H4 all UP, M5 leg 24.26 retrace 50%"
2026-04-02 08:45,2026-04-02 08:50,2026-04-02 09:00,BUY,4786.99,4771.69,4809.92,SL,-15.5,"M15/H1/H4 all UP, M5 leg 23.55 retrace 50%"
2026-04-08 00:45,2026-04-08 01:20,2026-04-08 01:35,BUY,4654.52,4636.76,4681.16,TP,26.44,"M15/H1/H4 all UP, M5 leg 27.80 retrace 50%"
2026-04-21 19:05,2026-04-21 19:10,2026-04-21 19:40,SELL,4782.51,4791.38,4769.21,SL,-9.07,"M15/H1/H4 all DOWN, M5 leg 14.18 retrace 50%"
2026-04-22 18:15,2026-04-22 18:20,2026-04-22 21:15,SELL,4754.16,4764.49,4738.66,TP,15.3,"M15/H1/H4 all DOWN, M5 leg 16.68 retrace 50%"
2026-04-22 19:40,2026-04-22 20:00,2026-04-22 21:00,SELL,4754.65,4762.5,4742.88,TP,11.57,"M15/H1/H4 all DOWN, M5 leg 12.36 retrace 50%"
2026-04-22 20:45,2026-04-22 21:35,2026-04-22 22:30,SELL,4751.44,4762.6,4734.71,TP,16.53,"M15/H1/H4 all DOWN, M5 leg 17.04 retrace 50%"
2026-04-24 15:00,2026-04-24 15:05,2026-04-24 15:45,SELL,4677.5,4690.55,4657.92,SL,-13.25,"M15/H1/H4 all DOWN, M5 leg 21.32 retrace 50%"
2026-04-24 18:30,2026-04-24 19:00,2026-04-24 19:00,SELL,4681.94,4690.72,4668.77,SL,-8.98,"M15/H1/H4 all DOWN, M5 leg 13.32 retrace 50%"
2026-04-29 07:10,2026-04-29 07:30,2026-04-29 08:00,SELL,4593.29,4598.77,4585.07,SL,-5.68,"M15/H1/H4 all DOWN, M5 leg 7.96 retrace 50%"
2026-04-30 00:55,2026-04-30 01:20,2026-04-30 02:05,SELL,4553.75,4567.52,4533.1,TP,20.45,"M15/H1/H4 all DOWN, M5 leg 20.78 retrace 50%"
2026-04-30 02:00,2026-04-30 03:10,2026-04-30 07:45,SELL,4546.14,4556.86,4530.05,SL,-10.92,"M15/H1/H4 all DOWN, M5 leg 16.39 retrace 50%"
2026-05-08 20:45,2026-05-08 22:30,2026-05-11 06:05,BUY,4716.77,4699.26,4743.03,SL,-17.71,"M15/H1/H4 all UP, M5 leg 28.14 retrace 50%"
2026-05-13 21:25,2026-05-13 23:25,2026-05-14 00:20,SELL,4690.78,4708.71,4663.89,SL,-18.13,"M15/H1/H4 all DOWN, M5 leg 29.31 retrace 50%"
2026-05-13 22:15,2026-05-13 22:25,2026-05-13 23:35,SELL,4682.13,4698.59,4657.45,SL,-16.66,"M15/H1/H4 all DOWN, M5 leg 25.12 retrace 50%"
2026-05-18 15:50,2026-05-18 16:25,2026-05-18 19:10,SELL,4549.99,4562.91,4530.62,TP,19.17,"M15/H1/H4 all DOWN, M5 leg 19.93 retrace 50%"
2026-05-19 18:40,2026-05-19 18:50,2026-05-19 19:00,SELL,4535.1,4547.19,4516.97,SL,-12.29,"M15/H1/H4 all DOWN, M5 leg 19.21 retrace 50%"
2026-05-26 00:55,2026-05-26 01:20,2026-05-26 01:40,BUY,4571.34,4566.54,4578.54,SL,-5.0,"M15/H1/H4 all UP, M5 leg 6.60 retrace 50%"
2026-05-26 02:05,2026-05-26 07:25,2026-05-26 07:30,BUY,4567.44,4561.75,4575.98,SL,-5.89,"M15/H1/H4 all UP, M5 leg 8.38 retrace 50%"
2026-05-26 07:15,2026-05-26 07:20,2026-05-26 07:25,BUY,4574.94,4568.24,4584.99,SL,-6.9,"M15/H1/H4 all UP, M5 leg 10.40 retrace 50%"
2026-05-26 11:30,2026-05-26 12:10,2026-05-26 12:35,BUY,4537.22,4528.33,4550.55,SL,-9.09,"M15/H1/H4 all UP, M5 leg 14.41 retrace 50%"
2026-05-27 19:50,2026-05-27 20:20,2026-05-27 21:15,SELL,4462.79,4497.27,4411.07,TP,51.52,"M15/H1/H4 all DOWN, M5 leg 60.84 retrace 50%"
2026-05-27 21:00,2026-05-27 22:05,2026-05-28 09:50,SELL,4448.0,4471.62,4412.57,TP,35.23,"M15/H1/H4 all DOWN, M5 leg 36.80 retrace 50%"
2026-05-27 21:50,2026-05-27 22:00,2026-05-28 11:35,SELL,4433.95,4472.28,4376.45,TP,57.3,"M15/H1/H4 all DOWN, M5 leg 64.90 retrace 50%"
2026-05-27 23:00,2026-05-28 00:15,2026-05-28 06:00,SELL,4442.86,4459.41,4418.04,SL,-16.75,"M15/H1/H4 all DOWN, M5 leg 25.07 retrace 50%"
2026-05-28 12:15,2026-05-28 13:35,2026-05-28 20:50,SELL,4389.42,4413.91,4352.69,SL,-24.69,"M15/H1/H4 all DOWN, M5 leg 41.87 retrace 50%"
2026-06-02 15:15,2026-06-02 15:50,2026-06-02 20:55,BUY,4528.85,4513.92,4551.24,SL,-15.13,"M15/H1/H4 all UP, M5 leg 25.26 retrace 50%"
