timestamp,floor,rank,label,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 10:09:56,-700.0,7,P16-noQ+S63x7+S69x18+S64x7,"(0, 0, 0, 0, 323.964606, 304.096867, -697.83, 4.817764, -4)",323.96,304.1,4.818,4,-697.83,0.19,55.01,9557,180,320.1,4.818,4,-697.83,2741.05,9386.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;R:7526.49;S63:1363.18;S64:241.01;S69:2374.02
2026-07-03 10:09:56,-700.0,8,P16-noQ+S63x7+S69x18+S64x6,"(0, 0, 0, 0, 323.756186, 304.466467, -697.83, 4.865421, -4)",323.76,304.47,4.865,4,-697.83,0.19,55.01,9557,90,325.59,5.457,4,-515.39,2282.57,4964.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1196.51;S64:54.72;S69:1387.44
2026-07-03 10:09:56,-700.0,8,P16-noQ+S63x7+S69x18+S64x6,"(0, 0, 0, 0, 323.756186, 304.466467, -697.83, 4.865421, -4)",323.76,304.47,4.865,4,-697.83,0.19,55.01,9557,120,345.06,5.429,4,-590.58,3739.59,6509.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:1089.97;S64:655.68;S69:1612.98
2026-07-03 10:09:56,-700.0,8,P16-noQ+S63x7+S69x18+S64x6,"(0, 0, 0, 0, 323.756186, 304.466467, -697.83, 4.865421, -4)",323.76,304.47,4.865,4,-697.83,0.19,55.01,9557,150,304.47,5.058,4,-590.01,2741.05,7823.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:1038.80;S64:-332.64;S69:1612.98
2026-07-03 10:09:56,-700.0,8,P16-noQ+S63x7+S69x18+S64x6,"(0, 0, 0, 0, 323.756186, 304.466467, -697.83, 4.865421, -4)",323.76,304.47,4.865,4,-697.83,0.19,55.01,9557,180,319.91,4.865,4,-697.83,2741.05,9336.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;R:7526.49;S63:1363.18;S64:206.58;S69:2374.02
2026-07-03 10:09:56,-700.0,9,P16-noQ+S63x7+S69x18+S64x5,"(0, 0, 0, 0, 323.547767, 304.836067, -697.83, 4.914342, -4)",323.55,304.84,4.914,4,-697.83,0.19,55.01,9557,90,325.48,5.552,4,-471.36,2282.57,4933.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1196.51;S64:45.60;S69:1387.44
2026-07-03 10:09:56,-700.0,9,P16-noQ+S63x7+S69x18+S64x5,"(0, 0, 0, 0, 323.547767, 304.836067, -697.83, 4.914342, -4)",323.55,304.84,4.914,4,-697.83,0.19,55.01,9557,120,344.15,5.503,4,-546.55,3527.89,6469.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:1089.97;S64:546.40;S69:1612.98
2026-07-03 10:09:56,-700.0,9,P16-noQ+S63x7+S69x18+S64x5,"(0, 0, 0, 0, 323.547767, 304.836067, -697.83, 4.914342, -4)",323.55,304.84,4.914,4,-697.83,0.19,55.01,9557,150,304.84,5.127,4,-545.98,2741.05,7786.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:1038.80;S64:-277.20;S69:1612.98
2026-07-03 10:09:56,-700.0,9,P16-noQ+S63x7+S69x18+S64x5,"(0, 0, 0, 0, 323.547767, 304.836067, -697.83, 4.914342, -4)",323.55,304.84,4.914,4,-697.83,0.19,55.01,9557,180,319.72,4.914,4,-697.83,2741.05,9286.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;R:7526.49;S63:1363.18;S64:172.15;S69:2374.02
2026-07-03 10:09:56,-700.0,10,P16-noQ+S63x6+S69x19+S64x7,"(0, 0, 0, 0, 323.380928, 303.704933, -697.83, 4.854437, -4)",323.38,303.7,4.854,4,-697.83,0.19,55.01,9557,90,324.64,5.396,4,-570.03,2185.8,4972.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1025.58;S64:63.84;S69:1464.52
2026-07-03 10:09:56,-700.0,10,P16-noQ+S63x6+S69x19+S64x7,"(0, 0, 0, 0, 323.380928, 303.704933, -697.83, 4.854437, -4)",323.38,303.7,4.854,4,-697.83,0.19,55.01,9557,120,345.42,5.397,3,-634.61,3993.07,6517.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:934.26;S64:764.96;S69:1702.59
2026-07-03 10:09:56,-700.0,10,P16-noQ+S63x6+S69x19+S64x7,"(0, 0, 0, 0, 323.380928, 303.704933, -697.83, 4.854437, -4)",323.38,303.7,4.854,4,-697.83,0.19,55.01,9557,150,303.7,5.041,4,-634.04,2782.83,7824.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:890.40;S64:-388.08;S69:1702.59
2026-07-03 10:09:56,-700.0,10,P16-noQ+S63x6+S69x19+S64x7,"(0, 0, 0, 0, 323.380928, 303.704933, -697.83, 4.854437, -4)",323.38,303.7,4.854,4,-697.83,0.19,55.01,9557,180,319.75,4.854,4,-697.83,2782.83,9339.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;R:7526.49;S63:1168.44;S64:241.01;S69:2505.91
2026-07-03 10:09:56,-700.0,11,P16-noQ+S63x7+S69x18+S64x4,"(0, 0, 0, 0, 323.339347, 305.205667, -697.83, 4.961386, -4)",323.34,305.21,4.961,4,-697.83,0.19,55.01,9557,90,325.38,5.651,4,-430.67,2282.57,4902.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1196.51;S64:36.48;S69:1387.44
2026-07-03 10:09:56,-700.0,11,P16-noQ+S63x7+S69x18+S64x4,"(0, 0, 0, 0, 323.339347, 305.205667, -697.83, 4.961386, -4)",323.34,305.21,4.961,4,-697.83,0.19,55.01,9557,120,343.24,5.58,4,-524.75,3316.19,6429.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:1089.97;S64:437.12;S69:1612.98
2026-07-03 10:09:56,-700.0,11,P16-noQ+S63x7+S69x18+S64x4,"(0, 0, 0, 0, 323.339347, 305.205667, -697.83, 4.961386, -4)",323.34,305.21,4.961,4,-697.83,0.19,55.01,9557,150,305.21,5.192,4,-501.95,2741.05,7749.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:1038.80;S64:-221.76;S69:1612.98
2026-07-03 10:09:56,-700.0,11,P16-noQ+S63x7+S69x18+S64x4,"(0, 0, 0, 0, 323.339347, 305.205667, -697.83, 4.961386, -4)",323.34,305.21,4.961,4,-697.83,0.19,55.01,9557,180,319.53,4.961,4,-697.83,2741.05,9236.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;R:7526.49;S63:1363.18;S64:137.72;S69:2374.02
2026-07-03 10:09:56,-700.0,12,P16-noQ+S63x6+S69x19+S64x6,"(0, 0, 0, 0, 323.172508, 304.074533, -697.83, 4.903096, -4)",323.17,304.07,4.903,4,-697.83,0.19,55.01,9557,90,324.54,5.489,4,-515.39,2185.8,4941.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1025.58;S64:54.72;S69:1464.52
2026-07-03 10:09:56,-700.0,12,P16-noQ+S63x6+S69x19+S64x6,"(0, 0, 0, 0, 323.172508, 304.074533, -697.83, 4.903096, -4)",323.17,304.07,4.903,4,-697.83,0.19,55.01,9557,120,344.51,5.481,3,-590.58,3781.37,6477.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:934.26;S64:655.68;S69:1702.59
2026-07-03 10:09:56,-700.0,12,P16-noQ+S63x6+S69x19+S64x6,"(0, 0, 0, 0, 323.172508, 304.074533, -697.83, 4.903096, -4)",323.17,304.07,4.903,4,-697.83,0.19,55.01,9557,150,304.07,5.109,4,-590.01,2782.83,7787.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:890.40;S64:-332.64;S69:1702.59
