timestamp,floor,rank,label,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 10:09:56,,0,S75_BASELINE,,333.6,312.1,4.774,3,-919.26,0.19,55.01,9727,90,334.86,5.353,3,-641.27,2379.34,5168.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1367.44;S64:72.96;S69:1849.92
2026-07-03 10:09:56,,0,S75_BASELINE,,333.6,312.1,4.774,3,-919.26,0.19,55.01,9727,120,356.02,5.248,3,-678.64,4121.21,6763.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1245.68;S64:874.24;S69:2150.64
2026-07-03 10:09:56,,0,S75_BASELINE,,333.6,312.1,4.774,3,-919.26,0.19,55.01,9727,150,312.1,4.901,3,-678.07,2699.27,8131.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1187.20;S64:-443.52;S69:2150.64
2026-07-03 10:09:56,,0,S75_BASELINE,,333.6,312.1,4.774,3,-919.26,0.19,55.01,9727,180,331.42,4.774,3,-919.26,2699.27,9759.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1557.92;S64:275.44;S69:3165.36
2026-07-03 10:09:56,,0,S76_BASELINE,,337.07,312.6,4.54,3,-973.16,0.19,55.01,9727,90,339.06,4.99,3,-857.98,2572.88,5356.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1709.30;S64:109.44;S69:1849.92
2026-07-03 10:09:56,,0,S76_BASELINE,,337.07,312.6,4.54,3,-973.16,0.19,55.01,9727,120,362.25,4.835,3,-854.76,4884.45,7007.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1557.10;S64:1311.36;S69:2150.64
2026-07-03 10:09:56,,0,S76_BASELINE,,337.07,312.6,4.54,3,-973.16,0.19,55.01,9727,150,312.6,4.566,3,-854.19,2615.71,8371.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1484.00;S64:-665.28;S69:2150.64
2026-07-03 10:09:56,,0,S76_BASELINE,,337.07,312.6,4.54,3,-973.16,0.19,55.01,9727,180,334.34,4.54,3,-973.16,2615.71,10081.0,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1947.40;S64:413.16;S69:3165.36
2026-07-03 10:09:56,-700.0,1,P16-noA+S63x7+S69x18+S64x1,"(0, 0, 0, 1, 320.5696, 304.911067, -681.51, 5.25572, -3)",320.57,304.91,5.256,3,-681.51,0.19,55.01,9224,90,319.02,6.155,3,-454.99,2244.49,4534.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1196.51;S64:9.12;S69:1387.44
2026-07-03 10:09:56,-700.0,1,P16-noA+S63x7+S69x18+S64x1,"(0, 0, 0, 1, 320.5696, 304.911067, -681.51, 5.25572, -3)",320.57,304.91,5.256,3,-681.51,0.19,55.01,9224,120,337.47,5.989,3,-549.07,2552.28,5962.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1089.97;S64:109.28;S69:1612.98
2026-07-03 10:09:56,-700.0,1,P16-noA+S63x7+S69x18+S64x1,"(0, 0, 0, 1, 320.5696, 304.911067, -681.51, 5.25572, -3)",320.57,304.91,5.256,3,-681.51,0.19,55.01,9224,150,304.91,5.442,3,-513.73,2612.24,7250.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1038.80;S64:-55.44;S69:1612.98
2026-07-03 10:09:56,-700.0,1,P16-noA+S63x7+S69x18+S64x1,"(0, 0, 0, 1, 320.5696, 304.911067, -681.51, 5.25572, -3)",320.57,304.91,5.256,3,-681.51,0.19,55.01,9224,180,320.87,5.256,3,-681.51,2612.24,8662.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1363.18;S64:34.43;S69:2374.02
2026-07-03 10:09:56,-700.0,2,P16-noA+S63x7+S69x18,"(0, 0, 0, 1, 320.361181, 305.280667, -681.51, 5.286454, -3)",320.36,305.28,5.286,3,-681.51,0.19,55.01,9204,90,318.92,6.213,3,-473.08,2244.49,4503.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1196.51;S69:1387.44
2026-07-03 10:09:56,-700.0,2,P16-noA+S63x7+S69x18,"(0, 0, 0, 1, 320.361181, 305.280667, -681.51, 5.286454, -3)",320.36,305.28,5.286,3,-681.51,0.19,55.01,9204,120,336.56,6.032,3,-567.16,2340.58,5922.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1089.97;S69:1612.98
2026-07-03 10:09:56,-700.0,2,P16-noA+S63x7+S69x18,"(0, 0, 0, 1, 320.361181, 305.280667, -681.51, 5.286454, -3)",320.36,305.28,5.286,3,-681.51,0.19,55.01,9204,150,305.28,5.482,3,-531.82,2612.24,7213.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1038.80;S69:1612.98
2026-07-03 10:09:56,-700.0,2,P16-noA+S63x7+S69x18,"(0, 0, 0, 1, 320.361181, 305.280667, -681.51, 5.286454, -3)",320.36,305.28,5.286,3,-681.51,0.19,55.01,9204,180,320.68,5.286,3,-681.51,2612.24,8612.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1363.18;S69:2374.02
2026-07-03 10:09:56,-700.0,3,P16-noA+S63x6+S69x19+S64x1,"(0, 0, 0, 1, 319.985922, 304.519133, -681.51, 5.310115, -3)",319.99,304.52,5.31,3,-681.51,0.19,55.01,9224,90,317.98,6.225,3,-454.99,2147.72,4511.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1025.58;S64:9.12;S69:1464.52
2026-07-03 10:09:56,-700.0,3,P16-noA+S63x6+S69x19+S64x1,"(0, 0, 0, 1, 319.985922, 304.519133, -681.51, 5.310115, -3)",319.99,304.52,5.31,3,-681.51,0.19,55.01,9224,120,336.92,6.084,3,-549.07,2594.06,5930.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:934.26;S64:109.28;S69:1702.59
2026-07-03 10:09:56,-700.0,3,P16-noA+S63x6+S69x19+S64x1,"(0, 0, 0, 1, 319.985922, 304.519133, -681.51, 5.310115, -3)",319.99,304.52,5.31,3,-681.51,0.19,55.01,9224,150,304.52,5.519,3,-513.73,2654.02,7214.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:890.40;S64:-55.44;S69:1702.59
2026-07-03 10:09:56,-700.0,3,P16-noA+S63x6+S69x19+S64x1,"(0, 0, 0, 1, 319.985922, 304.519133, -681.51, 5.310115, -3)",319.99,304.52,5.31,3,-681.51,0.19,55.01,9224,180,320.52,5.31,3,-681.51,2654.02,8615.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1168.44;S64:34.43;S69:2505.91
2026-07-03 10:09:56,-700.0,4,P16-noA+S63x6+S69x19,"(0, 0, 0, 1, 319.777503, 304.888733, -681.51, 5.34171, -3)",319.78,304.89,5.342,3,-681.51,0.19,55.01,9204,90,317.88,6.285,3,-473.08,2147.72,4480.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1025.58;S69:1464.52
2026-07-03 10:09:56,-700.0,4,P16-noA+S63x6+S69x19,"(0, 0, 0, 1, 319.777503, 304.888733, -681.51, 5.34171, -3)",319.78,304.89,5.342,3,-681.51,0.19,55.01,9204,120,336.01,6.129,3,-567.16,2382.36,5890.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:934.26;S69:1702.59
2026-07-03 10:09:56,-700.0,4,P16-noA+S63x6+S69x19,"(0, 0, 0, 1, 319.777503, 304.888733, -681.51, 5.34171, -3)",319.78,304.89,5.342,3,-681.51,0.19,55.01,9204,150,304.89,5.56,3,-531.82,2654.02,7177.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:890.40;S69:1702.59
2026-07-03 10:09:56,-700.0,4,P16-noA+S63x6+S69x19,"(0, 0, 0, 1, 319.777503, 304.888733, -681.51, 5.34171, -3)",319.78,304.89,5.342,3,-681.51,0.19,55.01,9204,180,320.33,5.342,3,-681.51,2654.02,8565.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1168.44;S69:2505.91
2026-07-03 10:09:56,-700.0,5,P16-noA+S63x6+S69x18+S64x1,"(0, 0, 0, 1, 319.252593, 303.921733, -654.56, 5.302792, -3)",319.25,303.92,5.303,3,-654.56,0.19,55.01,9224,90,317.13,6.205,3,-447.25,2147.72,4502.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1025.58;S64:9.12;S69:1387.44
2026-07-03 10:09:56,-700.0,5,P16-noA+S63x6+S69x18+S64x1,"(0, 0, 0, 1, 319.252593, 303.921733, -654.56, 5.302792, -3)",319.25,303.92,5.303,3,-654.56,0.19,55.01,9224,120,336.17,6.061,3,-541.33,2594.06,5920.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:934.26;S64:109.28;S69:1612.98
2026-07-03 10:09:56,-700.0,5,P16-noA+S63x6+S69x18+S64x1,"(0, 0, 0, 1, 319.252593, 303.921733, -654.56, 5.302792, -3)",319.25,303.92,5.303,3,-654.56,0.19,55.01,9224,150,303.92,5.502,3,-505.99,2654.02,7204.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:890.40;S64:-55.44;S69:1612.98
2026-07-03 10:09:56,-700.0,5,P16-noA+S63x6+S69x18+S64x1,"(0, 0, 0, 1, 319.252593, 303.921733, -654.56, 5.302792, -3)",319.25,303.92,5.303,3,-654.56,0.19,55.01,9224,180,319.79,5.303,3,-654.56,2654.02,8601.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1168.44;S64:34.43;S69:2374.02
2026-07-03 10:09:56,-700.0,6,P16-noA+S63x6+S69x18,"(0, 0, 0, 1, 319.044174, 304.291333, -654.56, 5.334348, -3)",319.04,304.29,5.334,3,-654.56,0.19,55.01,9204,90,317.02,6.265,3,-465.34,2147.72,4471.0,B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:1025.58;S69:1387.44
2026-07-03 10:09:56,-700.0,6,P16-noA+S63x6+S69x18,"(0, 0, 0, 1, 319.044174, 304.291333, -654.56, 5.334348, -3)",319.04,304.29,5.334,3,-654.56,0.19,55.01,9204,120,335.26,6.105,3,-559.42,2382.36,5880.0,B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:934.26;S69:1612.98
2026-07-03 10:09:56,-700.0,6,P16-noA+S63x6+S69x18,"(0, 0, 0, 1, 319.044174, 304.291333, -654.56, 5.334348, -3)",319.04,304.29,5.334,3,-654.56,0.19,55.01,9204,150,304.29,5.542,3,-524.08,2654.02,7167.0,B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:890.40;S69:1612.98
2026-07-03 10:09:56,-700.0,6,P16-noA+S63x6+S69x18,"(0, 0, 0, 1, 319.044174, 304.291333, -654.56, 5.334348, -3)",319.04,304.29,5.334,3,-654.56,0.19,55.01,9204,180,319.6,5.334,3,-654.56,2654.02,8551.0,B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:1168.44;S69:2374.02
2026-07-03 10:09:56,-700.0,7,P16-noQ+S63x7+S69x18+S64x7,"(0, 0, 0, 0, 323.964606, 304.096867, -697.83, 4.817764, -4)",323.96,304.1,4.818,4,-697.83,0.19,55.01,9557,90,325.69,5.365,4,-570.03,2282.57,4995.0,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;R:4530.82;S63:1196.51;S64:63.84;S69:1387.44
2026-07-03 10:09:56,-700.0,7,P16-noQ+S63x7+S69x18+S64x7,"(0, 0, 0, 0, 323.964606, 304.096867, -697.83, 4.817764, -4)",323.96,304.1,4.818,4,-697.83,0.19,55.01,9557,120,345.97,5.347,4,-634.61,3951.29,6549.0,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;R:5892.88;S63:1089.97;S64:764.96;S69:1612.98
2026-07-03 10:09:56,-700.0,7,P16-noQ+S63x7+S69x18+S64x7,"(0, 0, 0, 0, 323.964606, 304.096867, -697.83, 4.817764, -4)",323.96,304.1,4.818,4,-697.83,0.19,55.01,9557,150,304.1,4.992,4,-634.04,2741.05,7860.0,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;R:8307.25;S63:1038.80;S64:-388.08;S69:1612.98
