signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-18T20:40:00+07:00,2026-05-18T20:50:00+07:00,BUY,4569.62,4557.9,4820.82,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=3.39, half-life=2.8, trend=0.098"
2026-05-21T17:10:00+07:00,2026-05-21T17:20:00+07:00,BUY,4537.84,4532.81,4644.31,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.26, half-life=13.0, trend=-0.323"
2026-05-28T20:45:00+07:00,2026-05-29T23:10:00+07:00,BUY,4409.86,4401.21,4594.78,TP,184.72,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.59, half-life=3.8, trend=0.129"
2026-06-01T18:45:00+07:00,2026-06-01T18:55:00+07:00,BUY,4509.46,4505.0,4602.9,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.83, half-life=3.3, trend=-0.275"
2026-06-08T18:30:00+07:00,2026-06-08T18:40:00+07:00,BUY,4303.9,4291.68,4567.09,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.40, half-life=2.4, trend=-0.283"
2026-06-17T17:25:00+07:00,2026-06-17T17:35:00+07:00,BUY,4332.1,4327.13,4436.4,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.67, half-life=3.8, trend=-0.155"
2026-06-18T20:15:00+07:00,2026-06-18T20:25:00+07:00,BUY,4260.05,4254.62,4376.16,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.74, half-life=3.9, trend=-0.856"
2026-06-23T17:55:00+07:00,2026-06-23T18:50:00+07:00,BUY,4122.46,4115.03,4277.16,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.99, half-life=4.2, trend=-0.559"
2026-07-01T17:35:00+07:00,2026-07-01T17:40:00+07:00,BUY,3982.16,3979.65,4035.85,SL,-2.71,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.27, half-life=3.6, trend=-0.078"
2026-07-01T17:45:00+07:00,2026-07-01T18:00:00+07:00,BUY,3985.41,3981.49,4067.8,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.64, half-life=4.0, trend=-0.062"
2026-07-01T18:30:00+07:00,2026-07-01T18:40:00+07:00,BUY,3991.33,3986.81,4087.39,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.44, half-life=5.9, trend=0.011"
2026-07-01T18:55:00+07:00,2026-07-01T21:45:00+07:00,BUY,3998.38,3993.48,4101.86,TP,103.28,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.75, half-life=7.1, trend=0.080"
2026-07-07T19:20:00+07:00,2026-07-07T19:30:00+07:00,BUY,4144.18,4139.34,4247.05,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.69, half-life=3.0, trend=0.061"
2026-07-07T19:40:00+07:00,2026-07-07T19:50:00+07:00,BUY,4148.36,4144.73,4226.58,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.83, half-life=4.0, trend=0.105"
2026-07-10T18:00:00+07:00,2026-07-10T18:25:00+07:00,BUY,4108.46,4103.96,4205.88,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.77, half-life=2.2, trend=-0.289"
2026-07-15T20:00:00+07:00,2026-07-15T20:05:00+07:00,BUY,4041.11,4037.82,4111.41,SL,-3.49,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.94, half-life=4.4, trend=0.023"
2026-07-16T20:00:00+07:00,2026-07-16T20:05:00+07:00,BUY,4042.36,4035.87,4182.39,SL,-6.69,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=3.08, half-life=3.0, trend=0.020"
