time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-16 20:35,2025-10-16 21:20,SELL,4237.4,4252.58,4203.6,SL,-15.38,"Judas above Asian high 4242.01 (fake 4251.07, depth 1.8ATR) re-entered"
2025-10-24 22:45,2025-10-25 00:25,SELL,4122.83,4137.78,4102.86,SL,-15.15,"Judas above Asian high 4123.58 (fake 4134.86, depth 1.2ATR) re-entered"
2025-11-03 22:20,2025-11-03 23:15,SELL,4017.81,4032.37,3997.63,TP,19.98,"Judas above Asian high 4018.58 (fake 4030.39, depth 1.8ATR) re-entered"
2025-11-03 22:50,2025-11-03 23:15,SELL,4010.03,4032.69,3997.63,TP,12.2,"Judas above Asian high 4018.58 (fake 4030.39, depth 1.5ATR) re-entered"
2025-11-05 22:55,2025-11-05 23:45,SELL,3978.34,3988.73,3951.86,SL,-10.59,"Judas above Asian high 3978.62 (fake 3987.05, depth 1.5ATR) re-entered"
2025-11-07 16:30,2025-11-07 21:35,SELL,4005.55,4015.68,3984.54,TP,20.81,"Judas above Asian high 4008.44 (fake 4014.18, depth 1.8ATR) re-entered"
2025-11-07 16:50,2025-11-07 21:35,SELL,4006.07,4015.68,3984.54,TP,21.33,"Judas above Asian high 4008.44 (fake 4014.18, depth 1.8ATR) re-entered"
2025-11-11 21:55,2025-11-11 22:05,BUY,4124.99,4118.23,4149.0,SL,-6.96,"Judas below Asian low 4124.72 (fake 4119.97, depth 0.8ATR) re-entered"
2025-11-12 21:45,2025-11-12 22:00,SELL,4134.35,4140.97,4098.89,SL,-6.82,"Judas above Asian high 4135.04 (fake 4139.41, depth 0.8ATR) re-entered"
2025-11-13 22:35,2025-11-14 01:30,BUY,4197.52,4181.33,4219.44,SL,-16.39,"Judas below Asian low 4196.57 (fake 4184.45, depth 1.2ATR) re-entered"
2025-11-13 22:55,2025-11-14 01:30,BUY,4202.43,4181.91,4219.44,SL,-20.72,"Judas below Asian low 4200.43 (fake 4184.45, depth 1.9ATR) re-entered"
2025-11-14 14:40,2025-11-14 18:10,BUY,4173.96,4157.22,4211.26,SL,-16.94,"Judas below Asian low 4169.64 (fake 4158.95, depth 1.9ATR) re-entered"
2025-11-14 16:40,2025-11-14 18:10,BUY,4170.97,4157.2,4211.26,SL,-13.97,"Judas below Asian low 4169.64 (fake 4158.95, depth 1.8ATR) re-entered"
2025-11-26 21:30,2025-11-26 22:00,BUY,4152.9,4138.1,4169.48,SL,-15.0,"Judas below Asian low 4146.90 (fake 4140.09, depth 1.0ATR) re-entered"
2025-11-26 22:10,2025-11-27 00:20,BUY,4152.12,4134.51,4169.48,TP,17.16,"Judas below Asian low 4146.90 (fake 4136.67, depth 1.4ATR) re-entered"
2025-11-28 16:15,2025-11-28 21:15,BUY,4164.87,4146.15,4193.14,TP,28.07,"Judas below Asian low 4163.11 (fake 4149.20, depth 1.4ATR) re-entered"
2025-11-28 16:30,2025-11-28 21:15,BUY,4163.97,4145.85,4193.14,TP,28.97,"Judas below Asian low 4163.11 (fake 4149.20, depth 1.2ATR) re-entered"
2025-12-02 21:35,2025-12-02 22:15,SELL,4221.98,4232.09,4203.33,TP,18.45,"Judas above Asian high 4226.30 (fake 4230.59, depth 0.9ATR) re-entered"
2025-12-03 14:35,2025-12-03 16:05,BUY,4206.16,4198.75,4228.91,SL,-7.61,"Judas below Asian low 4203.56 (fake 4200.25, depth 1.0ATR) re-entered"
2025-12-03 21:05,2025-12-03 23:55,SELL,4223.61,4242.62,4203.56,TP,19.85,"Judas above Asian high 4228.91 (fake 4240.81, depth 2.0ATR) re-entered"
2025-12-03 21:40,2025-12-03 23:55,SELL,4227.04,4244.0,4203.56,TP,23.28,"Judas above Asian high 4228.91 (fake 4241.52, depth 1.5ATR) re-entered"
2025-12-03 22:35,2025-12-03 23:55,SELL,4225.73,4244.07,4203.56,TP,21.97,"Judas above Asian high 4226.15 (fake 4241.52, depth 1.8ATR) re-entered"
2025-12-04 21:35,2025-12-04 23:10,SELL,4202.39,4215.07,4174.97,SL,-12.88,"Judas above Asian high 4207.51 (fake 4213.39, depth 1.0ATR) re-entered"
2025-12-11 21:45,2025-12-11 22:40,SELL,4232.38,4246.32,4204.32,SL,-14.14,"Judas above Asian high 4234.34 (fake 4244.52, depth 1.7ATR) re-entered"
2025-12-15 22:05,2025-12-15 23:00,BUY,4323.01,4310.26,4347.37,SL,-12.95,"Judas below Asian low 4319.36 (fake 4312.46, depth 0.9ATR) re-entered"
2025-12-15 22:30,2025-12-15 23:00,BUY,4322.35,4308.85,4347.37,SL,-13.7,"Judas below Asian low 4319.36 (fake 4311.63, depth 0.8ATR) re-entered"
2025-12-18 16:40,2025-12-18 19:25,BUY,4324.53,4319.79,4342.92,SL,-4.94,"Judas below Asian low 4324.45 (fake 4321.29, depth 1.2ATR) re-entered"
2025-12-18 20:55,2025-12-18 21:40,SELL,4336.52,4344.67,4324.45,TP,11.87,"Judas above Asian high 4337.71 (fake 4343.03, depth 1.0ATR) re-entered"
2025-12-18 21:10,2025-12-18 21:40,SELL,4336.25,4344.88,4324.78,TP,11.27,"Judas above Asian high 4337.71 (fake 4343.03, depth 0.9ATR) re-entered"
2025-12-19 20:20,2025-12-19 21:35,SELL,4330.78,4336.7,4309.3,SL,-6.12,"Judas above Asian high 4331.10 (fake 4335.20, depth 1.2ATR) re-entered"
2025-12-19 20:50,2025-12-19 21:35,SELL,4328.66,4336.93,4309.3,SL,-8.47,"Judas above Asian high 4329.54 (fake 4335.43, depth 1.4ATR) re-entered"
2025-12-19 21:10,2025-12-19 21:35,SELL,4328.08,4336.93,4312.72,SL,-9.05,"Judas above Asian high 4329.54 (fake 4335.43, depth 1.2ATR) re-entered"
2025-12-19 21:45,2025-12-19 22:00,SELL,4327.22,4339.45,4312.72,SL,-12.43,"Judas above Asian high 4329.54 (fake 4337.82, depth 1.5ATR) re-entered"
2025-12-22 21:55,2025-12-22 22:45,SELL,4419.21,4431.13,4378.78,SL,-12.12,"Judas above Asian high 4419.90 (fake 4429.34, depth 1.6ATR) re-entered"
2025-12-22 22:10,2025-12-22 22:45,SELL,4416.07,4431.24,4382.19,SL,-15.37,"Judas above Asian high 4419.90 (fake 4429.34, depth 1.5ATR) re-entered"
2025-12-23 21:10,2025-12-23 21:30,BUY,4469.81,4456.02,4497.75,SL,-13.99,"Judas below Asian low 4469.51 (fake 4458.10, depth 1.6ATR) re-entered"
2025-12-24 22:05,2025-12-24 22:35,BUY,4473.42,4457.92,4512.2,SL,-15.7,"Judas below Asian low 4471.08 (fake 4460.29, depth 1.4ATR) re-entered"
2025-12-26 20:45,2025-12-26 21:30,SELL,4517.92,4530.25,4492.54,SL,-12.53,"Judas above Asian high 4519.45 (fake 4528.75, depth 2.0ATR) re-entered"
2026-01-07 20:20,2026-01-07 22:15,BUY,4442.24,4425.66,4495.77,SL,-16.78,"Judas below Asian low 4441.55 (fake 4427.83, depth 1.9ATR) re-entered"
2026-01-07 21:40,2026-01-07 22:15,BUY,4444.13,4425.75,4480.31,SL,-18.58,"Judas below Asian low 4441.55 (fake 4427.83, depth 2.0ATR) re-entered"
2026-01-13 20:15,2026-01-13 20:30,SELL,4601.58,4607.81,4573.66,SL,-6.43,"Judas above Asian high 4602.13 (fake 4606.31, depth 1.0ATR) re-entered"
2026-01-14 21:50,2026-01-14 22:00,BUY,4615.56,4604.89,4639.74,SL,-10.87,"Judas below Asian low 4613.41 (fake 4606.95, depth 0.9ATR) re-entered"
2026-01-14 22:10,2026-01-15 02:00,BUY,4615.57,4596.79,4639.74,TP,23.97,"Judas below Asian low 4613.41 (fake 4599.43, depth 1.6ATR) re-entered"
