timestamp,rank,label,add_leg,add_weight,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 16:06:09,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,90,372.89,4.106,3,-965.96,2843.84,5890.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03
2026-07-03 16:06:09,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,120,431.59,4.628,3,-937.32,5164.4,7751.88,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97
2026-07-03 16:06:09,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,150,364.83,4.196,3,-998.76,4944.19,9322.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_MAIN:7685.63
2026-07-03 16:06:09,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,180,368.35,4.055,3,-999.91,4944.19,11158.99,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_MAIN:5749.80
2026-07-03 16:06:09,1,S82+S89_D1_INV_NO17_RISK20x24.25,S89_D1_INV_NO17_RISK20,24.25,"(1, 414.149029, 393.643626, -999.9079, 4.419081, -3)",414.15,393.64,4.419,3,-999.91,0.19,55.01,9752,90,402.97,4.459,3,-965.96,2843.84,6375.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03;S89_D1_INV_NO17_RISK20:2707.51
2026-07-03 16:06:09,1,S82+S89_D1_INV_NO17_RISK20x24.25,S89_D1_INV_NO17_RISK20,24.25,"(1, 414.149029, 393.643626, -999.9079, 4.419081, -3)",414.15,393.64,4.419,3,-999.91,0.19,55.01,9752,120,463.42,5.059,3,-937.32,5164.4,8479.38,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97;S89_D1_INV_NO17_RISK20:3820.59
2026-07-03 16:06:09,1,S82+S89_D1_INV_NO17_RISK20x24.25,S89_D1_INV_NO17_RISK20,24.25,"(1, 414.149029, 393.643626, -999.9079, 4.419081, -3)",414.15,393.64,4.419,3,-999.91,0.19,55.01,9752,150,393.64,4.548,3,-998.76,4944.19,10195.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_MAIN:7685.63;S89_D1_INV_NO17_RISK20:4321.35
2026-07-03 16:06:09,1,S82+S89_D1_INV_NO17_RISK20x24.25,S89_D1_INV_NO17_RISK20,24.25,"(1, 414.149029, 393.643626, -999.9079, 4.419081, -3)",414.15,393.64,4.419,3,-999.91,0.19,55.01,9752,180,396.56,4.419,3,-999.91,4944.19,12177.49,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_MAIN:5749.80;S89_D1_INV_NO17_RISK20:5076.74
2026-07-03 16:06:09,2,S82+S89_D1_INV_NO17_RISK20x24,S89_D1_INV_NO17_RISK20,24.0,"(1, 413.842496, 393.346626, -999.9079, 4.417094, -3)",413.84,393.35,4.417,3,-999.91,0.19,55.01,9752,90,402.66,4.456,3,-965.96,2843.84,6370.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03;S89_D1_INV_NO17_RISK20:2679.60
2026-07-03 16:06:09,2,S82+S89_D1_INV_NO17_RISK20x24,S89_D1_INV_NO17_RISK20,24.0,"(1, 413.842496, 393.346626, -999.9079, 4.417094, -3)",413.84,393.35,4.417,3,-999.91,0.19,55.01,9752,120,463.1,5.057,3,-937.32,5164.4,8471.88,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97;S89_D1_INV_NO17_RISK20:3781.20
2026-07-03 16:06:09,2,S82+S89_D1_INV_NO17_RISK20x24,S89_D1_INV_NO17_RISK20,24.0,"(1, 413.842496, 393.346626, -999.9079, 4.417094, -3)",413.84,393.35,4.417,3,-999.91,0.19,55.01,9752,150,393.35,4.546,3,-998.76,4944.19,10186.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_MAIN:7685.63;S89_D1_INV_NO17_RISK20:4276.80
2026-07-03 16:06:09,2,S82+S89_D1_INV_NO17_RISK20x24,S89_D1_INV_NO17_RISK20,24.0,"(1, 413.842496, 393.346626, -999.9079, 4.417094, -3)",413.84,393.35,4.417,3,-999.91,0.19,55.01,9752,180,396.26,4.417,3,-999.91,4944.19,12166.99,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_MAIN:5749.80;S89_D1_INV_NO17_RISK20:5024.40
2026-07-03 16:06:09,3,S82+S89_D1_INV_NO17_RISK20x23.75,S89_D1_INV_NO17_RISK20,23.75,"(1, 413.535963, 393.049626, -999.9079, 4.415107, -3)",413.54,393.05,4.415,3,-999.91,0.19,55.01,9752,90,402.35,4.452,3,-965.96,2843.84,6365.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03;S89_D1_INV_NO17_RISK20:2651.69
2026-07-03 16:06:09,3,S82+S89_D1_INV_NO17_RISK20x23.75,S89_D1_INV_NO17_RISK20,23.75,"(1, 413.535963, 393.049626, -999.9079, 4.415107, -3)",413.54,393.05,4.415,3,-999.91,0.19,55.01,9752,120,462.77,5.055,3,-937.32,5164.4,8464.38,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97;S89_D1_INV_NO17_RISK20:3741.81
