timestamp,label,entry_tf,confirmation_type,htf_tf,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,ema_fast,pullback_touch_atr,sl_atr_mult,tp_rr,htf_ema_period,htf_slope_bars,adx_min_threshold,rsi_threshold,level_lookback,level_zone_pct
2026-06-26 21:02:05,robust90d_locked,M5,htf_trend,M15,2099,51.0,246.88,2.74,2.37,20.2,104,90,0,1288.0,79.02,0.01,0.03,1.0,1246.88,15,0.025,1.02,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:02:23,edgeA_adx20_90d,M5,htf_trend,M15,1392,51.1,198.07,2.2,2.06,14.5,96,90,0,1178.74,68.87,0.01,0.03,1.0,1198.07,17,0.025,1.02,8,0.15,0.8,1.0,50,5,20.0,10.0,20,0.2
2026-06-26 21:02:25,edgeA_adx25_90d,M5,htf_trend,M15,895,49.3,-187.0,-2.08,-2.28,10.9,82,90,0,1151.89,73.11,0.01,0.02,1.0,813.0,20,-0.008,0.97,8,0.15,0.8,1.0,50,5,25.0,10.0,20,0.2
2026-06-26 21:02:27,edgeA_adx30_90d,M5,htf_trend,M15,576,50.3,-24.73,-0.27,-0.41,9.6,60,90,0,653.32,48.14,0.01,0.03,1.0,975.27,17,0.014,0.99,8,0.15,0.8,1.0,50,5,30.0,10.0,20,0.2
2026-06-26 21:02:42,edgeB_session_ny_90d,M5,htf_trend,M15,928,51.1,43.08,0.48,0.41,8.9,104,90,0,990.0,56.96,0.01,0.03,1.0,1043.08,13,0.015,1.01,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:02:43,edgeB_session_london_90d,M5,htf_trend,M15,958,50.7,-72.37,-0.8,-0.75,10.0,96,90,0,961.29,95.22,0.01,0.02,1.0,927.63,16,0.031,0.98,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:02:46,edgeB_session_full24h_90d,M5,htf_trend,M15,5000,49.8,-396.47,-4.41,-3.48,43.9,114,90,0,1831.7,125.93,0.01,0.02,1.0,603.53,19,0.124,0.99,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:03:43,leverage_risk0.5_90d,M5,htf_trend,M15,2099,51.0,298.2,3.31,2.87,20.2,104,90,0,1282.01,75.3,0.01,0.01,0.5,1298.2,15,0.049,1.02,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:03:45,leverage_risk2.0_90d,M5,htf_trend,M15,2099,51.0,-193.17,-2.15,-1.86,20.2,104,90,0,1414.62,102.95,0.01,0.04,2.0,806.83,15,0.797,0.99,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:03:47,leverage_risk5.0_90d,M5,htf_trend,M15,2099,51.0,-486.04,-5.4,-4.67,20.2,104,90,0,2412.64,118.0,0.01,0.12,5.0,513.96,15,-0.119,0.98,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
