timestamp,label,entry_tf,confirmation_type,htf_tf,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,ema_fast,pullback_touch_atr,sl_atr_mult,tp_rr,htf_ema_period,htf_slope_bars,adx_min_threshold,rsi_threshold,level_lookback,level_zone_pct
2026-06-26 21:00:06,grid014_none_M5_sl0.8_rr1.0,M5,none,M15,1210,47.4,-611.55,-20.38,-17.47,34.6,35,30,0,739.43,68.28,0.01,0.02,1.0,388.45,15,-0.061,0.9,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:06,grid015_none_M5_sl0.8_rr1.5,M5,none,M15,1209,37.0,-763.45,-25.45,-20.09,31.8,38,30,0,947.38,81.02,0.01,0.02,1.0,236.55,17,-0.075,0.9,8,0.15,0.8,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:06,grid016_none_M5_sl0.8_rr2.0,M5,none,M15,1208,30.4,-928.42,-30.95,-25.09,32.6,37,30,0,1152.56,105.56,0.01,0.02,1.0,71.58,23,0.569,0.89,8,0.15,0.8,2.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:08,grid017_trend_M1_M15_ema21_sl0.5_rr1.0,M1,htf_trend,M15,3160,50.4,-865.58,-28.85,-26.23,95.8,33,30,0,966.39,93.21,0.01,0.09,1.0,134.42,16,-0.05,0.89,8,0.15,0.5,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:09,grid018_trend_M1_M15_ema21_sl0.5_rr1.5,M1,htf_trend,M15,3160,40.2,-907.26,-30.24,-26.68,92.9,34,30,0,996.9,95.74,0.01,0.08,1.0,92.74,31,-0.053,0.9,8,0.15,0.5,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:11,grid019_trend_M1_M15_ema21_sl0.8_rr1.0,M1,htf_trend,M15,3157,50.6,-723.82,-24.13,-21.93,95.7,33,30,0,810.2,78.26,0.01,0.06,1.0,276.18,31,-0.033,0.92,8,0.15,0.8,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:12,grid020_trend_M1_M15_ema21_sl0.8_rr1.5,M1,htf_trend,M15,3157,40.7,-766.61,-25.55,-22.55,92.9,34,30,0,1102.99,86.3,0.01,0.08,1.0,233.39,40,-0.033,0.93,8,0.15,0.8,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:13,grid021_trend_M1_M15_ema50_sl0.5_rr1.0,M1,htf_trend,M15,3218,52.1,-542.73,-18.09,-16.45,97.5,33,30,0,700.46,67.56,0.01,0.09,1.0,457.27,16,-0.019,0.94,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:15,grid022_trend_M1_M15_ema50_sl0.5_rr1.5,M1,htf_trend,M15,3218,42.5,-480.75,-16.02,-14.57,97.5,33,30,0,804.93,76.78,0.01,0.1,1.0,519.25,40,-0.012,0.96,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:16,grid023_trend_M1_M15_ema50_sl0.8_rr1.0,M1,htf_trend,M15,3215,52.7,-76.22,-2.54,-2.31,97.4,33,30,0,819.04,66.56,0.01,0.08,1.0,923.78,27,0.003,0.99,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:17,grid024_trend_M1_M15_ema50_sl0.8_rr1.5,M1,htf_trend,M15,3215,43.0,519.83,17.33,15.75,97.4,33,30,0,1503.1,75.67,0.01,0.11,1.0,1519.83,50,0.021,1.03,8,0.15,0.8,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:19,grid025_trend_M1_H1_ema21_sl0.5_rr1.0,M1,htf_trend,H1,3236,53.1,-354.8,-11.83,-10.75,98.1,33,30,0,725.57,56.05,0.01,0.16,1.0,645.2,16,-0.008,0.98,8,0.15,0.5,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:20,grid026_trend_M1_H1_ema21_sl0.5_rr1.5,M1,htf_trend,H1,3236,43.2,-70.43,-2.35,-2.13,98.1,33,30,0,1409.88,68.25,0.01,0.14,1.0,929.57,39,0.005,1.0,8,0.15,0.5,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:21,grid027_trend_M1_H1_ema21_sl0.8_rr1.0,M1,htf_trend,H1,3233,53.6,293.11,9.77,8.88,98.0,33,30,0,1263.75,62.0,0.01,0.12,1.0,1293.11,24,0.013,1.02,8,0.15,0.8,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:22,grid028_trend_M1_H1_ema21_sl0.8_rr1.5,M1,htf_trend,H1,3233,43.3,1033.87,34.46,31.33,98.0,33,30,0,2371.27,74.01,0.01,0.14,1.0,2033.87,52,0.03,1.04,8,0.15,0.8,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:24,grid029_trend_M1_H1_ema50_sl0.5_rr1.0,M1,htf_trend,H1,3250,52.9,-505.85,-16.86,-15.33,98.5,33,30,0,922.16,67.6,0.01,0.17,1.0,494.15,18,-0.017,0.96,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:25,grid030_trend_M1_H1_ema50_sl0.5_rr1.5,M1,htf_trend,H1,3250,43.0,-71.34,-2.38,-2.16,98.5,33,30,0,961.82,60.17,0.01,0.16,1.0,928.66,39,0.006,1.0,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:26,grid031_trend_M1_H1_ema50_sl0.8_rr1.0,M1,htf_trend,H1,3247,53.2,75.8,2.53,2.3,98.4,33,30,0,924.36,59.83,0.01,0.12,1.0,1075.8,24,0.007,1.0,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:28,grid032_trend_M1_H1_ema50_sl0.8_rr1.5,M1,htf_trend,H1,3247,42.9,457.37,15.25,13.86,98.4,33,30,0,1032.89,65.7,0.01,0.12,1.0,1457.37,52,0.019,1.02,8,0.15,0.8,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:28,grid033_trend_M5_M15_ema21_sl0.5_rr1.0,M5,htf_trend,M15,749,48.6,-321.35,-10.71,-9.45,22.0,34,30,0,397.46,39.59,0.01,0.03,1.0,678.65,14,-0.044,0.91,8,0.15,0.5,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:28,grid034_trend_M5_M15_ema21_sl0.5_rr1.5,M5,htf_trend,M15,748,37.8,-402.95,-13.43,-11.51,21.4,35,30,0,511.78,49.81,0.01,0.03,1.0,597.05,18,-0.056,0.9,8,0.15,0.5,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:28,grid035_trend_M5_M15_ema21_sl0.8_rr1.0,M5,htf_trend,M15,747,48.9,-157.57,-5.25,-4.5,21.3,35,30,0,318.93,30.93,0.01,0.02,1.0,842.43,16,-0.015,0.96,8,0.15,0.8,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:29,grid036_trend_M5_M15_ema21_sl0.8_rr1.5,M5,htf_trend,M15,746,37.5,-249.4,-8.31,-6.93,20.7,36,30,0,524.02,46.84,0.01,0.02,1.0,750.6,18,-0.025,0.95,8,0.15,0.8,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:29,grid037_trend_M5_M15_ema50_sl0.5_rr1.0,M5,htf_trend,M15,759,54.8,602.85,20.1,17.73,22.3,34,30,0,198.37,16.83,0.01,0.05,1.0,1602.85,13,0.068,1.14,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:29,grid038_trend_M5_M15_ema50_sl0.5_rr1.5,M5,htf_trend,M15,758,44.5,703.86,23.46,19.55,21.1,36,30,0,406.17,36.22,0.01,0.05,1.0,1703.86,18,0.079,1.14,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:30,grid039_trend_M5_M15_ema50_sl0.8_rr1.0,M5,htf_trend,M15,757,55.6,1048.99,34.97,29.97,21.6,35,30,0,345.74,18.94,0.01,0.04,1.0,2048.99,14,0.1,1.22,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:30,grid040_trend_M5_M15_ema50_sl0.8_rr1.5,M5,htf_trend,M15,756,43.7,783.24,26.11,21.76,21.0,36,30,0,419.82,32.15,0.01,0.04,1.0,1783.24,18,0.086,1.14,8,0.15,0.8,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:30,grid041_trend_M5_H1_ema21_sl0.5_rr1.0,M5,htf_trend,H1,747,53.5,410.27,13.68,12.07,22.0,34,30,0,358.43,25.18,0.01,0.05,1.0,1410.27,15,0.051,1.09,8,0.15,0.5,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:30,grid042_trend_M5_H1_ema21_sl0.5_rr1.5,M5,htf_trend,H1,746,44.2,790.4,26.35,21.96,20.7,36,30,0,368.99,27.66,0.01,0.05,1.0,1790.4,24,0.086,1.15,8,0.15,0.5,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:31,grid043_trend_M5_H1_ema21_sl0.8_rr1.0,M5,htf_trend,H1,745,54.9,978.46,32.62,27.96,21.3,35,30,0,433.95,26.74,0.01,0.05,1.0,1978.46,14,0.097,1.2,8,0.15,0.8,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:31,grid044_trend_M5_H1_ema21_sl0.8_rr1.5,M5,htf_trend,H1,744,44.1,910.8,30.36,25.3,20.7,36,30,0,472.69,31.27,0.01,0.04,1.0,1910.8,24,0.095,1.15,8,0.15,0.8,1.5,21,5,0.0,10.0,20,0.2
2026-06-26 21:00:31,grid045_trend_M5_H1_ema50_sl0.5_rr1.0,M5,htf_trend,H1,741,51.1,-100.44,-3.35,-2.95,21.8,34,30,0,374.38,35.77,0.01,0.04,1.0,899.56,14,-0.008,0.97,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:32,grid046_trend_M5_H1_ema50_sl0.5_rr1.5,M5,htf_trend,H1,740,41.6,271.72,9.06,7.55,20.6,36,30,0,521.73,47.08,0.01,0.04,1.0,1271.72,24,0.042,1.06,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:32,grid047_trend_M5_H1_ema50_sl0.8_rr1.0,M5,htf_trend,H1,740,52.0,244.14,8.14,6.98,21.1,35,30,0,510.44,41.44,0.01,0.03,1.0,1244.14,23,0.036,1.06,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:32,grid048_trend_M5_H1_ema50_sl0.8_rr1.5,M5,htf_trend,H1,739,42.5,551.16,18.37,15.31,20.5,36,30,0,635.87,50.23,0.01,0.04,1.0,1551.16,27,0.07,1.11,8,0.15,0.8,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:33,grid049_rsi_M1_M15_thr5.0_rr1.0,M1,htf_rsi,M15,3952,50.1,-1050.97,-35.03,-31.85,119.8,33,30,0,1124.95,108.5,0.01,0.09,1.0,-50.97,16,0.093,0.89,8,0.15,0.5,1.0,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:35,grid050_rsi_M1_M15_thr5.0_rr1.5,M1,htf_rsi,M15,3952,40.2,-1037.9,-34.6,-31.45,119.8,33,30,0,1123.19,107.87,0.01,0.08,1.0,-37.9,24,0.119,0.9,8,0.15,0.5,1.5,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:36,grid051_rsi_M1_M15_thr10.0_rr1.0,M1,htf_rsi,M15,4610,49.7,-1314.6,-43.82,-39.84,139.7,33,30,0,1362.48,134.99,0.01,0.1,1.0,-314.6,13,0.079,0.88,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:37,grid052_rsi_M1_M15_thr10.0_rr1.5,M1,htf_rsi,M15,4610,40.0,-1194.73,-39.82,-35.14,135.6,34,30,0,1237.03,123.7,0.01,0.08,1.0,-194.73,20,-0.613,0.9,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:38,grid053_rsi_M1_M15_thr15.0_rr1.0,M1,htf_rsi,M15,5022,49.5,-1443.67,-48.12,-43.75,152.2,33,30,0,1480.31,148.03,0.01,0.09,1.0,-443.67,13,0.165,0.88,8,0.15,0.5,1.0,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:40,grid054_rsi_M1_M15_thr15.0_rr1.5,M1,htf_rsi,M15,5022,40.0,-1246.53,-41.55,-36.66,147.7,34,30,0,1285.04,128.5,0.01,0.09,1.0,-246.53,19,-0.099,0.91,8,0.15,0.5,1.5,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:41,grid055_rsi_M1_H1_thr5.0_rr1.0,M1,htf_rsi,H1,3901,51.5,-720.88,-24.03,-21.84,118.2,33,30,0,1066.29,87.2,0.01,0.09,1.0,279.12,16,-0.025,0.93,8,0.15,0.5,1.0,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:42,grid056_rsi_M1_H1_thr5.0_rr1.5,M1,htf_rsi,H1,3901,41.6,-691.2,-23.04,-20.95,118.2,33,30,0,1002.95,84.99,0.01,0.08,1.0,308.8,39,-0.019,0.94,8,0.15,0.5,1.5,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:43,grid057_rsi_M1_H1_thr10.0_rr1.0,M1,htf_rsi,H1,4409,50.4,-1078.97,-35.97,-32.7,133.6,33,30,0,1420.93,111.93,0.01,0.1,1.0,-78.97,16,0.493,0.91,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:45,grid058_rsi_M1_H1_thr10.0_rr1.5,M1,htf_rsi,H1,4409,40.5,-989.29,-32.98,-29.1,129.7,34,30,0,1132.38,103.04,0.01,0.09,1.0,10.71,39,-0.165,0.93,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:46,grid059_rsi_M1_H1_thr15.0_rr1.0,M1,htf_rsi,H1,4871,49.9,-1361.13,-45.37,-41.25,147.6,33,30,0,1705.89,131.29,0.01,0.11,1.0,-361.13,16,0.094,0.9,8,0.15,0.5,1.0,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:47,grid060_rsi_M1_H1_thr15.0_rr1.5,M1,htf_rsi,H1,4871,40.1,-1291.91,-43.06,-38.0,143.3,34,30,0,1540.16,127.31,0.01,0.11,1.0,-291.91,27,-0.434,0.92,8,0.15,0.5,1.5,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:47,grid061_rsi_M5_M15_thr5.0_rr1.0,M5,htf_rsi,M15,971,48.7,-385.66,-12.86,-11.34,28.6,34,30,0,477.87,47.6,0.01,0.03,1.0,614.34,12,-0.041,0.91,8,0.15,0.5,1.0,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:47,grid062_rsi_M5_M15_thr5.0_rr1.5,M5,htf_rsi,M15,971,39.1,-365.76,-12.19,-10.16,27.0,36,30,0,664.28,66.43,0.01,0.03,1.0,634.24,18,-0.031,0.93,8,0.15,0.5,1.5,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:47,grid063_rsi_M5_M15_thr10.0_rr1.0,M5,htf_rsi,M15,1100,47.5,-655.5,-21.85,-19.28,32.4,34,30,0,699.41,69.67,0.01,0.03,1.0,344.5,13,-0.081,0.86,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:47,grid064_rsi_M5_M15_thr10.0_rr1.5,M5,htf_rsi,M15,1099,38.2,-481.31,-16.04,-13.37,30.5,36,30,0,709.25,69.87,0.01,0.03,1.0,518.69,24,-0.04,0.92,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:48,grid065_rsi_M5_M15_thr15.0_rr1.0,M5,htf_rsi,M15,1175,47.6,-668.29,-22.28,-19.09,33.6,35,30,0,692.32,69.23,0.01,0.03,1.0,331.71,14,-0.078,0.87,8,0.15,0.5,1.0,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:48,grid066_rsi_M5_M15_thr15.0_rr1.5,M5,htf_rsi,M15,1174,38.2,-522.77,-17.43,-14.13,31.7,37,30,0,758.65,71.48,0.01,0.03,1.0,477.23,18,-0.043,0.92,8,0.15,0.5,1.5,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:48,grid067_rsi_M5_H1_thr5.0_rr1.0,M5,htf_rsi,H1,904,51.2,-46.28,-1.54,-1.36,26.6,34,30,0,332.85,33.16,0.01,0.03,1.0,953.72,14,0.002,0.99,8,0.15,0.5,1.0,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:48,grid068_rsi_M5_H1_thr5.0_rr1.5,M5,htf_rsi,H1,903,41.2,-39.14,-1.3,-1.09,25.1,36,30,0,572.0,52.89,0.01,0.03,1.0,960.86,18,0.007,0.99,8,0.15,0.5,1.5,50,5,0.0,5.0,20,0.2
2026-06-26 21:00:49,grid069_rsi_M5_H1_thr10.0_rr1.0,M5,htf_rsi,H1,1019,47.7,-574.96,-19.17,-16.91,30.0,34,30,0,646.62,64.66,0.01,0.03,1.0,425.04,14,-0.068,0.87,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:49,grid070_rsi_M5_H1_thr10.0_rr1.5,M5,htf_rsi,H1,1018,38.3,-358.87,-11.96,-9.97,28.3,36,30,0,694.19,65.51,0.01,0.03,1.0,641.13,21,-0.026,0.93,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.2
2026-06-26 21:00:49,grid071_rsi_M5_H1_thr15.0_rr1.0,M5,htf_rsi,H1,1113,47.3,-696.67,-23.22,-20.49,32.7,34,30,0,712.17,71.22,0.01,0.03,1.0,303.33,14,-0.089,0.86,8,0.15,0.5,1.0,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:49,grid072_rsi_M5_H1_thr15.0_rr1.5,M5,htf_rsi,H1,1112,37.9,-536.57,-17.89,-14.9,30.9,36,30,0,786.25,70.35,0.01,0.03,1.0,463.43,18,-0.05,0.91,8,0.15,0.5,1.5,50,5,0.0,15.0,20,0.2
2026-06-26 21:00:51,grid073_level_M1_H1_zone0.15_rr1.0,M1,htf_level,H1,939,48.8,-606.39,-20.21,-21.66,33.5,28,30,0,724.33,69.88,0.01,0.16,1.0,393.61,14,-0.093,0.83,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.15
2026-06-26 21:00:52,grid074_level_M1_H1_zone0.15_rr1.5,M1,htf_level,H1,939,39.5,-619.96,-20.67,-22.14,33.5,28,30,0,1012.67,80.62,0.01,0.17,1.0,380.04,25,-0.093,0.86,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.15
2026-06-26 21:00:53,grid075_level_M1_H1_zone0.25_rr1.0,M1,htf_level,H1,1635,49.3,-809.04,-26.97,-24.52,49.5,33,30,0,1028.38,90.97,0.01,0.18,1.0,190.96,14,-0.087,0.85,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.25
2026-06-26 21:00:54,grid076_level_M1_H1_zone0.25_rr1.5,M1,htf_level,H1,1635,39.4,-832.86,-27.76,-25.24,49.5,33,30,0,1057.28,90.91,0.01,0.18,1.0,167.14,25,-0.089,0.88,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.25
2026-06-26 21:00:55,grid077_level_M1_H4_zone0.15_rr1.0,M1,htf_level,H4,1221,43.3,-1135.31,-37.84,-54.06,58.1,21,30,0,1195.32,115.32,0.01,0.17,1.0,-135.31,16,-0.598,0.71,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.15
2026-06-26 21:00:57,grid078_level_M1_H4_zone0.15_rr1.5,M1,htf_level,H4,1221,34.1,-1204.85,-40.16,-57.37,58.1,21,30,0,1282.16,120.23,0.01,0.19,1.0,-204.85,26,-0.606,0.75,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.15
2026-06-26 21:00:58,grid079_level_M1_H4_zone0.25_rr1.0,M1,htf_level,H4,1625,43.0,-1464.98,-48.83,-66.59,73.9,22,30,0,1534.89,148.08,0.01,0.15,1.0,-464.98,16,0.06,0.69,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.25
2026-06-26 21:00:59,grid080_level_M1_H4_zone0.25_rr1.5,M1,htf_level,H4,1625,33.5,-1588.86,-52.96,-69.08,70.7,23,30,0,1639.69,156.04,0.01,0.15,1.0,-588.86,26,0.209,0.72,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.25
2026-06-26 21:00:59,grid081_level_M5_H1_zone0.15_rr1.0,M5,htf_level,H1,195,44.6,-297.7,-9.92,-10.63,7.0,28,30,0,375.7,37.19,0.01,0.05,1.0,702.3,9,-0.173,0.73,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.15
2026-06-26 21:00:59,grid082_level_M5_H1_zone0.15_rr1.5,M5,htf_level,H1,195,34.9,-303.41,-10.11,-10.84,7.0,28,30,0,389.5,38.36,0.01,0.05,1.0,696.59,10,-0.173,0.76,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.15
2026-06-26 21:01:00,grid083_level_M5_H1_zone0.25_rr1.0,M5,htf_level,H1,342,44.4,-462.2,-15.41,-14.44,10.7,32,30,0,472.32,46.76,0.01,0.04,1.0,537.8,14,-0.172,0.74,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.25
2026-06-26 21:01:00,grid084_level_M5_H1_zone0.25_rr1.5,M5,htf_level,H1,342,34.2,-535.33,-17.84,-16.22,10.4,33,30,0,550.71,54.24,0.01,0.04,1.0,464.67,14,-0.208,0.74,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.25
2026-06-26 21:01:00,grid085_level_M5_H4_zone0.15_rr1.0,M5,htf_level,H4,253,44.3,-308.78,-10.29,-15.44,12.7,20,30,0,407.92,37.89,0.01,0.06,1.0,691.22,10,-0.139,0.78,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.15
2026-06-26 21:01:00,grid086_level_M5_H4_zone0.15_rr1.5,M5,htf_level,H4,253,34.4,-359.31,-11.98,-17.11,12.0,21,30,0,374.94,36.92,0.01,0.05,1.0,640.69,11,-0.165,0.78,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.15
2026-06-26 21:01:01,grid087_level_M5_H4_zone0.25_rr1.0,M5,htf_level,H4,339,43.4,-454.48,-15.15,-19.76,14.7,23,30,0,546.48,52.52,0.01,0.05,1.0,545.52,10,-0.169,0.75,8,0.15,0.5,1.0,50,5,0.0,10.0,20,0.25
2026-06-26 21:01:01,grid088_level_M5_H4_zone0.25_rr1.5,M5,htf_level,H4,339,32.7,-613.2,-20.44,-25.55,14.1,24,30,0,659.61,63.04,0.01,0.05,1.0,386.8,11,-0.264,0.72,8,0.15,0.5,1.5,50,5,0.0,10.0,20,0.25
2026-06-26 21:01:30,robust60d_locked,M5,htf_trend,M15,1423,51.5,253.55,4.23,3.67,20.6,69,60,0,1065.9,74.5,0.01,0.03,1.0,1253.55,15,0.03,1.03,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
2026-06-26 21:01:49,robust60d_alt_h1ema21,M5,htf_trend,H1,1405,50.8,-99.97,-1.67,-1.43,20.1,70,60,0,1265.87,84.63,0.01,0.02,1.0,900.03,19,0.016,0.99,8,0.15,0.8,1.0,21,5,0.0,10.0,20,0.2
2026-06-26 21:01:51,robust60d_baseline_nofilter,M5,none,M15,2310,48.0,-1229.35,-20.49,-17.82,33.5,69,60,0,1381.76,123.06,0.01,0.02,1.0,-229.35,15,-0.735,0.9,8,0.15,0.8,1.0,50,5,0.0,10.0,20,0.2
