time,exit_time,dir,entry,sl,tp,outcome,profit,ml_prob
2025-12-18 00:55,2025-12-18 01:40,SELL,4342.4,4349.36,4331.96,TP,10.24,0.464
2026-01-29 03:30,2026-01-29 03:40,BUY,5359.44,5339.1,5389.95,TP,30.31,0.467
2026-01-31 00:05,2026-01-31 00:40,BUY,4930.76,4886.44,4997.24,SL,-44.52,0.455
2026-02-02 13:40,2026-02-02 14:25,BUY,4452.93,4377.5,4566.08,TP,112.95,0.452
2026-02-03 07:30,2026-02-03 07:55,BUY,4825.81,4794.23,4873.18,SL,-31.78,0.452
2026-02-03 13:30,2026-02-03 14:30,BUY,4875.56,4853.24,4909.04,TP,33.28,0.469
2026-02-03 14:30,2026-02-03 15:40,BUY,4917.97,4897.29,4948.99,TP,30.82,0.459
2026-02-04 08:05,2026-02-04 10:35,BUY,5031.62,5007.53,5067.76,TP,35.94,0.454
2026-02-04 15:45,2026-02-04 16:20,SELL,5079.74,5093.42,5059.22,TP,20.32,0.453
2026-02-05 07:00,2026-02-05 07:10,BUY,5016.61,4997.94,5044.61,SL,-18.87,0.451
2026-02-06 12:50,2026-02-06 13:10,BUY,4885.51,4867.96,4911.84,SL,-17.75,0.457
2026-02-06 13:55,2026-02-06 15:25,SELL,4846.38,4870.03,4810.9,SL,-23.85,0.464
2026-03-23 18:10,2026-03-23 18:15,BUY,4456.52,4412.98,4521.83,SL,-43.74,0.459
2026-04-02 09:00,2026-04-02 09:05,BUY,4744.15,4729.38,4766.3,SL,-14.97,0.476
2026-05-13 03:35,2026-05-13 04:00,BUY,4708.43,4702.19,4717.79,TP,9.16,0.452
2026-05-22 01:25,2026-05-22 01:50,BUY,4541.68,4533.15,4554.48,TP,12.6,0.452
2026-05-25 07:00,2026-05-25 13:20,BUY,4568.15,4556.67,4585.37,SL,-11.68,0.454
2026-05-29 00:05,2026-05-29 00:15,BUY,4481.34,4473.42,4493.22,TP,11.68,0.465
2026-05-29 01:00,2026-05-29 01:25,BUY,4510.07,4501.71,4522.61,SL,-8.56,0.465
2026-06-02 01:45,2026-06-02 03:30,BUY,4491.42,4483.83,4502.81,SL,-7.79,0.453
2026-06-02 12:40,2026-06-02 12:55,BUY,4510.27,4505.4,4517.58,TP,7.11,0.452
2026-06-02 13:35,2026-06-02 13:55,BUY,4523.69,4517.97,4532.27,SL,-5.92,0.454
2026-06-02 15:15,2026-06-02 15:30,BUY,4539.44,4532.55,4549.77,SL,-7.09,0.458
2026-06-08 08:25,2026-06-08 08:40,BUY,4351.32,4343.94,4362.39,SL,-7.58,0.453
2026-06-11 09:40,2026-06-11 09:55,BUY,4113.73,4098.36,4136.78,SL,-15.57,0.451
2026-06-12 01:35,2026-06-12 02:05,BUY,4150.29,4134.65,4173.75,SL,-15.84,0.488
2026-06-12 03:40,2026-06-12 06:45,BUY,4210.28,4195.41,4232.58,TP,22.1,0.465
2026-06-15 08:20,2026-06-15 08:30,BUY,4306.39,4300.66,4314.99,SL,-5.93,0.457
2026-06-15 10:10,2026-06-15 13:40,BUY,4326.7,4315.78,4343.08,SL,-11.12,0.456
2026-06-16 11:50,2026-06-16 12:10,BUY,4331.73,4325.81,4340.61,SL,-6.12,0.466
2026-06-18 08:20,2026-06-18 08:45,BUY,4296.51,4286.31,4311.81,TP,15.1,0.461
