timestamp,rank,label,add_leg,add_weight,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 16:13:14,2,S84+S87_D1_LAST_INVx19.75,S87_D1_LAST_INV,19.75,"(0, 507.903638, 462.259552, -1935.5902, 3.89271, -7)",507.9,462.26,3.893,7,-1935.59,0.19,55.01,9807,150,471.54,3.964,3,-1930.07,7983.31,11675.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:8525.68;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,2,S84+S87_D1_LAST_INVx19.75,S87_D1_LAST_INV,19.75,"(0, 507.903638, 462.259552, -1935.5902, 3.89271, -7)",507.9,462.26,3.893,7,-1935.59,0.19,55.01,9807,180,462.26,3.893,7,-1935.59,7983.31,13811.33,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8864.00;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,3,S84+S87_D1_LAST_INVx19.5,S87_D1_LAST_INV,19.5,"(0, 507.06865, 461.636205, -1923.7427, 3.896, -7)",507.07,461.64,3.896,7,-1923.74,0.19,55.01,9807,90,538.44,4.406,3,-1908.19,5491.83,7229.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7824.18;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,3,S84+S87_D1_LAST_INVx19.5,S87_D1_LAST_INV,19.5,"(0, 507.06865, 461.636205, -1923.7427, 3.896, -7)",507.07,461.64,3.896,7,-1923.74,0.19,55.01,9807,120,557.37,4.237,3,-1908.19,7955.31,9772.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:8260.98;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,3,S84+S87_D1_LAST_INVx19.5,S87_D1_LAST_INV,19.5,"(0, 507.06865, 461.636205, -1923.7427, 3.896, -7)",507.07,461.64,3.896,7,-1923.74,0.19,55.01,9807,150,470.83,3.968,3,-1918.22,7955.31,11660.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:8417.76;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,3,S84+S87_D1_LAST_INVx19.5,S87_D1_LAST_INV,19.5,"(0, 507.06865, 461.636205, -1923.7427, 3.896, -7)",507.07,461.64,3.896,7,-1923.74,0.19,55.01,9807,180,461.64,3.896,7,-1923.74,7955.31,13794.58,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8751.80;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,4,S84+S87_D1_LAST_INVx19.25,S87_D1_LAST_INV,19.25,"(0, 506.233662, 461.012858, -1911.8952, 3.899127, -7)",506.23,461.01,3.899,7,-1911.9,0.19,55.01,9807,90,537.33,4.406,3,-1896.35,5448.0,7220.75,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7723.87;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,4,S84+S87_D1_LAST_INVx19.25,S87_D1_LAST_INV,19.25,"(0, 506.233662, 461.012858, -1911.8952, 3.899127, -7)",506.23,461.01,3.899,7,-1911.9,0.19,55.01,9807,120,556.49,4.241,3,-1896.35,7927.32,9759.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:8155.07;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,4,S84+S87_D1_LAST_INVx19.25,S87_D1_LAST_INV,19.25,"(0, 506.233662, 461.012858, -1911.8952, 3.899127, -7)",506.23,461.01,3.899,7,-1911.9,0.19,55.01,9807,150,470.11,3.971,3,-1906.38,7927.32,11645.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:8309.84;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,4,S84+S87_D1_LAST_INVx19.25,S87_D1_LAST_INV,19.25,"(0, 506.233662, 461.012858, -1911.8952, 3.899127, -7)",506.23,461.01,3.899,7,-1911.9,0.19,55.01,9807,180,461.01,3.899,7,-1911.9,7927.32,13777.83,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8639.59;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,5,S84+S87_D1_LAST_INVx19,S87_D1_LAST_INV,19.0,"(0, 505.398673, 460.38951, -1900.0477, 3.90227, -7)",505.4,460.39,3.902,7,-1900.05,0.19,55.01,9807,90,536.21,4.407,3,-1884.5,5404.18,7212.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7623.56;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,5,S84+S87_D1_LAST_INVx19,S87_D1_LAST_INV,19.0,"(0, 505.398673, 460.38951, -1900.0477, 3.90227, -7)",505.4,460.39,3.902,7,-1900.05,0.19,55.01,9807,120,555.6,4.246,3,-1884.5,7899.33,9746.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:8049.16;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,5,S84+S87_D1_LAST_INVx19,S87_D1_LAST_INV,19.0,"(0, 505.398673, 460.38951, -1900.0477, 3.90227, -7)",505.4,460.39,3.902,7,-1900.05,0.19,55.01,9807,150,469.39,3.975,3,-1894.53,7899.33,11630.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:8201.92;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,5,S84+S87_D1_LAST_INVx19,S87_D1_LAST_INV,19.0,"(0, 505.398673, 460.38951, -1900.0477, 3.90227, -7)",505.4,460.39,3.902,7,-1900.05,0.19,55.01,9807,180,460.39,3.902,7,-1900.05,7899.33,13761.08,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8527.39;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,6,S84+S87_D1_LAST_INVx18.75,S87_D1_LAST_INV,18.75,"(0, 504.563685, 459.766163, -1888.2002, 3.905428, -7)",504.56,459.77,3.905,7,-1888.2,0.19,55.01,9807,90,535.1,4.408,3,-1872.65,5360.35,7203.75,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7523.25;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,6,S84+S87_D1_LAST_INVx18.75,S87_D1_LAST_INV,18.75,"(0, 504.563685, 459.766163, -1888.2002, 3.905428, -7)",504.56,459.77,3.905,7,-1888.2,0.19,55.01,9807,120,554.72,4.25,3,-1872.65,7871.34,9733.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:7943.25;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,6,S84+S87_D1_LAST_INVx18.75,S87_D1_LAST_INV,18.75,"(0, 504.563685, 459.766163, -1888.2002, 3.905428, -7)",504.56,459.77,3.905,7,-1888.2,0.19,55.01,9807,150,468.67,3.978,3,-1882.68,7871.34,11615.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:8094.00;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,6,S84+S87_D1_LAST_INVx18.75,S87_D1_LAST_INV,18.75,"(0, 504.563685, 459.766163, -1888.2002, 3.905428, -7)",504.56,459.77,3.905,7,-1888.2,0.19,55.01,9807,180,459.77,3.905,7,-1888.2,7871.34,13744.33,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8415.19;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,7,S84+S87_D1_LAST_INVx18.5,S87_D1_LAST_INV,18.5,"(0, 503.728697, 459.142816, -1876.3527, 3.908602, -7)",503.73,459.14,3.909,7,-1876.35,0.19,55.01,9807,90,533.98,4.409,3,-1860.8,5316.53,7195.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7422.94;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,7,S84+S87_D1_LAST_INVx18.5,S87_D1_LAST_INV,18.5,"(0, 503.728697, 459.142816, -1876.3527, 3.908602, -7)",503.73,459.14,3.909,7,-1876.35,0.19,55.01,9807,120,553.84,4.255,3,-1860.8,7843.34,9720.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:7837.34;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,7,S84+S87_D1_LAST_INVx18.5,S87_D1_LAST_INV,18.5,"(0, 503.728697, 459.142816, -1876.3527, 3.908602, -7)",503.73,459.14,3.909,7,-1876.35,0.19,55.01,9807,150,467.95,3.982,3,-1870.83,7843.34,11600.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:7986.08;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,7,S84+S87_D1_LAST_INVx18.5,S87_D1_LAST_INV,18.5,"(0, 503.728697, 459.142816, -1876.3527, 3.908602, -7)",503.73,459.14,3.909,7,-1876.35,0.19,55.01,9807,180,459.14,3.909,7,-1876.35,7843.34,13727.58,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8302.99;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,8,S84+S87_D1_LAST_INVx18.25,S87_D1_LAST_INV,18.25,"(0, 502.893709, 458.519469, -1864.5052, 3.911791, -7)",502.89,458.52,3.912,7,-1864.51,0.19,55.01,9807,90,532.87,4.41,3,-1848.96,5272.7,7186.75,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7322.63;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,8,S84+S87_D1_LAST_INVx18.25,S87_D1_LAST_INV,18.25,"(0, 502.893709, 458.519469, -1864.5052, 3.911791, -7)",502.89,458.52,3.912,7,-1864.51,0.19,55.01,9807,120,552.96,4.259,3,-1848.96,7815.35,9707.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:7731.43;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,8,S84+S87_D1_LAST_INVx18.25,S87_D1_LAST_INV,18.25,"(0, 502.893709, 458.519469, -1864.5052, 3.911791, -7)",502.89,458.52,3.912,7,-1864.51,0.19,55.01,9807,150,467.23,3.985,3,-1858.99,7815.35,11585.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:7878.16;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,8,S84+S87_D1_LAST_INVx18.25,S87_D1_LAST_INV,18.25,"(0, 502.893709, 458.519469, -1864.5052, 3.911791, -7)",502.89,458.52,3.912,7,-1864.51,0.19,55.01,9807,180,458.52,3.912,7,-1864.51,7815.35,13710.83,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8190.78;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,9,S84+S87_D1_LAST_INVx18,S87_D1_LAST_INV,18.0,"(0, 502.058721, 457.896122, -1852.6577, 3.914996, -7)",502.06,457.9,3.915,7,-1852.66,0.19,55.01,9807,90,531.76,4.411,3,-1837.11,5228.88,7178.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7222.32;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
2026-07-03 16:13:14,9,S84+S87_D1_LAST_INVx18,S87_D1_LAST_INV,18.0,"(0, 502.058721, 457.896122, -1852.6577, 3.914996, -7)",502.06,457.9,3.915,7,-1852.66,0.19,55.01,9807,120,552.07,4.264,3,-1837.11,7787.36,9694.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:7625.52;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57;S89_D1_INV_NO17_RISK20:1575.50
2026-07-03 16:13:14,9,S84+S87_D1_LAST_INVx18,S87_D1_LAST_INV,18.0,"(0, 502.058721, 457.896122, -1852.6577, 3.914996, -7)",502.06,457.9,3.915,7,-1852.66,0.19,55.01,9807,150,466.51,3.989,3,-1847.14,7787.36,11570.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:7770.24;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84;S89_D1_INV_NO17_RISK20:1782.00
2026-07-03 16:13:14,9,S84+S87_D1_LAST_INVx18,S87_D1_LAST_INV,18.0,"(0, 502.058721, 457.896122, -1852.6577, 3.914996, -7)",502.06,457.9,3.915,7,-1852.66,0.19,55.01,9807,180,457.9,3.915,7,-1852.66,7787.36,13694.08,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:8078.58;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03;S89_D1_INV_NO17_RISK20:2093.50
2026-07-03 16:13:14,10,S84+S87_D1_LAST_INVx17.75,S87_D1_LAST_INV,17.75,"(0, 501.223732, 457.272774, -1840.8102, 3.918216, -7)",501.22,457.27,3.918,7,-1840.81,0.19,55.01,9807,90,530.64,4.412,3,-1825.26,5185.05,7169.75,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:7122.01;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16;S89_D1_INV_NO17_RISK20:1116.50
