timestamp,label,entry_tf,lookback,double_tol_atr,fail_tol_atr,min_swing_atr,require_clear,require_base_fvg,sl_atr_mult,tp_rr,trades,wr,avg_per_day_span,max_dd_pct,profit_factor,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-02 22:07:58,s68_no_clear_90,M5,72,0.35,0.15,1.8,False,True,0.3,1.35,31,48.4,0.42,4.95,1.19,-0.35,-10.46,0.915,-1.012,44.0,3,-0.053
2026-07-02 22:07:59,s68_no_basefvg_90,M5,72,0.35,0.15,1.8,True,False,0.3,1.35,22,36.4,-1.38,12.4,0.0,-1.5,-44.92,0.567,-6.125,36.4,5,-0.267
2026-07-02 22:07:59,s68_baseline_90,M5,72,0.35,0.15,1.8,True,True,0.3,1.35,1,0.0,-0.24,2.16,0.0,-0.24,-7.19,0.0,-21.56,0.0,1,0.0
2026-07-02 22:08:28,s68_m15_relax_base_90,M15,72,0.6,0.25,1.2,False,True,0.25,1.2,16,31.2,-1.23,13.3,0.31,-2.24,-67.14,0.418,-12.589,25.0,9,-0.513
2026-07-02 22:08:34,s68_relax_base_90,M5,72,0.6,0.25,1.2,False,True,0.25,1.2,71,43.7,-2.15,26.49,0.57,-1.62,-48.63,0.807,-2.055,40.4,4,-0.142
2026-07-02 22:08:34,s68_relax_clear_90,M5,72,0.6,0.25,1.2,True,True,0.25,1.2,4,25.0,-0.22,2.13,0.54,-0.22,-6.56,0.538,-4.922,25.0,2,-0.295
2026-07-02 22:08:34,s68_relax_rr18_90,M5,72,0.6,0.25,1.2,False,True,0.25,1.8,71,32.4,-1.91,23.09,0.65,-2.71,-81.29,0.73,-3.435,35.4,7,-0.2
