timestamp,label,entry_tf,asian_range_start,asian_range_end,sweep_session_start,max_sweep_age_min,sweep_atr_mult,min_range_atr,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 23:33:50,smoke,M5,08:00,12:00,14:00,180,0.25,0.8,1.0,1.5,htf_trend,0.5,6,100.0,1.23,36.9,0.0,73.67,100.0,0,8.319,1073.67
