timestamp,label,entry_tf,lookback_bars,std_mult,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-28 10:51:57,smoke,M5,60,1.5,0.3,0.15,1.0,1.5,htf_trend,0.5,377,46.2,8.78,263.4,18.61,1.23,42.2,10,0.149,1526.76
