time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-15 17:15,2025-10-15 18:10,2025-10-15 20:20,SELL,4199.64,4209.77,4181.41,TP,18.03,"Swept high 4207.90 (age 19 bars), displacement body 11.38 >= 5.14x1.4, retrace entry 50%"
2025-10-16 01:10,2025-10-16 01:15,2025-10-16 02:05,SELL,4192.51,4201.71,4175.93,SL,-9.4,"Swept high 4199.59 (age 8 bars), displacement body 11.01 >= 5.64x1.4, retrace entry 50%"
2025-12-11 02:05,2025-12-11 02:25,2025-12-11 02:40,BUY,4204.19,4190.7,4228.48,SL,-13.69,"Swept low 4196.93 (age 15 bars), displacement body 9.75 >= 4.51x1.4, retrace entry 50%"
2026-01-19 14:15,2026-01-19 15:05,2026-01-20 00:50,SELL,4669.91,4677.0,4657.13,SL,-7.29,"Swept high 4671.93 (age 15 bars), displacement body 5.46 >= 3.59x1.4, retrace entry 50%"
2026-01-22 19:00,2026-01-22 19:25,2026-01-22 20:00,SELL,4830.65,4837.86,4817.67,TP,12.78,"Swept high 4831.80 (age 10 bars), displacement body 6.17 >= 3.63x1.4, retrace entry 50%"
2026-01-27 08:10,2026-01-27 09:00,2026-01-27 13:45,BUY,5052.61,5030.2,5092.96,TP,40.15,"Swept low 5038.53 (age 13 bars), displacement body 23.29 >= 10.33x1.4, retrace entry 50%"
2026-02-10 21:45,2026-02-10 22:20,2026-02-10 22:35,SELL,5047.0,5067.77,5009.61,TP,37.19,"Swept high 5058.55 (age 14 bars), displacement body 25.80 >= 10.64x1.4, retrace entry 50%"
2026-03-06 03:15,2026-03-06 03:20,2026-03-06 08:35,BUY,5078.82,5063.91,5105.64,TP,26.62,"Swept low 5067.29 (age 16 bars), displacement body 11.90 >= 8.33x1.4, retrace entry 50%"
2026-03-10 14:20,2026-03-10 14:25,2026-03-10 14:50,SELL,5168.62,5179.28,5149.43,SL,-10.86,"Swept high 5174.31 (age 21 bars), displacement body 9.14 >= 5.17x1.4, retrace entry 50%"
2026-04-13 16:40,2026-04-13 16:45,2026-04-13 17:35,SELL,4727.94,4736.44,4712.65,TP,15.09,"Swept high 4732.73 (age 25 bars), displacement body 8.85 >= 5.23x1.4, retrace entry 50%"
2026-04-21 08:25,2026-04-21 08:40,2026-04-21 09:10,SELL,4824.27,4830.22,4813.56,TP,10.51,"Swept high 4826.98 (age 11 bars), displacement body 5.70 >= 3.11x1.4, retrace entry 50%"
2026-05-14 10:45,2026-05-14 11:00,2026-05-14 12:00,SELL,4689.7,4698.58,4673.74,TP,15.76,"Swept high 4695.15 (age 11 bars), displacement body 8.88 >= 6.31x1.4, retrace entry 50%"
2026-05-18 19:35,2026-05-18 20:20,2026-05-18 20:40,BUY,4545.72,4533.17,4568.32,TP,22.4,"Swept low 4535.75 (age 16 bars), displacement body 14.06 >= 6.87x1.4, retrace entry 50%"
2026-05-28 18:45,2026-05-28 19:15,2026-05-28 20:35,SELL,4389.65,4400.26,4370.54,SL,-10.81,"Swept high 4395.04 (age 25 bars), displacement body 8.20 >= 5.14x1.4, retrace entry 50%"
2026-06-16 08:55,2026-06-16 09:30,2026-06-16 10:05,BUY,4315.31,4310.0,4324.87,SL,-5.51,"Swept low 4313.16 (age 13 bars), displacement body 5.67 >= 3.76x1.4, retrace entry 50%"
2026-06-17 08:05,2026-06-17 08:45,2026-06-17 09:05,BUY,4333.45,4327.19,4344.72,TP,11.07,"Swept low 4329.05 (age 19 bars), displacement body 3.72 >= 2.62x1.4, retrace entry 50%"
2026-07-02 08:10,2026-07-02 08:40,2026-07-02 08:45,BUY,4038.57,4030.81,4052.54,TP,13.77,"Swept low 4033.86 (age 8 bars), displacement body 5.84 >= 4.03x1.4, retrace entry 50%"
