timestamp,label,entry_tf,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-28 16:33:59,smoke,M5,0.3,0.15,1.0,1.5,htf_trend,0.5,14,21.4,-2.04,-61.2,21.84,0.25,28.6,4,-0.668,816.32
