weight,pass_floor_streak,avg_day,min_day,worst_day
733.281,True,1291.6726,1244.6186,-999.90965
733.282,False,1291.6728,1244.6188,-999.91234
733.283,False,1291.673,1244.619,-999.91739
733.284,False,1291.6732,1244.6192,-999.92244
733.285,False,1291.6734,1244.6194,-999.92749
733.286,False,1291.6736,1244.6195,-999.93254
733.287,False,1291.6738,1244.6197,-999.93759
733.288,False,1291.674,1244.6199,-999.94264
733.289,False,1291.6742,1244.6201,-999.94769
733.29,False,1291.6744,1244.6203,-999.95274
733.291,False,1291.6746,1244.6205,-999.95779
733.292,False,1291.6748,1244.6206,-999.96284
733.293,False,1291.6749,1244.6208,-999.96789
733.294,False,1291.6751,1244.621,-999.97294
733.295,False,1291.6753,1244.6212,-999.97799
733.296,False,1291.6755,1244.6214,-999.98304
733.297,False,1291.6757,1244.6216,-999.98809
733.298,False,1291.6759,1244.6218,-999.99314
733.299,False,1291.6761,1244.6219,-999.99819
733.3,False,1291.6763,1244.6221,-1000.00324
733.301,False,1291.6765,1244.6223,-1000.00829
733.302,False,1291.6767,1244.6225,-1000.01334
733.303,False,1291.6769,1244.6227,-1000.01839
733.304,False,1291.6771,1244.6229,-1000.02344
733.305,False,1291.6773,1244.623,-1000.02849
733.306,False,1291.6775,1244.6232,-1000.03354
733.307,False,1291.6777,1244.6234,-1000.03859
733.308,False,1291.6779,1244.6236,-1000.04364
733.309,False,1291.6781,1244.6238,-1000.04869
733.31,False,1291.6783,1244.624,-1000.05374
733.311,False,1291.6784,1244.6242,-1000.05879
733.312,False,1291.6786,1244.6243,-1000.06384
733.313,False,1291.6788,1244.6245,-1000.06889
733.314,False,1291.679,1244.6247,-1000.07394
733.315,False,1291.6792,1244.6249,-1000.07899
733.316,False,1291.6794,1244.6251,-1000.08404
733.317,False,1291.6796,1244.6253,-1000.08909
733.318,False,1291.6798,1244.6254,-1000.09414
733.319,False,1291.68,1244.6256,-1000.09919
733.32,False,1291.6802,1244.6258,-1000.10424
733.321,False,1291.6804,1244.626,-1000.10929
733.322,False,1291.6806,1244.6262,-1000.11434
733.323,False,1291.6808,1244.6264,-1000.11939
733.324,False,1291.681,1244.6266,-1000.12444
733.325,False,1291.6812,1244.6267,-1000.12949
733.326,False,1291.6814,1244.6269,-1000.13454
733.327,False,1291.6816,1244.6271,-1000.13959
733.328,False,1291.6817,1244.6273,-1000.14464
733.329,False,1291.6819,1244.6275,-1000.14969
733.33,False,1291.6821,1244.6277,-1000.15474
733.331,False,1291.6823,1244.6278,-1000.15979
733.332,False,1291.6825,1244.628,-1000.16484
733.333,False,1291.6827,1244.6282,-1000.16989
733.334,False,1291.6829,1244.6284,-1000.17494
733.335,False,1291.6831,1244.6286,-1000.17999
733.336,False,1291.6833,1244.6288,-1000.18504
733.337,False,1291.6835,1244.6289,-1000.19009
733.338,False,1291.6837,1244.6291,-1000.19514
733.339,False,1291.6839,1244.6293,-1000.20019
733.34,False,1291.6841,1244.6295,-1000.20524
733.341,False,1291.6843,1244.6297,-1000.21029
733.342,False,1291.6845,1244.6299,-1000.21534
733.343,False,1291.6847,1244.6301,-1000.22039
733.344,False,1291.6849,1244.6302,-1000.22544
733.345,False,1291.6851,1244.6304,-1000.23049
733.346,False,1291.6852,1244.6306,-1000.23554
733.347,False,1291.6854,1244.6308,-1000.24059
733.348,False,1291.6856,1244.631,-1000.24564
733.349,False,1291.6858,1244.6312,-1000.25069
733.35,False,1291.686,1244.6313,-1000.25574
733.351,False,1291.6862,1244.6315,-1000.26079
733.352,False,1291.6864,1244.6317,-1000.26584
733.353,False,1291.6866,1244.6319,-1000.27089
733.354,False,1291.6868,1244.6321,-1000.27594
733.355,False,1291.687,1244.6323,-1000.28099
733.356,False,1291.6872,1244.6325,-1000.28604
733.357,False,1291.6874,1244.6326,-1000.29109
733.358,False,1291.6876,1244.6328,-1000.29614
733.359,False,1291.6878,1244.633,-1000.30119
733.36,False,1291.688,1244.6332,-1000.30624
733.361,False,1291.6882,1244.6334,-1000.31129
733.362,False,1291.6884,1244.6336,-1000.31634
733.363,False,1291.6886,1244.6337,-1000.32139
