timestamp,label,entry_tf,seed_lookback,level,target,mode,seed_min,min_body,sl_level,sl,tp_mode,rr,trades,wr,fixed_pnl,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,3.097,5.165,break,0.25,0.12,1.617,0.25,krh,1.2,42,76.2,286.54,3.18,95.51,1.667,6.822,75.0,2,0.249
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,3.097,5.165,break,0.25,0.25,1.617,0.25,krh,1.2,42,76.2,286.54,3.18,95.51,1.667,6.822,75.0,2,0.249
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,3.097,5.165,break,0.25,0.12,0.0,0.25,rr,1.2,37,54.1,427.16,4.75,142.39,1.419,11.545,51.7,4,0.149
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,3.097,5.165,break,0.25,0.25,0.0,0.25,rr,1.2,37,54.1,427.16,4.75,142.39,1.419,11.545,51.7,4,0.149
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,3.097,break,0.25,0.12,0.0,0.25,krh,1.2,251,73.3,904.09,10.05,301.36,1.353,3.602,57.3,5,0.173
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,3.097,break,0.25,0.25,0.0,0.25,krh,1.2,251,73.3,900.64,10.01,300.21,1.351,3.588,57.3,5,0.173
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,3.097,5.165,break,0.25,0.12,1.617,0.25,krh,1.2,109,67.9,223.21,2.48,74.4,1.315,2.048,60.3,6,0.119
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,3.097,5.165,break,0.25,0.25,1.617,0.25,krh,1.2,109,67.9,223.21,2.48,74.4,1.315,2.048,60.3,6,0.119
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,3.097,5.165,hold,0.25,0.12,1.617,0.25,rr,1.2,136,48.5,368.67,4.1,122.89,1.272,2.711,51.4,5,0.164
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,3.097,5.165,hold,0.25,0.25,1.617,0.25,rr,1.2,136,48.5,368.67,4.1,122.89,1.272,2.711,51.4,5,0.164
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,3.097,5.165,break,0.25,0.12,1.617,0.25,rr,1.2,109,48.6,317.84,3.53,105.95,1.267,2.916,49.3,5,0.102
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,3.097,5.165,break,0.25,0.25,1.617,0.25,rr,1.2,109,48.6,317.84,3.53,105.95,1.267,2.916,49.3,5,0.102
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,3.097,5.165,hold,0.25,0.12,1.617,0.25,krh,1.2,54,70.4,148.71,1.65,49.57,1.241,2.754,69.2,2,0.111
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,3.097,5.165,hold,0.25,0.25,1.617,0.25,krh,1.2,54,70.4,148.71,1.65,49.57,1.241,2.754,69.2,2,0.111
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,3.097,5.165,hold,0.25,0.12,0.0,0.25,rr,1.2,132,50.8,484.89,5.39,161.63,1.225,3.673,48.7,5,0.111
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,3.097,5.165,hold,0.25,0.25,0.0,0.25,rr,1.2,132,50.8,484.89,5.39,161.63,1.225,3.673,48.7,5,0.111
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,3.097,5.165,break,0.25,0.12,1.617,0.25,rr,1.2,42,52.4,173.55,1.93,57.85,1.206,4.132,50.0,5,0.097
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,3.097,5.165,break,0.25,0.25,1.617,0.25,rr,1.2,42,52.4,173.55,1.93,57.85,1.206,4.132,50.0,5,0.097
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,3.097,5.165,hold,0.25,0.12,1.617,0.25,krh,1.2,136,61.8,186.63,2.07,62.21,1.197,1.372,57.5,8,0.112
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,3.097,5.165,hold,0.25,0.25,1.617,0.25,krh,1.2,136,61.8,186.63,2.07,62.21,1.197,1.372,57.5,8,0.112
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,3.097,break,0.25,0.25,1.617,0.25,rr,1.2,705,48.9,741.7,8.24,247.23,1.18,1.052,50.5,6,0.162
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,5.165,break,0.25,0.25,1.617,0.25,rr,1.2,705,48.9,741.7,8.24,247.23,1.18,1.052,50.5,6,0.162
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,3.097,break,0.25,0.12,1.617,0.25,rr,1.2,708,48.9,733.53,8.15,244.51,1.177,1.036,50.5,6,0.161
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,5.165,break,0.25,0.12,1.617,0.25,rr,1.2,708,48.9,733.53,8.15,244.51,1.177,1.036,50.5,6,0.161
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,3.097,hold,0.25,0.12,1.617,0.25,rr,1.2,860,48.8,722.1,8.02,240.7,1.168,0.84,51.5,5,0.178
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,5.165,hold,0.25,0.12,1.617,0.25,rr,1.2,860,48.8,722.1,8.02,240.7,1.168,0.84,51.5,5,0.178
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,3.097,hold,0.25,0.12,0.0,0.25,krh,1.2,294,68.0,531.43,5.9,177.14,1.168,1.808,57.0,5,0.111
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,3.097,hold,0.25,0.25,1.617,0.25,rr,1.2,855,49.0,719.61,8.0,239.87,1.167,0.842,51.5,5,0.179
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M5,36,1.617,5.165,hold,0.25,0.25,1.617,0.25,rr,1.2,855,49.0,719.61,8.0,239.87,1.167,0.842,51.5,5,0.179
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,3.097,5.165,break,0.25,0.12,0.0,0.25,krh,1.2,105,73.3,135.71,1.51,45.24,1.148,1.292,63.6,2,0.059
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,3.097,5.165,break,0.25,0.25,0.0,0.25,krh,1.2,105,73.3,135.71,1.51,45.24,1.148,1.292,63.6,2,0.059
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,3.097,hold,0.25,0.25,0.0,0.25,krh,1.2,291,67.7,457.79,5.09,152.6,1.144,1.573,54.5,5,0.096
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,3.097,5.165,break,0.25,0.12,0.0,0.25,rr,1.2,105,48.6,261.06,2.9,87.02,1.142,2.486,45.5,5,0.067
2026-07-02 21:15:23,M5_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,3.097,5.165,break,0.25,0.25,0.0,0.25,rr,1.2,105,48.6,261.06,2.9,87.02,1.142,2.486,45.5,5,0.067
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,5.165,hold,0.25,0.25,1.617,0.25,krh,1.2,855,29.2,698.05,7.76,232.68,1.12,0.816,45.5,6,0.131
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,5.165,hold,0.25,0.12,1.617,0.25,krh,1.2,860,29.1,684.37,7.6,228.12,1.118,0.796,45.5,6,0.129
