timestamp,label,entry_tf,seed_lookback,level,target,mode,seed_min,min_body,sl_level,sl,tp_mode,rr,trades,wr,fixed_pnl,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,3.097,break,0.25,0.25,0.0,0.25,krh,1.2,702,70.9,583.5,6.48,194.5,1.117,0.831,51.5,4,0.094
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,3.097,break,0.25,0.12,0.0,0.25,krh,1.2,705,70.8,533.89,5.93,177.96,1.106,0.757,52.5,4,0.087
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,3.097,break,0.25,0.12,1.617,0.25,krh,1.2,708,55.6,332.57,3.7,110.86,1.096,0.47,50.5,4,0.083
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,3.097,break,0.25,0.25,1.617,0.25,krh,1.2,705,55.6,331.41,3.68,110.47,1.096,0.47,50.5,4,0.083
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,3.097,5.165,break,0.25,0.12,0.0,0.25,krh,1.2,37,78.4,55.62,0.62,18.54,1.096,1.503,75.9,2,0.033
2026-07-02 21:15:23,M15_break_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M15,36,3.097,5.165,break,0.25,0.25,0.0,0.25,krh,1.2,37,78.4,55.62,0.62,18.54,1.096,1.503,75.9,2,0.033
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,3.097,hold,0.25,0.25,1.617,0.25,krh,1.2,855,50.6,344.06,3.82,114.69,1.087,0.402,50.0,5,0.102
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,3.097,hold,0.25,0.12,1.617,0.25,krh,1.2,860,50.5,340.01,3.78,113.34,1.086,0.395,49.0,5,0.101
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,3.097,break,0.25,0.25,0.0,0.25,rr,1.2,702,47.4,542.94,6.03,180.98,1.061,0.773,51.5,7,0.059
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,5.165,break,0.25,0.25,0.0,0.25,rr,1.2,702,47.4,542.94,6.03,180.98,1.061,0.773,51.5,7,0.059
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,3.097,break,0.25,0.12,0.0,0.25,rr,1.2,705,47.2,486.82,5.41,162.27,1.054,0.691,51.5,7,0.053
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,5.165,break,0.25,0.12,0.0,0.25,rr,1.2,705,47.2,486.82,5.41,162.27,1.054,0.691,51.5,7,0.053
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,3.097,break,0.25,0.25,0.0,0.25,rr,1.2,251,46.6,287.49,3.19,95.83,1.053,1.145,46.7,6,0.035
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,5.165,break,0.25,0.25,0.0,0.25,rr,1.2,251,46.6,287.49,3.19,95.83,1.053,1.145,46.7,6,0.035
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,3.097,break,0.25,0.12,0.0,0.25,rr,1.2,251,46.6,283.35,3.15,94.45,1.052,1.129,46.7,6,0.034
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,5.165,break,0.25,0.12,0.0,0.25,rr,1.2,251,46.6,283.35,3.15,94.45,1.052,1.129,46.7,6,0.034
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,5.165,break,0.25,0.25,0.0,0.25,krh,1.2,702,49.4,435.79,4.84,145.26,1.051,0.621,53.1,7,0.051
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,5.165,break,0.25,0.25,1.617,0.25,krh,1.2,705,33.0,224.9,2.5,74.97,1.044,0.319,44.9,8,0.048
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,5.165,break,0.25,0.12,0.0,0.25,krh,1.2,705,49.2,379.67,4.22,126.56,1.044,0.539,53.1,7,0.045
2026-07-02 21:15:23,M5_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M5,36,1.617,5.165,break,0.25,0.12,1.617,0.25,krh,1.2,708,32.9,212.77,2.36,70.92,1.041,0.301,44.9,8,0.045
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,5.165,hold,0.25,0.12,0.0,0.25,krh,1.2,860,43.7,384.13,4.27,128.04,1.038,0.447,47.5,11,0.041
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,5.165,hold,0.25,0.25,0.0,0.25,krh,1.2,855,43.7,362.27,4.03,120.76,1.036,0.424,48.5,11,0.039
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,3.097,break,0.25,0.12,1.617,0.25,krh,1.2,255,52.9,76.34,0.85,25.45,1.035,0.299,43.9,9,0.019
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,3.097,break,0.25,0.25,1.617,0.25,krh,1.2,255,52.9,72.89,0.81,24.3,1.033,0.286,43.9,9,0.018
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,3.097,5.165,hold,0.25,0.12,0.0,0.25,rr,1.2,51,51.0,36.55,0.41,12.18,1.025,0.717,46.2,4,0.012
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,3.097,5.165,hold,0.25,0.25,0.0,0.25,rr,1.2,51,51.0,36.55,0.41,12.18,1.025,0.717,46.2,4,0.012
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,3.097,hold,0.25,0.12,0.0,0.25,rr,1.2,860,46.5,-63.58,-0.71,-21.19,0.993,-0.074,51.0,6,-0.008
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,3.097,hold,0.25,0.25,0.0,0.25,rr,1.2,855,46.5,-63.75,-0.71,-21.25,0.993,-0.075,51.0,6,-0.008
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,5.165,hold,0.25,0.12,0.0,0.25,rr,1.2,860,46.5,-63.58,-0.71,-21.19,0.993,-0.074,51.0,6,-0.008
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M5,36,1.617,5.165,hold,0.25,0.25,0.0,0.25,rr,1.2,855,46.5,-63.75,-0.71,-21.25,0.993,-0.075,51.0,6,-0.008
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,3.097,hold,0.25,0.12,0.0,0.25,krh,1.2,860,66.7,-46.93,-0.52,-15.64,0.992,-0.055,55.4,6,-0.009
2026-07-02 21:15:23,M5_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,1.617,3.097,hold,0.25,0.25,0.0,0.25,krh,1.2,855,66.8,-49.7,-0.55,-16.57,0.992,-0.058,56.4,6,-0.009
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,3.097,hold,0.25,0.12,0.0,0.25,rr,1.2,294,45.9,-278.92,-3.1,-92.97,0.953,-0.949,47.9,4,-0.033
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,5.165,hold,0.25,0.12,0.0,0.25,rr,1.2,294,45.9,-278.92,-3.1,-92.97,0.953,-0.949,47.9,4,-0.033
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,5.165,break,0.25,0.12,0.0,0.25,krh,1.2,251,48.6,-270.62,-3.01,-90.21,0.948,-1.078,46.1,6,-0.035
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,5.165,break,0.25,0.25,0.0,0.25,krh,1.2,251,48.6,-274.07,-3.05,-91.36,0.948,-1.092,46.1,6,-0.036
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,3.097,hold,0.25,0.25,1.617,0.25,krh,1.2,292,47.3,-138.99,-1.54,-46.33,0.943,-0.476,43.4,10,-0.043
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,3.097,hold,0.25,0.12,1.617,0.25,krh,1.2,295,47.1,-143.69,-1.6,-47.9,0.942,-0.487,44.0,10,-0.044
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,3.097,hold,0.25,0.25,0.0,0.25,rr,1.2,291,45.7,-359.99,-4.0,-120.0,0.94,-1.237,48.4,4,-0.043
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_rr_rr1.2,M15,36,1.617,5.165,hold,0.25,0.25,0.0,0.25,rr,1.2,291,45.7,-359.99,-4.0,-120.0,0.94,-1.237,48.4,4,-0.043
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,3.097,5.165,hold,0.25,0.12,1.617,0.25,rr,1.2,54,50.0,-64.34,-0.71,-21.45,0.938,-1.191,48.8,4,-0.034
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,3.097,5.165,hold,0.25,0.25,1.617,0.25,rr,1.2,54,50.0,-64.34,-0.71,-21.45,0.938,-1.191,48.8,4,-0.034
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,3.097,break,0.25,0.12,1.617,0.25,rr,1.2,255,42.7,-229.46,-2.55,-76.49,0.923,-0.9,46.0,6,-0.051
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,5.165,break,0.25,0.12,1.617,0.25,rr,1.2,255,42.7,-229.46,-2.55,-76.49,0.923,-0.9,46.0,6,-0.051
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,3.097,break,0.25,0.25,1.617,0.25,rr,1.2,255,42.7,-232.91,-2.59,-77.64,0.922,-0.913,46.0,6,-0.052
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,5.165,break,0.25,0.25,1.617,0.25,rr,1.2,255,42.7,-232.91,-2.59,-77.64,0.922,-0.913,46.0,6,-0.052
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M5,36,3.097,5.165,hold,0.25,0.12,0.0,0.25,krh,1.2,132,68.9,-119.19,-1.32,-39.73,0.911,-0.903,58.7,6,-0.055
2026-07-02 21:15:23,M5_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M5,36,3.097,5.165,hold,0.25,0.25,0.0,0.25,krh,1.2,132,68.9,-119.19,-1.32,-39.73,0.911,-0.903,58.7,6,-0.055
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,3.097,hold,0.25,0.25,1.617,0.25,rr,1.2,292,42.1,-386.42,-4.29,-128.81,0.873,-1.323,41.6,10,-0.096
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,5.165,hold,0.25,0.25,1.617,0.25,rr,1.2,292,42.1,-386.42,-4.29,-128.81,0.873,-1.323,41.6,10,-0.096
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,5.165,hold,0.25,0.25,0.0,0.25,krh,1.2,291,41.9,-837.11,-9.3,-279.04,0.869,-2.877,44.7,4,-0.094
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg3.097_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,3.097,hold,0.25,0.12,1.617,0.25,rr,1.2,295,42.0,-403.41,-4.48,-134.47,0.869,-1.367,42.2,10,-0.099
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_rr_rr1.2,M15,36,1.617,5.165,hold,0.25,0.12,1.617,0.25,rr,1.2,295,42.0,-403.41,-4.48,-134.47,0.869,-1.367,42.2,10,-0.099
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,1.617,5.165,hold,0.25,0.12,0.0,0.25,krh,1.2,294,41.8,-855.64,-9.51,-285.21,0.868,-2.91,44.2,4,-0.097
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,5.165,break,0.25,0.12,1.617,0.25,krh,1.2,255,32.2,-450.88,-5.01,-150.29,0.862,-1.768,37.4,8,-0.088
2026-07-02 21:15:23,M15_break_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,5.165,break,0.25,0.25,1.617,0.25,krh,1.2,255,32.2,-454.33,-5.05,-151.44,0.861,-1.782,36.4,8,-0.089
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.25_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,5.165,hold,0.25,0.25,1.617,0.25,krh,1.2,292,26.7,-819.36,-9.1,-273.12,0.785,-2.806,35.6,9,-0.148
2026-07-02 21:15:23,M15_hold_slb36_lv1.617_tg5.165_smn0.25_mb0.12_sll1.617_sl0.25_krh_rr1.2,M15,36,1.617,5.165,hold,0.25,0.12,1.617,0.25,krh,1.2,295,26.4,-845.9,-9.4,-281.97,0.78,-2.867,35.3,9,-0.152
2026-07-02 21:15:23,M15_hold_slb36_lv3.097_tg5.165_smn0.25_mb0.12_sll0.0_sl0.25_krh_rr1.2,M15,36,3.097,5.165,hold,0.25,0.12,0.0,0.25,krh,1.2,51,70.6,-381.73,-4.24,-127.24,0.631,-7.485,65.8,2,-0.164
