time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2026-03-03 12:45,2026-03-03 15:05,2026-03-03 15:30,SELL,5334.61,5349.25,5305.33,TP,29.08,"BOS beyond 5359.41 (body 2.0ATR), unmitigated OB[1 bars ago] 5334.61-5346.42"
2026-03-04 13:00,2026-03-04 13:35,2026-03-04 14:00,SELL,5153.93,5165.21,5131.37,SL,-11.48,"BOS beyond 5152.99 (body 2.0ATR), unmitigated OB[1 bars ago] 5153.93-5162.42"
2026-03-06 20:30,2026-03-06 20:55,2026-03-06 20:55,BUY,5088.83,5077.27,5111.96,SL,-11.76,"BOS beyond 5096.60 (body 3.9ATR), unmitigated OB[1 bars ago] 5080.43-5088.83"
2026-03-10 17:35,2026-03-10 18:00,2026-03-10 18:00,SELL,5178.19,5183.84,5166.88,SL,-5.85,"BOS beyond 5180.80 (body 2.0ATR), unmitigated OB[3 bars ago] 5178.19-5182.01"
2026-03-11 07:15,2026-03-11 12:30,2026-03-11 13:10,BUY,5192.14,5185.34,5205.74,TP,13.4,"BOS beyond 5197.39 (body 2.0ATR), unmitigated OB[2 bars ago] 5186.87-5192.14"
2026-03-13 12:40,2026-03-13 12:50,2026-03-13 13:50,SELL,5103.97,5112.53,5086.85,TP,16.92,"BOS beyond 5102.67 (body 1.9ATR), unmitigated OB[2 bars ago] 5103.97-5111.03"
2026-03-20 12:00,2026-03-20 12:10,2026-03-20 12:30,SELL,4717.93,4724.41,4704.97,TP,12.76,"BOS beyond 4716.86 (body 1.9ATR), unmitigated OB[2 bars ago] 4717.93-4722.91"
2026-03-24 07:25,2026-03-24 14:50,2026-03-24 15:00,SELL,4428.3,4440.72,4403.47,TP,24.63,"BOS beyond 4421.94 (body 1.9ATR), unmitigated OB[4 bars ago] 4428.30-4436.38"
2026-03-24 18:00,2026-03-24 18:30,2026-03-24 19:30,SELL,4425.95,4446.0,4385.85,TP,39.9,"BOS beyond 4414.71 (body 2.1ATR), unmitigated OB[1 bars ago] 4425.95-4441.80"
2026-03-25 19:15,2026-03-25 20:30,2026-03-25 20:50,SELL,4573.01,4585.95,4547.13,TP,25.68,"BOS beyond 4572.52 (body 2.0ATR), unmitigated OB[2 bars ago] 4573.01-4583.72"
2026-03-27 21:00,2026-03-30 08:00,2026-03-30 08:10,BUY,4434.71,4422.13,4459.88,SL,-12.78,"BOS beyond 4441.84 (body 2.2ATR), unmitigated OB[2 bars ago] 4425.71-4434.71"
2026-03-31 18:35,2026-03-31 19:10,2026-03-31 19:10,SELL,4557.65,4563.12,4546.7,SL,-5.67,"BOS beyond 4550.32 (body 3.2ATR), unmitigated OB[2 bars ago] 4557.65-4561.16"
2026-04-02 21:45,2026-04-06 08:25,2026-04-06 09:05,BUY,4601.36,4585.15,4633.77,TP,32.21,"BOS beyond 4626.58 (body 2.0ATR), unmitigated OB[2 bars ago] 4590.00-4601.36"
2026-04-10 17:15,2026-04-10 18:05,2026-04-10 18:25,BUY,4746.22,4739.67,4759.31,TP,12.89,"BOS beyond 4752.32 (body 2.0ATR), unmitigated OB[2 bars ago] 4741.61-4746.22"
2026-04-14 18:35,2026-04-14 19:25,2026-04-14 19:50,SELL,4782.05,4786.66,4772.84,TP,9.01,"BOS beyond 4771.80 (body 3.1ATR), unmitigated OB[1 bars ago] 4782.05-4784.61"
2026-04-24 19:00,2026-04-27 06:10,2026-04-27 07:40,BUY,4680.71,4675.12,4691.89,SL,-5.79,"BOS beyond 4686.25 (body 2.6ATR), unmitigated OB[2 bars ago] 4676.62-4680.71"
2026-04-27 13:30,2026-04-27 15:05,2026-04-27 15:50,SELL,4717.87,4720.79,4712.03,TP,5.64,"BOS beyond 4714.47 (body 1.9ATR), unmitigated OB[2 bars ago] 4717.87-4719.29"
2026-04-29 09:00,2026-04-29 10:05,2026-04-29 10:15,SELL,4597.98,4603.72,4586.51,SL,-5.94,"BOS beyond 4598.74 (body 3.1ATR), unmitigated OB[1 bars ago] 4597.98-4602.00"
2026-04-30 00:00,2026-04-30 00:30,2026-04-30 02:00,BUY,4556.72,4540.01,4590.14,SL,-16.91,"BOS beyond 4546.91 (body 2.0ATR), unmitigated OB[2 bars ago] 4542.22-4556.72"
2026-05-01 07:55,2026-05-01 08:05,2026-05-01 08:10,SELL,4630.02,4633.74,4622.58,TP,7.24,"BOS beyond 4628.38 (body 2.1ATR), unmitigated OB[1 bars ago] 4630.02-4632.24"
