time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-16 13:10,2025-10-16 13:15,2025-10-16 13:30,SELL,4229.59,4235.18,4218.41,TP,10.98,"BOS beyond 4228.12 (body 2.1ATR), unmitigated OB[1 bars ago] 4229.59-4233.68"
2025-10-22 21:00,2025-10-22 22:30,2025-10-22 22:40,BUY,4041.68,4024.29,4076.46,SL,-17.59,"BOS beyond 4045.03 (body 2.5ATR), unmitigated OB[2 bars ago] 4028.16-4041.68"
2025-10-24 00:40,2025-10-24 02:10,2025-10-24 03:20,SELL,4139.74,4145.23,4128.77,TP,10.77,"BOS beyond 4132.85 (body 2.2ATR), unmitigated OB[2 bars ago] 4139.74-4143.62"
2025-10-24 20:30,2025-10-27 06:45,2025-10-27 07:30,BUY,4063.13,4057.9,4073.59,TP,10.26,"BOS beyond 4065.53 (body 4.2ATR), unmitigated OB[1 bars ago] 4059.95-4063.13"
2025-10-31 19:20,2025-10-31 20:50,2025-10-31 20:50,BUY,4011.42,4008.43,4017.4,TP,5.78,"BOS beyond 4009.49 (body 2.9ATR), unmitigated OB[3 bars ago] 4009.93-4011.42"
2025-11-04 01:30,2025-11-04 02:00,2025-11-04 02:00,BUY,4002.76,3998.15,4011.98,SL,-4.81,"BOS beyond 4007.70 (body 2.6ATR), unmitigated OB[1 bars ago] 3999.65-4002.76"
2025-11-05 17:00,2025-11-05 20:00,2025-11-05 20:10,SELL,3970.16,3974.11,3962.26,SL,-4.15,"BOS beyond 3963.62 (body 2.5ATR), unmitigated OB[1 bars ago] 3970.16-3972.61"
2025-11-07 23:30,2025-11-08 00:05,2025-11-08 00:15,BUY,3999.42,3994.39,4009.49,SL,-5.23,"BOS beyond 3995.59 (body 2.0ATR), unmitigated OB[3 bars ago] 3995.90-3999.42"
2025-11-13 20:30,2025-11-13 20:40,2025-11-13 21:25,SELL,4229.08,4238.73,4209.79,TP,19.09,"BOS beyond 4225.98 (body 1.8ATR), unmitigated OB[2 bars ago] 4229.08-4236.92"
2025-11-21 12:55,2025-11-21 13:15,2025-11-21 13:25,BUY,4047.24,4038.37,4064.98,SL,-9.07,"BOS beyond 4057.44 (body 3.2ATR), unmitigated OB[1 bars ago] 4039.97-4047.24"
2025-11-26 19:25,2025-11-26 23:40,2025-11-27 01:30,SELL,4168.22,4171.83,4161.0,TP,7.02,"BOS beyond 4166.38 (body 2.1ATR), unmitigated OB[1 bars ago] 4168.22-4170.33"
2025-11-27 08:05,2025-11-27 15:00,2025-11-27 15:45,SELL,4162.56,4166.57,4154.54,SL,-4.21,"BOS beyond 4161.79 (body 1.8ATR), unmitigated OB[2 bars ago] 4162.56-4165.07"
2025-11-27 19:55,2025-11-27 20:30,2025-11-27 21:15,SELL,4156.16,4159.5,4149.48,SL,-3.54,"BOS beyond 4156.11 (body 1.8ATR), unmitigated OB[1 bars ago] 4156.16-4158.00"
2025-12-01 12:10,2025-12-01 13:45,2025-12-01 14:55,SELL,4239.63,4245.23,4228.43,SL,-5.8,"BOS beyond 4234.96 (body 2.7ATR), unmitigated OB[1 bars ago] 4239.63-4243.73"
2025-12-02 13:20,2025-12-02 21:15,2025-12-02 21:25,SELL,4224.6,4227.76,4218.28,SL,-3.36,"BOS beyond 4215.16 (body 2.7ATR), unmitigated OB[3 bars ago] 4224.60-4226.26"
2025-12-05 02:05,2025-12-05 02:30,2025-12-05 08:05,SELL,4207.18,4211.29,4198.96,TP,8.02,"BOS beyond 4210.15 (body 1.9ATR), unmitigated OB[1 bars ago] 4207.18-4209.79"
2025-12-08 12:30,2025-12-08 14:45,2025-12-08 15:00,BUY,4207.88,4204.88,4213.88,SL,-3.2,"BOS beyond 4213.29 (body 3.0ATR), unmitigated OB[1 bars ago] 4206.38-4207.88"
2025-12-11 02:00,2025-12-11 02:25,2025-12-11 02:25,BUY,4195.73,4192.69,4201.81,TP,5.88,"BOS beyond 4201.77 (body 3.4ATR), unmitigated OB[1 bars ago] 4194.19-4195.73"
2025-12-15 14:35,2025-12-15 15:05,2025-12-15 15:25,SELL,4342.53,4346.19,4335.21,SL,-3.86,"BOS beyond 4340.69 (body 1.9ATR), unmitigated OB[2 bars ago] 4342.53-4344.69"
2025-12-18 20:30,2025-12-18 21:40,2025-12-18 21:40,BUY,4323.93,4317.48,4336.83,SL,-6.65,"BOS beyond 4324.23 (body 1.8ATR), unmitigated OB[2 bars ago] 4318.98-4323.93"
2026-01-01 01:30,2026-01-01 01:35,2026-01-01 02:35,SELL,4323.98,4330.47,4311.0,TP,12.78,"BOS beyond 4320.45 (body 2.0ATR), unmitigated OB[1 bars ago] 4323.98-4328.97"
2026-01-02 20:20,2026-01-05 08:00,2026-01-05 08:00,SELL,4396.9,4402.67,4385.36,SL,-5.97,"BOS beyond 4385.22 (body 3.5ATR), unmitigated OB[2 bars ago] 4396.90-4401.17"
2026-01-05 18:25,2026-01-05 21:10,2026-01-05 21:45,SELL,4426.71,4432.25,4415.63,SL,-5.74,"BOS beyond 4430.73 (body 2.3ATR), unmitigated OB[1 bars ago] 4426.71-4430.75"
2026-01-06 02:05,2026-01-06 03:20,2026-01-06 03:40,SELL,4445.6,4449.37,4438.06,TP,7.34,"BOS beyond 4439.88 (body 2.5ATR), unmitigated OB[2 bars ago] 4445.60-4447.87"
2026-01-06 12:35,2026-01-06 14:05,2026-01-06 15:25,SELL,4469.45,4475.69,4456.97,SL,-6.44,"BOS beyond 4466.86 (body 2.6ATR), unmitigated OB[1 bars ago] 4469.45-4474.19"
2026-01-08 03:55,2026-01-08 06:00,2026-01-08 06:00,SELL,4456.44,4460.75,4447.82,SL,-4.51,"BOS beyond 4455.48 (body 1.9ATR), unmitigated OB[2 bars ago] 4456.44-4459.25"
2026-01-14 12:55,2026-01-14 13:25,2026-01-14 15:25,SELL,4634.99,4641.11,4622.75,TP,12.04,"BOS beyond 4631.04 (body 2.7ATR), unmitigated OB[2 bars ago] 4634.99-4639.55"
2026-01-15 20:30,2026-01-15 21:20,2026-01-15 21:30,SELL,4604.56,4611.02,4591.64,SL,-6.66,"BOS beyond 4613.97 (body 2.2ATR), unmitigated OB[2 bars ago] 4604.56-4609.52"
2026-01-23 10:15,2026-01-23 11:35,2026-01-23 12:30,SELL,4955.73,4960.44,4946.32,SL,-4.91,"BOS beyond 4947.01 (body 3.0ATR), unmitigated OB[2 bars ago] 4955.73-4958.90"
2026-01-23 15:20,2026-01-23 20:00,2026-01-23 20:20,SELL,4943.67,4949.61,4931.79,TP,11.68,"BOS beyond 4950.26 (body 2.8ATR), unmitigated OB[3 bars ago] 4943.67-4947.66"
2026-01-24 00:50,2026-01-24 01:10,2026-01-24 01:35,SELL,4981.42,4986.74,4970.78,TP,10.44,"BOS beyond 4980.93 (body 2.4ATR), unmitigated OB[1 bars ago] 4981.42-4985.17"
2026-01-27 02:00,2026-01-27 08:15,2026-01-27 09:00,SELL,5075.47,5086.63,5053.16,TP,22.11,"BOS beyond 5058.07 (body 2.0ATR), unmitigated OB[2 bars ago] 5075.47-5083.04"
2026-01-27 18:45,2026-01-27 19:30,2026-01-27 19:35,SELL,5085.27,5089.64,5076.53,SL,-4.57,"BOS beyond 5081.99 (body 2.5ATR), unmitigated OB[2 bars ago] 5085.27-5088.14"
2026-01-28 18:00,2026-01-28 19:50,2026-01-28 20:00,SELL,5274.29,5282.91,5257.05,SL,-8.82,"BOS beyond 5269.42 (body 3.6ATR), unmitigated OB[2 bars ago] 5274.29-5280.71"
2026-01-29 12:20,2026-01-29 12:30,2026-01-29 12:55,SELL,5550.32,5563.73,5523.5,SL,-13.61,"BOS beyond 5550.15 (body 3.2ATR), unmitigated OB[2 bars ago] 5550.32-5560.55"
2026-02-04 13:05,2026-02-04 13:45,2026-02-04 14:25,SELL,5074.92,5085.17,5054.42,SL,-10.45,"BOS beyond 5069.29 (body 1.9ATR), unmitigated OB[1 bars ago] 5074.92-5082.80"
2026-02-07 03:30,2026-02-07 03:50,2026-02-07 04:05,SELL,4952.15,4958.06,4940.34,SL,-6.11,"BOS beyond 4948.72 (body 1.9ATR), unmitigated OB[1 bars ago] 4952.15-4956.24"
2026-02-10 19:40,2026-02-10 20:15,2026-02-10 20:25,SELL,5044.4,5048.97,5035.26,TP,8.94,"BOS beyond 5041.23 (body 2.2ATR), unmitigated OB[1 bars ago] 5044.40-5046.82"
2026-02-13 08:00,2026-02-13 18:20,2026-02-13 19:00,BUY,4935.46,4923.41,4959.55,TP,23.89,"BOS beyond 4949.01 (body 2.5ATR), unmitigated OB[1 bars ago] 4926.97-4935.46"
2026-02-13 16:25,2026-02-13 16:40,2026-02-13 17:55,SELL,4972.81,4983.0,4952.43,TP,20.18,"BOS beyond 4971.76 (body 2.0ATR), unmitigated OB[2 bars ago] 4972.81-4980.95"
2026-02-19 02:25,2026-02-19 12:10,2026-02-19 12:45,SELL,4990.42,4996.84,4977.57,SL,-6.62,"BOS beyond 4980.61 (body 2.1ATR), unmitigated OB[2 bars ago] 4990.42-4994.75"
2026-02-19 16:25,2026-02-19 22:30,2026-02-19 22:30,SELL,5017.69,5021.63,5009.81,SL,-4.14,"BOS beyond 5010.53 (body 2.2ATR), unmitigated OB[3 bars ago] 5017.69-5020.13"
2026-02-20 10:40,2026-02-20 10:50,2026-02-20 11:40,SELL,4995.62,5000.69,4985.48,SL,-5.27,"BOS beyond 4989.86 (body 2.2ATR), unmitigated OB[1 bars ago] 4995.62-4999.19"
2026-02-20 22:00,2026-02-20 23:10,2026-02-20 23:30,SELL,5053.28,5063.59,5032.65,SL,-10.51,"BOS beyond 5037.64 (body 2.6ATR), unmitigated OB[2 bars ago] 5053.28-5060.43"
2026-02-25 21:35,2026-02-25 21:50,2026-02-25 21:55,SELL,5186.76,5192.92,5174.44,SL,-6.36,"BOS beyond 5181.96 (body 2.4ATR), unmitigated OB[6 bars ago] 5186.76-5191.08"
2026-03-03 12:45,2026-03-03 15:05,2026-03-03 15:30,SELL,5334.61,5349.25,5305.33,TP,29.08,"BOS beyond 5359.41 (body 2.0ATR), unmitigated OB[1 bars ago] 5334.61-5346.42"
2026-03-04 13:00,2026-03-04 13:35,2026-03-04 14:00,SELL,5153.93,5165.21,5131.37,SL,-11.48,"BOS beyond 5152.99 (body 2.0ATR), unmitigated OB[1 bars ago] 5153.93-5162.42"
