time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2024-06-04 13:05,2024-06-04 13:25,SELL,2351.09,2352.59,2349.2,TP,1.69,Spike up 3.9xATR then stall (body 0.94)
2024-06-07 03:55,2024-06-07 06:20,SELL,2376.11,2377.61,2374.8,SL,-1.7,Spike up 3.6xATR then stall (body 0.03)
2024-06-11 11:55,2024-06-11 12:05,SELL,2303.9,2305.4,2302.87,TP,0.83,Spike up 3.0xATR then stall (body 0.01)
2024-06-14 07:05,2024-06-14 07:45,SELL,2303.67,2305.23,2302.94,SL,-1.76,Spike up 3.0xATR then stall (body 0.21)
2024-06-17 18:35,2024-06-17 19:15,BUY,2318.5,2316.14,2320.17,TP,1.47,Spike down 3.1xATR then stall (body 1.95)
2024-06-18 07:05,2024-06-18 07:30,SELL,2322.67,2324.66,2321.45,SL,-2.19,Spike up 4.5xATR then stall (body 0.55)
2024-06-21 18:40,2024-06-21 19:20,SELL,2366.75,2370.19,2365.31,TP,1.24,Spike up 3.1xATR then stall (body 2.43)
2024-06-26 08:40,2024-06-26 09:05,BUY,2311.62,2309.46,2314.89,TP,3.07,Spike down 4.8xATR then stall (body 0.53)
2024-07-10 20:25,2024-07-10 20:50,SELL,2381.57,2383.07,2379.56,TP,1.81,Spike up 3.8xATR then stall (body 1.03)
2024-07-16 07:20,2024-07-16 08:10,SELL,2422.11,2423.61,2421.66,TP,0.25,Spike up 3.2xATR then stall (body 0.00)
2024-07-17 08:45,2024-07-17 09:00,SELL,2472.98,2474.78,2471.15,SL,-2.0,Spike up 3.3xATR then stall (body 1.31)
2024-07-18 10:35,2024-07-18 11:00,SELL,2464.95,2466.45,2462.66,SL,-1.7,Spike up 3.0xATR then stall (body 1.48)
2024-08-02 01:05,2024-08-02 02:05,BUY,2436.78,2435.28,2440.76,TP,3.78,Spike down 3.3xATR then stall (body 2.74)
2024-08-08 18:45,2024-08-08 18:55,SELL,2403.61,2406.24,2400.83,SL,-2.83,Spike up 4.1xATR then stall (body 2.33)
2024-08-14 14:00,2024-08-14 14:20,SELL,2463.09,2464.59,2461.68,SL,-1.7,Spike up 3.2xATR then stall (body 0.14)
2024-08-14 20:35,2024-08-14 21:15,BUY,2464.24,2460.8,2472.85,SL,-3.64,Spike down 13.5xATR then stall (body 6.30)
2024-08-15 08:00,2024-08-15 08:35,SELL,2450.27,2452.04,2449.37,SL,-1.97,Spike up 3.6xATR then stall (body 0.00)
2024-08-15 18:05,2024-08-15 18:30,SELL,2459.74,2461.24,2458.42,TP,1.12,Spike up 3.0xATR then stall (body 0.35)
2024-08-23 08:40,2024-08-23 09:00,SELL,2490.83,2493.74,2489.42,TP,1.21,Spike up 4.0xATR then stall (body 1.09)
2024-08-23 22:20,2024-08-23 23:05,BUY,2507.3,2502.9,2513.52,TP,6.02,Spike down 3.5xATR then stall (body 6.91)
2024-08-26 14:30,2024-08-26 15:05,SELL,2514.62,2516.12,2512.95,SL,-1.7,Spike up 3.1xATR then stall (body 0.64)
2024-08-27 09:15,2024-08-27 09:45,BUY,2510.1,2508.19,2511.82,TP,1.52,Spike down 3.5xATR then stall (body 0.73)
2024-08-28 09:05,2024-08-28 09:45,BUY,2520.73,2518.49,2522.03,SL,-2.44,Spike down 3.3xATR then stall (body 0.11)
2024-08-29 08:05,2024-08-29 08:15,SELL,2510.0,2511.5,2509.03,SL,-1.7,Spike up 3.4xATR then stall (body 0.06)
2024-09-03 09:15,2024-09-03 09:20,BUY,2491.39,2489.89,2493.01,TP,1.42,Spike down 3.8xATR then stall (body 0.10)
2024-09-11 03:20,2024-09-11 03:50,BUY,2514.65,2512.84,2516.04,TP,1.19,Spike down 3.4xATR then stall (body 1.19)
2024-09-13 08:45,2024-09-13 08:55,SELL,2560.15,2564.28,2558.45,TP,1.5,Spike up 3.1xATR then stall (body 2.09)
2024-09-18 09:05,2024-09-18 09:10,SELL,2574.81,2577.97,2572.73,TP,1.88,Spike up 4.1xATR then stall (body 1.36)
2024-09-19 09:05,2024-09-19 09:20,BUY,2553.47,2551.97,2555.88,TP,2.21,Spike down 4.1xATR then stall (body 0.21)
2024-09-20 18:00,2024-09-20 18:05,SELL,2607.23,2608.73,2604.99,SL,-1.7,Spike up 3.1xATR then stall (body 0.71)
2024-09-27 20:35,2024-09-27 20:45,SELL,2672.35,2673.85,2669.22,SL,-1.7,Spike up 3.9xATR then stall (body 0.65)
2024-09-28 04:55,2024-09-30 06:05,SELL,2660.21,2661.71,2657.89,SL,-1.7,Spike up 4.3xATR then stall (body 0.60)
2024-10-02 20:20,2024-10-02 20:25,BUY,2647.38,2644.62,2649.87,SL,-2.96,Spike down 3.6xATR then stall (body 1.41)
2024-10-03 20:35,2024-10-03 20:40,BUY,2646.93,2645.43,2650.15,SL,-1.7,Spike down 4.0xATR then stall (body 0.70)
2024-10-08 09:05,2024-10-08 09:30,BUY,2638.3,2636.8,2640.36,TP,1.86,Spike down 4.1xATR then stall (body 0.04)
2024-10-11 20:35,2024-10-11 21:35,SELL,2645.24,2651.62,2642.57,SL,-6.58,Spike up 3.4xATR then stall (body 5.89)
2024-10-15 07:45,2024-10-15 08:30,BUY,2649.57,2647.85,2650.22,TP,0.45,Spike down 3.1xATR then stall (body 0.72)
2024-10-15 13:40,2024-10-15 14:20,SELL,2643.08,2644.66,2640.64,SL,-1.78,Spike up 3.9xATR then stall (body 1.34)
2024-10-16 09:05,2024-10-16 09:10,SELL,2662.85,2666.63,2661.43,TP,1.22,Spike up 3.3xATR then stall (body 1.44)
2024-10-16 14:05,2024-10-16 14:10,SELL,2671.7,2673.2,2669.62,SL,-1.7,Spike up 3.1xATR then stall (body 0.17)
2024-10-23 13:35,2024-10-23 14:00,SELL,2752.56,2754.28,2750.75,TP,1.61,Spike up 3.5xATR then stall (body 1.37)
2024-10-24 07:05,2024-10-24 08:00,SELL,2720.3,2722.02,2719.05,TP,1.05,Spike up 3.3xATR then stall (body 0.08)
2024-11-01 01:35,2024-11-01 02:10,SELL,2747.86,2749.36,2745.26,SL,-1.7,Spike up 3.5xATR then stall (body 0.64)
2024-11-07 20:25,2024-11-07 20:45,SELL,2683.17,2684.67,2679.14,SL,-1.7,Spike up 3.4xATR then stall (body 1.12)
2024-11-11 12:15,2024-11-11 12:20,BUY,2670.39,2668.89,2672.23,SL,-1.7,Spike down 3.0xATR then stall (body 0.70)
2024-11-12 12:25,2024-11-12 12:30,BUY,2611.61,2610.11,2613.65,SL,-1.7,Spike down 4.1xATR then stall (body 0.63)
2024-11-12 14:25,2024-11-12 14:35,BUY,2600.67,2598.03,2604.69,SL,-2.84,Spike down 3.3xATR then stall (body 4.07)
