date,trades,net_profit
2025-03-10,1,-29.49
2025-04-03,1,115.27
2025-07-15,1,-31.35
2025-08-20,1,69.67
2025-10-09,1,-67.28
2025-11-17,1,-139.52
2025-12-05,1,136.2
2025-12-08,1,-49.31
2026-02-12,1,-115.9
2026-02-27,1,-73.61
2026-04-17,1,-70.3
2026-04-30,1,-84.95
2026-05-04,1,-91.37
