label,days,date,total,base,siglevel,weight
S86_BASELINE,90,2026-05-07,-999.8417,-999.8417,0.0,0.0
S86_BASELINE,120,2026-03-09,-984.0877,-984.0877,0.0,0.0
S86_BASELINE,150,2025-12-18,-998.7615,-998.7615,0.0,0.0
S86_BASELINE,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x0,90,2026-05-07,-999.8417,-999.8417,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x0,120,2026-03-09,-984.0877,-984.0877,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x0,150,2025-12-18,-998.7615,-998.7615,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x0,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x1,90,2026-03-05,-998.0263,-968.6463,-29.38,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x1,120,2026-03-05,-994.8063,-965.4263,-29.38,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x1,150,2025-12-18,-998.7615,-998.7615,0.0,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x1,180,2026-03-05,-1029.2763,-999.8963,-29.38,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x2,90,2026-03-05,-1027.4063,-968.6463,-58.76,2.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x2,120,2026-03-05,-1024.1863,-965.4263,-58.76,2.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x2,150,2026-03-05,-1024.1863,-965.4263,-58.76,2.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x2,180,2026-03-05,-1058.6563,-999.8963,-58.76,2.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x3,90,2026-03-05,-1056.7863,-968.6463,-88.14,3.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x3,120,2026-03-05,-1053.5663,-965.4263,-88.14,3.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x3,150,2026-03-05,-1053.5663,-965.4263,-88.14,3.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x3,180,2026-03-05,-1088.0363,-999.8963,-88.14,3.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x4,90,2026-03-05,-1086.1663,-968.6463,-117.52,4.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x4,120,2026-03-05,-1082.9463,-965.4263,-117.52,4.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x4,150,2026-03-05,-1082.9463,-965.4263,-117.52,4.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x4,180,2026-03-05,-1117.4163,-999.8963,-117.52,4.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x5,90,2026-03-05,-1115.5463,-968.6463,-146.9,5.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x5,120,2026-03-05,-1112.3263,-965.4263,-146.9,5.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x5,150,2026-03-05,-1112.3263,-965.4263,-146.9,5.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x5,180,2026-03-05,-1146.7963,-999.8963,-146.9,5.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x6,90,2026-03-05,-1144.9263,-968.6463,-176.28,6.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x6,120,2026-03-05,-1141.7063,-965.4263,-176.28,6.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x6,150,2026-03-05,-1141.7063,-965.4263,-176.28,6.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x6,180,2026-03-05,-1176.1763,-999.8963,-176.28,6.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x7,90,2026-03-05,-1174.3063,-968.6463,-205.66,7.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x7,120,2026-03-05,-1171.0863,-965.4263,-205.66,7.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x7,150,2026-03-05,-1171.0863,-965.4263,-205.66,7.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x7,180,2026-03-05,-1205.5563,-999.8963,-205.66,7.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x8,90,2026-03-05,-1203.6863,-968.6463,-235.04,8.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x8,120,2026-03-05,-1200.4663,-965.4263,-235.04,8.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x8,150,2026-03-05,-1200.4663,-965.4263,-235.04,8.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x8,180,2026-03-05,-1234.9363,-999.8963,-235.04,8.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x9,90,2026-03-05,-1233.0663,-968.6463,-264.42,9.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x9,120,2026-03-05,-1229.8463,-965.4263,-264.42,9.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x9,150,2026-03-05,-1229.8463,-965.4263,-264.42,9.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x9,180,2026-03-05,-1264.3163,-999.8963,-264.42,9.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x10,90,2026-03-05,-1262.4463,-968.6463,-293.8,10.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x10,120,2026-03-05,-1259.2263,-965.4263,-293.8,10.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x10,150,2026-03-05,-1259.2263,-965.4263,-293.8,10.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr0_tl12_tm0.8_sl0.25_rr1x10,180,2026-03-05,-1293.6963,-999.8963,-293.8,10.0
