weight,pass_floor_streak,avg_day,min_day,worst_day
321.025,True,1383.3074,1326.208,-999.90965
321.026,False,1383.3075,1326.2081,-999.90965
321.027,False,1383.3076,1326.2082,-999.90965
321.028,False,1383.3077,1326.2082,-999.90965
321.029,False,1383.3078,1326.2083,-999.90965
321.03,False,1383.3079,1326.2084,-999.90965
321.031,False,1383.308,1326.2084,-999.90965
321.032,False,1383.3081,1326.2085,-999.90965
321.033,False,1383.3082,1326.2086,-999.90965
321.034,False,1383.3083,1326.2086,-999.90965
321.035,False,1383.3084,1326.2087,-999.90965
321.036,False,1383.3085,1326.2087,-999.90965
321.037,False,1383.3086,1326.2088,-999.90965
321.038,False,1383.3087,1326.2089,-999.90965
321.039,False,1383.3088,1326.2089,-999.90965
321.04,False,1383.3089,1326.209,-999.90965
321.041,False,1383.309,1326.2091,-999.90965
321.042,False,1383.3091,1326.2091,-999.90965
321.043,False,1383.3092,1326.2092,-999.90965
321.044,False,1383.3093,1326.2093,-999.90965
321.045,False,1383.3094,1326.2093,-999.90965
321.046,False,1383.3096,1326.2094,-999.90965
321.047,False,1383.3097,1326.2095,-999.90965
321.048,False,1383.3098,1326.2095,-999.90965
321.049,False,1383.3099,1326.2096,-999.90965
321.05,False,1383.31,1326.2097,-999.90965
321.051,False,1383.3101,1326.2097,-999.90965
321.052,False,1383.3102,1326.2098,-999.90965
321.053,False,1383.3103,1326.2099,-999.90965
321.054,False,1383.3104,1326.2099,-999.90965
321.055,False,1383.3105,1326.21,-999.90965
321.056,False,1383.3106,1326.2101,-999.90965
321.057,False,1383.3107,1326.2101,-999.90965
321.058,False,1383.3108,1326.2102,-999.90965
321.059,False,1383.3109,1326.2103,-999.90965
321.06,False,1383.311,1326.2103,-999.90965
321.061,False,1383.3111,1326.2104,-999.90965
321.062,False,1383.3112,1326.2105,-999.90965
321.063,False,1383.3113,1326.2105,-999.90965
321.064,False,1383.3114,1326.2106,-999.90965
321.065,False,1383.3115,1326.2107,-999.90965
321.066,False,1383.3116,1326.2107,-999.90965
321.067,False,1383.3117,1326.2108,-999.90965
321.068,False,1383.3118,1326.2109,-999.90965
321.069,False,1383.312,1326.2109,-999.90965
321.07,False,1383.3121,1326.211,-999.90965
321.071,False,1383.3122,1326.211,-999.90965
321.072,False,1383.3123,1326.2111,-999.90965
321.073,False,1383.3124,1326.2112,-999.90965
321.074,False,1383.3125,1326.2112,-999.90965
321.075,False,1383.3126,1326.2113,-999.90965
321.076,False,1383.3127,1326.2114,-999.90965
321.077,False,1383.3128,1326.2114,-999.90965
321.078,False,1383.3129,1326.2115,-999.90965
321.079,False,1383.313,1326.2116,-999.90965
321.08,False,1383.3131,1326.2116,-999.90965
321.081,False,1383.3132,1326.2117,-999.90965
321.082,False,1383.3133,1326.2118,-999.90965
321.083,False,1383.3134,1326.2118,-999.90965
321.084,False,1383.3135,1326.2119,-999.90965
321.085,False,1383.3136,1326.212,-999.90965
321.086,False,1383.3137,1326.212,-999.90965
321.087,False,1383.3138,1326.2121,-999.90965
321.088,False,1383.3139,1326.2122,-999.90965
