signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-22T03:00:00+07:00,2026-01-22T03:10:00+07:00,SELL,4781.22,4788.5,4715.7,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.17, shock=0.78ATR; high-volume discontinuity reclaimed"
2026-01-23T12:50:00+07:00,2026-01-23T13:10:00+07:00,SELL,4965.31,4967.4,4946.5,TP,18.61,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.26, shock=2.26ATR; high-volume discontinuity reclaimed"
2026-01-26T06:20:00+07:00,2026-01-26T06:35:00+07:00,SELL,5027.11,5031.25,4989.84,SL,-4.34,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.61, shock=1.21ATR; high-volume discontinuity reclaimed"
2026-01-26T08:35:00+07:00,2026-01-26T08:45:00+07:00,SELL,5078.66,5086.17,5011.06,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.29, shock=1.27ATR; high-volume discontinuity reclaimed"
2026-01-30T15:50:00+07:00,2026-01-30T16:00:00+07:00,SELL,5118.91,5131.44,5006.14,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.23, shock=0.99ATR; high-volume discontinuity reclaimed"
2026-02-11T12:55:00+07:00,2026-02-11T14:45:00+07:00,BUY,5049.81,5045.98,5084.29,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.19, shock=-1.37ATR; high-volume discontinuity reclaimed"
2026-02-11T18:05:00+07:00,2026-02-11T19:20:00+07:00,BUY,5089.53,5081.93,5157.93,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.49, shock=-1.04ATR; high-volume discontinuity reclaimed"
2026-02-13T22:10:00+07:00,2026-02-13T22:25:00+07:00,SELL,5005.79,5012.28,4947.38,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.31, shock=0.79ATR; high-volume discontinuity reclaimed"
2026-02-17T21:55:00+07:00,2026-02-17T22:15:00+07:00,SELL,4870.92,4882.21,4769.31,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.58, shock=0.47ATR; high-volume discontinuity reclaimed"
2026-02-20T22:20:00+07:00,2026-02-20T22:40:00+07:00,SELL,5030.77,5046.02,4893.52,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.31, shock=1.00ATR; high-volume discontinuity reclaimed"
2026-02-27T21:10:00+07:00,2026-02-27T21:35:00+07:00,BUY,5223.51,5216.63,5285.43,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.22, shock=-0.59ATR; high-volume discontinuity reclaimed"
2026-03-02T07:10:00+07:00,2026-03-02T07:15:00+07:00,BUY,5372.69,5362.66,5462.96,SL,-10.23,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.77, shock=-0.40ATR; high-volume discontinuity reclaimed"
2026-03-04T15:10:00+07:00,2026-03-04T15:20:00+07:00,BUY,5153.21,5147.05,5208.65,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.26, shock=-1.16ATR; high-volume discontinuity reclaimed"
2026-03-11T14:40:00+07:00,2026-03-11T15:20:00+07:00,BUY,5188.34,5184.29,5224.8,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.22, shock=-1.02ATR; high-volume discontinuity reclaimed"
2026-03-12T18:20:00+07:00,2026-03-12T19:00:00+07:00,BUY,5175.97,5172.49,5207.3,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.37, shock=-1.20ATR; high-volume discontinuity reclaimed"
2026-03-12T21:10:00+07:00,2026-03-12T21:15:00+07:00,BUY,5158.23,5154.34,5193.24,SL,-4.09,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.23, shock=-0.59ATR; high-volume discontinuity reclaimed"
2026-03-13T20:35:00+07:00,2026-03-13T21:00:00+07:00,BUY,5102.75,5096.24,5161.35,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.20, shock=-1.05ATR; high-volume discontinuity reclaimed"
2026-03-16T06:35:00+07:00,2026-03-16T06:45:00+07:00,BUY,4985.8,4978.49,5051.6,SL,-7.51,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.30, shock=-0.75ATR; high-volume discontinuity reclaimed"
2026-03-16T08:15:00+07:00,2026-03-16T08:25:00+07:00,BUY,4994.67,4983.2,5097.91,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.16, shock=-2.70ATR; high-volume discontinuity reclaimed"
2026-03-17T21:05:00+07:00,2026-03-17T21:15:00+07:00,BUY,5015.32,5009.0,5072.2,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.25, shock=-0.86ATR; high-volume discontinuity reclaimed"
2026-03-23T07:25:00+07:00,2026-03-23T07:50:00+07:00,SELL,4434.73,4446.77,4326.36,TP,108.17,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.28, shock=0.85ATR; high-volume discontinuity reclaimed"
2026-03-25T12:45:00+07:00,2026-03-25T14:20:00+07:00,SELL,4563.02,4567.39,4523.69,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.20, shock=1.33ATR; high-volume discontinuity reclaimed"
2026-03-26T09:40:00+07:00,2026-03-26T09:50:00+07:00,BUY,4517.72,4511.46,4574.07,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.27, shock=-1.15ATR; high-volume discontinuity reclaimed"
2026-03-26T21:55:00+07:00,2026-03-26T22:10:00+07:00,BUY,4456.87,4444.9,4564.61,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.21, shock=-0.85ATR; high-volume discontinuity reclaimed"
2026-03-27T21:10:00+07:00,2026-03-27T21:30:00+07:00,BUY,4453.81,4443.89,4543.09,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.27, shock=-0.68ATR; high-volume discontinuity reclaimed"
2026-03-30T08:25:00+07:00,2026-03-30T09:05:00+07:00,SELL,4456.3,4467.76,4353.16,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.25, shock=1.47ATR; high-volume discontinuity reclaimed"
2026-04-02T22:25:00+07:00,2026-04-02T22:35:00+07:00,SELL,4668.02,4677.31,4584.41,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.31, shock=0.86ATR; high-volume discontinuity reclaimed"
2026-04-09T21:45:00+07:00,2026-04-09T22:05:00+07:00,SELL,4772.85,4777.69,4729.29,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.26, shock=0.76ATR; high-volume discontinuity reclaimed"
2026-04-10T09:25:00+07:00,2026-04-10T09:50:00+07:00,BUY,4761.11,4758.16,4787.66,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.29, shock=-0.94ATR; high-volume discontinuity reclaimed"
2026-04-10T21:35:00+07:00,2026-04-10T21:45:00+07:00,BUY,4771.42,4764.64,4832.44,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.26, shock=-0.66ATR; high-volume discontinuity reclaimed"
2026-04-14T09:35:00+07:00,2026-04-14T09:55:00+07:00,BUY,4767.48,4763.98,4798.98,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.24, shock=-0.83ATR; high-volume discontinuity reclaimed"
2026-04-14T20:45:00+07:00,2026-04-14T20:50:00+07:00,BUY,4769.92,4765.63,4808.53,SL,-4.49,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.35, shock=-0.84ATR; high-volume discontinuity reclaimed"
2026-04-14T21:30:00+07:00,2026-04-15T09:15:00+07:00,BUY,4787.2,4779.68,4854.88,TP,67.48,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.22, shock=-1.22ATR; high-volume discontinuity reclaimed"
2026-04-21T09:15:00+07:00,2026-04-21T09:25:00+07:00,BUY,4816.19,4812.82,4846.52,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.17, shock=-0.86ATR; high-volume discontinuity reclaimed"
2026-04-21T10:35:00+07:00,2026-04-21T10:50:00+07:00,BUY,4804.6,4802.27,4825.57,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.22, shock=-1.12ATR; high-volume discontinuity reclaimed"
2026-04-21T22:50:00+07:00,2026-04-21T23:05:00+07:00,BUY,4731.51,4722.99,4808.2,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.25, shock=-1.97ATR; high-volume discontinuity reclaimed"
2026-04-22T19:45:00+07:00,2026-04-22T19:55:00+07:00,BUY,4750.58,4747.63,4777.13,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.31, shock=-1.94ATR; high-volume discontinuity reclaimed"
2026-04-22T20:05:00+07:00,2026-04-22T20:25:00+07:00,SELL,4754.12,4757.76,4721.35,SL,-3.84,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.20, shock=1.87ATR; high-volume discontinuity reclaimed"
2026-04-27T09:15:00+07:00,2026-04-27T11:35:00+07:00,BUY,4693.75,4690.4,4723.91,TP,29.96,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.35, shock=-0.91ATR; high-volume discontinuity reclaimed"
2026-04-28T14:25:00+07:00,2026-04-28T14:45:00+07:00,BUY,4628.19,4622.99,4674.99,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.20, shock=-1.14ATR; high-volume discontinuity reclaimed"
2026-04-29T09:30:00+07:00,2026-04-29T09:50:00+07:00,BUY,4582.76,4578.49,4621.2,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.45, shock=-0.78ATR; high-volume discontinuity reclaimed"
2026-04-30T08:15:00+07:00,2026-04-30T10:40:00+07:00,BUY,4560.52,4556.18,4599.59,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.25, shock=-1.11ATR; high-volume discontinuity reclaimed"
2026-05-01T08:15:00+07:00,2026-05-01T08:25:00+07:00,BUY,4624.24,4620.56,4657.36,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.23, shock=-1.48ATR; high-volume discontinuity reclaimed"
2026-05-06T14:05:00+07:00,2026-05-06T14:15:00+07:00,BUY,4661.51,4656.65,4705.26,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.20, shock=-0.93ATR; high-volume discontinuity reclaimed"
2026-05-07T22:35:00+07:00,2026-05-07T23:20:00+07:00,BUY,4750.88,4747.1,4784.9,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.23, shock=-1.01ATR; high-volume discontinuity reclaimed"
2026-05-08T16:25:00+07:00,2026-05-08T16:35:00+07:00,SELL,4719.41,4722.97,4687.36,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.26, shock=0.92ATR; high-volume discontinuity reclaimed"
2026-05-18T08:45:00+07:00,2026-05-18T20:40:00+07:00,BUY,4488.43,4479.58,4568.09,TP,79.46,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.36, shock=-0.84ATR; high-volume discontinuity reclaimed"
2026-05-20T08:15:00+07:00,2026-05-20T08:20:00+07:00,SELL,4486.59,4491.06,4446.35,SL,-4.67,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.19, shock=0.92ATR; high-volume discontinuity reclaimed"
2026-05-21T18:40:00+07:00,2026-05-21T18:55:00+07:00,BUY,4511.58,4504.47,4575.57,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.16, shock=-0.97ATR; high-volume discontinuity reclaimed"
2026-05-23T01:35:00+07:00,2026-05-23T01:50:00+07:00,BUY,4521.74,4519.14,4545.14,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.26, shock=-1.21ATR; high-volume discontinuity reclaimed"
2026-05-25T08:50:00+07:00,2026-05-25T09:25:00+07:00,SELL,4574.65,4579.82,4528.12,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.87, shock=1.18ATR; high-volume discontinuity reclaimed"
2026-05-25T19:20:00+07:00,2026-05-25T19:35:00+07:00,SELL,4573.47,4575.39,4556.19,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.37, shock=1.27ATR; high-volume discontinuity reclaimed"
2026-05-27T20:35:00+07:00,2026-05-27T20:45:00+07:00,BUY,4449.05,4443.94,4495.05,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.18, shock=-0.75ATR; high-volume discontinuity reclaimed"
2026-05-29T14:05:00+07:00,2026-05-29T14:25:00+07:00,SELL,4517.2,4522.77,4467.06,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.32, shock=1.00ATR; high-volume discontinuity reclaimed"
2026-06-03T07:50:00+07:00,2026-06-03T09:05:00+07:00,BUY,4472.76,4468.56,4510.56,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.21, shock=-0.48ATR; high-volume discontinuity reclaimed"
2026-06-05T08:20:00+07:00,2026-06-05T09:00:00+07:00,BUY,4453.28,4450.42,4479.02,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.23, shock=-0.64ATR; high-volume discontinuity reclaimed"
2026-06-05T21:00:00+07:00,2026-06-05T21:25:00+07:00,BUY,4409.22,4399.21,4499.32,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.30, shock=-1.21ATR; high-volume discontinuity reclaimed"
2026-06-10T19:15:00+07:00,2026-06-10T20:25:00+07:00,SELL,4168.2,4172.34,4130.93,TP,37.07,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.26, shock=0.98ATR; high-volume discontinuity reclaimed"
2026-06-12T01:45:00+07:00,2026-06-12T02:15:00+07:00,SELL,4160.08,4170.77,4063.86,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.29, shock=1.58ATR; high-volume discontinuity reclaimed"
2026-06-12T09:10:00+07:00,2026-06-12T09:20:00+07:00,SELL,4189.09,4194.22,4142.92,BE,-0.2,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.31, shock=0.87ATR; high-volume discontinuity reclaimed"
2026-06-15T06:15:00+07:00,2026-06-15T06:25:00+07:00,BUY,4300.72,4293.89,4362.19,BE,-0.2,S174 BUY Bipower Jump Reclaim 9R,"Jump share=0.96, shock=-0.78ATR; high-volume discontinuity reclaimed"
2026-06-18T02:20:00+07:00,2026-06-18T02:30:00+07:00,SELL,4299.67,4309.45,4211.65,SL,-9.98,S174 SELL Bipower Jump Reclaim 9R,"Jump share=0.45, shock=1.65ATR; high-volume discontinuity reclaimed"
