date,trades,net_profit
2024-06-20,1,20.06
2024-06-24,1,-6.23
2024-06-28,1,4.6
2024-07-05,1,3.19
2024-07-11,1,20.28
2024-08-14,1,-9.14
2024-08-26,1,5.41
2024-09-04,1,2.95
2024-09-05,1,-4.95
2024-09-06,1,-10.19
2024-09-11,1,-10.19
2024-10-04,1,-19.29
2024-10-09,1,-8.15
2024-10-10,1,4.35
2024-10-24,1,-5.56
2024-11-13,1,-5.18
2024-11-19,1,-9.06
2024-12-06,1,-10.45
2025-01-10,1,-14.03
2025-01-23,1,7.99
2025-02-21,1,-7.85
2025-02-27,1,14.24
2025-03-07,1,-6.48
2025-04-01,1,23.68
2025-05-12,1,29.66
2025-07-17,1,-9.81
2025-08-14,2,0.5800000000000001
2025-08-22,1,-5.31
2025-09-05,1,30.55
2025-09-11,1,-19.15
2025-09-30,1,33.75
