timestamp,label,setup_type,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,ema_fast,ema_trend,pullback_touch_atr,momentum_body_atr,pullback_max_atr,range_lookback,range_edge_pct,sl_atr_mult,tp_rr
2026-06-26 20:36:01,grid060_mom_body0.6_pb0.35_sl0.8,momentum_pullback,2510,50.2,-678.71,-22.62,-21.21,78.4,32,30,0,796.95,72.8,0.01,0.08,1.0,321.29,11,-0.038,0.92,8,50,0.15,0.6,0.35,20,0.15,0.8,1.0
2026-06-26 20:36:03,grid061_mom_body0.6_pb0.5_sl0.3,momentum_pullback,3436,48.5,-1316.25,-43.88,-39.89,104.1,33,30,0,1418.31,130.57,0.01,0.1,1.0,-316.25,14,-0.082,0.84,8,50,0.15,0.6,0.5,20,0.15,0.3,1.0
2026-06-26 20:36:05,grid062_mom_body0.6_pb0.5_sl0.5,momentum_pullback,3435,48.6,-1299.36,-43.31,-39.37,104.1,33,30,0,1394.46,129.86,0.01,0.07,1.0,-299.36,14,-0.082,0.84,8,50,0.15,0.6,0.5,20,0.15,0.5,1.0
2026-06-26 20:36:07,grid063_mom_body0.6_pb0.5_sl0.8,momentum_pullback,3432,50.2,-840.38,-28.01,-25.47,104.0,33,30,0,1007.11,87.32,0.01,0.09,1.0,159.62,9,-0.044,0.93,8,50,0.15,0.6,0.5,20,0.15,0.8,1.0
2026-06-26 20:36:09,grid064_mom_body0.8_pb0.2_sl0.3,momentum_pullback,895,47.4,-675.08,-22.5,-21.1,28.0,32,30,0,719.34,70.98,0.01,0.11,1.0,324.92,10,-0.119,0.78,8,50,0.15,0.8,0.2,20,0.15,0.3,1.0
2026-06-26 20:36:11,grid065_mom_body0.8_pb0.2_sl0.5,momentum_pullback,895,47.8,-569.19,-18.97,-17.79,28.0,32,30,0,611.64,60.35,0.01,0.08,1.0,430.81,10,-0.088,0.82,8,50,0.15,0.8,0.2,20,0.15,0.5,1.0
2026-06-26 20:36:13,grid066_mom_body0.8_pb0.2_sl0.8,momentum_pullback,894,48.7,-445.65,-14.85,-13.93,27.9,32,30,0,511.74,50.18,0.01,0.07,1.0,554.35,10,-0.06,0.87,8,50,0.15,0.8,0.2,20,0.15,0.8,1.0
2026-06-26 20:36:16,grid067_mom_body0.8_pb0.35_sl0.3,momentum_pullback,1539,47.8,-881.97,-29.4,-27.56,48.1,32,30,0,943.12,91.06,0.01,0.1,1.0,118.03,10,-0.125,0.81,8,50,0.15,0.8,0.35,20,0.15,0.3,1.0
2026-06-26 20:36:18,grid068_mom_body0.8_pb0.35_sl0.5,momentum_pullback,1539,48.1,-777.62,-25.92,-24.3,48.1,32,30,0,801.02,79.06,0.01,0.08,1.0,222.38,13,-0.09,0.84,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:36:20,grid069_mom_body0.8_pb0.35_sl0.8,momentum_pullback,1538,49.6,-585.13,-19.5,-18.29,48.1,32,30,0,625.48,61.41,0.01,0.08,1.0,414.87,10,-0.051,0.9,8,50,0.15,0.8,0.35,20,0.15,0.8,1.0
2026-06-26 20:36:22,grid070_mom_body0.8_pb0.5_sl0.3,momentum_pullback,2123,48.4,-1004.08,-33.47,-30.43,64.3,33,30,0,1085.15,101.36,0.01,0.09,1.0,-4.08,10,0.086,0.84,8,50,0.15,0.8,0.5,20,0.15,0.3,1.0
2026-06-26 20:36:24,grid071_mom_body0.8_pb0.5_sl0.5,momentum_pullback,2122,48.4,-967.09,-32.24,-29.31,64.3,33,30,0,1037.04,98.61,0.01,0.07,1.0,32.91,10,-0.114,0.85,8,50,0.15,0.8,0.5,20,0.15,0.5,1.0
2026-06-26 20:36:26,grid072_mom_body0.8_pb0.5_sl0.8,momentum_pullback,2119,49.7,-719.76,-23.99,-21.81,64.2,33,30,0,789.9,74.96,0.01,0.08,1.0,280.24,10,-0.053,0.91,8,50,0.15,0.8,0.5,20,0.15,0.8,1.0
2026-06-26 20:36:29,grid073_mom_body1.2_pb0.2_sl0.3,momentum_pullback,324,45.1,-364.6,-12.15,-11.39,10.1,32,30,0,402.09,39.64,0.01,0.07,1.0,635.4,8,-0.135,0.76,8,50,0.15,1.2,0.2,20,0.15,0.3,1.0
2026-06-26 20:36:31,grid074_mom_body1.2_pb0.2_sl0.5,momentum_pullback,324,46.3,-342.1,-11.4,-10.69,10.1,32,30,0,380.39,37.11,0.01,0.06,1.0,657.9,9,-0.124,0.78,8,50,0.15,1.2,0.2,20,0.15,0.5,1.0
2026-06-26 20:36:33,grid075_mom_body1.2_pb0.2_sl0.8,momentum_pullback,323,44.6,-411.21,-13.71,-12.85,10.1,32,30,0,465.12,45.19,0.01,0.05,1.0,588.79,9,-0.158,0.73,8,50,0.15,1.2,0.2,20,0.15,0.8,1.0
2026-06-26 20:36:35,grid076_mom_body1.2_pb0.35_sl0.3,momentum_pullback,537,47.1,-449.3,-14.98,-14.04,16.8,32,30,0,481.53,47.4,0.01,0.07,1.0,550.7,10,-0.106,0.8,8,50,0.15,1.2,0.35,20,0.15,0.3,1.0
2026-06-26 20:36:37,grid077_mom_body1.2_pb0.35_sl0.5,momentum_pullback,537,47.7,-371.7,-12.39,-11.62,16.8,32,30,0,408.74,39.88,0.01,0.06,1.0,628.3,10,-0.081,0.85,8,50,0.15,1.2,0.35,20,0.15,0.5,1.0
2026-06-26 20:36:40,grid078_mom_body1.2_pb0.35_sl0.8,momentum_pullback,536,47.9,-325.09,-10.84,-10.16,16.8,32,30,0,420.72,39.48,0.01,0.06,1.0,674.91,9,-0.068,0.87,8,50,0.15,1.2,0.35,20,0.15,0.8,1.0
2026-06-26 20:36:42,grid079_mom_body1.2_pb0.5_sl0.3,momentum_pullback,732,48.5,-458.43,-15.28,-13.89,22.2,33,30,0,518.0,49.99,0.01,0.06,1.0,541.57,10,-0.078,0.84,8,50,0.15,1.2,0.5,20,0.15,0.3,1.0
2026-06-26 20:36:44,grid080_mom_body1.2_pb0.5_sl0.5,momentum_pullback,731,48.7,-430.9,-14.36,-13.06,22.2,33,30,0,500.25,47.96,0.01,0.06,1.0,569.1,10,-0.071,0.86,8,50,0.15,1.2,0.5,20,0.15,0.5,1.0
2026-06-26 20:36:46,grid081_mom_body1.2_pb0.5_sl0.8,momentum_pullback,728,49.7,-332.15,-11.07,-10.07,22.1,33,30,0,424.79,40.61,0.01,0.05,1.0,667.85,10,-0.05,0.89,8,50,0.15,1.2,0.5,20,0.15,0.8,1.0
2026-06-26 20:36:48,grid082_range_lb10_edge0.1_sl0.3,range_scalp,3019,51.2,-918.47,-30.62,-28.7,94.3,32,30,0,988.3,95.48,0.01,0.15,1.0,81.53,10,-0.054,0.87,8,50,0.15,0.8,0.35,10,0.1,0.3,1.0
2026-06-26 20:36:51,grid083_range_lb10_edge0.1_sl0.5,range_scalp,3018,51.4,-754.97,-25.17,-23.59,94.3,32,30,0,840.18,80.95,0.01,0.14,1.0,245.03,11,-0.038,0.91,8,50,0.15,0.8,0.35,10,0.1,0.5,1.0
2026-06-26 20:36:53,grid084_range_lb10_edge0.1_sl0.8,range_scalp,3017,51.3,-740.4,-24.68,-23.14,94.3,32,30,0,920.72,88.42,0.01,0.09,1.0,259.6,10,-0.032,0.92,8,50,0.15,0.8,0.35,10,0.1,0.8,1.0
2026-06-26 20:36:55,grid085_range_lb10_edge0.15_sl0.3,range_scalp,3609,50.9,-1135.77,-37.86,-34.42,109.4,33,30,0,1220.47,118.22,0.01,0.14,1.0,-135.77,12,0.072,0.86,8,50,0.15,0.8,0.35,10,0.15,0.3,1.0
2026-06-26 20:36:57,grid086_range_lb10_edge0.15_sl0.5,range_scalp,3608,51.2,-971.83,-32.39,-29.45,109.3,33,30,0,1049.39,100.93,0.01,0.13,1.0,28.17,12,-0.315,0.9,8,50,0.15,0.8,0.35,10,0.15,0.5,1.0
2026-06-26 20:36:59,grid087_range_lb10_edge0.15_sl0.8,range_scalp,3607,51.4,-863.79,-28.79,-26.18,109.3,33,30,0,1089.37,100.52,0.01,0.09,1.0,136.21,12,0.176,0.92,8,50,0.15,0.8,0.35,10,0.15,0.8,1.0
