time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2026-03-04 20:55,2026-03-04 21:00,2026-03-04 21:45,SELL,5174.54,5193.19,5152.16,TP,22.18,"Swept high 5184.92 (age 49), disp 14.47>=9.37x1.4, confirm: FVG"
2026-03-05 20:20,2026-03-05 20:25,2026-03-05 22:05,SELL,5120.99,5163.93,5069.46,TP,51.33,"Swept high 5158.84 (age 33), disp 27.63>=11.31x1.4, confirm: FVG"
2026-03-06 03:15,2026-03-06 03:20,2026-03-06 08:35,BUY,5083.61,5063.91,5107.24,TP,23.43,"Swept low 5067.29 (age 16), disp 11.90>=8.33x1.4, confirm: FVG"
2026-03-10 14:20,2026-03-10 14:25,2026-03-10 14:50,SELL,5165.08,5179.28,5148.04,SL,-14.4,"Swept high 5174.31 (age 21), disp 9.14>=5.17x1.4, confirm: FVG"
2026-03-10 17:35,2026-03-10 17:40,2026-03-10 18:00,SELL,5163.37,5178.72,5144.95,SL,-15.55,"Swept high 5174.31 (age 60), disp 12.25>=6.11x1.4, confirm: FVG"
2026-03-11 02:30,2026-03-11 02:35,2026-03-11 07:20,SELL,5192.52,5209.31,5172.38,SL,-16.99,"Swept high 5205.05 (age 8), disp 14.05>=9.80x1.4, confirm: FVG"
2026-03-16 18:50,2026-03-16 19:10,2026-03-16 19:25,SELL,5004.78,5020.62,4985.78,SL,-16.04,"Swept high 5016.48 (age 56), disp 12.40>=7.14x1.4, confirm: FVG"
2026-03-25 19:35,2026-03-25 19:45,2026-03-25 20:30,BUY,4544.18,4518.36,4575.15,TP,30.77,"Swept low 4527.90 (age 33), disp 15.78>=10.65x1.4, confirm: RSIx28"
2026-04-10 23:35,2026-04-10 23:40,2026-04-11 04:25,SELL,4765.68,4781.49,4746.72,TP,18.76,"Swept high 4777.67 (age 29), disp 14.61>=8.88x1.4, confirm: FVG"
2026-04-13 16:40,2026-04-13 16:45,2026-04-13 17:35,SELL,4725.28,4736.44,4711.89,TP,13.19,"Swept high 4733.83 (age 13), disp 8.85>=5.23x1.4, confirm: FVG"
2026-04-21 08:25,2026-04-21 08:40,2026-04-21 09:10,SELL,4822.49,4830.22,4813.21,TP,9.08,"Swept high 4826.98 (age 11), disp 5.70>=3.11x1.4, confirm: FVG"
2026-04-28 09:55,2026-04-28 10:05,2026-04-28 13:05,SELL,4675.18,4687.15,4660.82,TP,14.16,"Swept high 4681.47 (age 58), disp 10.23>=4.50x1.4, confirm: FVG"
2026-05-04 11:35,2026-05-04 11:40,2026-05-04 11:50,SELL,4604.37,4612.79,4594.26,SL,-8.62,"Swept high 4611.03 (age 7), disp 6.41>=4.42x1.4, confirm: FVG"
2026-05-07 09:10,2026-05-07 09:25,2026-05-07 14:30,BUY,4704.42,4689.88,4721.88,TP,17.26,"Swept low 4693.27 (age 32), disp 12.21>=6.04x1.4, confirm: FVG"
2026-05-14 09:05,2026-05-14 09:15,2026-05-14 11:45,SELL,4693.95,4709.25,4675.59,TP,18.16,"Swept high 4703.31 (age 6), disp 10.36>=6.38x1.4, confirm: FVG"
2026-05-14 10:45,2026-05-14 10:50,2026-05-14 12:00,SELL,4687.04,4698.58,4673.19,TP,13.65,"Swept high 4695.15 (age 11), disp 8.88>=6.31x1.4, confirm: FVG"
2026-05-18 19:35,2026-05-18 19:55,2026-05-18 20:40,BUY,4549.78,4533.17,4569.72,TP,19.74,"Swept low 4535.75 (age 16), disp 14.06>=6.87x1.4, confirm: FVG"
2026-05-21 09:10,2026-05-21 10:10,2026-05-21 10:30,BUY,4554.26,4538.93,4572.64,SL,-15.53,"Swept low 4542.08 (age 39), disp 10.14>=6.22x1.4, confirm: FVG"
2026-05-28 18:45,2026-05-28 18:55,2026-05-28 20:35,SELL,4386.12,4400.26,4369.15,SL,-14.34,"Swept high 4395.04 (age 25), disp 8.20>=5.14x1.4, confirm: FVG"
2026-05-29 09:05,2026-05-29 09:30,2026-05-29 14:00,BUY,4503.91,4490.62,4519.85,TP,15.74,"Swept low 4493.29 (age 3), disp 7.98>=5.16x1.4, confirm: FVG"
