timestamp,label,entry_tf,level_mode,cover_mode,trend,pivot,level_lookback,min_body,max_body,body_ratio,first_wave,sl,rr,trades,wr,fixed_pnl,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-02 16:58:49,M15_near_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.6_rr1.2,M15,near,body,12,8,60,0.1,1.8,0.3,12,0.6,1.2,29,51.7,62.38,0.69,20.79,1.26,2.151,52.2,2,0.13
2026-07-02 16:58:49,M15_near_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.6_rr1.2,M15,near,body,12,8,60,0.18,1.8,0.3,12,0.6,1.2,29,51.7,62.38,0.69,20.79,1.26,2.151,52.2,2,0.13
2026-07-02 16:58:49,M15_sweep_body_tr8_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep,body,8,8,60,0.1,1.8,0.45,12,0.35,0.9,15,60.0,26.25,0.29,8.75,1.251,1.75,64.3,1,0.101
2026-07-02 16:58:49,M15_sweep_body_tr8_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep,body,8,8,60,0.18,1.8,0.45,12,0.35,0.9,15,60.0,26.25,0.29,8.75,1.251,1.75,64.3,1,0.101
2026-07-02 16:58:49,M15_sweep_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep,body,12,8,60,0.1,1.8,0.45,12,0.35,0.9,15,60.0,26.25,0.29,8.75,1.251,1.75,64.3,1,0.101
2026-07-02 16:58:49,M15_sweep_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep,body,12,8,60,0.18,1.8,0.45,12,0.35,0.9,15,60.0,26.25,0.29,8.75,1.251,1.75,64.3,1,0.101
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,12,8,60,0.1,1.8,0.45,12,0.6,0.9,210,58.6,316.99,3.52,105.66,1.234,1.509,58.0,4,0.155
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,12,8,60,0.18,1.8,0.45,12,0.6,0.9,210,58.6,316.99,3.52,105.66,1.234,1.509,58.0,4,0.155
2026-07-02 16:58:49,M15_near_body_tr8_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.35_rr0.9,M15,near,body,8,8,60,0.1,1.8,0.3,12,0.35,0.9,28,53.6,40.26,0.45,13.42,1.234,1.438,54.5,3,0.11
2026-07-02 16:58:49,M15_near_body_tr8_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.35_rr0.9,M15,near,body,8,8,60,0.18,1.8,0.3,12,0.35,0.9,28,53.6,40.26,0.45,13.42,1.234,1.438,54.5,3,0.11
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr8_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,8,8,60,0.1,1.8,0.45,12,0.6,1.2,95,47.4,238.97,2.66,79.66,1.232,2.515,50.8,5,0.113
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr8_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,8,8,60,0.18,1.8,0.45,12,0.6,1.2,95,47.4,238.97,2.66,79.66,1.232,2.515,50.8,5,0.113
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr8_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,8,8,60,0.1,1.8,0.3,12,0.6,1.2,108,49.1,269.62,3.0,89.87,1.231,2.496,50.7,5,0.116
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr8_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,8,8,60,0.18,1.8,0.3,12,0.6,1.2,108,49.1,269.62,3.0,89.87,1.231,2.496,50.7,5,0.116
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,12,8,60,0.1,1.8,0.45,12,0.6,1.2,101,47.5,247.61,2.75,82.54,1.231,2.452,50.0,5,0.11
2026-07-02 16:58:49,M15_sweep_or_round_wick_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr1.2,M15,sweep_or_round,wick,12,8,60,0.18,1.8,0.45,12,0.6,1.2,101,47.5,247.61,2.75,82.54,1.231,2.452,50.0,5,0.11
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr8_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,8,8,60,0.1,1.8,0.45,12,0.6,0.9,199,58.3,297.26,3.3,99.09,1.228,1.494,60.5,3,0.155
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr8_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,8,8,60,0.18,1.8,0.45,12,0.6,0.9,199,58.3,297.26,3.3,99.09,1.228,1.494,60.5,3,0.155
2026-07-02 16:58:49,M5_sweep_or_round_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,body,12,8,60,0.1,1.8,0.45,12,0.6,0.9,252,56.0,348.24,3.87,116.08,1.226,1.382,56.0,4,0.15
2026-07-02 16:58:49,M5_sweep_or_round_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,body,12,8,60,0.18,1.8,0.45,12,0.6,0.9,252,56.0,348.24,3.87,116.08,1.226,1.382,56.0,4,0.15
2026-07-02 16:58:49,M5_sweep_or_round_body_tr8_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,body,8,8,60,0.1,1.8,0.45,12,0.6,0.9,241,55.6,334.01,3.71,111.34,1.224,1.386,57.3,3,0.15
2026-07-02 16:58:49,M5_sweep_or_round_body_tr8_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr0.9,M5,sweep_or_round,body,8,8,60,0.18,1.8,0.45,12,0.6,0.9,241,55.6,334.01,3.71,111.34,1.224,1.386,57.3,3,0.15
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,12,8,60,0.1,1.8,0.3,12,0.6,0.9,232,58.2,325.42,3.62,108.47,1.22,1.403,53.9,4,0.15
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,12,8,60,0.18,1.8,0.3,12,0.6,0.9,232,58.2,325.42,3.62,108.47,1.22,1.403,53.9,4,0.15
2026-07-02 16:58:49,M15_near_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,near,body,12,8,60,0.1,1.8,0.45,12,0.35,0.9,24,54.2,33.69,0.37,11.23,1.219,1.404,50.0,3,0.105
2026-07-02 16:58:49,M15_near_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,near,body,12,8,60,0.18,1.8,0.45,12,0.35,0.9,24,54.2,33.69,0.37,11.23,1.219,1.404,50.0,3,0.105
