weight,valid,avg_day,min_day,worst_day,streak
1.0,True,1798.5055,1798.5055,-1000.0,3
1.001,True,1798.5056,1798.5056,-1000.0,3
1.002,True,1798.5057,1798.5057,-1000.0,3
1.003,True,1798.5057,1798.5057,-1000.0,3
1.004,True,1798.5058,1798.5058,-1000.0,3
1.005,True,1798.5059,1798.5059,-1000.0,3
1.006,True,1798.5059,1798.5059,-1000.0,3
1.007,True,1798.506,1798.506,-1000.0,3
1.008,True,1798.506,1798.506,-1000.0,3
1.009,True,1798.5061,1798.5061,-1000.0,3
1.01,True,1798.5062,1798.5062,-1000.0,3
1.011,True,1798.5062,1798.5062,-1000.0,3
1.012,True,1798.5063,1798.5063,-1000.0,3
1.013,True,1798.5063,1798.5063,-1000.0,3
1.014,True,1798.5064,1798.5064,-1000.0,3
1.015,True,1798.5065,1798.5065,-1000.0,3
1.016,True,1798.5065,1798.5065,-1000.0,3
1.017,True,1798.5066,1798.5066,-1000.0,3
1.018,True,1798.5067,1798.5067,-1000.0,3
1.019,True,1798.5067,1798.5067,-1000.0,3
1.02,True,1798.5068,1798.5068,-1000.0,3
1.021,True,1798.5068,1798.5068,-1000.0,3
1.022,True,1798.5069,1798.5069,-1000.0,3
1.023,True,1798.507,1798.507,-1000.0,3
1.024,True,1798.507,1798.507,-1000.0,3
1.025,True,1798.5071,1798.5071,-1000.0,3
1.026,True,1798.5072,1798.5072,-1000.0,3
1.027,True,1798.5072,1798.5072,-1000.0,3
1.028,True,1798.5073,1798.5073,-1000.0,3
1.029,True,1798.5073,1798.5073,-1000.0,3
1.03,True,1798.5074,1798.5074,-1000.0,3
1.031,True,1798.5075,1798.5075,-1000.0,3
1.032,True,1798.5075,1798.5075,-1000.0,3
1.033,True,1798.5076,1798.5076,-1000.0,3
1.034,True,1798.5077,1798.5077,-1000.0,3
1.035,True,1798.5077,1798.5077,-1000.0,3
1.036,True,1798.5078,1798.5078,-1000.0,3
1.037,True,1798.5078,1798.5078,-1000.0,3
1.038,True,1798.5079,1798.5079,-1000.0,3
1.039,True,1798.508,1798.508,-1000.0,3
1.04,True,1798.508,1798.508,-1000.0,3
1.041,True,1798.5081,1798.5081,-1000.0,3
1.042,True,1798.5082,1798.5082,-1000.0,3
1.043,True,1798.5082,1798.5082,-1000.0,3
1.044,True,1798.5083,1798.5083,-1000.0,3
1.045,True,1798.5083,1798.5083,-1000.0,3
1.046,True,1798.5084,1798.5084,-1000.0,3
1.047,True,1798.5085,1798.5085,-1000.0,3
1.048,True,1798.5085,1798.5085,-1000.0,3
1.049,True,1798.5086,1798.5086,-1000.0,3
1.05,True,1798.5086,1798.5086,-1000.0,3
1.051,True,1798.5087,1798.5087,-1000.0,3
1.052,True,1798.5088,1798.5088,-1000.0,3
1.053,True,1798.5088,1798.5088,-1000.0,3
1.054,True,1798.5089,1798.5089,-1000.0,3
1.055,True,1798.509,1798.509,-1000.0,3
1.056,True,1798.509,1798.509,-1000.0,3
1.057,True,1798.5091,1798.5091,-1000.0,3
1.058,True,1798.5091,1798.5091,-1000.0,3
1.059,True,1798.5092,1798.5092,-1000.0,3
1.06,True,1798.5093,1798.5093,-1000.0,3
1.061,True,1798.5093,1798.5093,-1000.0,3
1.062,True,1798.5094,1798.5094,-1000.0,3
1.063,True,1798.5095,1798.5095,-1000.0,3
1.064,True,1798.5095,1798.5095,-1000.0,3
1.065,True,1798.5096,1798.5096,-1000.0,3
1.066,True,1798.5096,1798.5096,-1000.0,3
1.067,True,1798.5097,1798.5097,-1000.0,3
1.068,True,1798.5098,1798.5098,-1000.0,3
1.069,True,1798.5098,1798.5098,-1000.0,3
1.07,True,1798.5099,1798.5099,-1000.0,3
1.071,True,1798.51,1798.51,-1000.0,3
1.072,True,1798.51,1798.51,-1000.0,3
1.073,True,1798.5101,1798.5101,-1000.0,3
1.074,True,1798.5101,1798.5101,-1000.0,3
1.075,True,1798.5102,1798.5102,-1000.0,3
1.076,True,1798.5103,1798.5103,-1000.0,3
1.077,True,1798.5103,1798.5103,-1000.0,3
1.078,True,1798.5104,1798.5104,-1000.0,3
1.079,True,1798.5105,1798.5105,-1000.0,3
1.08,True,1798.5105,1798.5105,-1000.0,3
1.081,True,1798.5106,1798.5106,-1000.0,3
1.082,True,1798.5106,1798.5106,-1000.0,3
1.083,True,1798.5107,1798.5107,-1000.0,3
1.084,True,1798.5108,1798.5108,-1000.0,3
1.085,True,1798.5108,1798.5108,-1000.0,3
1.086,True,1798.5109,1798.5109,-1000.0,3
1.087,True,1798.511,1798.511,-1000.0,3
1.088,True,1798.511,1798.511,-1000.0,3
1.089,True,1798.5111,1798.5111,-1000.0,3
1.09,True,1798.5111,1798.5111,-1000.0,3
1.091,True,1798.5112,1798.5112,-1000.0,3
1.092,True,1798.5113,1798.5113,-1000.0,3
1.093,True,1798.5113,1798.5113,-1000.0,3
1.094,True,1798.5114,1798.5114,-1000.0,3
1.095,True,1798.5114,1798.5114,-1000.0,3
1.096,True,1798.5115,1798.5115,-1000.0,3
1.097,True,1798.5116,1798.5116,-1000.0,3
1.098,True,1798.5116,1798.5116,-1000.0,3
1.099,True,1798.5117,1798.5117,-1000.0,3
1.1,True,1798.5118,1798.5118,-1000.0,3
1.101,True,1798.5118,1798.5118,-1000.0,3
1.102,True,1798.5119,1798.5119,-1000.0,3
1.103,True,1798.5119,1798.5119,-1000.0,3
1.104,True,1798.512,1798.512,-1000.0,3
1.105,True,1798.5121,1798.5121,-1000.0,3
1.106,True,1798.5121,1798.5121,-1000.0,3
1.107,True,1798.5122,1798.5122,-1000.0,3
1.108,True,1798.5123,1798.5123,-1000.0,3
1.109,True,1798.5123,1798.5123,-1000.0,3
1.11,True,1798.5124,1798.5124,-1000.0,3
1.111,True,1798.5124,1798.5124,-1000.0,3
1.112,True,1798.5125,1798.5125,-1000.0,3
1.113,True,1798.5126,1798.5126,-1000.0,3
1.114,True,1798.5126,1798.5126,-1000.0,3
1.115,True,1798.5127,1798.5127,-1000.0,3
1.116,True,1798.5128,1798.5128,-1000.0,3
1.117,True,1798.5128,1798.5128,-1000.0,3
1.118,True,1798.5129,1798.5129,-1000.0,3
1.119,True,1798.5129,1798.5129,-1000.0,3
1.12,True,1798.513,1798.513,-1000.0,3
1.121,True,1798.5131,1798.5131,-1000.0,3
1.122,True,1798.5131,1798.5131,-1000.0,3
1.123,True,1798.5132,1798.5132,-1000.0,3
1.124,True,1798.5133,1798.5133,-1000.0,3
1.125,True,1798.5133,1798.5133,-1000.0,3
1.126,True,1798.5134,1798.5134,-1000.0,3
1.127,True,1798.5134,1798.5134,-1000.0,3
1.128,True,1798.5135,1798.5135,-1000.0,3
1.129,True,1798.5136,1798.5136,-1000.0,3
1.13,True,1798.5136,1798.5136,-1000.0,3
1.131,True,1798.5137,1798.5137,-1000.0,3
1.132,True,1798.5137,1798.5137,-1000.0,3
1.133,True,1798.5138,1798.5138,-1000.0,3
1.134,True,1798.5139,1798.5139,-1000.0,3
1.135,True,1798.5139,1798.5139,-1000.0,3
1.136,True,1798.514,1798.514,-1000.0,3
1.137,True,1798.5141,1798.5141,-1000.0,3
1.138,True,1798.5141,1798.5141,-1000.0,3
1.139,True,1798.5142,1798.5142,-1000.0,3
1.14,True,1798.5142,1798.5142,-1000.0,3
1.141,True,1798.5143,1798.5143,-1000.0,3
1.142,True,1798.5144,1798.5144,-1000.0,3
1.143,True,1798.5144,1798.5144,-1000.0,3
1.144,True,1798.5145,1798.5145,-1000.0,3
1.145,True,1798.5146,1798.5146,-1000.0,3
1.146,True,1798.5146,1798.5146,-1000.0,3
1.147,True,1798.5147,1798.5147,-1000.0,3
1.148,True,1798.5147,1798.5147,-1000.0,3
1.149,True,1798.5148,1798.5148,-1000.0,3
1.15,True,1798.5149,1798.5149,-1000.0,3
1.151,True,1798.5149,1798.5149,-1000.0,3
1.152,True,1798.515,1798.515,-1000.0,3
1.153,True,1798.5151,1798.5151,-1000.0,3
1.154,True,1798.5151,1798.5151,-1000.0,3
1.155,True,1798.5152,1798.5152,-1000.0,3
1.156,True,1798.5152,1798.5152,-1000.0,3
1.157,True,1798.5153,1798.5153,-1000.0,3
1.158,True,1798.5154,1798.5154,-1000.0,3
1.159,True,1798.5154,1798.5154,-1000.0,3
1.16,True,1798.5155,1798.5155,-1000.0,3
1.161,True,1798.5156,1798.5156,-1000.0,3
1.162,True,1798.5156,1798.5156,-1000.0,3
1.163,True,1798.5157,1798.5157,-1000.0,3
1.164,True,1798.5157,1798.5157,-1000.0,3
1.165,True,1798.5158,1798.5158,-1000.0,3
1.166,True,1798.5159,1798.5159,-1000.0,3
1.167,True,1798.5159,1798.5159,-1000.0,3
1.168,True,1798.516,1798.516,-1000.0,3
