signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-20T22:30:00+07:00,2026-01-21T10:00:00+07:00,BUY,4729.09,4721.8,4845.73,TP,116.44,S180 BUY Regression Residual 16R,"Residual z=-2.37, contraction=0.67; trend-adjusted anomaly reclaimed"
2026-01-22T21:55:00+07:00,2026-01-22T22:15:00+07:00,SELL,4839.97,4846.26,4739.33,BE,-0.2,S180 SELL Regression Residual 16R,"Residual z=2.48, contraction=0.65; trend-adjusted anomaly reclaimed"
2026-01-23T14:50:00+07:00,2026-01-23T15:00:00+07:00,BUY,4947.36,4942.9,5018.72,BE,-0.2,S180 BUY Regression Residual 16R,"Residual z=-2.69, contraction=0.53; trend-adjusted anomaly reclaimed"
2026-01-26T16:55:00+07:00,2026-01-26T17:05:00+07:00,BUY,5079.8,5074.94,5157.57,BE,-0.2,S180 BUY Regression Residual 16R,"Residual z=-2.72, contraction=0.20; trend-adjusted anomaly reclaimed"
2026-01-26T21:40:00+07:00,2026-01-26T21:50:00+07:00,SELL,5085.19,5091.41,4985.66,SL,-6.42,S180 SELL Regression Residual 16R,"Residual z=2.51, contraction=0.44; trend-adjusted anomaly reclaimed"
2026-01-28T15:50:00+07:00,2026-01-28T16:15:00+07:00,BUY,5289.66,5280.09,5442.78,SL,-9.77,S180 BUY Regression Residual 16R,"Residual z=-2.33, contraction=0.60; trend-adjusted anomaly reclaimed"
2026-01-28T20:05:00+07:00,2026-01-28T20:30:00+07:00,SELL,5284.59,5290.0,5198.03,BE,-0.2,S180 SELL Regression Residual 16R,"Residual z=3.62, contraction=0.21; trend-adjusted anomaly reclaimed"
2026-01-29T03:50:00+07:00,2026-01-29T04:00:00+07:00,SELL,5379.28,5392.44,5168.72,BE,-0.2,S180 SELL Regression Residual 16R,"Residual z=3.33, contraction=0.35; trend-adjusted anomaly reclaimed"
2026-02-03T07:05:00+07:00,2026-02-03T07:15:00+07:00,SELL,4784.52,4798.41,4562.28,BE,-0.2,S180 SELL Regression Residual 16R,"Residual z=2.95, contraction=0.27; trend-adjusted anomaly reclaimed"
2026-02-04T19:35:00+07:00,2026-02-04T20:30:00+07:00,SELL,5056.92,5064.04,4943.0,BE,-0.2,S180 SELL Regression Residual 16R,"Residual z=3.26, contraction=0.38; trend-adjusted anomaly reclaimed"
2026-02-04T20:35:00+07:00,2026-02-04T20:50:00+07:00,SELL,5052.86,5059.72,4943.09,SL,-7.06,S180 SELL Regression Residual 16R,"Residual z=2.48, contraction=0.37; trend-adjusted anomaly reclaimed"
2026-02-04T20:55:00+07:00,2026-02-04T22:20:00+07:00,SELL,5058.09,5064.39,4957.28,TP,100.61,S180 SELL Regression Residual 16R,"Residual z=2.67, contraction=0.29; trend-adjusted anomaly reclaimed"
