signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-27T07:45:00+07:00,2026-05-27T08:05:00+07:00,SELL,4523.99,4528.01,4459.66,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.32, net=4.55ATR; high-volume capitulation reclaimed"
2026-05-28T21:20:00+07:00,2026-05-28T21:50:00+07:00,SELL,4430.89,4435.01,4364.97,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.95, net=4.48ATR; high-volume capitulation reclaimed"
2026-06-04T08:20:00+07:00,2026-06-04T08:50:00+07:00,SELL,4452.34,4457.02,4377.45,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.64, net=0.68ATR; high-volume capitulation reclaimed"
2026-06-12T01:45:00+07:00,2026-06-12T02:15:00+07:00,SELL,4160.08,4170.77,3989.03,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=6.08, net=7.45ATR; high-volume capitulation reclaimed"
2026-06-17T09:30:00+07:00,2026-06-17T09:40:00+07:00,SELL,4341.25,4344.57,4288.13,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.77, net=1.72ATR; high-volume capitulation reclaimed"
2026-06-22T20:05:00+07:00,2026-06-22T20:20:00+07:00,SELL,4208.87,4211.42,4168.06,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.92, net=4.25ATR; high-volume capitulation reclaimed"
2026-06-23T20:40:00+07:00,2026-06-23T20:55:00+07:00,SELL,4119.77,4123.1,4066.49,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.80, net=2.46ATR; high-volume capitulation reclaimed"
2026-06-24T14:15:00+07:00,2026-06-24T21:00:00+07:00,SELL,4091.3,4098.12,3982.18,TP,108.92,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.71, net=1.47ATR; high-volume capitulation reclaimed"
2026-06-25T21:40:00+07:00,2026-06-25T22:00:00+07:00,SELL,4017.41,4027.89,3849.73,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.71, net=1.58ATR; high-volume capitulation reclaimed"
2026-06-30T14:50:00+07:00,2026-06-30T15:05:00+07:00,SELL,4029.5,4033.83,3960.22,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=4.58, net=7.60ATR; high-volume capitulation reclaimed"
2026-06-30T22:25:00+07:00,2026-07-01T14:05:00+07:00,SELL,4058.32,4064.12,3965.52,TP,92.6,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.03, net=2.84ATR; high-volume capitulation reclaimed"
2026-07-01T19:30:00+07:00,2026-07-01T19:40:00+07:00,SELL,4025.75,4028.73,3978.07,SL,-3.18,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=4.08, net=10.23ATR; high-volume capitulation reclaimed"
2026-07-02T09:40:00+07:00,2026-07-02T09:50:00+07:00,SELL,4051.65,4056.1,3980.45,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.27, net=1.73ATR; high-volume capitulation reclaimed"
2026-07-02T21:05:00+07:00,2026-07-02T21:30:00+07:00,SELL,4121.53,4130.62,3976.08,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=14.46, net=3.44ATR; high-volume capitulation reclaimed"
2026-07-02T21:50:00+07:00,2026-07-03T08:20:00+07:00,SELL,4138.42,4144.94,4034.1,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=11.85, net=5.73ATR; high-volume capitulation reclaimed"
2026-07-06T07:30:00+07:00,2026-07-06T07:40:00+07:00,SELL,4197.51,4202.18,4122.79,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.29, net=6.31ATR; high-volume capitulation reclaimed"
2026-07-07T21:00:00+07:00,2026-07-07T21:35:00+07:00,SELL,4171.68,4178.75,4058.56,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=2.76, net=6.87ATR; high-volume capitulation reclaimed"
2026-07-08T10:10:00+07:00,2026-07-08T10:20:00+07:00,SELL,4115.05,4118.64,4057.6,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.69, net=0.50ATR; high-volume capitulation reclaimed"
2026-07-15T08:30:00+07:00,2026-07-15T08:55:00+07:00,SELL,4056.95,4058.9,4025.74,BE,-0.2,S166 SELL Semivariance Capitulation 16R,"Up/down semivariance=1.78, net=0.89ATR; high-volume capitulation reclaimed"
