timestamp,label,entry_tf,donchian_entry_bars,min_break_atr,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 13:07:59,smoke60,M5,40,0.05,2.0,2.0,htf_trend,0.5,125,30.4,-1.19,-35.7,35.94,0.93,27.5,8,-0.043,928.7
