signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-18T20:50:00+07:00,2026-05-18T21:00:00+07:00,SELL,4568.36,4575.37,4519.28,SL,-7.21,S177 SELL Signed-Flow Divergence 7R,"Price=2.15ATR, aligned delta=-0.10; divergent structural extreme reclaimed"
2026-05-18T21:35:00+07:00,2026-05-18T21:45:00+07:00,SELL,4574.74,4580.56,4533.99,BE,-0.2,S177 SELL Signed-Flow Divergence 7R,"Price=3.53ATR, aligned delta=-0.12; divergent structural extreme reclaimed"
2026-05-19T09:25:00+07:00,2026-05-19T10:05:00+07:00,BUY,4557.99,4553.64,4588.44,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-1.00ATR, aligned delta=0.02; divergent structural extreme reclaimed"
2026-05-22T09:10:00+07:00,2026-05-22T09:30:00+07:00,BUY,4527.37,4523.03,4557.75,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-2.41ATR, aligned delta=0.05; divergent structural extreme reclaimed"
2026-05-25T19:20:00+07:00,2026-05-25T19:35:00+07:00,SELL,4573.47,4575.39,4560.03,SL,-2.12,S177 SELL Signed-Flow Divergence 7R,"Price=7.69ATR, aligned delta=0.03; divergent structural extreme reclaimed"
2026-05-27T10:20:00+07:00,2026-05-27T10:40:00+07:00,BUY,4502.12,4498.83,4525.15,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-0.64ATR, aligned delta=-0.02; divergent structural extreme reclaimed"
2026-05-27T13:45:00+07:00,2026-05-27T14:05:00+07:00,BUY,4495.15,4491.39,4521.47,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-2.04ATR, aligned delta=0.03; divergent structural extreme reclaimed"
2026-05-27T20:00:00+07:00,2026-05-27T21:00:00+07:00,BUY,4433.02,4424.36,4493.65,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-5.95ATR, aligned delta=0.07; divergent structural extreme reclaimed"
2026-05-29T14:05:00+07:00,2026-05-29T14:25:00+07:00,SELL,4517.2,4522.77,4478.2,BE,-0.2,S177 SELL Signed-Flow Divergence 7R,"Price=0.92ATR, aligned delta=-0.06; divergent structural extreme reclaimed"
2026-06-01T09:10:00+07:00,2026-06-01T09:25:00+07:00,BUY,4530.35,4525.87,4561.72,BE,-0.2,S177 BUY Signed-Flow Divergence 7R,"Price=-1.92ATR, aligned delta=0.01; divergent structural extreme reclaimed"
2026-06-01T14:25:00+07:00,2026-06-01T14:35:00+07:00,BUY,4510.05,4504.51,4548.83,SL,-5.74,S177 BUY Signed-Flow Divergence 7R,"Price=-3.88ATR, aligned delta=0.03; divergent structural extreme reclaimed"
