weight,pass_floor_streak,avg_day,min_day,worst_day
85.289,True,842.3136,763.5443,-999.9095
85.29,False,842.3137,763.5444,-999.9137
85.291,False,842.3139,763.5445,-999.91886
85.292,False,842.314,763.5446,-999.92402
85.293,False,842.3141,763.5447,-999.92918
85.294,False,842.3143,763.5448,-999.93434
85.295,False,842.3144,763.5449,-999.9395
85.296,False,842.3145,763.545,-999.94466
85.297,False,842.3147,763.5451,-999.94982
85.298,False,842.3148,763.5452,-999.95498
85.299,False,842.3149,763.5453,-999.96014
85.3,False,842.3151,763.5455,-999.9653
85.301,False,842.3152,763.5456,-999.97046
85.302,False,842.3153,763.5457,-999.97562
85.303,False,842.3155,763.5458,-999.98078
85.304,False,842.3156,763.5459,-999.98594
85.305,False,842.3157,763.546,-999.9911
85.306,False,842.3159,763.5461,-999.99626
85.307,False,842.316,763.5462,-1000.00142
85.308,False,842.3162,763.5463,-1000.00658
85.309,False,842.3163,763.5464,-1000.01174
85.31,False,842.3164,763.5465,-1000.0169
85.311,False,842.3166,763.5466,-1000.02206
85.312,False,842.3167,763.5467,-1000.02722
85.313,False,842.3168,763.5468,-1000.03238
85.314,False,842.317,763.5469,-1000.03754
85.315,False,842.3171,763.547,-1000.0427
85.316,False,842.3172,763.5471,-1000.04786
85.317,False,842.3174,763.5472,-1000.05302
85.318,False,842.3175,763.5473,-1000.05818
85.319,False,842.3176,763.5474,-1000.06334
85.32,False,842.3178,763.5475,-1000.0685
85.321,False,842.3179,763.5476,-1000.07366
85.322,False,842.318,763.5477,-1000.07882
85.323,False,842.3182,763.5478,-1000.08398
85.324,False,842.3183,763.5479,-1000.08914
85.325,False,842.3185,763.548,-1000.0943
85.326,False,842.3186,763.5481,-1000.09946
85.327,False,842.3187,763.5482,-1000.10462
85.328,False,842.3189,763.5483,-1000.10978
85.329,False,842.319,763.5484,-1000.11494
85.33,False,842.3191,763.5485,-1000.1201
85.331,False,842.3193,763.5486,-1000.12526
85.332,False,842.3194,763.5487,-1000.13042
85.333,False,842.3195,763.5488,-1000.13558
85.334,False,842.3197,763.5489,-1000.14074
85.335,False,842.3198,763.549,-1000.1459
85.336,False,842.3199,763.5491,-1000.15106
85.337,False,842.3201,763.5492,-1000.15622
85.338,False,842.3202,763.5493,-1000.16138
85.339,False,842.3203,763.5495,-1000.16654
85.34,False,842.3205,763.5496,-1000.1717
85.341,False,842.3206,763.5497,-1000.17686
85.342,False,842.3208,763.5498,-1000.18202
85.343,False,842.3209,763.5499,-1000.18718
85.344,False,842.321,763.55,-1000.19234
85.345,False,842.3212,763.5501,-1000.1975
85.346,False,842.3213,763.5502,-1000.20266
85.347,False,842.3214,763.5503,-1000.20782
85.348,False,842.3216,763.5504,-1000.21298
85.349,False,842.3217,763.5505,-1000.21814
85.35,False,842.3218,763.5506,-1000.2233
85.351,False,842.322,763.5507,-1000.22846
85.352,False,842.3221,763.5508,-1000.23362
85.353,False,842.3222,763.5509,-1000.23878
85.354,False,842.3224,763.551,-1000.24394
85.355,False,842.3225,763.5511,-1000.2491
85.356,False,842.3226,763.5512,-1000.25426
85.357,False,842.3228,763.5513,-1000.25942
85.358,False,842.3229,763.5514,-1000.26458
85.359,False,842.3231,763.5515,-1000.26974
85.36,False,842.3232,763.5516,-1000.2749
85.361,False,842.3233,763.5517,-1000.28006
85.362,False,842.3235,763.5518,-1000.28522
85.363,False,842.3236,763.5519,-1000.29038
85.364,False,842.3237,763.552,-1000.29554
85.365,False,842.3239,763.5521,-1000.3007
85.366,False,842.324,763.5522,-1000.30586
85.367,False,842.3241,763.5523,-1000.31102
85.368,False,842.3243,763.5524,-1000.31618
85.369,False,842.3244,763.5525,-1000.32134
85.37,False,842.3245,763.5526,-1000.3265
85.371,False,842.3247,763.5527,-1000.33166
85.372,False,842.3248,763.5528,-1000.33682
85.373,False,842.3249,763.5529,-1000.34198
85.374,False,842.3251,763.553,-1000.34714
85.375,False,842.3252,763.5531,-1000.3523
85.376,False,842.3253,763.5532,-1000.35746
85.377,False,842.3255,763.5533,-1000.36262
85.378,False,842.3256,763.5535,-1000.36778
85.379,False,842.3258,763.5536,-1000.37294
85.38,False,842.3259,763.5537,-1000.3781
85.381,False,842.326,763.5538,-1000.38326
85.382,False,842.3262,763.5539,-1000.38842
85.383,False,842.3263,763.554,-1000.39358
85.384,False,842.3264,763.5541,-1000.39874
85.385,False,842.3266,763.5542,-1000.4039
85.386,False,842.3267,763.5543,-1000.40906
85.387,False,842.3268,763.5544,-1000.41422
85.388,False,842.327,763.5545,-1000.41938
85.389,False,842.3271,763.5546,-1000.42454
85.39,False,842.3272,763.5547,-1000.4297
85.391,False,842.3274,763.5548,-1000.43486
85.392,False,842.3275,763.5549,-1000.44002
85.393,False,842.3276,763.555,-1000.44518
85.394,False,842.3278,763.5551,-1000.45034
85.395,False,842.3279,763.5552,-1000.4555
85.396,False,842.3281,763.5553,-1000.46066
85.397,False,842.3282,763.5554,-1000.46582
85.398,False,842.3283,763.5555,-1000.47098
85.399,False,842.3285,763.5556,-1000.47614
85.4,False,842.3286,763.5557,-1000.4813
85.401,False,842.3287,763.5558,-1000.48646
85.402,False,842.3289,763.5559,-1000.49162
85.403,False,842.329,763.556,-1000.49678
85.404,False,842.3291,763.5561,-1000.50194
85.405,False,842.3293,763.5562,-1000.5071
85.406,False,842.3294,763.5563,-1000.51226
85.407,False,842.3295,763.5564,-1000.51742
85.408,False,842.3297,763.5565,-1000.52258
85.409,False,842.3298,763.5566,-1000.52774
85.41,False,842.3299,763.5567,-1000.5329
85.411,False,842.3301,763.5568,-1000.53806
85.412,False,842.3302,763.5569,-1000.54322
85.413,False,842.3304,763.557,-1000.54838
85.414,False,842.3305,763.5571,-1000.55354
85.415,False,842.3306,763.5572,-1000.5587
85.416,False,842.3308,763.5573,-1000.56386
85.417,False,842.3309,763.5574,-1000.56902
85.418,False,842.331,763.5576,-1000.57418
85.419,False,842.3312,763.5577,-1000.57934
85.42,False,842.3313,763.5578,-1000.5845
85.421,False,842.3314,763.5579,-1000.58966
85.422,False,842.3316,763.558,-1000.59482
85.423,False,842.3317,763.5581,-1000.59998
85.424,False,842.3318,763.5582,-1000.60514
85.425,False,842.332,763.5583,-1000.6103
85.426,False,842.3321,763.5584,-1000.61546
85.427,False,842.3322,763.5585,-1000.62062
85.428,False,842.3324,763.5586,-1000.62578
85.429,False,842.3325,763.5587,-1000.63094
85.43,False,842.3327,763.5588,-1000.6361
85.431,False,842.3328,763.5589,-1000.64126
85.432,False,842.3329,763.559,-1000.64642
85.433,False,842.3331,763.5591,-1000.65158
85.434,False,842.3332,763.5592,-1000.65674
85.435,False,842.3333,763.5593,-1000.6619
85.436,False,842.3335,763.5594,-1000.66706
85.437,False,842.3336,763.5595,-1000.67222
85.438,False,842.3337,763.5596,-1000.67738
85.439,False,842.3339,763.5597,-1000.68254
85.44,False,842.334,763.5598,-1000.6877
85.441,False,842.3341,763.5599,-1000.69286
85.442,False,842.3343,763.56,-1000.69802
85.443,False,842.3344,763.5601,-1000.70318
85.444,False,842.3345,763.5602,-1000.70834
