weight,pass_floor_streak,avg_day,min_day,worst_day
325.852,True,658.6788,582.5974,-999.90831
325.853,False,658.6789,582.5974,-999.91037
325.854,False,658.679,582.5975,-999.91366
325.855,False,658.6791,582.5976,-999.91695
325.856,False,658.6792,582.5977,-999.92024
325.857,False,658.6793,582.5978,-999.92353
325.858,False,658.6794,582.5978,-999.92682
325.859,False,658.6795,582.5979,-999.93011
325.86,False,658.6796,582.598,-999.9334
325.861,False,658.6797,582.5981,-999.93669
325.862,False,658.6798,582.5982,-999.93998
325.863,False,658.6799,582.5982,-999.94327
325.864,False,658.6799,582.5983,-999.94656
325.865,False,658.68,582.5984,-999.94985
325.866,False,658.6801,582.5985,-999.95314
325.867,False,658.6802,582.5986,-999.95643
325.868,False,658.6803,582.5986,-999.95972
325.869,False,658.6804,582.5987,-999.96301
325.87,False,658.6805,582.5988,-999.9663
325.871,False,658.6806,582.5989,-999.96959
325.872,False,658.6807,582.599,-999.97288
325.873,False,658.6808,582.599,-999.97617
325.874,False,658.6809,582.5991,-999.97946
325.875,False,658.681,582.5992,-999.98275
325.876,False,658.6811,582.5993,-999.98604
325.877,False,658.6811,582.5994,-999.98933
325.878,False,658.6812,582.5995,-999.99262
325.879,False,658.6813,582.5995,-999.99591
325.88,False,658.6814,582.5996,-999.9992
325.881,False,658.6815,582.5997,-1000.00249
325.882,False,658.6816,582.5998,-1000.00578
325.883,False,658.6817,582.5999,-1000.00907
325.884,False,658.6818,582.5999,-1000.01236
325.885,False,658.6819,582.6,-1000.01565
325.886,False,658.682,582.6001,-1000.01894
325.887,False,658.6821,582.6002,-1000.02223
325.888,False,658.6822,582.6003,-1000.02552
325.889,False,658.6823,582.6003,-1000.02881
325.89,False,658.6823,582.6004,-1000.0321
325.891,False,658.6824,582.6005,-1000.03539
325.892,False,658.6825,582.6006,-1000.03868
325.893,False,658.6826,582.6007,-1000.04197
325.894,False,658.6827,582.6007,-1000.04526
325.895,False,658.6828,582.6008,-1000.04855
325.896,False,658.6829,582.6009,-1000.05184
325.897,False,658.683,582.601,-1000.05513
325.898,False,658.6831,582.6011,-1000.05842
325.899,False,658.6832,582.6011,-1000.06171
325.9,False,658.6833,582.6012,-1000.065
325.901,False,658.6834,582.6013,-1000.06829
325.902,False,658.6834,582.6014,-1000.07158
325.903,False,658.6835,582.6015,-1000.07487
325.904,False,658.6836,582.6015,-1000.07816
325.905,False,658.6837,582.6016,-1000.08145
325.906,False,658.6838,582.6017,-1000.08474
325.907,False,658.6839,582.6018,-1000.08803
