weight,valid,avg_day,min_day,worst_day,streak
1.0,True,158.729,158.729,-999.9995,3
1.001,True,158.7293,158.7293,-999.9995,3
1.002,True,158.7296,158.7296,-999.9995,3
1.003,True,158.7299,158.7299,-999.9995,3
1.004,True,158.7302,158.7302,-999.9995,3
1.005,True,158.7305,158.7305,-999.9995,3
1.006,True,158.7309,158.7309,-999.9995,3
1.007,True,158.7312,158.7312,-999.9995,3
1.008,True,158.7315,158.7315,-999.9995,3
1.009,True,158.7318,158.7318,-999.9995,3
1.01,True,158.7321,158.7321,-999.9995,3
1.011,True,158.7325,158.7325,-999.9995,3
1.012,True,158.7328,158.7328,-999.9995,3
1.013,True,158.7331,158.7331,-999.9995,3
1.014,True,158.7334,158.7334,-999.9995,3
1.015,True,158.7337,158.7337,-999.9995,3
1.016,True,158.7341,158.7341,-999.9995,3
1.017,True,158.7344,158.7344,-999.9995,3
1.018,True,158.7347,158.7347,-999.9995,3
1.019,True,158.735,158.735,-999.9995,3
1.02,True,158.7353,158.7353,-999.9995,3
1.021,True,158.7356,158.7356,-999.9995,3
1.022,True,158.736,158.736,-999.9995,3
1.023,True,158.7363,158.7363,-999.9995,3
1.024,True,158.7366,158.7366,-999.9995,3
1.025,True,158.7369,158.7369,-999.9995,3
1.026,True,158.7372,158.7372,-999.9995,3
1.027,True,158.7376,158.7376,-999.9995,3
1.028,True,158.7379,158.7379,-999.9995,3
1.029,True,158.7382,158.7382,-999.9995,3
1.03,True,158.7385,158.7385,-999.9995,3
1.031,True,158.7388,158.7388,-999.9995,3
1.032,True,158.7391,158.7391,-999.9995,3
1.033,True,158.7395,158.7395,-999.9995,3
1.034,True,158.7398,158.7398,-999.9995,3
1.035,True,158.7401,158.7401,-999.9995,3
1.036,True,158.7404,158.7404,-999.9995,3
1.037,True,158.7407,158.7407,-999.9995,3
1.038,True,158.7411,158.7411,-999.9995,3
1.039,True,158.7414,158.7414,-999.9995,3
1.04,True,158.7417,158.7417,-999.9995,3
1.041,True,158.742,158.742,-999.9995,3
1.042,True,158.7423,158.7423,-999.9995,3
1.043,True,158.7427,158.7427,-999.9995,3
1.044,True,158.743,158.743,-999.9995,3
1.045,True,158.7433,158.7433,-999.9995,3
1.046,True,158.7436,158.7436,-999.9995,3
1.047,True,158.7439,158.7439,-999.9995,3
1.048,True,158.7442,158.7442,-999.9995,3
1.049,True,158.7446,158.7446,-999.9995,3
1.05,True,158.7449,158.7449,-999.9995,3
1.051,True,158.7452,158.7452,-999.9995,3
1.052,True,158.7455,158.7455,-999.9995,3
1.053,True,158.7458,158.7458,-999.9995,3
1.054,True,158.7462,158.7462,-999.9995,3
1.055,True,158.7465,158.7465,-999.9995,3
1.056,True,158.7468,158.7468,-999.9995,3
1.057,True,158.7471,158.7471,-999.9995,3
1.058,True,158.7474,158.7474,-999.9995,3
1.059,True,158.7477,158.7477,-999.9995,3
1.06,True,158.7481,158.7481,-999.9995,3
1.061,True,158.7484,158.7484,-999.9995,3
1.062,True,158.7487,158.7487,-999.9995,3
1.063,True,158.749,158.749,-999.9995,3
1.064,True,158.7493,158.7493,-999.9995,3
1.065,True,158.7497,158.7497,-999.9995,3
1.066,True,158.75,158.75,-999.9995,3
1.067,True,158.7503,158.7503,-999.9995,3
1.068,True,158.7506,158.7506,-999.9995,3
1.069,True,158.7509,158.7509,-999.9995,3
1.07,True,158.7513,158.7513,-999.9995,3
1.071,True,158.7516,158.7516,-999.9995,3
1.072,True,158.7519,158.7519,-999.9995,3
1.073,True,158.7522,158.7522,-999.9995,3
1.074,True,158.7525,158.7525,-999.9995,3
1.075,True,158.7528,158.7528,-999.9995,3
1.076,True,158.7532,158.7532,-999.9995,3
1.077,True,158.7535,158.7535,-999.9995,3
1.078,True,158.7538,158.7538,-999.9995,3
1.079,True,158.7541,158.7541,-999.9995,3
1.08,True,158.7544,158.7544,-999.9995,3
1.081,True,158.7548,158.7548,-999.9995,3
1.082,True,158.7551,158.7551,-999.9995,3
1.083,True,158.7554,158.7554,-999.9995,3
1.084,True,158.7557,158.7557,-999.9995,3
1.085,True,158.756,158.756,-999.9995,3
1.086,True,158.7563,158.7563,-999.9995,3
1.087,True,158.7567,158.7567,-999.9995,3
1.088,True,158.757,158.757,-999.9995,3
1.089,True,158.7573,158.7573,-999.9995,3
1.09,True,158.7576,158.7576,-999.9995,3
1.091,True,158.7579,158.7579,-999.9995,3
1.092,True,158.7583,158.7583,-999.9995,3
1.093,True,158.7586,158.7586,-999.9995,3
1.094,True,158.7589,158.7589,-999.9995,3
1.095,True,158.7592,158.7592,-999.9995,3
1.096,True,158.7595,158.7595,-999.9995,3
1.097,True,158.7599,158.7599,-999.9995,3
1.098,True,158.7602,158.7602,-999.9995,3
1.099,True,158.7605,158.7605,-999.9995,3
1.1,True,158.7608,158.7608,-999.9995,3
1.101,True,158.7611,158.7611,-999.9995,3
1.102,True,158.7614,158.7614,-999.9995,3
1.103,True,158.7618,158.7618,-999.9995,3
1.104,True,158.7621,158.7621,-999.9995,3
1.105,True,158.7624,158.7624,-999.9995,3
1.106,True,158.7627,158.7627,-999.9995,3
1.107,True,158.763,158.763,-999.9995,3
1.108,True,158.7634,158.7634,-999.9995,3
1.109,True,158.7637,158.7637,-999.9995,3
1.11,True,158.764,158.764,-999.9995,3
1.111,True,158.7643,158.7643,-999.9995,3
1.112,True,158.7646,158.7646,-999.9995,3
1.113,True,158.7649,158.7649,-999.9995,3
1.114,True,158.7653,158.7653,-999.9995,3
1.115,True,158.7656,158.7656,-999.9995,3
1.116,True,158.7659,158.7659,-999.9995,3
1.117,True,158.7662,158.7662,-999.9995,3
1.118,True,158.7665,158.7665,-999.9995,3
1.119,True,158.7669,158.7669,-999.9995,3
1.12,True,158.7672,158.7672,-999.9995,3
1.121,True,158.7675,158.7675,-999.9995,3
1.122,True,158.7678,158.7678,-999.9995,3
1.123,True,158.7681,158.7681,-999.9995,3
1.124,True,158.7685,158.7685,-999.9995,3
1.125,True,158.7688,158.7688,-999.9995,3
1.126,True,158.7691,158.7691,-999.9995,3
1.127,True,158.7694,158.7694,-999.9995,3
1.128,True,158.7697,158.7697,-999.9995,3
1.129,True,158.77,158.77,-999.9995,3
1.13,True,158.7704,158.7704,-999.9995,3
1.131,True,158.7707,158.7707,-999.9995,3
1.132,True,158.771,158.771,-999.9995,3
1.133,True,158.7713,158.7713,-999.9995,3
1.134,True,158.7716,158.7716,-999.9995,3
1.135,True,158.772,158.772,-999.9995,3
1.136,True,158.7723,158.7723,-999.9995,3
1.137,True,158.7726,158.7726,-999.9995,3
1.138,True,158.7729,158.7729,-999.9995,3
1.139,True,158.7732,158.7732,-999.9995,3
1.14,True,158.7735,158.7735,-999.9995,3
1.141,True,158.7739,158.7739,-999.9995,3
1.142,True,158.7742,158.7742,-999.9995,3
1.143,True,158.7745,158.7745,-999.9995,3
1.144,True,158.7748,158.7748,-999.9995,3
1.145,True,158.7751,158.7751,-999.9995,3
1.146,True,158.7755,158.7755,-999.9995,3
1.147,True,158.7758,158.7758,-999.9995,3
1.148,True,158.7761,158.7761,-999.9995,3
1.149,True,158.7764,158.7764,-999.9995,3
1.15,True,158.7767,158.7767,-999.9995,3
1.151,True,158.7771,158.7771,-999.9995,3
1.152,True,158.7774,158.7774,-999.9995,3
1.153,True,158.7777,158.7777,-999.9995,3
1.154,True,158.778,158.778,-999.9995,3
1.155,True,158.7783,158.7783,-999.9995,3
1.156,True,158.7786,158.7786,-999.9995,3
1.157,True,158.779,158.779,-999.9995,3
1.158,True,158.7793,158.7793,-999.9995,3
1.159,True,158.7796,158.7796,-999.9995,3
1.16,True,158.7799,158.7799,-999.9995,3
1.161,True,158.7802,158.7802,-999.9995,3
1.162,True,158.7806,158.7806,-999.9995,3
1.163,True,158.7809,158.7809,-999.9995,3
1.164,True,158.7812,158.7812,-999.9995,3
1.165,True,158.7815,158.7815,-999.9995,3
1.166,True,158.7818,158.7818,-999.9995,3
1.167,True,158.7821,158.7821,-999.9995,3
1.168,True,158.7825,158.7825,-999.9995,3
1.169,True,158.7828,158.7828,-999.9995,3
1.17,True,158.7831,158.7831,-999.9995,3
1.171,True,158.7834,158.7834,-999.9995,3
1.172,True,158.7837,158.7837,-999.9995,3
1.173,True,158.7841,158.7841,-999.9995,3
1.174,True,158.7844,158.7844,-999.9995,3
1.175,True,158.7847,158.7847,-999.9995,3
