timestamp,rank,mode,label,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_dd,skipped,min_trades,days,trades,day,pf,streak,window_worst_day
2026-07-03 10:55:54,1,scout,M5_lb18_pb4_lm1.3_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip0,"(0, 1, 2.511618, 1.76175, 1.214375, -6, -113.52)",2.51,1.76,1.214,6,-113.52,0.02,24.01,330,168,90,168,2.82,1.376,5,-69.0
2026-07-03 10:55:54,1,scout,M5_lb18_pb4_lm1.3_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip0,"(0, 1, 2.511618, 1.76175, 1.214375, -6, -113.52)",2.51,1.76,1.214,6,-113.52,0.02,24.01,330,168,120,211,1.76,1.214,6,-113.52
2026-07-03 10:55:54,1,scout,M5_lb18_pb4_lm1.3_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip0,"(0, 1, 2.511618, 1.76175, 1.214375, -6, -113.52)",2.51,1.76,1.214,6,-113.52,0.02,24.01,330,168,150,277,2.24,1.307,6,-113.52
2026-07-03 10:55:54,1,scout,M5_lb18_pb4_lm1.3_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip0,"(0, 1, 2.511618, 1.76175, 1.214375, -6, -113.52)",2.51,1.76,1.214,6,-113.52,0.02,24.01,330,168,180,339,3.23,1.467,6,-113.52
2026-07-03 10:55:54,2,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip1,"(0, 1, 0.814867, 0.497944, 1.154354, -6, -22.89)",0.81,0.5,1.154,6,-22.89,0.05,10.81,352,199,90,199,0.86,1.273,6,-19.34
2026-07-03 10:55:54,2,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip1,"(0, 1, 0.814867, 0.497944, 1.154354, -6, -22.89)",0.81,0.5,1.154,6,-22.89,0.05,10.81,352,199,120,271,1.35,1.441,6,-22.89
2026-07-03 10:55:54,2,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip1,"(0, 1, 0.814867, 0.497944, 1.154354, -6, -22.89)",0.81,0.5,1.154,6,-22.89,0.05,10.81,352,199,150,345,0.55,1.176,6,-19.34
2026-07-03 10:55:54,2,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1.5_flip1,"(0, 1, 0.814867, 0.497944, 1.154354, -6, -22.89)",0.81,0.5,1.154,6,-22.89,0.05,10.81,352,199,180,405,0.5,1.154,6,-19.34
2026-07-03 10:55:54,3,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1_flip1,"(0, 1, 0.246754, -0.185556, 0.946493, -6, -21.55)",0.25,-0.19,0.946,6,-21.55,0.05,15.2,303,238,90,238,0.41,1.118,5,-20.64
2026-07-03 10:55:54,3,scout,M5_lb10_pb4_lm0.7_pm0.15_ft0.05_cf0.1_sl0.45_rr1_flip1,"(0, 1, 0.246754, -0.185556, 0.946493, -6, -21.55)",0.25,-0.19,0.946,6,-21.55,0.05,15.2,303,238,120,310,0.84,1.243,5,-20.64
