signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-06-10T21:50:00+07:00,2026-06-11T04:45:00+07:00,SELL,4181.29,4189.39,4067.88,TP,113.21,S135 SELL Upside RV Exhaustion 14R,"Asymmetric upside-only filter; SELL fade RV=2.17, previous=0.68, efficiency=0.34, target mean=4160.47; target=14.00R, BE=1.00R"
2026-07-14T20:50:00+07:00,2026-07-16T02:30:00+07:00,SELL,4078.93,4105.78,3703.03,BE,-0.2,S135 SELL Upside RV Exhaustion 14R,"Asymmetric upside-only filter; SELL fade RV=9.83, previous=0.71, efficiency=0.46, target mean=4021.31; target=14.00R, BE=1.00R"
2026-07-16T19:55:00+07:00,2026-07-16T21:00:00+07:00,SELL,4039.33,4043.55,3980.24,TP,58.89,S135 SELL Upside RV Exhaustion 14R,"Asymmetric upside-only filter; SELL fade RV=2.16, previous=0.79, efficiency=0.49, target mean=4031.38; target=14.00R, BE=1.00R"
